Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Tony Tanti,24,VAN,RW,73,40,37,77,-1,90,20,20,0,4,25,12,0,202,19.8,,,ASnhl-11
Pat Verbeek,23,NJD,RW,73,46,31,77,29,227,33,13,0,8,15,14,2,179,25.7,,,ASnhl-7
Greg Adams,24,VAN,C,80,36,40,76,-24,30,24,12,0,3,24,16,0,227,15.9,,,"ASG,Byng-14"
Murray Craven,23,PHI,LW,72,30,46,76,25,58,22,6,2,2,26,17,3,184,16.3,,,Selke-24
Mikko Mäkelä,22,NYI,RW,73,36,40,76,14,22,21,13,2,4,19,21,0,142,25.4,,,Byng-9
Brian Propp,28,PHI,LW,74,27,49,76,8,76,18,7,2,6,30,17,2,257,10.5,,,ASnhl-10
Ron Francis,24,HAR,C,80,25,50,75,-8,87,13,11,1,3,25,25,0,172,14.5,,,
Eddie Olczyk,21,TOR,RW,80,42,33,75,-22,55,24,14,4,3,20,10,3,243,17.3,,,
Randy Cunneyworth,26,PIT,LW,71,35,39,74,13,141,21,14,0,6,23,15,1,229,15.3,,,ASnhl-13
Ken Linseman,29,BOS,C,77,29,45,74,36,167,22,7,0,5,31,12,2,150,19.3,,,Selke-15
Esa Tikkanen,23,EDM,LW,80,23,51,74,21,153,16,6,1,2,33,17,1,142,16.2,,,
Gerard Gallant,24,DET,LW,73,34,39,73,24,242,24,10,0,3,30,9,0,197,17.3,,,"ASnhl-5,Selke-24"
Anton Šťastný,28,QUE,RW,69,27,45,72,-9,14,12,15,0,4,20,25,0,177,15.3,,,Byng-19
Scott Stevens,23,WSH,D,80,12,60,72,14,184,6,5,1,2,29,31,0,231,5.2,,,"ASnhl-2,Norris-2"
Barry Pederson,26,VAN,C,76,19,52,71,2,92,14,4,1,1,31,19,2,163,11.7,,,Selke-31
Christian Ruuttu,23,BUF,C,73,26,45,71,-3,85,17,8,1,4,26,18,1,185,14.1,,,ASG
Steve Kasper,26,BOS,C,79,26,44,70,-1,35,14,9,3,5,29,11,4,166,15.7,,,"Byng-17,Selke-2"
Cam Neely,22,BOS,RW,69,42,27,69,30,175,31,11,0,3,17,10,0,207,20.3,,,"ASG,ASnhl-2,Selke-18"
Rick Vaive,28,CHI,RW,76,43,26,69,-20,108,24,19,0,6,15,11,0,229,18.8,,,
Tomas Sandström,23,NYR,RW,69,28,40,68,-6,95,17,11,0,3,20,20,0,204,13.7,,,ASG
Carey Wilson,25,2TM,C,70,27,41,68,-3,40,16,10,1,9,30,11,0,138,19.6,,,
Carey Wilson,25,CGY,C,34,9,21,30,2,18,6,3,0,3,17,4,0,61,14.8,,,
Carey Wilson,25,HAR,C,36,18,20,38,-5,22,10,7,1,6,13,7,0,77,23.4,,,
Paul Coffey,26,PIT,D,46,15,52,67,-1,93,7,6,2,2,14,36,2,193,7.8,,,"ASG,ASnhl-12,Norris-7"
Dave Taylor,32,LAK,RW,68,26,41,67,-4,129,17,9,0,2,24,17,0,149,17.4,,,
Phil Housley,23,BUF,D,74,29,37,66,-17,96,23,6,0,1,15,22,0,231,12.6,,,ASnhl-10
Geoff Courtnall,25,2TM,LW,74,36,30,66,25,123,28,8,0,5,23,7,0,252,14.3,,,
Geoff Courtnall,25,BOS,LW,62,32,26,58,24,108,24,8,0,4,19,7,0,220,14.5,,,
Geoff Courtnall,25,EDM,LW,12,4,4,8,1,15,4,0,0,1,4,0,0,32,12.5,,,
Marcel Dionne,36,NYR,C,67,31,34,65,-14,54,9,22,0,4,12,22,0,184,16.8,,,
Ray Sheppard,21,BUF,RW,74,38,27,65,-6,14,23,15,0,5,19,8,0,173,22.0,,,"ASnhl-11,AR-1,Byng-15,Calder-2"
Petri Skriko,25,VAN,LW,73,30,34,64,-12,32,18,10,2,2,23,10,1,172,17.4,,,
Rick Tocchet,23,PHI,RW,65,31,33,64,3,299,19,10,2,3,22,11,0,182,17.0,,,
Brett Hull,23,2TM,RW,65,32,32,64,14,16,26,6,0,3,22,10,0,211,15.2,,,Calder-5
Brett Hull,23,CGY,RW,52,26,24,50,10,12,22,4,0,3,16,8,0,153,17.0,,,
Brett Hull,23,STL,RW,13,6,8,14,4,4,4,2,0,0,6,2,0,58,10.3,,,
Mark Hunter,25,STL,RW,66,32,31,63,-6,136,18,14,0,0,18,13,0,164,19.5,,,
Andrew McBain,23,WIN,RW,74,32,31,63,-10,145,12,20,0,5,15,16,0,146,21.9,,,
Mark Howe,32,PHI,D,75,19,43,62,23,62,10,8,1,4,22,17,4,177,10.7,,,"ASG,ASnhl-7,Byng-8,Norris-9"
Petr Klíma,23,DET,LW,78,37,25,62,4,46,26,6,5,5,19,6,0,174,21.3,,,
James Patrick,24,NYR,D,70,17,45,62,16,52,8,9,0,1,19,26,0,187,9.1,,,"ASnhl-8,Norris-7"
Bob Probert,22,DET,RW,74,29,33,62,16,398,14,15,0,5,25,8,0,126,23.0,,,"ASG,ASnhl-9"
Chris Chelios,26,MTL,D,71,20,41,61,14,172,9,10,1,5,26,14,1,199,10.1,,,"ASnhl-6,Norris-6"
Gary Leeman,23,TOR,RW,80,30,31,61,-6,62,24,6,0,0,24,7,0,234,12.8,,,
Claude Lemieux,22,MTL,RW,78,31,30,61,16,137,25,6,0,3,24,6,0,241,12.9,,,
Larry Murphy,26,WSH,D,79,8,53,61,2,72,1,7,0,1,22,30,1,201,4.0,,,ASnhl-14
Mark Osborne,26,TOR,LW,79,23,37,60,-3,102,17,4,2,0,24,10,3,155,14.8,,,
Brent Sutter,25,NYI,C,70,29,31,60,13,55,16,11,2,2,21,9,1,162,17.9,,,Selke-10
Randy Carlyle,31,WIN,D,78,15,44,59,-20,210,7,8,0,1,12,30,2,165,9.1,,,ASnhl-17
Dale Hunter,27,WSH,C,79,22,37,59,7,240,11,11,0,1,21,16,0,126,17.5,,,
Mike Ridley,24,WSH,C,70,28,31,59,1,22,16,12,0,3,20,11,0,134,20.9,,,Byng-12
Dave Christian,28,WSH,RW,80,37,21,58,-14,26,23,14,0,5,12,9,0,187,19.8,,,
Dave Ellett,23,WIN,D,68,13,45,58,-8,106,8,5,0,1,12,31,2,198,6.6,,,
Alan Kerr,23,NYI,RW,80,24,34,58,30,198,20,4,0,2,27,7,0,196,12.2,,,Selke-12
Troy Murray,25,CHI,C,79,22,36,58,-17,96,17,3,2,2,23,11,2,148,14.9,,,Selke-31
John Tonelli,30,CGY,LW,74,17,41,58,10,84,11,6,0,1,28,13,0,128,13.3,,,Selke-24
John Chabot,25,DET,C,78,13,44,57,12,10,11,0,2,0,32,8,4,83,15.7,,,"Byng-13,Selke-13"
Mike Foligno,29,BUF,RW,74,29,28,57,-11,220,19,10,0,7,18,10,0,159,18.2,,,
Alan Haworth,27,QUE,C,72,23,34,57,-5,112,17,6,0,2,22,12,0,171,13.5,,,
Peter Zezel,22,PHI,C,69,22,35,57,7,42,8,14,0,1,21,14,0,133,16.5,,,
Randy Burridge,22,BOS,LW,79,27,28,55,0,105,19,5,3,3,20,7,1,159,17.0,,,
Bruce Driver,25,NJD,D,74,15,40,55,7,68,8,7,0,0,13,27,0,190,7.9,,,
Steve Duchesne,22,LAK,D,71,16,39,55,0,109,11,5,0,4,26,13,0,190,8.4,,,
Steve Smith,24,EDM,D,79,12,43,55,40,286,7,5,0,1,35,8,0,116,10.3,,,
Bengt-Åke Gustafsson,29,WSH,C,78,18,36,54,2,29,6,7,5,3,17,18,1,136,13.2,,,Selke-18
Brian Mullen,25,NYR,LW,74,25,29,54,-2,42,15,10,0,4,20,9,0,147,17.0,,,
Adam Oates,25,DET,C,63,14,40,54,16,20,11,3,0,3,30,10,0,111,12.6,,,
John Ogrodnick,28,NYR,LW,64,22,32,54,-3,16,15,7,0,5,15,17,0,152,14.5,,,
Thomas Steen,27,WIN,C,76,16,38,54,-11,53,12,3,1,1,30,8,0,167,9.6,,,Selke-24
Brent Ashton,27,DET,LW,73,26,27,53,10,50,17,7,2,3,18,7,2,161,16.1,,,
Jeff Brown,21,QUE,D,78,16,36,52,-25,64,7,9,0,4,11,24,1,208,7.7,,,
Bobby Carpenter,24,LAK,LW,71,19,33,52,-21,84,9,10,0,2,20,11,2,176,10.8,,,
Ulf Dahlén,21,NYR,RW,70,29,23,52,5,26,18,11,0,4,15,8,0,159,18.2,,,Calder-6
Al Iafrate,21,TOR,D,77,22,30,52,-21,80,15,4,3,4,17,12,1,169,13.0,,,ASG
Joel Otto,26,CGY,C,62,13,39,52,16,194,8,4,1,4,28,9,2,105,12.4,,,Selke-15
Jim Fox,27,LAK,RW,68,16,35,51,-7,18,14,2,0,1,24,11,0,120,13.3,,,
Mario Marois,30,WIN,D,79,7,44,51,5,111,4,3,0,1,22,21,1,170,4.1,,,
Scott Mellanby,21,PHI,RW,75,25,26,51,-7,185,18,7,0,2,15,11,0,190,13.2,,,
Jim Peplinski,27,CGY,LW,75,20,31,51,20,234,18,0,2,4,30,0,1,128,15.6,,,
Denis Potvin,34,NYI,D,72,19,32,51,26,112,10,9,0,3,13,19,0,188,10.1,,,"ASG,ASnhl-14,Norris-10"
Dave Poulin,29,PHI,C,68,19,32,51,17,32,13,1,5,3,27,3,2,125,15.2,,,"ASG,Selke-7"
Patrik Sundström,26,NJD,C,78,15,36,51,-16,42,5,9,1,0,22,13,1,126,11.9,,,Selke-13
Dave Babych,26,HAR,D,71,14,36,50,-25,54,4,10,0,2,8,27,1,233,6.0,,,
Kevin Dineen,24,HAR,RW,74,25,25,50,-14,217,20,5,0,4,13,11,1,223,11.2,,,ASG
Tom Fergus,25,TOR,C,63,19,31,50,5,81,14,5,0,0,30,1,0,124,15.3,,,
Ray Ferraro,23,HAR,C,68,21,29,50,1,81,15,6,0,2,17,12,0,105,20.0,,,
John Anderson,30,HAR,LW,63,17,32,49,-5,20,8,9,0,3,15,17,0,149,11.4,,,
Russ Courtnall,22,TOR,C,65,23,26,49,-16,47,14,6,3,1,16,10,0,212,10.8,,,
Sylvain Turgeon,23,HAR,LW,71,23,26,49,-5,71,10,13,0,3,16,10,0,247,9.3,,,
Rob Ramage,29,2TM,D,79,9,40,49,-4,164,3,6,0,0,19,21,0,215,4.2,,,ASG
Rob Ramage,29,STL,D,67,8,34,42,-20,127,3,5,0,0,14,20,0,203,3.9,,,
Rob Ramage,29,CGY,D,12,1,6,7,16,37,0,1,0,0,5,1,0,12,8.3,,,
Laurie Boschman,27,WIN,C,80,25,23,48,-24,229,14,10,1,3,13,10,0,166,15.1,,,Selke-31
Vincent Damphousse,20,TOR,LW,75,12,36,48,2,40,11,1,0,2,30,6,0,111,10.8,,,
Tony Hrkac,21,STL,C,67,11,37,48,5,22,8,2,1,3,23,11,3,86,12.8,,,Calder-8
Brian MacLellan,29,MNS,LW,75,16,32,48,-44,74,9,7,0,4,16,16,0,194,8.2,,,
Dirk Graham,28,2TM,RW,70,24,24,48,-7,71,13,10,1,2,17,7,0,173,13.9,,,
Dirk Graham,28,MNS,RW,28,7,5,12,-11,39,3,4,0,0,3,2,0,66,10.6,,,
Dirk Graham,28,CHI,RW,42,17,19,36,4,32,10,6,1,2,14,5,0,107,15.9,,,
Gaétan Duchesne,25,QUE,LW,80,24,23,47,8,83,19,4,1,2,18,4,1,138,17.4,,,Selke-30
Tomas Jonsson,27,NYI,D,72,6,41,47,6,115,5,1,0,1,12,27,2,121,5.0,,,
Mike Krushelnyski,27,EDM,LW,76,20,27,47,26,64,16,4,0,0,25,1,1,124,16.1,,,
Doug Bodger,21,PIT,D,69,14,31,45,-4,103,1,13,0,1,11,20,0,184,7.6,,,
Greg Gilbert,26,NYI,LW,76,17,28,45,14,46,15,1,1,0,27,1,0,77,22.1,,,
Bob Sweeney,24,BOS,C,80,22,23,45,11,73,16,6,0,7,20,3,0,118,18.6,,,
Rob Brown,19,PIT,RW,51,24,20,44,8,56,11,13,0,1,18,2,0,80,30.0,,,Calder-8
Keith Crowder,29,BOS,RW,68,17,26,43,14,173,11,6,0,3,19,7,0,123,13.8,,,
Paul Fenton,28,LAK,LW,71,20,23,43,-14,46,11,8,1,1,18,4,1,166,12.0,,,
Mike McPhee,27,MTL,LW,77,23,20,43,19,53,21,0,2,4,18,1,1,151,15.2,,,Selke-5
Iain Duncan,24,WIN,LW,62,19,23,42,-2,73,15,4,0,4,18,5,0,104,18.3,,,AR-1
Pelle Eklund,24,PHI,C,71,10,32,42,-6,12,8,2,0,2,15,17,0,101,9.9,,,
Calle Johansson,20,BUF,D,71,4,38,42,12,37,2,2,0,0,19,18,1,93,4.3,,,"AR-1,Calder-8"
Brad McCrimmon,28,CGY,D,80,7,35,42,48,98,3,1,3,2,26,6,3,102,6.9,,,"ASG,ASnhl-4,Norris-4"
Al Secord,29,TOR,LW,74,15,27,42,-21,221,13,2,0,0,20,7,0,149,10.1,,,
Ilkka Sinisalo,29,PHI,RW,68,25,17,42,2,30,17,6,2,4,10,7,0,148,16.9,,,
Pierre Turgeon,18,BUF,C,76,14,28,42,-8,34,6,8,0,3,19,9,0,101,13.9,,,
Kevin Hatcher,21,WSH,D,71,14,27,41,1,137,9,5,0,3,14,12,1,181,7.7,,,
Charlie Huddy,28,EDM,D,77,13,28,41,23,71,11,2,0,2,14,13,1,163,8.0,,,
Lane Lambert,23,QUE,RW,61,13,28,41,0,98,13,0,0,2,22,6,0,98,13.3,,,
Brian Lawton,22,MNS,C,74,17,24,41,-10,71,10,7,0,1,14,9,1,155,11.0,,,
Ulf Samuelsson,23,HAR,D,76,8,33,41,-10,159,5,3,0,0,18,14,1,156,5.1,,,ASnhl-13
Scott Arniel,25,BUF,LW,73,17,23,40,8,61,14,0,3,2,21,1,1,111,15.3,,,
Dave Barr,27,DET,RW,51,14,26,40,20,58,10,3,1,0,21,4,1,64,21.9,,,
Shawn Burr,21,DET,C,78,17,23,40,7,97,9,5,3,3,19,2,2,124,13.7,,,Selke-4
Larry Robinson,36,MTL,D,53,6,34,40,26,30,4,2,0,1,22,12,0,96,6.3,,,"ASG,ASnhl-17,Byng-17"
Darren Veitch,27,DET,D,63,7,33,40,11,45,3,4,0,1,18,12,3,156,4.5,,,
Neal Broten,28,MNS,C,54,9,30,39,-23,32,4,4,1,0,14,16,0,121,7.4,,,
Joe Cirella,24,NJD,D,80,8,31,39,15,191,6,2,0,2,17,12,2,135,5.9,,,
Shayne Corson,21,MTL,C,71,12,27,39,22,152,10,2,0,2,25,2,0,90,13.3,,,
John MacLean,23,NJD,RW,76,23,16,39,-10,147,11,12,0,4,12,4,0,204,11.3,,,
Guy Carbonneau,27,MTL,C,80,17,21,38,14,61,14,0,3,1,19,0,2,109,15.6,,,Selke-1
Doug Crossman,27,PHI,D,76,9,29,38,-1,43,3,6,0,0,17,11,1,153,5.9,,,
John Tucker,23,BUF,C,45,19,19,38,4,20,13,6,0,0,11,8,0,93,20.4,,,
Randy Wood,24,NYI,LW,75,22,16,38,-2,80,21,0,1,2,15,1,0,106,20.8,,,Calder-8
Moe Mantha,27,3TM,D,76,11,27,38,-1,53,8,3,0,1,16,11,0,223,4.9,,,
Moe Mantha,27,PIT,D,21,2,8,10,6,23,1,1,0,1,5,3,0,66,3.0,,,
Moe Mantha,27,EDM,D,25,0,6,6,7,26,0,0,0,0,4,2,0,50,0.0,,,
Moe Mantha,27,MNS,D,30,9,13,22,-14,4,7,2,0,0,7,6,0,107,8.4,,,
Brian Benning,21,STL,D,77,8,29,37,-5,107,3,5,0,5,15,13,1,130,6.2,,,
Gord Kluzak,23,BOS,D,66,6,31,37,18,135,5,0,1,0,16,15,0,168,3.6,,,
Stan Smyl,30,VAN,RW,57,12,25,37,-5,110,6,5,1,0,20,5,0,96,12.5,,,
Brian Sutter,31,STL,LW,76,15,22,37,-16,147,10,4,1,2,13,5,4,99,15.2,,,
Dave Tippett,26,HAR,LW,80,16,21,37,-4,32,13,1,2,2,19,2,0,126,12.7,,,"Byng-21,Selke-9"
Glen Wesley,19,BOS,D,79,7,30,37,21,69,4,1,2,0,17,11,2,158,4.4,,,"AR-1,Calder-4"
Derek King,20,NYI,LW,55,12,24,36,7,30,11,1,0,4,18,6,0,94,12.8,,,
Doug Lidster,27,VAN,D,64,4,32,36,-19,105,1,2,1,0,9,22,1,133,3.0,,,
Ray Neufeld,28,WIN,RW,78,18,18,36,-29,169,9,9,0,2,10,8,0,115,15.7,,,
Brian Skrudland,24,MTL,C,79,12,24,36,14,112,11,0,1,3,23,0,1,96,12.5,,,Selke-31
Ryan Walter,29,MTL,LW,61,13,23,36,12,39,7,6,0,3,19,4,0,93,14.0,,,Selke-31
Michel Petit,23,2TM,D,74,9,27,36,-1,258,7,2,0,3,16,11,0,109,8.3,,,
Michel Petit,23,VAN,D,10,0,3,3,-4,35,0,0,0,0,1,2,0,13,0.0,,,
Michel Petit,23,NYR,D,64,9,24,33,3,223,7,2,0,3,15,9,0,96,9.4,,,
Brad Lauer,21,NYI,RW,69,17,18,35,13,67,14,3,0,4,15,3,0,94,18.1,,,
Claude Loiselle,24,NJD,C,68,17,18,35,7,121,12,3,2,2,14,4,0,117,14.5,,,Selke-23
Paul MacDermid,24,HAR,RW,80,20,15,35,3,139,16,4,0,2,12,3,0,96,20.8,,,
Jeff Sharples,20,DET,D,56,10,25,35,13,42,8,2,0,0,11,14,0,94,10.6,,,
Dave Hunter,30,2TM,LW,80,14,21,35,9,83,12,0,2,1,20,1,0,133,10.5,,,
Dave Hunter,30,EDM,LW,21,3,3,6,1,6,3,0,0,0,3,0,0,18,16.7,,,
Dave Hunter,30,PIT,LW,59,11,18,29,8,77,9,0,2,1,17,1,0,115,9.6,,,
Tom Kurvers,25,NJD,D,56,5,29,34,6,46,3,2,0,1,8,19,2,88,5.7,,,
Reed Larson,31,BOS,D,62,10,24,34,3,93,4,5,1,1,16,7,1,151,6.6,,,
Rick Meagher,34,STL,C,76,18,16,34,0,76,13,0,5,3,15,1,0,113,15.9,,,Selke-5
Michal Pivoňka,22,WSH,LW,71,11,23,34,1,28,8,3,0,0,13,10,0,96,11.5,,,
Dave Archibald,18,MNS,C,78,13,20,33,-17,26,10,3,0,2,14,6,0,96,13.5,,,
Jim Benning,24,VAN,D,77,7,26,33,0,58,5,1,1,1,13,12,1,102,6.9,,,
Mark Johnson,30,NJD,LW,54,14,19,33,-10,14,9,2,3,3,8,10,1,121,11.6,,,Byng-21
Don Maloney,29,NYR,LW,66,12,21,33,12,60,11,1,0,2,20,0,1,88,13.6,,,
Ron Sutter,24,PHI,C,69,8,25,33,-9,146,7,1,0,0,23,0,2,107,7.5,,,Selke-31
Gino Cavallini,25,STL,LW,64,15,17,32,-4,62,12,2,1,3,15,2,0,131,11.5,,,
Miroslav Fryčer,28,TOR,RW,38,12,20,32,8,41,11,1,0,2,19,1,0,76,15.8,,,
Craig MacTavish,29,EDM,C,80,15,17,32,-3,47,12,0,3,5,13,3,1,90,16.7,,,Selke-18
Rick Middleton,34,BOS,RW,59,13,19,32,3,11,8,2,3,1,15,2,2,79,16.5,,,Byng-20
Kelly Miller,24,WSH,C,80,9,23,32,9,35,8,0,1,3,22,0,1,96,9.4,,,
David Shaw,23,NYR,D,68,7,25,32,-8,100,2,5,0,1,8,17,0,141,5.0,,,
Doug Wilson,30,CHI,D,27,8,24,32,-17,28,1,6,1,1,3,20,1,87,9.2,,,
Mark Hardy,28,2TM,D,80,8,24,32,-32,130,3,4,1,1,10,14,0,134,6.0,,,
Mark Hardy,28,LAK,D,61,6,22,28,-27,99,1,4,1,1,8,14,0,107,5.6,,,
Mark Hardy,28,NYR,D,19,2,2,4,-5,31,2,0,0,0,2,0,0,27,7.4,,,
Lee Norwood,27,DET,D,51,9,22,31,4,131,6,3,0,2,12,8,2,106,8.5,,,
Jim Sandlak,21,VAN,RW,49,16,15,31,-9,81,10,6,0,2,10,5,0,96,16.7,,,
Doug Smail,30,WIN,LW,71,15,16,31,5,34,12,0,3,5,16,0,0,110,13.6,,,
Michael Thelvén,27,BOS,D,67,6,25,31,12,57,5,1,0,1,16,9,0,106,5.7,,,
Craig Wolanin,20,NJD,D,78,6,25,31,0,170,4,1,1,3,19,6,0,113,5.3,,,
Mike Allison,26,2TM,C,52,16,15,31,3,67,10,5,1,2,10,5,0,61,26.2,,,
Mike Allison,26,TOR,LW,15,0,3,3,0,10,0,0,0,0,3,0,0,7,0.0,,,
Mike Allison,26,LAK,C,37,16,12,28,3,57,10,5,1,2,7,5,0,54,29.6,,,
Willie Huber,30,3TM,D,56,9,22,31,-16,70,4,5,0,0,11,11,0,111,8.1,,,
Willie Huber,30,NYR,D,11,1,3,4,-4,14,1,0,0,0,2,1,0,18,5.6,,,
Willie Huber,30,VAN,D,35,4,10,14,-10,40,2,2,0,0,5,5,0,79,5.1,,,
Willie Huber,30,PHI,D,10,4,9,13,-2,16,1,3,0,0,4,5,0,14,28.6,,,
Lucien DeBlois,30,NYR,C,74,9,21,30,-3,103,7,2,0,0,18,3,0,99,9.1,,,
Garry Galley,24,WSH,D,58,7,23,30,11,44,4,3,0,0,7,16,0,100,7.0,,,
Peter Ihnačák,30,TOR,C,68,10,20,30,-6,41,10,0,0,0,18,2,0,75,13.3,,,
Brian Noonan,22,CHI,C,77,10,20,30,-27,44,7,3,0,2,12,8,0,87,11.5,,,
Kjell Samuelsson,29,PHI,D,74,6,24,30,28,184,3,3,0,0,15,9,0,118,5.1,,,ASG
Doug Sulliman,28,NJD,RW,59,16,14,30,-8,22,7,8,1,0,9,2,3,89,18.0,,,
Rich Sutter,24,VAN,RW,80,15,15,30,-4,165,12,2,1,2,13,1,1,132,11.4,,,
Gaston Gingras,28,2TM,D,70,7,23,30,1,20,4,3,0,0,14,9,0,133,5.3,,,
Gaston Gingras,28,MTL,D,2,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,,,
Gaston Gingras,28,STL,D,68,7,22,29,0,18,4,3,0,0,13,9,0,131,5.3,,,
Jason Lafreniere,21,QUE,C,40,10,19,29,-1,4,5,5,0,1,10,9,0,54,18.5,,,
Petr Svoboda,21,MTL,D,69,7,22,29,46,149,5,2,0,1,17,5,0,138,5.1,,,ASnhl-9
