Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Phil Esposito,30,BOS,C,78,55,75,130,17,87,31,19,5,11,49,25,1,411,13.4,,,"ASG,ASnhl-1,Hart-2,Ross-1"
Bobby Clarke,23,PHI,C,78,37,67,104,32,80,25,10,2,4,42,23,2,231,16.0,,,"ASG,ASnhl-2,Hart-1,Pearson-1"
Bobby Orr,24,BOS,D,63,29,72,101,55,99,21,7,1,3,40,28,4,282,10.3,,,"ASG,ASnhl-1,Hart-3,Norris-1"
Rick MacLeish,23,PHI,C,78,50,50,100,16,69,27,21,2,6,31,18,1,279,17.9,,,
Jacques Lemaire,27,MTL,C,77,44,51,95,59,16,35,9,0,5,40,11,0,294,15.0,,,ASG
Jean Ratelle,32,NYR,C,78,41,53,94,24,12,30,11,0,4,39,14,0,241,17.0,,,"ASG,Byng-2"
Johnny Bucyk,37,BOS,LW,78,40,53,93,17,12,30,10,0,10,28,25,0,168,23.8,,,Byng-3
Frank Mahovlich,35,MTL,LW,78,38,55,93,42,51,28,8,2,5,35,19,1,242,15.7,,,"ASG,ASnhl-1"
Mickey Redmond,25,DET,RW,76,52,41,93,6,24,37,15,0,7,26,15,0,363,14.3,,,"ASnhl-1,Hart-6"
Jim Pappin,33,CBH,RW,76,41,51,92,25,82,32,7,2,4,44,7,0,182,22.5,,,ASG
Marcel Dionne,21,DET,C,77,40,50,90,-4,21,30,10,0,6,31,19,0,282,14.2,,,
Dennis Hull,28,CBH,LW,78,39,51,90,28,27,31,8,0,7,41,10,0,263,14.8,,,"ASG,ASnhl-2"
Pit Martin,29,CBH,C,78,29,61,90,27,30,25,4,0,3,47,13,1,185,15.7,,,ASG
Gilbert Perreault,22,BUF,C,78,28,60,88,11,10,20,8,0,7,41,19,0,234,12.0,,,"Byng-1,Hart-5"
Syl Apps,25,PIT,C,77,29,56,85,25,18,21,6,2,4,46,10,0,186,15.6,,,
Rod Gilbert,31,NYR,RW,76,25,59,84,12,25,19,6,0,4,42,17,0,183,13.7,,,
Stan Mikita,32,CBH,C,57,27,56,83,31,32,19,7,1,5,41,15,0,177,15.3,,,"ASG,Hart-7"
René Robert,24,BUF,RW,75,40,43,83,15,83,31,9,0,6,22,21,0,265,15.1,,,ASG
Dennis Hextall,29,MNS,C,78,30,52,82,29,140,27,3,0,4,44,8,0,140,21.4,,,Hart-7
Ken Hodge,28,BOS,RW,73,37,44,81,11,58,21,16,0,5,33,11,0,197,18.8,,,ASG
Garry Unger,25,STL,C,78,41,39,80,7,119,27,13,1,5,28,11,0,342,12.0,,,ASG
Yvan Cournoyer,29,MTL,RW,67,40,39,79,50,18,34,6,0,4,30,9,0,194,20.6,,,"ASG,ASnhl-2,Hart-9"
Gary Dornhoefer,29,PHI,RW,77,30,49,79,18,168,27,3,0,4,33,15,1,187,16.0,,,ASG
Fred Stanfield,28,BOS,C,78,20,58,78,11,10,13,7,0,2,36,22,0,214,9.3,,,
Darryl Sittler,22,TOR,C,78,29,48,77,-12,69,21,8,0,1,38,10,0,331,8.8,,,
Al McDonough,22,PIT,RW,78,35,41,76,20,26,28,7,0,4,26,15,0,285,12.3,,,
Rick Kehoe,21,TOR,RW,77,33,42,75,-12,20,31,2,0,5,28,14,0,204,16.2,,,
Lowell MacDonald,31,PIT,LW,78,34,41,75,36,8,28,6,0,3,35,5,1,244,13.9,,,ASG
J.P. Parisé,31,MNS,LW,78,27,48,75,17,96,21,6,0,4,38,10,0,188,14.4,,,ASG
Bill Flett,29,PHI,RW,69,43,31,74,31,53,29,11,3,6,22,9,0,283,15.2,,,
Jude Drouin,24,MNS,C,78,27,46,73,12,61,24,3,0,5,37,9,0,279,9.7,,,
Dave Keon,32,TOR,C,76,37,36,73,3,2,27,8,2,6,24,11,1,277,13.4,,,ASG
Rick Martin,21,BUF,LW,75,37,36,73,3,79,26,11,0,4,24,12,0,299,12.4,,,ASG
Alex Delvecchio,40,DET,C,77,18,53,71,6,13,10,8,0,3,36,17,0,130,13.8,,,
Bobby Schmautz,27,VAN,RW,77,38,33,71,-17,137,33,5,0,5,24,9,0,263,14.4,,,ASG
André Boudrias,29,VAN,LW,77,30,40,70,-16,24,21,9,0,2,26,14,0,194,15.5,,,
Juha Widing,25,LAK,C,77,16,54,70,-15,30,16,0,0,3,33,21,0,189,8.5,,,
Serge Bernier,25,LAK,RW,75,22,46,68,-21,43,16,6,0,3,24,22,0,255,8.6,,,
Wayne Cashman,27,BOS,LW,76,29,39,68,5,100,23,6,0,3,34,5,0,169,17.2,,,
Mike Corrigan,27,LAK,RW,78,37,30,67,-17,146,23,14,0,6,24,6,0,180,20.6,,,
Danny Grant,26,MNS,LW,78,32,35,67,23,12,29,3,0,6,25,10,0,251,12.7,,,
Walt Tkaczuk,25,NYR,C,76,27,39,66,34,59,20,6,1,7,32,5,2,264,10.2,,,
