Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Alex Ovechkin,21,WSH,LW,82,46,46,92,-19,52,30,16,0,8,25,21,0,392,11.7,1753:50,21:23,"ASG,ASnhl-1,ASnhl-9,Hart-22"
Olli Jokinen,28,FLA,C,82,39,52,91,18,78,29,9,1,8,33,19,0,351,11.1,1683:35,20:32,"ASnhl-8,Selke-31"
Daniel Alfredsson,34,OTT,RW,77,29,58,87,42,42,20,7,2,7,38,18,2,240,12.1,1661:26,21:35,"ASnhl-7,Byng-20,Hart-16,Selke-11"
Pavel Datsyuk,28,DET,C,79,27,60,87,36,20,20,5,2,5,35,24,1,207,13.0,1576:30,19:57,"ASnhl-8,Byng-1,Selke-20"
Jason Spezza,23,OTT,C,67,34,53,87,19,45,20,13,1,5,32,20,1,162,21.0,1292:29,19:17,ASnhl-8
Evgeni Malkin,20,PIT,LW,78,33,52,85,2,80,17,16,0,6,28,24,0,242,13.6,1494:24,19:10,"ASnhl-6,ASnhl-10,AR-1,Calder-1"
Daniel Sedin,26,VAN,LW,81,36,48,84,19,36,20,16,0,8,30,18,0,236,15.3,1463:11,18:04,"ASnhl-3,Byng-15"
Thomas Vanek,23,BUF,LW,82,43,41,84,47,40,28,15,0,5,34,7,0,237,18.1,1375:36,16:47,"ASnhl-2,Byng-17,Hart-22,Selke-14"
Andrew Brunette,33,COL,LW,82,27,56,83,-8,36,18,9,0,2,29,27,0,173,15.6,1435:46,17:31,"ASnhl-12,Byng-25"
Michael Nylander,34,NYR,C,79,26,57,83,12,42,12,14,0,4,34,23,0,193,13.5,1610:15,20:23,"ASnhl-19,Byng-51,Selke-57"
Ray Whitney,34,CAR,LW,81,32,51,83,-5,46,26,6,0,6,27,24,0,215,14.9,1515:13,18:42,ASnhl-8
Rod Brind'Amour,36,CAR,C,78,26,56,82,7,46,15,9,2,5,32,21,3,181,14.4,1818:50,23:19,"Byng-36,Selke-1"
Henrik Sedin,26,VAN,C,82,10,71,81,19,66,9,1,0,2,37,34,0,134,7.5,1510:57,18:26,Selke-33
Alex Tanguay,27,CGY,LW,81,22,59,81,12,44,17,5,0,0,43,16,0,107,20.6,1431:16,17:40,ASnhl-17
Mike Cammalleri,24,LAK,C,81,34,46,80,5,48,18,16,0,5,25,21,0,299,11.4,1461:47,18:03,
Vyacheslav Kozlov,34,ATL,LW,81,28,52,80,9,36,20,8,0,8,21,29,2,190,14.7,1659:46,20:29,"ASnhl-16,Byng-20"
Patrick Marleau,27,SJS,C,77,32,46,78,9,33,18,14,0,9,23,23,0,180,17.8,1429:08,18:34,"ASG,Byng-12,Selke-22"
Andy McDonald,29,ANA,C,82,27,51,78,16,46,19,8,0,3,26,25,0,252,10.7,1442:26,17:35,"ASG,Byng-51"
Paul Stastny,21,COL,C,82,28,50,78,4,42,17,11,0,6,29,20,1,185,15.1,1490:10,18:10,"AR-1,Calder-2"
Kristian Huselius,28,CGY,LW,81,34,43,77,21,26,18,14,2,6,21,20,2,173,19.7,1407:40,17:23,"ASnhl-17,Byng-7,Selke-33"
Daymond Langkow,30,CGY,C,81,33,44,77,23,44,22,10,1,6,25,17,2,247,13.4,1629:59,20:07,Selke-9
Paul Kariya,32,NSH,LW,82,24,52,76,6,36,19,5,0,2,32,20,0,224,10.7,1671:11,20:23,"ASnhl-7,Byng-15,Hart-16"
Ilya Kovalchuk,23,ATL,LW,82,42,34,76,-2,66,24,18,0,7,20,14,0,336,12.5,1750:17,21:21,ASnhl-6
Mats Sundin,35,TOR,C,75,27,49,76,-2,62,20,6,1,3,21,28,0,321,8.4,1534:49,20:28,
Saku Koivu,32,MTL,C,81,22,53,75,-21,74,10,11,1,4,19,32,2,154,14.3,1467:00,18:07,Clancy-1
Alexander Semin,22,WSH,LW,77,38,35,73,-7,90,21,17,0,6,14,21,0,243,15.6,1417:06,18:24,ASnhl-19
Alex Frolov,24,LAK,LW,82,35,36,71,-8,34,24,10,1,6,16,18,2,195,17.9,1634:58,19:56,
Patrice Bergeron,21,BOS,C,77,22,48,70,-28,26,8,14,0,6,22,24,2,224,9.8,1602:31,20:49,Byng-30
Milan Hejduk,30,COL,RW,80,35,35,70,10,44,22,12,1,6,23,12,0,257,13.6,1430:10,17:53,
Brad Richards,26,TBL,C,82,25,45,70,-19,23,12,12,1,3,23,21,1,272,9.2,1946:25,23:44,"Byng-9,Selke-47"
Eric Staal,22,CAR,C,82,30,40,70,-6,68,17,12,1,1,26,14,0,288,10.4,1650:15,20:08,ASG
Martin Straka,34,NYR,C,77,29,41,70,16,24,21,8,0,6,20,20,1,165,17.6,1536:21,19:57,Byng-45
Jason Blake,33,NYI,LW,82,40,29,69,1,34,26,14,0,7,21,8,0,305,13.1,1487:48,18:09,"ASG,ASnhl-11,ASnhl-12,Byng-60"
Jonathan Cheechoo,26,SJS,RW,76,37,32,69,11,69,22,15,0,5,17,15,0,250,14.8,1334:27,17:34,ASG
Chris Drury,30,BUF,C,77,37,32,69,1,30,17,17,3,9,22,10,0,199,18.6,1446:09,18:47,"ASnhl-7,Byng-11,Hart-13,Selke-4"
Patrik Eliáš,30,NJD,C,75,21,48,69,1,38,13,8,0,5,25,23,0,267,7.9,1396:19,18:37,
Scott Niedermayer,33,ANA,D,79,15,54,69,6,86,6,9,0,3,29,25,0,172,8.7,2122:14,26:52,"ASnhl-2,Byng-51,Hart-7,Norris-2"
Simon Gagné,26,PHI,LW,76,41,27,68,2,30,26,13,2,4,18,8,1,291,14.1,1598:48,21:02,"ASG,ASnhl-8,Byng-34"
Jason Pominville,24,BUF,RW,82,34,34,68,25,30,30,2,2,5,21,11,2,212,16.0,1427:41,17:25,Selke-38
Mark Recchi,38,PIT,RW,82,24,44,68,1,62,10,14,0,3,30,13,1,190,12.6,1615:50,19:42,Byng-32
Henrik Zetterberg,26,DET,LW,63,33,35,68,26,36,21,11,1,10,20,13,2,224,14.7,1312:33,20:50,"ASnhl-5,ASnhl-10,Byng-28,Selke-7"
Ryan Smyth,30,2TM,LW,71,36,32,68,2,52,20,15,1,5,24,7,1,210,17.1,1471:55,20:44,"ASG,Byng-60,Selke-57"
Ryan Smyth,30,EDM,LW,53,31,22,53,2,38,16,14,1,5,18,4,0,161,19.3,1068:07,20:09,
Ryan Smyth,30,NYI,LW,18,5,10,15,0,14,4,1,0,0,6,3,1,49,10.2,403:48,22:26,
Sergei Gonchar,32,PIT,D,82,13,54,67,-5,72,2,10,1,3,14,38,2,191,6.8,2178:08,26:34,"ASnhl-7,Norris-7"
Justin Williams,25,CAR,RW,82,33,34,67,-11,73,19,12,2,8,19,12,3,258,12.8,1709:56,20:51,ASG
J.P. Dumont,28,NSH,RW,82,21,45,66,14,28,16,5,0,3,31,14,0,143,14.7,1327:56,16:12,Byng-43
Milan Michálek,22,SJS,RW,78,26,40,66,17,36,15,11,0,9,24,15,1,191,13.6,1307:23,16:46,
Pavol Demitra,32,MIN,RW,71,25,39,64,0,28,15,9,1,4,21,17,1,175,14.3,1466:04,20:39,"ASnhl-14,Byng-49"
Brian Rolston,33,MIN,RW,78,31,33,64,6,46,17,13,1,6,11,21,1,305,10.2,1659:19,21:16,"ASG,Selke-16"
Sheldon Souray,30,MTL,D,81,26,38,64,-28,135,6,19,1,6,7,29,2,224,11.6,1878:24,23:11,"ASG,ASnhl-8,Norris-8"
David Výborný,32,CBJ,RW,82,16,48,64,6,60,10,6,0,2,27,21,0,158,10.1,1667:42,20:20,Byng-60
Dan Boyle,30,TBL,D,82,20,43,63,-5,62,9,10,1,4,16,27,0,203,9.9,2201:57,26:51,"ASnhl-4,Norris-4"
David Legwand,26,NSH,C,78,27,36,63,23,44,23,3,1,7,27,7,2,153,17.6,1432:07,18:22,"Byng-45,Selke-12"
Derek Roy,23,BUF,C,75,21,42,63,37,60,14,6,1,3,33,8,1,130,16.2,1384:31,18:28,Selke-17
Nathan Horton,21,FLA,C,82,31,31,62,15,61,23,7,1,3,25,6,0,217,14.3,1481:21,18:04,
Nicklas Lidström,36,DET,D,80,13,49,62,40,46,3,10,0,1,23,23,3,224,5.8,2181:58,27:16,"ASG,ASnhl-1,Byng-6,Hart-6,Norris-1"
Zach Parise,22,NJD,LW,82,31,31,62,-3,30,22,9,0,7,18,13,0,247,12.6,1437:56,17:32,Byng-51
Brendan Shanahan,38,NYR,LW,67,29,33,62,2,47,12,14,3,3,15,17,1,295,9.8,1327:57,19:49,"ASG,ASnhl-19,Hart-16"
Maxim Afinogenov,27,BUF,RW,56,23,38,61,19,66,16,7,0,3,25,13,0,151,15.2,954:48,17:03,
Erik Cole,28,CAR,LW,71,29,32,61,2,76,20,9,0,4,22,9,1,166,17.5,1279:12,18:01,
Anže Kopitar,19,LAK,C,72,20,41,61,-12,24,11,7,2,1,19,22,0,193,10.4,1478:41,20:32,Calder-4
Scott Gomez,27,NJD,C,72,13,47,60,7,42,9,4,0,1,28,19,0,248,5.2,1362:54,18:56,Selke-25
Chris Kunitz,27,ANA,LW,81,25,35,60,23,81,14,11,0,5,26,9,0,180,13.9,1381:09,17:03,Selke-57
Jamie Langenbrunner,31,NJD,RW,82,23,37,60,-9,64,11,12,0,7,27,10,0,243,9.5,1521:41,18:33,
Markus Näslund,33,VAN,RW,82,24,36,60,3,54,15,9,0,5,17,19,0,222,10.8,1454:47,17:44,Byng-30
Steve Sullivan,32,NSH,RW,57,22,38,60,16,20,13,6,3,4,20,17,1,122,18.0,1106:52,19:25,"Byng-22,Selke-41"
Dainius Zubrus,28,2TM,RW,79,24,36,60,-19,62,14,10,0,4,23,13,0,158,15.2,1539:49,19:29,
Dainius Zubrus,28,WSH,RW,60,20,32,52,-16,50,11,9,0,4,20,12,0,127,15.7,1190:45,19:51,
Dainius Zubrus,28,BUF,RW,19,4,4,8,-3,12,3,1,0,0,3,1,0,31,12.9,349:04,18:22,
Chris Pronger,32,ANA,D,66,13,46,59,27,69,5,8,0,2,18,28,0,166,7.8,1772:26,26:51,"ASnhl-3,Hart-22,Norris-3"
Mike Ribeiro,26,DAL,C,81,18,41,59,3,22,12,6,0,3,20,21,0,111,16.2,1209:48,14:56,Byng-49
Miroslav Šatan,32,NYI,RW,81,27,32,59,-12,46,19,7,1,2,18,14,0,216,12.5,1505:23,18:35,
Mike Sillinger,35,NYI,C,82,26,33,59,5,46,13,11,2,3,20,12,1,152,17.1,1583:36,19:19,Selke-23
Doug Weight,36,STL,C,82,16,43,59,10,56,11,5,0,3,28,15,0,123,13.0,1499:42,18:17,Byng-69
Ryan Whitney,23,PIT,D,81,14,45,59,9,77,5,9,0,2,20,24,1,129,10.9,1938:45,23:56,"ASnhl-12,Norris-13"
Ryan Getzlaf,21,ANA,C,82,25,33,58,17,66,13,11,1,6,13,20,0,203,12.3,1234:52,15:04,
Tomáš Kaberle,28,TOR,D,74,11,47,58,3,20,9,2,0,1,18,28,1,128,8.6,1914:30,25:52,"ASG,ASnhl-13,Byng-8,Norris-16"
Michael Ryder,26,MTL,RW,82,30,28,58,-25,60,11,17,2,3,11,17,0,221,13.6,1334:52,16:17,
Ľubomír Višňovský,30,LAK,D,69,18,40,58,1,26,10,8,0,0,15,25,0,159,11.3,1687:29,24:27,"ASG,ASnhl-18,Norris-16"
Keith Tkachuk,34,2TM,LW,79,27,31,58,11,126,17,10,0,4,21,9,1,196,13.8,1381:41,17:29,Selke-41
Keith Tkachuk,34,STL,LW,61,20,23,43,3,92,12,8,0,1,18,5,0,160,12.5,1063:17,17:26,
Keith Tkachuk,34,ATL,LW,18,7,8,15,8,34,5,2,0,3,3,4,1,36,19.4,318:24,17:41,
Pierre-Marc Bouchard,22,MIN,C,82,20,37,57,13,14,15,5,0,3,18,19,0,173,11.6,1311:06,15:59,"Byng-5,Selke-41"
Martin Erat,25,NSH,LW,68,16,41,57,13,50,10,5,1,3,28,13,0,132,12.1,1290:19,18:59,
Marián Gáborík,24,MIN,RW,48,30,27,57,12,40,17,12,1,7,17,10,0,196,15.3,942:01,19:38,"ASnhl-8,Hart-20"
Martin Havlát,25,CHI,RW,56,25,32,57,15,28,20,5,0,1,20,11,1,176,14.2,1198:21,21:24,ASG
Bryan McCabe,31,TOR,D,82,15,42,57,3,115,4,11,0,1,19,23,0,207,7.2,2200:01,26:50,"ASnhl-22,Norris-24"
Rick Nash,22,CBJ,LW,75,27,30,57,-8,73,17,9,1,5,15,13,2,228,11.8,1439:40,19:12,ASG
Jozef Stümpel,34,FLA,C,73,23,34,57,2,22,12,9,2,4,18,16,0,131,17.6,1395:36,19:07,
Jochen Hecht,29,BUF,C,76,19,37,56,19,39,16,3,0,1,30,6,1,197,9.6,1432:20,18:51,Selke-23
Bill Guerin,36,2TM,RW,77,36,20,56,10,66,27,9,0,7,13,7,0,225,16.0,1308:54,16:60,ASG
Bill Guerin,36,STL,RW,61,28,19,47,8,52,21,7,0,6,12,7,0,189,14.8,1063:06,17:26,
Bill Guerin,36,SJS,RW,16,8,1,9,2,14,6,2,0,1,1,0,0,36,22.2,245:48,15:22,
Shane Doan,30,PHX,RW,73,27,28,55,-14,73,16,11,0,7,16,12,0,209,12.9,1492:32,20:27,"Byng-69,Selke-25"
Václav Prospal,31,TBL,C,82,14,41,55,-24,36,12,2,0,1,31,10,0,219,6.4,1563:10,19:04,
Brian Rafalski,33,NJD,D,82,8,47,55,4,34,4,3,1,4,20,27,0,148,5.4,2055:50,25:04,"ASG,ASnhl-15,Byng-43,Norris-14"
Kimmo Timonen,31,NSH,D,80,13,42,55,20,42,5,8,0,2,23,18,1,121,10.7,1747:33,21:51,"ASG,ASnhl-5,Norris-5"
Ladislav Nagy,27,2TM,LW,80,12,43,55,-5,54,8,4,0,1,23,20,0,146,8.2,1386:11,17:20,
Ladislav Nagy,27,PHX,LW,55,8,33,41,-2,48,6,2,0,0,18,15,0,113,7.1,982:48,17:52,
Ladislav Nagy,27,DAL,LW,25,4,10,14,-3,6,2,2,0,1,5,5,0,33,12.1,403:23,16:08,
Peter Forsberg,33,2TM,C,57,13,42,55,7,88,7,6,0,3,23,19,0,99,13.1,1042:51,18:18,
Peter Forsberg,33,PHI,C,40,11,29,40,2,72,6,5,0,2,16,13,0,63,17.5,709:37,17:44,
Peter Forsberg,33,NSH,C,17,2,13,15,5,16,1,1,0,1,7,6,0,36,5.6,333:14,19:36,
Jason Arnott,32,NSH,C,68,27,27,54,15,48,15,12,0,6,19,8,0,190,14.2,1223:19,17:59,
Chris Clark,30,WSH,RW,74,30,24,54,-10,66,17,9,4,2,17,7,0,164,18.3,1363:13,18:25,Selke-48
Mike Knuble,34,PHI,RW,64,24,30,54,2,56,14,10,0,1,22,8,0,160,15.0,1256:24,19:38,Byng-40
Mikko Koivu,23,MIN,C,82,20,34,54,6,58,9,9,2,2,23,10,1,162,12.3,1433:02,17:29,Selke-33
Sergei Zubov,36,DAL,D,78,12,42,54,0,26,3,9,0,3,11,31,0,156,7.7,2023:32,25:57,"ASnhl-10,Byng-23,Norris-9"
Aleš Hemský,23,EDM,RW,64,13,40,53,-7,40,8,5,0,1,20,20,0,122,10.7,1087:20,16:59,
Petr Sýkora,30,EDM,C,82,22,31,53,-20,40,16,6,0,6,12,19,0,206,10.7,1366:29,16:40,ASnhl-12
Tomas Holmström,34,DET,LW,77,30,22,52,13,58,17,13,0,5,16,6,0,176,17.0,1171:18,15:13,
Robert Lang,36,DET,C,81,19,33,52,12,66,13,6,0,4,22,11,0,166,11.4,1362:16,16:49,
Mathieu Schneider,37,DET,D,68,11,41,52,12,66,8,2,1,2,12,29,0,184,6.0,1603:10,23:35,"ASnhl-28,Norris-21"
Lee Stempniak,23,STL,RW,82,27,25,52,-2,33,19,8,0,4,14,11,0,166,16.3,1206:40,14:43,"ASnhl-19,Byng-69"
Philippe Boucher,33,DAL,D,76,19,32,51,2,104,7,12,0,4,12,19,1,222,8.6,1740:20,22:54,"ASG,ASnhl-14,Byng-51,Norris-12"
Shawn Horcoff,28,EDM,C,80,16,35,51,-22,56,11,5,0,5,17,18,0,168,9.5,1666:04,20:50,Selke-33
Viktor Kozlov,31,NYI,C,81,25,26,51,12,28,20,5,0,4,18,7,1,165,15.2,1329:37,16:25,
Brendan Morrison,31,VAN,C,82,20,31,51,-9,60,12,6,2,3,19,12,0,139,14.4,1472:17,17:57,
Scott Walker,33,CAR,RW,81,21,30,51,-10,45,15,6,0,6,24,6,0,183,11.5,1309:32,16:10,
Dion Phaneuf,21,CGY,D,79,17,33,50,10,98,4,13,0,4,15,18,0,230,7.4,2011:14,25:28,"ASG,ASnhl-6,Norris-6"
Wojtek Wolski,20,COL,LW,76,22,28,50,2,14,15,7,0,2,17,10,1,165,13.3,1179:30,15:31,"Byng-60,Calder-8"
Alexei Yashin,33,NYI,C,58,18,32,50,6,44,13,5,0,3,16,16,0,203,8.9,989:53,17:04,
Tyler Arnason,27,COL,C,82,16,33,49,-8,26,15,1,0,3,22,11,0,211,7.6,1175:30,14:20,
Andrei Markov,28,MTL,D,77,6,43,49,2,56,1,5,0,2,13,27,3,128,4.7,1884:49,24:29,Norris-24
Petr Čajánek,31,STL,C,77,15,33,48,9,54,14,1,0,1,25,8,0,167,9.0,1251:25,16:15,
Brian Campbell,27,BUF,D,82,6,42,48,28,35,5,1,0,1,33,8,1,92,6.5,1794:22,21:53,"ASG,ASnhl-9,Norris-9"
Mike Fisher,26,OTT,C,68,22,26,48,15,41,13,7,2,3,19,5,2,193,11.4,1252:43,18:25,Selke-5
Jussi Jokinen,23,DAL,LW,82,14,34,48,8,18,8,6,0,1,19,15,0,121,11.6,1139:35,13:54,Byng-27
Michel Ouellet,24,PIT,RW,73,19,29,48,-3,30,8,11,0,2,21,8,0,148,12.8,972:47,13:20,
Stephen Weiss,23,FLA,C,74,20,28,48,-1,28,10,10,0,1,15,11,2,176,11.4,1266:26,17:07,Byng-69
Sean Avery,26,2TM,LW,84,18,30,48,1,174,15,2,1,2,16,13,1,249,7.2,1444:01,17:11,Selke-57
Sean Avery,26,LAK,LW,55,10,18,28,-10,116,8,1,1,2,10,8,0,160,6.3,927:28,16:52,
Sean Avery,26,NYR,LW,29,8,12,20,11,58,7,1,0,0,6,5,1,89,9.0,516:33,17:49,
Alex Kovalev,33,MTL,RW,73,18,29,47,-19,78,10,8,0,5,14,14,1,197,9.1,1332:13,18:15,
Tomáš Plekanec,24,MTL,C,81,20,27,47,10,36,13,5,2,1,16,9,2,150,13.3,1294:19,15:59,
Dustin Brown,22,LAK,LW,81,17,29,46,-21,54,4,13,0,1,16,12,1,195,8.7,1515:47,18:43,
Matthew Lombardi,24,CGY,C,81,20,26,46,10,48,11,5,4,5,17,8,1,176,11.4,1325:54,16:22,Selke-48
Peter Schaefer,29,OTT,LW,77,12,34,46,7,32,7,5,0,2,25,8,1,132,9.1,1287:52,16:44,
Brad Boyes,24,2TM,C,81,17,29,46,-17,29,15,1,1,2,20,8,1,182,9.3,1326:48,16:23,
Brad Boyes,24,BOS,C,62,13,21,34,-17,25,11,1,1,1,13,7,1,139,9.4,996:02,16:04,
Brad Boyes,24,STL,C,19,4,8,12,0,4,4,0,0,1,7,1,0,43,9.3,330:46,17:25,
Marc-André Bergeron,26,2TM,D,78,14,32,46,-4,38,4,10,0,4,17,15,0,166,8.4,1491:20,19:07,
Marc-André Bergeron,26,EDM,D,55,8,17,25,-9,28,2,6,0,3,7,10,0,111,7.2,959:40,17:27,
Marc-André Bergeron,26,NYI,D,23,6,15,21,5,10,2,4,0,1,10,5,0,55,10.9,531:40,23:07,
Brian Gionta,28,NJD,RW,62,25,20,45,-3,36,14,11,0,4,13,7,0,194,12.9,1167:06,18:49,ASnhl-10
Glen Murray,34,BOS,RW,59,28,17,45,-12,44,16,12,0,4,11,6,0,201,13.9,1106:24,18:45,
Dustin Penner,24,ANA,RW,82,29,16,45,-2,58,20,9,0,5,9,7,0,204,14.2,1146:49,13:59,Calder-5
Alexei Ponikarovsky,26,TOR,LW,71,21,24,45,8,63,15,6,0,1,19,5,0,198,10.6,1214:14,17:06,
Mike Comrie,26,2TM,C,65,20,25,45,0,44,13,7,0,3,17,8,0,125,16.0,990:51,15:15,
Mike Comrie,26,PHX,C,24,7,13,20,1,20,3,4,0,1,9,4,0,38,18.4,398:17,16:36,
Mike Comrie,26,OTT,C,41,13,12,25,-1,24,10,3,0,2,8,4,0,87,14.9,592:34,14:27,
Derek Armstrong,33,LAK,C,67,11,33,44,13,62,8,3,0,0,27,6,0,109,10.1,1009:09,15:04,
Martin Gélinas,36,FLA,LW,82,14,30,44,7,36,7,7,0,1,24,6,0,171,8.2,1101:04,13:26,Byng-60
John-Michael Liles,26,COL,D,71,14,30,44,0,24,6,8,0,3,10,20,0,128,10.9,1261:17,17:46,ASnhl-28
Corey Perry,21,ANA,RW,82,17,27,44,12,55,13,4,0,3,11,16,0,194,8.8,1022:24,12:28,
Tom Poti,29,NYI,D,78,6,38,44,-1,74,0,6,0,1,11,26,1,134,4.5,2005:30,25:43,
Marco Sturm,28,BOS,LW,76,27,17,44,-24,46,15,10,2,1,9,8,0,224,12.1,1413:02,18:36,
Todd White,31,MIN,C,77,13,31,44,8,24,6,6,1,1,22,8,1,162,8.0,1325:48,17:13,Selke-41
Bryan Smolinski,35,2TM,C,82,18,26,44,7,37,8,6,4,3,19,6,1,163,11.0,1474:50,17:59,Selke-57
Bryan Smolinski,35,CHI,C,62,14,23,37,10,29,7,4,3,3,16,6,1,122,11.5,1152:58,18:36,
Bryan Smolinski,35,VAN,C,20,4,3,7,-3,8,1,2,1,0,3,0,0,41,9.8,321:52,16:06,
Zdeno Chára,29,BOS,D,80,11,32,43,-21,100,2,9,0,3,14,17,1,204,5.4,2204:01,27:33,"ASG,ASnhl-23,Norris-20"
Jere Lehtinen,33,DAL,RW,73,26,17,43,5,16,14,11,1,5,10,7,0,194,13.4,1418:06,19:26,"Byng-25,Selke-6"
Mike Modano,36,DAL,C,59,22,21,43,9,34,13,9,0,7,11,9,1,141,15.6,1086:02,18:24,Byng-37
Joni Pitkänen,23,PHI,D,77,4,39,43,-25,88,3,1,0,0,20,17,2,137,2.9,1889:57,24:33,
Darcy Tucker,31,TOR,RW,56,24,19,43,-11,81,9,15,0,6,13,6,0,143,16.8,996:09,17:47,
Kevin Bieksa,25,VAN,D,81,12,30,42,1,134,6,6,0,2,17,13,0,203,5.9,1966:16,24:16,"ASnhl-27,Norris-24"
Jay Bouwmeester,23,FLA,D,82,12,30,42,23,66,9,3,0,3,22,8,0,174,6.9,2127:48,25:57,"ASG,ASnhl-11,Norris-11"
Matt Carle,22,SJS,D,77,11,31,42,9,30,3,8,0,1,13,18,0,111,9.9,1396:45,18:08,"AR-1,Calder-7"
Sergei Fedorov,37,CBJ,C,73,18,24,42,-7,56,9,7,2,2,11,11,2,163,11.0,1455:29,19:56,Selke-32
Fredrik Modin,32,CBJ,LW,79,22,20,42,-3,50,16,6,0,4,14,6,0,220,10.0,1509:45,19:07,
Jeff O'Neill,30,TOR,C,74,20,22,42,1,54,14,6,0,3,17,5,0,165,12.1,1015:30,13:43,
Jordan Staal,18,PIT,C,81,29,13,42,16,24,18,4,7,4,9,2,2,131,22.1,1210:16,14:56,"AR-1,Byng-42,Calder-3,Selke-13"
Kyle Wellwood,23,TOR,C,48,12,30,42,3,0,5,7,0,2,16,14,0,99,12.1,798:26,16:38,Byng-24
Travis Zajac,21,NJD,C,80,17,25,42,1,16,11,6,0,2,19,6,0,134,12.7,1283:23,16:03,"Byng-60,Calder-10"
Gary Roberts,40,2TM,LW,69,20,22,42,0,97,14,6,0,4,13,9,0,125,16.0,1153:38,16:43,
Gary Roberts,40,FLA,LW,50,13,16,29,5,71,11,2,0,3,10,6,0,94,13.8,853:53,17:05,
Gary Roberts,40,PIT,LW,19,7,6,13,-5,26,3,4,0,1,3,3,0,31,22.6,299:45,15:47,
Matt Cullen,30,NYR,C,80,16,25,41,0,52,11,2,3,2,18,5,2,217,7.4,1372:58,17:10,
Radim Vrbata,25,CHI,RW,77,14,27,41,-4,26,9,5,0,2,20,6,1,215,6.5,1300:21,16:53,
Sergei Brylin,33,NJD,C,82,16,24,40,-5,35,8,8,0,2,16,7,1,97,16.5,1455:37,17:45,
Daniel Cleary,28,DET,RW,71,20,20,40,6,24,12,6,2,5,17,2,1,135,14.8,1098:16,15:28,
Owen Nolan,34,PHX,RW,76,16,24,40,-2,56,11,2,3,1,14,10,0,154,10.4,1171:53,15:25,
Petr Průcha,24,NYR,C,79,22,18,40,-7,30,14,8,0,2,10,8,0,136,16.2,1026:45,12:60,
Michal Rozsíval,28,NYR,D,80,10,30,40,10,52,3,7,0,3,15,13,2,104,9.6,1901:55,23:46,
Shea Weber,21,NSH,D,79,17,23,40,13,60,11,6,0,2,14,8,1,152,11.2,1531:47,19:23,ASnhl-28
Randy Robitaille,31,2TM,C,78,11,29,40,-6,44,8,3,0,1,23,6,0,120,9.2,1102:46,14:08,
Randy Robitaille,31,PHI,C,28,5,12,17,-4,22,3,2,0,0,7,5,0,46,10.9,407:40,14:34,
Randy Robitaille,31,NYI,C,50,6,17,23,-2,22,5,1,0,1,16,1,0,74,8.1,695:06,13:54,
Brett Clark,30,COL,D,82,10,29,39,5,50,6,4,0,1,18,10,1,140,7.1,1941:36,23:41,
Jeff Hamilton,29,CHI,C,70,18,21,39,-4,22,15,3,0,4,10,11,0,138,13.0,904:56,12:56,Byng-69
