Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Zach Parise,25,NJD,C,81,38,44,82,24,32,28,9,1,5,27,17,0,347,11.0,514,1601:45,19:46,18,30,37.5,34,108,49,30,"ASnhl-4,Byng-9,Hart-13,Selke-12"
Anže Kopitar,22,LAK,C,82,34,47,81,6,16,19,14,1,2,23,24,0,259,13.1,451,1786:25,21:47,592,602,49.6,50,78,35,46,"ASnhl-6,Byng-4,Hart-17"
Paul Stastny,24,COL,C,81,20,59,79,2,50,11,9,0,2,43,16,0,199,10.1,319,1732:58,21:24,851,852,50.0,53,42,59,35,"Byng-33,Hart-23"
Evgeni Malkin,23,PIT,C,67,28,49,77,-6,100,13,13,2,7,33,15,1,268,10.4,460,1396:45,20:51,199,295,40.3,25,58,56,49,ASnhl-13
Mike Green,24,WSH,D,75,19,57,76,39,54,9,10,0,4,31,25,1,205,9.3,458,1911:12,25:29,0,0,,105,133,44,73,"ASnhl-2,Hart-14,Norris-2"
Corey Perry,24,ANA,RW,82,27,49,76,0,111,20,6,1,2,31,17,1,270,10.0,450,1726:57,21:04,6,22,21.4,34,93,38,54,ASnhl-8
Ryan Kesler,25,VAN,C,82,25,50,75,1,104,12,12,1,5,34,14,2,214,11.7,387,1609:27,19:38,772,629,55.1,73,95,83,28,Selke-2
Daniel Alfredsson,37,OTT,RW,70,20,51,71,8,22,15,4,1,5,21,27,3,168,11.9,313,1376:35,19:40,14,25,35.9,36,41,76,42,"ASnhl-5,Byng-8,Selke-15"
Loui Eriksson,24,DAL,LW,82,29,42,71,-4,26,21,6,2,4,35,6,1,214,13.6,352,1620:17,19:46,4,7,36.4,48,31,46,33,
Mikko Koivu,26,MIN,C,80,22,49,71,-2,50,13,8,1,2,29,20,0,246,8.9,413,1659:30,20:45,864,654,56.9,52,50,55,60,Selke-11
Pavel Datsyuk,31,DET,C,80,27,43,70,17,18,18,9,0,3,27,16,0,203,13.3,368,1627:50,20:21,589,478,55.2,33,85,131,71,"ASnhl-7,Byng-3,Selke-1"
Vincent Lecavalier,29,TBL,C,82,24,46,70,-16,63,19,5,0,3,26,20,0,295,8.1,491,1622:49,19:47,762,675,53.0,21,80,33,47,Byng-36
Tomáš Plekanec,27,MTL,C,82,25,45,70,5,50,21,3,1,4,24,21,0,216,11.6,379,1637:04,19:58,791,824,49.0,63,51,46,58,Selke-26
Eric Staal,25,CAR,C,70,29,41,70,4,68,16,13,0,5,31,10,0,277,10.5,504,1449:42,20:43,479,667,41.8,17,74,45,42,"ASnhl-8,Selke-54"
Henrik Zetterberg,29,DET,C,74,23,47,70,12,26,20,3,0,6,27,19,1,309,7.4,524,1485:00,20:04,536,543,49.7,34,44,51,46,"ASnhl-9,Byng-33,Hart-23,Selke-9"
Ryan Getzlaf,24,ANA,C,66,19,50,69,4,79,11,8,0,5,36,14,0,149,12.8,284,1430:20,21:40,533,591,47.4,49,178,39,54,
Jarome Iginla,32,CGY,RW,82,32,37,69,-2,58,22,10,0,5,26,11,0,257,12.5,495,1689:19,20:36,151,170,47.0,36,86,45,54,"ASnhl-5,ASnhl-12,Byng-18"
Duncan Keith,26,CHI,D,82,14,55,69,21,51,10,3,1,1,38,13,4,213,6.6,447,2180:34,26:36,0,0,,143,46,45,59,"ASnhl-1,Byng-29,Hart-15,Norris-1"
Derek Roy,26,BUF,C,80,26,43,69,9,48,15,10,1,6,28,15,0,215,12.1,393,1550:34,19:23,610,603,50.3,47,27,51,68,
Jonathan Toews,21,CHI,C,76,25,43,68,22,47,15,9,1,3,27,13,3,202,12.4,297,1520:15,20:00,801,596,57.3,33,56,69,24,"ASnhl-8,Byng-29,Selke-4"
Nik Antropov,29,ATL,C,76,24,43,67,13,44,16,8,0,4,30,13,0,126,19.0,205,1385:17,18:14,481,627,43.4,35,82,30,40,
Alexandre Burrows,28,VAN,LW,82,35,32,67,34,121,26,4,5,3,28,2,2,209,16.7,325,1464:36,17:52,14,20,41.2,54,97,68,23,Selke-13
Rick Nash,25,CBJ,LW,76,33,34,67,-2,58,21,10,2,6,20,12,2,254,13.0,413,1591:21,20:56,11,11,50.0,25,121,41,26,"ASnhl-9,ASnhl-14,Byng-36"
Travis Zajac,24,NJD,C,82,25,42,67,22,24,19,6,0,4,26,15,1,210,11.9,328,1657:41,20:13,726,647,52.9,29,64,51,28,"Byng-45,Selke-6"
Patrick Sharp,28,CHI,C,82,25,41,66,24,28,19,4,2,4,28,12,1,266,9.4,438,1485:47,18:07,241,225,51.7,24,45,51,33,"ASnhl-13,Selke-24"
Tim Connolly,28,BUF,C,73,17,48,65,10,28,9,7,1,5,27,20,1,206,8.3,333,1359:01,18:37,349,398,46.7,46,23,22,48,Selke-49
Jussi Jokinen,26,CAR,LW,81,30,35,65,3,36,20,10,0,6,21,14,0,160,18.8,285,1362:01,16:49,136,129,51.3,24,55,40,20,
Antoine Vermette,27,CBJ,C,82,27,38,65,2,32,19,6,2,1,32,6,0,156,17.3,253,1651:50,20:09,852,721,54.2,40,91,33,28,"Byng-54,Selke-37"
Wojtek Wolski,23,2TM,LW,80,23,42,65,21,27,21,2,0,5,34,8,0,195,11.8,324,1498:57,18:44,16,20,44.4,29,33,39,60,Selke-49
Wojtek Wolski,23,COL,LW,62,17,30,47,15,21,15,2,0,4,23,7,0,156,10.9,252,1174:38,18:57,11,12,47.8,26,30,37,51,
Wojtek Wolski,23,PHX,LW,18,6,12,18,6,6,6,0,0,1,11,1,0,39,15.4,72,324:19,18:01,5,8,38.5,3,3,2,9,
Bobby Ryan,22,ANA,RW,81,35,29,64,9,81,24,11,0,3,19,10,0,258,13.6,465,1497:46,18:29,41,52,44.1,17,127,41,29,"ASnhl-12,Selke-54"
Chris Stewart,22,COL,RW,77,28,36,64,4,73,25,3,0,5,26,10,0,221,12.7,343,1285:42,16:42,3,5,37.5,11,100,26,43,
Kristian Huselius,31,CBJ,LW,74,23,40,63,-4,36,14,8,1,5,25,15,0,162,14.2,291,1360:59,18:24,4,10,28.6,16,15,44,30,
Dustin Penner,27,EDM,RW,82,32,31,63,6,38,23,9,0,1,23,8,0,203,15.8,351,1507:01,18:23,199,219,47.6,43,53,49,60,
Jason Pominville,27,BUF,RW,82,24,38,62,13,22,16,8,0,2,26,12,0,252,9.5,432,1537:29,18:45,42,78,35.0,41,45,49,31,Byng-23
Mike Richards,24,PHI,C,82,31,31,62,-2,79,17,13,1,3,12,18,1,237,13.1,458,1673:20,20:24,696,677,50.7,64,145,42,49,"ASnhl-8,Selke-7"
Maxim Afinogenov,30,ATL,RW,82,24,37,61,-17,46,18,6,0,3,25,12,0,181,13.3,321,1426:17,17:24,1,2,33.3,21,32,65,63,
Andrew Brunette,36,MIN,LW,82,25,36,61,-5,12,13,12,0,3,23,13,0,129,19.4,192,1396:13,17:02,5,5,50.0,20,33,15,29,Byng-14
Jeff Carter,25,PHI,C,74,33,28,61,2,38,20,11,2,6,17,11,0,319,10.3,585,1428:26,19:18,688,626,52.4,34,60,43,26,
Jamie Langenbrunner,34,NJD,RW,81,19,42,61,6,44,11,6,2,4,27,13,2,228,8.3,389,1584:09,19:33,29,31,48.3,21,108,37,43,
Stephen Weiss,26,FLA,C,80,28,32,60,-7,40,16,12,0,2,21,10,1,180,15.6,319,1599:30,19:60,813,738,52.4,59,43,63,27,Selke-37
Drew Doughty,20,LAK,D,82,16,43,59,20,54,7,9,0,5,21,22,0,142,11.3,315,2047:57,24:59,0,0,,75,155,19,69,"ASnhl-3,Hart-17,Norris-3"
Scott Gomez,30,MTL,C,78,12,47,59,1,60,7,5,0,1,33,14,0,180,6.7,297,1554:57,19:56,698,677,50.8,34,30,52,60,Selke-45
Brooks Laich,26,WSH,C,78,25,34,59,16,34,12,12,1,4,24,9,1,222,11.3,351,1426:28,18:17,149,178,45.6,39,92,42,38,
Rene Bourque,28,CGY,LW,73,27,31,58,7,88,17,6,4,5,24,7,0,215,12.6,388,1337:07,18:19,8,17,32.0,44,91,47,34,
Dan Boyle,33,SJS,D,76,15,43,58,6,70,9,6,0,3,20,23,0,180,8.3,409,1992:20,26:13,0,3,0.0,130,51,42,63,"ASnhl-6,Norris-6"
Václav Prospal,34,NYR,C,75,20,38,58,8,32,13,6,1,4,25,13,0,180,11.1,298,1507:40,20:06,327,312,51.2,29,95,44,20,
Ray Whitney,37,CAR,LW,80,21,37,58,-6,26,14,7,0,5,25,12,0,171,12.3,335,1531:51,19:09,3,6,33.3,27,24,63,42,Byng-54
Ryane Clowe,27,SJS,LW,82,19,38,57,0,131,17,2,0,2,25,13,0,189,10.1,329,1407:52,17:10,35,38,47.9,33,157,39,61,
Nathan Horton,24,FLA,C,65,20,37,57,-1,42,11,7,2,4,33,4,0,159,12.6,303,1357:37,20:53,48,37,56.5,20,34,30,30,
Andy McDonald,32,STL,C,79,24,33,57,-9,18,18,6,0,3,17,16,0,191,12.6,315,1432:24,18:08,241,206,53.9,28,46,30,34,
Jason Spezza,26,OTT,C,60,23,34,57,0,20,12,11,0,5,21,13,0,165,13.9,308,1143:46,19:04,503,491,50.6,11,23,39,57,
Matt Stajan,26,2TM,C,82,19,38,57,-6,32,12,7,0,4,28,8,2,132,14.4,216,1551:04,18:55,680,637,51.6,41,75,40,44,
Matt Stajan,26,TOR,C,55,16,25,41,-3,30,9,7,0,2,18,6,1,99,16.2,167,1033:13,18:47,478,448,51.6,29,52,29,26,
Matt Stajan,26,CGY,C,27,3,13,16,-3,2,3,0,0,2,10,2,1,33,9.1,49,517:51,19:11,202,189,51.7,12,23,11,18,
Dustin Brown,25,LAK,RW,82,24,32,56,-6,41,17,7,0,3,22,10,0,248,9.7,440,1579:09,19:15,17,22,43.6,25,283,39,63,
Shane Doan,33,PHX,RW,82,18,37,55,3,41,13,5,0,4,26,11,0,234,7.7,415,1571:29,19:10,70,83,45.8,25,154,49,18,"Byng-36,Clancy-1"
Matt Duchene,19,COL,C,81,24,31,55,1,16,13,10,1,2,20,11,0,180,13.3,309,1436:22,17:44,479,609,44.0,28,51,64,39,"AR-1,Byng-22,Calder-3"
Phil Kessel,22,TOR,RW,70,30,25,55,-8,21,22,8,0,5,17,8,0,297,10.1,548,1368:10,19:33,59,63,48.4,13,13,30,46,
James Neal,22,DAL,LW,78,27,28,55,-5,64,24,2,1,4,19,8,1,200,13.5,346,1419:15,18:12,19,41,31.7,32,174,58,26,
Rich Peverley,27,ATL,C,82,22,33,55,-14,36,13,7,2,7,21,9,3,166,13.3,265,1530:02,18:40,647,546,54.2,34,23,62,55,
Chris Pronger,35,PHI,D,82,10,45,55,22,79,5,5,0,2,23,21,1,175,5.7,343,2125:58,25:56,0,0,,189,104,40,58,"ASnhl-5,Hart-23,Norris-5"
R.J. Umberger,27,CBJ,C,82,23,32,55,-16,40,14,8,1,4,20,12,0,221,10.4,330,1571:49,19:10,372,332,52.8,60,107,36,18,
Martin Havlát,28,MIN,LW,73,18,36,54,-19,34,14,4,0,3,22,14,0,169,10.7,295,1309:06,17:56,6,6,50.0,17,21,30,31,
John Tavares,19,NYI,C,82,24,30,54,-15,22,13,11,0,2,16,14,0,186,12.9,346,1476:34,18:00,536,593,47.5,28,42,55,77,"AR-1,Calder-5"
Daniel Brière,32,PHI,C,75,26,27,53,-2,71,18,8,0,1,18,9,0,193,13.5,318,1243:55,16:35,53,67,44.2,17,53,31,21,
Mike Fisher,29,OTT,C,79,25,28,53,1,59,15,10,0,6,23,3,2,212,11.8,374,1498:25,18:58,673,618,52.1,79,208,47,34,"Byng-54,Selke-17"
Mike Knuble,37,WSH,RW,69,29,24,53,23,59,23,6,0,5,17,7,0,151,19.2,259,1164:27,16:53,0,6,0.0,34,71,32,18,
Matthew Lombardi,27,PHX,C,78,19,34,53,8,36,15,4,0,2,22,12,0,174,10.9,281,1399:20,17:56,445,454,49.5,27,62,20,36,
Mason Raymond,24,VAN,LW,82,25,28,53,0,48,17,8,0,4,18,10,0,217,11.5,347,1421:13,17:20,8,15,34.8,19,64,44,16,
Mike Ribeiro,29,DAL,C,66,19,34,53,-5,38,9,8,2,0,17,15,2,155,12.3,244,1289:22,19:32,493,609,44.7,27,93,47,73,
Mikael Samuelsson,33,VAN,RW,74,30,23,53,10,64,23,7,0,4,16,7,0,219,13.7,385,1270:48,17:10,11,20,35.5,16,50,34,42,
Ryan Smyth,33,LAK,LW,67,22,31,53,8,42,11,11,0,3,18,13,0,206,10.7,293,1318:31,19:41,30,30,50.0,24,41,23,52,
Thomas Vanek,26,BUF,LW,71,28,25,53,9,42,18,10,0,6,17,8,0,182,15.4,315,1190:24,16:46,0,7,0.0,15,45,34,39,
Patrice Bergeron,24,BOS,C,73,19,33,52,6,28,18,0,1,4,24,8,1,184,10.3,324,1380:11,18:54,768,557,58.0,45,49,54,19,"Byng-20,Selke-5"
Saku Koivu,35,ANA,C,71,19,33,52,14,36,13,5,1,6,20,11,2,124,15.3,197,1319:03,18:35,571,538,51.5,17,59,31,42,Selke-26
David Krejčí,23,BOS,C,79,17,35,52,8,26,11,6,0,3,25,8,2,156,10.9,252,1441:28,18:15,547,538,50.4,37,81,31,28,Selke-45
Kyle Okposo,21,NYI,RW,80,19,33,52,-22,34,15,4,0,4,14,18,1,249,7.6,460,1643:10,20:32,33,36,47.8,44,62,78,65,
Tomáš Fleischmann,25,WSH,LW,69,23,28,51,9,28,16,7,0,4,15,13,0,121,19.0,240,1106:29,16:02,152,204,42.7,17,36,31,25,
Alex Frolov,27,LAK,LW,81,19,32,51,-1,26,14,5,0,1,24,8,0,182,10.4,302,1493:19,18:26,7,5,58.3,14,58,27,40,
Patric Hörnqvist,23,NSH,RW,80,30,21,51,18,40,20,10,0,8,19,2,0,275,10.9,412,1255:00,15:41,5,13,27.8,26,69,33,22,
Marián Hossa,31,CHI,RW,57,24,27,51,24,18,17,2,5,2,21,5,1,199,12.1,314,1067:25,18:44,0,1,0.0,14,41,44,24,Selke-20
Joe Pavelski,25,SJS,C,67,25,26,51,1,26,21,3,1,5,15,10,1,228,11.0,386,1305:14,19:29,478,343,58.2,60,58,42,38,Selke-23
Steve Sullivan,35,NSH,C,82,17,34,51,2,35,12,5,0,4,26,8,0,152,11.2,250,1469:38,17:55,1,9,10.0,13,26,34,68,
Mike Cammalleri,27,MTL,C,65,26,24,50,7,16,22,4,0,4,13,11,0,218,11.9,376,1268:56,19:31,26,25,51.0,27,18,34,46,Byng-45
Toby Enström,25,ATL,D,82,6,44,50,-5,30,4,2,0,0,26,17,1,109,5.5,239,1826:04,22:16,0,0,,99,20,36,30,ASnhl-19
Sergei Gonchar,35,PIT,D,62,11,39,50,-4,49,5,6,0,3,14,24,1,138,8.0,298,1512:45,24:24,0,0,,90,64,19,40,"ASnhl-17,Byng-16,Norris-14"
Jakub Voráček,20,CBJ,RW,81,16,34,50,-7,26,12,4,0,1,25,9,0,154,10.4,274,1265:02,15:37,2,4,33.3,17,63,21,33,
Alexei Ponikarovsky,29,2TM,LW,77,21,29,50,-1,61,16,5,0,1,22,7,0,184,11.4,323,1267:45,16:28,12,26,31.6,43,146,18,31,
Alexei Ponikarovsky,29,TOR,LW,61,19,22,41,5,44,15,4,0,1,18,4,0,147,12.9,268,1026:24,16:50,12,25,32.4,41,114,17,26,
Alexei Ponikarovsky,29,PIT,LW,16,2,7,9,-6,17,1,1,0,0,4,3,0,37,5.4,55,241:21,15:05,0,1,0.0,2,32,1,5,
Olli Jokinen,31,2TM,C,82,15,35,50,3,75,12,3,0,3,23,12,0,236,6.4,429,1464:58,17:52,480,493,49.3,38,110,39,63,
Olli Jokinen,31,CGY,C,56,11,24,35,2,53,9,2,0,2,17,7,0,162,6.8,297,1036:25,18:30,364,375,49.3,18,57,30,49,
Olli Jokinen,31,NYR,C,26,4,11,15,1,22,3,1,0,1,6,5,0,74,5.4,132,428:33,16:29,116,118,49.6,20,53,9,14,
Martin Erat,28,NSH,LW,74,21,28,49,-7,50,16,5,0,2,18,9,1,168,12.5,276,1331:16,17:59,24,49,32.9,36,48,54,63,
Tomáš Kaberle,31,TOR,D,82,7,42,49,-16,24,4,3,0,1,19,22,1,158,4.4,306,1832:45,22:21,0,0,,98,44,16,63,
Alex Kovalev,36,OTT,RW,77,18,31,49,-8,54,14,4,0,5,21,10,0,165,10.9,325,1398:22,18:10,1,2,33.3,19,33,33,69,
Nicklas Lidström,39,DET,D,82,9,40,49,22,24,4,5,0,1,22,15,3,194,4.6,403,2084:59,25:26,0,0,,82,56,35,53,"ASnhl-4,Byng-5,Hart-17,Norris-4"
Jordan Staal,21,PIT,C,82,21,28,49,19,57,18,1,2,1,23,4,1,195,10.8,327,1590:07,19:24,633,679,48.2,41,117,41,31,"Byng-24,Selke-3"
Mark Streit,32,NYI,D,82,11,38,49,0,48,2,9,0,2,25,13,0,187,5.9,417,2107:14,25:42,0,1,0.0,132,78,76,73,"ASnhl-12,Norris-10"
David Backes,25,STL,RW,79,17,31,48,-4,106,12,5,0,3,27,3,1,163,10.4,288,1445:45,18:18,504,561,47.3,60,266,40,21,Selke-49
Patrik Eliáš,33,NJD,LW,58,19,29,48,18,40,15,3,1,4,21,8,0,145,13.1,237,1022:00,17:37,205,252,44.9,16,30,23,45,
Matt Moulson,26,NYI,LW,82,30,18,48,-1,16,22,8,0,5,11,7,0,208,14.4,349,1364:26,16:38,3,1,75.0,52,113,54,25,Byng-45
Tyler Myers,19,BUF,D,82,11,37,48,13,32,8,3,0,1,23,13,1,104,10.6,257,1946:33,23:44,0,0,,133,89,29,93,"ASnhl-9,AR-1,Byng-36,Calder-1,Norris-15"
Scott Niedermayer,36,ANA,D,80,10,38,48,-9,38,5,5,0,2,15,22,1,168,6.0,304,2120:18,26:30,0,1,0.0,80,58,46,50,"ASnhl-17,Byng-54"
T.J. Oshie,23,STL,C,76,18,30,48,-1,36,16,1,1,3,16,14,0,158,11.4,320,1392:13,18:19,64,89,41.8,65,149,61,26,
Teemu Selänne,39,ANA,RW,54,27,21,48,3,16,13,14,0,5,8,13,0,173,15.6,269,935:18,17:19,62,69,47.3,13,14,17,39,Byng-10
Matt Cullen,33,2TM,C,81,16,32,48,-7,34,12,2,2,2,21,10,1,195,8.2,368,1519:14,18:45,568,542,51.2,48,70,53,35,
Matt Cullen,33,CAR,C,60,12,28,40,0,26,9,1,2,1,19,8,1,137,8.8,272,1141:40,19:02,437,450,49.3,33,58,42,25,
Matt Cullen,33,OTT,C,21,4,4,8,-7,8,3,1,0,1,2,2,0,58,6.9,96,377:34,17:59,131,92,58.7,15,12,11,10,
Lee Stempniak,26,2TM,RW,80,28,20,48,0,26,18,9,1,2,13,7,0,212,13.2,386,1385:31,17:19,17,22,43.6,25,87,49,44,
Lee Stempniak,26,TOR,RW,62,14,16,30,-10,18,8,5,1,1,9,7,0,164,8.5,304,1108:56,17:53,9,16,36.0,20,71,43,40,
Lee Stempniak,26,PHX,RW,18,14,4,18,10,8,10,4,0,1,4,0,0,48,29.2,82,276:35,15:22,8,6,57.1,5,16,6,4,
Claude Giroux,22,PHI,RW,82,16,31,47,-9,23,8,8,0,2,18,13,0,145,11.0,260,1362:18,16:37,297,303,49.5,48,76,49,39,
Ryan Malone,30,TBL,LW,69,21,26,47,-8,68,14,7,0,7,17,8,1,172,12.2,248,1294:53,18:46,37,57,39.4,22,174,35,32,
David Perron,21,STL,LW,82,20,27,47,-10,60,14,5,1,2,18,8,1,166,12.0,275,1324:43,16:09,8,13,38.1,12,78,35,26,
Alexander Steen,25,STL,C,68,24,23,47,6,30,15,7,2,4,14,9,0,189,12.7,336,1106:47,16:17,30,43,41.1,39,45,24,20,Selke-40
Jarret Stoll,27,LAK,C,73,16,31,47,13,40,12,4,0,4,13,17,1,164,9.8,284,1271:37,17:25,610,481,55.9,34,189,17,24,Selke-48
Jason Arnott,35,NSH,C,63,19,27,46,0,26,13,6,0,3,15,12,0,216,8.8,333,1177:58,18:42,526,551,48.8,17,24,30,30,
Steve Downie,22,TBL,RW,79,22,24,46,14,208,15,7,0,1,20,4,0,116,19.0,184,1162:14,14:43,17,17,50.0,20,139,31,35,
Brian Gionta,31,MTL,RW,61,28,18,46,3,26,18,10,0,3,12,6,0,237,11.8,409,1265:46,20:45,7,6,53.8,33,36,36,27,
Brenden Morrow,31,DAL,LW,76,20,26,46,-3,69,10,9,1,2,16,10,0,155,12.9,268,1457:12,19:10,9,22,29.0,48,230,33,49,Selke-54
Joni Pitkänen,26,CAR,D,71,6,40,46,-11,72,5,1,0,1,22,18,0,161,3.7,359,1943:39,27:23,0,0,,122,66,57,62,
J.P. Dumont,31,NSH,RW,74,17,28,45,8,20,13,3,1,3,18,10,0,112,15.2,196,1093:06,14:46,0,0,,19,20,33,34,Byng-54
Bill Guerin,39,PIT,RW,78,21,24,45,-9,75,10,11,0,4,17,7,0,227,9.3,376,1367:16,17:32,14,14,50.0,13,77,9,38,
Tomas Holmström,37,DET,LW,68,25,20,45,5,60,12,13,0,5,11,9,0,131,19.1,214,1075:29,15:49,0,1,0.0,6,69,25,32,
Ľubomír Višňovský,33,2TM,D,73,15,30,45,-10,20,10,5,0,2,12,18,0,131,11.5,296,1598:56,21:54,0,0,,105,37,40,73,Byng-45
Ľubomír Višňovský,33,EDM,D,57,10,22,32,-4,16,6,4,0,1,9,13,0,78,12.8,193,1183:00,20:45,0,0,,82,32,29,60,
Ľubomír Višňovský,33,ANA,D,16,5,8,13,-6,4,4,1,0,1,3,5,0,53,9.4,103,415:56,25:60,0,0,,23,5,11,13,
Todd Bertuzzi,34,DET,RW,82,18,26,44,-7,80,14,4,0,4,19,7,0,216,8.3,365,1375:29,16:46,11,12,47.8,19,104,32,65,
Zdeno Chára,32,BOS,D,80,7,37,44,19,87,3,4,0,1,24,12,1,242,2.9,458,2029:49,25:22,1,1,50.0,102,149,27,65,"ASnhl-8,Byng-54,Hart-15,Norris-8"
Brandon Dubinsky,23,NYR,C,69,20,24,44,9,54,12,6,2,5,20,4,0,165,12.1,291,1349:18,19:33,347,328,51.4,36,129,37,18,Selke-40
Christian Ehrhoff,27,VAN,D,80,14,30,44,36,42,8,6,0,3,13,17,0,181,7.7,393,1822:41,22:47,0,0,,82,54,30,54,"ASnhl-11,Norris-9"
Scott Hartnell,27,PHI,RW,81,14,30,44,-6,155,6,8,0,4,24,6,0,171,8.2,288,1273:23,15:43,1,4,20.0,30,138,27,45,
Milan Hejduk,33,COL,RW,56,23,21,44,6,10,15,8,0,4,12,9,0,153,15.0,233,1065:03,19:01,4,10,28.6,21,30,32,13,
Kris Versteeg,23,CHI,RW,79,20,24,44,8,35,13,4,3,4,16,7,1,184,10.9,294,1242:28,15:44,77,106,42.1,26,35,61,27,
Niklas Hagman,30,2TM,LW,82,25,19,44,-4,25,21,4,0,2,15,4,0,216,11.6,363,1321:53,16:07,11,26,29.7,29,34,28,22,
Niklas Hagman,30,TOR,LW,55,20,13,33,-3,23,16,4,0,1,11,2,0,148,13.5,262,887:51,16:09,10,21,32.3,20,26,14,16,
Niklas Hagman,30,CGY,LW,27,5,6,11,-1,2,5,0,0,1,4,2,0,68,7.4,101,434:02,16:05,1,5,16.7,9,8,14,6,
Niclas Bergfors,22,2TM,RW,81,21,23,44,-10,10,12,9,0,6,17,6,0,217,9.7,300,1249:06,15:25,9,10,47.4,6,18,35,24,"AR-1,Byng-26,Calder-6"
Niclas Bergfors,22,NJD,RW,54,13,14,27,-7,10,5,8,0,4,9,5,0,134,9.7,193,803:39,14:53,5,2,71.4,2,14,21,23,
Niclas Bergfors,22,ATL,RW,27,8,9,17,-3,0,7,1,0,2,8,1,0,83,9.6,107,445:27,16:30,4,8,33.3,4,4,14,1,
Michael Frolík,21,FLA,C,82,21,22,43,-4,43,16,5,0,1,17,5,0,219,9.6,369,1433:14,17:29,13,22,37.1,32,72,41,30,
Paul Kariya,35,STL,LW,75,18,25,43,-7,36,15,3,0,2,16,9,0,221,8.1,374,1286:30,17:09,4,6,40.0,25,36,24,28,Byng-54
