Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Bryan McCabe,34,FLA,D,82,8,35,43,-4,83,5,3,0,1,19,16,0,169,4.7,358,1912:47,23:20,0,0,,106,113,18,46,
Mark Recchi,41,BOS,RW,81,18,25,43,4,34,10,8,0,2,20,5,0,152,11.8,235,1381:23,17:03,54,92,37.0,22,84,26,16,Byng-42
Radim Vrbata,28,PHX,RW,82,24,19,43,6,24,17,7,0,4,12,7,0,266,9.0,397,1330:16,16:13,2,5,28.6,22,17,29,21,
Shea Weber,24,NSH,D,78,16,27,43,0,36,9,7,0,3,14,13,0,222,7.2,487,1807:12,23:10,0,0,,106,165,34,52,"ASnhl-7,Hart-23,Norris-7"
Marek Židlický,32,MIN,D,78,6,37,43,-16,67,2,4,0,3,17,20,0,116,5.2,250,1885:14,24:10,0,0,,128,80,32,52,
Brad Boyes,27,STL,C,82,14,28,42,1,26,12,2,0,3,20,8,0,197,7.1,374,1376:43,16:47,138,173,44.4,18,76,46,31,
Alexander Edler,23,VAN,D,76,5,37,42,0,40,3,2,0,0,20,17,0,161,3.1,359,1721:08,22:39,0,2,0.0,115,84,14,52,
Kurtis Foster,28,TBL,D,71,8,34,42,-5,48,5,3,0,1,11,23,0,165,4.8,335,1220:12,17:11,0,0,,68,59,14,28,
Michal Handzuš,32,LAK,C,81,20,22,42,4,38,14,5,1,6,16,5,1,117,17.1,178,1482:55,18:18,691,661,51.1,60,75,37,60,Selke-40
Jochen Hecht,32,BUF,C,79,21,21,42,14,35,18,3,0,2,21,0,0,224,9.4,340,1358:06,17:11,143,172,45.4,43,44,43,47,Selke-36
Antti Miettinen,29,MIN,RW,79,20,22,42,-2,44,15,5,0,4,15,6,1,175,11.4,342,1425:41,18:03,35,48,42.2,30,87,19,25,
Brendan Morrison,34,WSH,C,74,12,30,42,23,40,9,3,0,3,25,5,0,105,11.4,193,1164:29,15:44,499,471,51.4,31,33,45,32,
Brian Rafalski,36,DET,D,78,8,34,42,23,26,3,5,0,1,20,14,0,134,6.0,308,1889:43,24:14,0,0,,101,39,23,71,"ASnhl-12,Byng-17,Norris-12"
Jamie Benn,20,DAL,LW,82,22,19,41,-1,45,20,2,0,3,14,5,0,182,12.1,315,1205:44,14:42,109,127,46.2,39,186,70,37,Calder-7
Sam Gagner,20,EDM,C,68,15,26,41,-8,33,9,6,0,1,15,11,0,170,8.8,281,1107:36,16:17,336,373,47.4,16,30,14,39,
Stéphane Robidas,32,DAL,D,82,10,31,41,-10,70,3,7,0,1,19,12,0,199,5.0,393,2007:42,24:29,0,0,,177,269,22,34,
Keith Yandle,23,PHX,D,82,12,29,41,16,45,7,5,0,2,18,11,0,145,8.3,340,1658:48,20:14,0,0,,81,36,23,37,ASnhl-19
Éric Bélanger,32,2TM,C,77,15,26,41,2,32,12,3,0,3,20,6,0,151,9.9,250,1194:27,15:31,521,403,56.4,29,47,40,23,
Éric Bélanger,32,MIN,C,60,13,22,35,-1,28,10,3,0,3,16,6,0,120,10.8,192,945:10,15:45,416,306,57.6,20,36,31,19,
Éric Bélanger,32,WSH,C,17,2,4,6,3,4,2,0,0,0,4,0,0,31,6.5,58,249:17,14:40,105,97,52.0,9,11,9,4,
Jason Blake,36,2TM,C,82,16,25,41,-10,36,10,6,0,2,21,4,0,239,6.7,387,1303:54,15:54,31,50,38.3,26,70,62,30,
Jason Blake,36,TOR,C,56,10,16,26,-4,26,8,2,0,2,13,3,0,170,5.9,286,886:56,15:50,19,34,35.8,22,36,48,20,
Jason Blake,36,ANA,C,26,6,9,15,-6,10,2,4,0,0,8,1,0,69,8.7,101,416:58,16:02,12,16,42.9,4,34,14,10,
Troy Brouwer,24,CHI,RW,78,22,18,40,9,66,14,7,1,7,12,6,0,116,19.0,201,1276:58,16:22,5,4,55.6,46,189,37,20,
Simon Gagné,29,PHI,LW,58,17,23,40,-1,47,12,5,0,4,9,14,0,183,9.3,310,1080:09,18:37,1,3,25.0,26,38,34,27,Byng-45
Wayne Simmonds,21,LAK,RW,78,16,24,40,22,116,16,0,0,2,24,0,0,127,12.6,238,1129:27,14:29,3,7,30.0,32,123,33,27,Selke-21
Brandon Sutter,20,CAR,C,72,21,19,40,-1,2,16,5,0,3,14,5,0,168,12.5,261,1191:11,16:33,489,508,49.0,45,55,61,22,Byng-13
Guillaume Latendresse,22,2TM,RW,78,27,13,40,-3,16,20,7,0,4,12,1,0,160,16.9,303,1166:23,14:57,1,8,11.1,20,157,33,15,
Guillaume Latendresse,22,MTL,RW,23,2,1,3,-4,4,2,0,0,0,1,0,0,27,7.4,78,261:04,11:21,0,0,,5,47,9,7,
Guillaume Latendresse,22,MIN,RW,55,25,12,37,1,12,18,7,0,4,11,1,0,133,18.8,225,905:19,16:28,1,8,11.1,15,110,24,8,
Eric Fehr,24,WSH,RW,69,21,18,39,18,24,18,3,0,3,15,3,0,145,14.5,249,836:50,12:08,1,1,50.0,21,39,38,9,Selke-32
T.J. Galiardi,21,COL,LW,70,15,24,39,6,28,12,2,1,3,21,0,3,120,12.5,226,1272:43,18:11,165,162,50.5,43,87,59,23,Calder-11
Erik Johnson,21,STL,D,79,10,29,39,1,79,4,6,0,2,20,9,0,186,5.4,383,1693:55,21:27,0,0,,77,70,44,47,
Kimmo Timonen,34,PHI,D,82,6,33,39,-2,50,3,1,2,1,14,18,1,121,5.0,230,1876:23,22:53,0,0,,168,75,37,35,
Ryan Whitney,26,2TM,D,81,7,32,39,1,70,4,3,0,1,18,14,0,151,4.6,298,2004:57,24:45,0,1,0.0,115,89,19,67,
Ryan Whitney,26,ANA,D,62,4,24,28,-6,48,1,3,0,0,14,10,0,107,3.7,214,1522:45,24:34,0,1,0.0,86,71,14,52,
Ryan Whitney,26,EDM,D,19,3,8,11,7,22,3,0,0,1,4,4,0,44,6.8,84,482:12,25:23,0,0,,29,18,5,15,
Brian Campbell,30,CHI,D,68,7,31,38,18,18,4,3,0,2,22,8,1,131,5.3,267,1578:36,23:13,0,0,,79,37,23,38,"ASnhl-19,Byng-45"
Pascal Dupuis,30,PIT,LW,81,18,20,38,5,16,18,0,0,5,20,0,0,157,11.5,265,1148:56,14:11,13,20,39.4,48,85,26,20,Byng-42
Pavel Kubina,32,ATL,D,76,6,32,38,0,66,4,2,0,1,23,8,1,159,3.8,292,1719:33,22:38,0,0,,111,94,55,37,
Andrew Ladd,24,CHI,LW,82,17,21,38,2,67,17,0,0,1,20,1,0,148,11.5,252,1122:57,13:42,5,7,41.7,33,104,35,22,
David Legwand,29,NSH,C,82,11,27,38,-5,24,10,0,1,3,21,6,0,151,7.3,246,1533:48,18:42,538,586,47.9,46,38,46,60,
Frans Nielsen,25,NYI,C,76,12,26,38,4,6,11,0,1,1,17,8,1,136,8.8,248,1308:26,17:13,583,582,50.0,41,39,60,32,Selke-37
Steve Reinprecht,33,FLA,C,82,16,22,38,-1,18,13,3,0,1,15,7,0,124,12.9,206,1319:15,16:05,472,517,47.7,64,32,38,33,
Blake Wheeler,23,BOS,RW,82,18,20,38,-4,53,14,3,1,2,14,5,1,159,11.3,286,1294:37,15:47,13,14,48.1,32,70,19,24,
Ian White,25,2TM,D,83,13,25,38,8,51,10,3,0,1,19,6,0,173,7.5,379,1891:29,22:47,0,0,,134,54,35,68,
Ian White,25,TOR,D,56,9,17,26,1,39,7,2,0,1,14,3,0,130,6.9,291,1332:09,23:47,0,0,,91,41,27,54,
Ian White,25,CGY,D,27,4,8,12,7,12,3,1,0,0,5,3,0,43,9.3,88,559:20,20:43,0,0,,43,13,8,14,
Gilbert Brulé,23,EDM,C,65,17,20,37,-8,38,15,2,0,3,17,3,0,121,14.0,194,924:43,14:14,144,130,52.6,25,112,25,39,
Ryan Callahan,24,NYR,RW,77,19,18,37,-12,48,10,9,0,3,6,11,1,204,9.3,368,1494:10,19:24,17,18,48.6,81,285,52,14,Selke-21
Michael Del Zotto,19,NYR,D,80,9,28,37,-20,32,5,4,0,1,10,18,0,81,11.1,208,1517:35,18:58,0,0,,92,162,24,43,"AR-1,Calder-8"
Alex Goligoski,24,PIT,D,69,8,29,37,7,22,6,2,0,0,14,15,0,98,8.2,233,1478:16,21:25,0,0,,93,48,12,48,
Andy Greene,27,NJD,D,78,6,31,37,9,14,2,4,0,4,19,11,1,86,7.0,208,1835:35,23:32,0,0,,155,55,34,59,"ASnhl-19,Byng-36"
Daymond Langkow,33,CGY,C,72,14,23,37,2,30,12,1,1,2,13,8,2,126,11.1,227,1361:41,18:55,488,630,43.6,55,80,63,36,
Brian Rolston,36,NJD,C,80,20,17,37,2,22,13,7,0,3,11,6,0,232,8.6,401,1354:12,16:56,32,31,50.8,19,91,34,22,
Cory Stillman,36,FLA,LW,58,15,22,37,-3,22,12,3,0,4,16,6,0,126,11.9,249,1018:56,17:34,18,11,62.1,22,66,25,23,
Marco Sturm,31,BOS,LW,76,22,15,37,14,30,17,4,1,2,9,6,0,203,10.8,313,1274:36,16:46,2,9,18.2,24,69,31,19,
Ryan Suter,25,NSH,D,82,4,33,37,4,48,2,2,0,1,18,15,0,125,3.2,282,1966:02,23:59,0,1,0.0,112,55,38,41,"ASnhl-15,Norris-11"
Alex Tanguay,30,TBL,LW,80,10,27,37,-2,32,7,3,0,2,23,4,0,91,11.0,171,1263:05,15:47,11,13,45.8,30,42,33,35,
Peter Mueller,21,2TM,C,69,13,24,37,-1,16,9,4,0,2,17,7,0,124,10.5,229,965:14,13:59,18,25,41.9,12,39,28,26,
Peter Mueller,21,PHX,C,54,4,13,17,-5,8,3,1,0,1,12,1,0,89,4.5,160,697:43,12:55,18,23,43.9,10,24,14,17,
Peter Mueller,21,COL,C,15,9,11,20,4,8,6,3,0,1,5,6,0,35,25.7,69,267:31,17:50,0,2,0.0,2,15,14,9,
Derick Brassard,22,CBJ,C,79,9,27,36,-17,48,5,4,0,0,21,6,0,125,7.2,227,1180:25,14:57,210,293,41.7,11,97,21,14,
Shawn Horcoff,31,EDM,C,77,13,23,36,-29,51,9,4,0,1,15,6,2,123,10.6,230,1496:02,19:26,609,707,46.3,62,33,50,36,
Jack Johnson,23,LAK,D,80,8,28,36,-15,48,5,3,0,0,18,10,0,130,6.2,323,1809:00,22:37,0,0,,85,143,12,41,
Nikolai Kulemin,23,TOR,LW,78,16,20,36,0,16,15,0,1,3,18,2,0,145,11.0,266,1276:41,16:22,27,39,40.9,41,136,52,24,
Steve Ott,27,DAL,C,73,22,14,36,-14,153,13,8,1,2,10,3,1,146,15.1,238,1202:18,16:28,200,152,56.8,19,251,25,30,
Devin Setoguchi,23,SJS,RW,70,20,16,36,0,19,12,8,0,4,14,2,0,165,12.1,316,1070:45,15:18,3,7,30.0,18,124,18,36,Byng-29
Raffi Torres,28,2TM,LW,74,19,17,36,-11,34,12,7,0,3,14,3,0,120,15.8,195,1001:10,13:32,18,32,36.0,15,84,21,28,
Raffi Torres,28,CBJ,LW,60,19,12,31,-8,32,12,7,0,3,10,2,0,99,19.2,156,814:23,13:34,17,30,36.2,11,71,16,22,
Raffi Torres,28,BUF,LW,14,0,5,5,-3,2,0,0,0,0,4,1,0,21,0.0,39,186:47,13:21,1,2,33.3,4,13,5,6,
Josh Bailey,20,NYI,C,73,16,19,35,5,18,12,3,1,2,12,7,0,112,14.3,203,1105:33,15:09,171,255,40.1,36,67,44,34,
Matt Carle,25,PHI,D,80,6,29,35,19,16,4,2,0,1,17,12,0,137,4.4,277,1870:59,23:23,0,0,,137,35,34,64,
Blake Comeau,23,NYI,RW,61,17,18,35,-2,40,16,0,1,2,12,3,3,133,12.8,213,940:05,15:25,10,11,47.6,31,111,39,29,
Valtteri Filppula,25,DET,C,55,11,24,35,-4,24,9,1,1,1,16,7,1,114,9.6,187,1002:51,18:14,292,266,52.3,25,34,24,39,
Mikhail Grabovski,26,TOR,C,59,10,25,35,3,10,7,2,1,3,22,3,0,126,7.9,239,990:59,16:48,366,369,49.8,27,26,30,40,
Tuomo Ruutu,26,CAR,C,54,14,21,35,-4,50,9,5,0,1,14,7,0,122,11.5,222,884:54,16:23,19,28,40.4,12,152,23,19,
James van Riemsdyk,20,PHI,LW,78,15,20,35,-1,30,11,4,0,6,17,3,0,173,8.7,282,1010:53,12:58,0,2,0.0,21,37,29,14,Calder-11
Clarke MacArthur,24,2TM,LW,81,16,19,35,-16,49,11,4,1,3,15,4,0,129,12.4,212,1190:07,14:42,66,85,43.7,32,61,37,33,
Clarke MacArthur,24,BUF,LW,60,13,13,26,-14,47,10,3,0,3,9,4,0,99,13.1,155,862:11,14:22,61,80,43.3,20,47,19,26,
Clarke MacArthur,24,ATL,LW,21,3,6,9,-2,2,1,1,1,0,6,0,0,30,10.0,57,327:56,15:37,5,5,50.0,12,14,18,7,
Marc-André Bergeron,29,MTL,D,60,13,21,34,-7,16,6,7,0,4,6,15,0,123,10.6,272,903:58,15:04,0,0,,47,57,18,42,
Dustin Byfuglien,24,CHI,D,82,17,17,34,-7,94,11,6,0,3,12,5,0,211,8.1,350,1346:28,16:25,1,1,50.0,38,215,48,27,
Daniel Cleary,31,DET,LW,64,15,19,34,-3,29,13,2,0,2,14,5,0,140,10.7,224,1102:44,17:14,59,60,49.6,25,119,20,26,
Ed Jovanovski,33,PHX,D,66,10,24,34,-12,55,5,5,0,2,13,9,2,117,8.5,233,1427:33,21:38,0,1,0.0,106,105,14,33,"ASnhl-16,Norris-18"
Bryan Little,22,ATL,C,79,13,21,34,-6,20,10,3,0,1,18,3,0,165,7.9,273,1244:15,15:45,68,86,44.2,18,45,51,15,
Andrei Markov,31,MTL,D,45,6,28,34,11,32,2,4,0,1,15,12,1,85,7.1,186,1071:12,23:48,0,0,,61,47,34,33,
Milan Michálek,25,OTT,RW,66,22,12,34,-12,18,12,8,2,3,8,4,0,163,13.5,267,1204:53,18:15,4,4,50.0,30,77,36,15,
Patrick O'Sullivan,24,EDM,C,73,11,23,34,-35,32,7,3,1,3,14,9,0,191,5.8,352,1279:01,17:31,71,124,36.4,51,32,29,44,
Drew Stafford,24,BUF,RW,71,14,20,34,4,35,9,5,0,1,14,6,0,181,7.7,279,1027:28,14:28,41,45,47.7,15,59,21,36,
Anton Strålman,23,CBJ,D,73,6,28,34,-17,37,2,4,0,0,10,18,0,121,5.0,231,1495:43,20:29,0,0,,55,63,16,21,
Joel Ward,29,NSH,RW,71,13,21,34,-5,18,9,3,1,1,20,1,0,134,9.7,249,1245:36,17:33,31,50,38.3,62,42,62,27,
Jason Chimera,30,2TM,LW,78,15,19,34,-1,98,14,1,0,1,19,0,0,160,9.4,235,1068:02,13:42,22,18,55.0,16,78,16,24,
Jason Chimera,30,CBJ,LW,39,8,9,17,-7,47,7,1,0,1,9,0,0,92,8.7,122,576:22,14:47,15,8,65.2,6,28,6,14,
Jason Chimera,30,WSH,LW,39,7,10,17,6,51,7,0,0,0,10,0,0,68,10.3,113,491:40,12:36,7,10,41.2,10,50,10,10,
Curtis Glencross,27,CGY,LW,67,15,18,33,11,58,10,2,3,2,15,2,1,117,12.8,208,1053:17,15:43,9,14,39.1,28,78,49,37,
Martin Hanzal,22,PHX,C,81,11,22,33,0,104,9,2,0,0,18,4,0,147,7.5,260,1496:56,18:29,552,536,50.7,41,171,29,21,Selke-18
Andrei Kostitsyn,24,MTL,LW,59,15,18,33,1,32,9,6,0,2,15,3,0,136,11.0,257,943:20,15:59,1,5,16.7,17,102,25,42,
Manny Malhotra,29,SJS,C,71,14,19,33,17,41,12,2,0,4,13,6,0,111,12.6,201,1109:12,15:37,415,249,62.5,38,66,30,28,Selke-28
Owen Nolan,37,MIN,RW,73,16,17,33,-12,40,11,4,1,3,12,5,0,151,10.6,251,1211:43,16:36,184,206,47.2,20,51,29,36,
Michael Ryder,29,BOS,RW,82,18,15,33,3,35,11,7,0,1,12,3,0,191,9.4,326,1254:08,15:18,2,13,13.3,24,108,30,20,
Marc Savard,32,BOS,C,41,10,23,33,2,14,4,6,0,2,12,11,0,90,11.1,152,761:46,18:35,307,320,49.0,11,13,17,25,
Kyle Brodziak,25,MIN,C,82,9,23,32,-3,22,9,0,0,3,20,3,0,140,6.4,244,1257:19,15:20,484,517,48.4,52,69,48,31,
Carlo Colaiacovo,27,STL,D,67,7,25,32,8,60,2,4,1,1,21,3,1,74,9.5,172,1159:16,17:18,1,0,100.0,52,52,12,29,
Nigel Dawes,24,CGY,LW,66,14,18,32,1,18,10,4,0,2,13,5,0,96,14.6,195,959:43,14:32,0,1,0.0,32,66,14,22,
Chris Drury,33,NYR,C,77,14,18,32,-10,31,12,2,0,1,11,6,1,148,9.5,267,1368:41,17:47,638,568,52.9,97,67,58,17,"Byng-24,Selke-24"
Radek Dvořák,32,FLA,RW,76,14,18,32,-7,20,10,1,3,1,16,2,0,140,10.0,228,1325:00,17:26,3,14,17.6,52,50,36,35,
Chris Kelly,29,OTT,C,81,15,17,32,-7,38,15,0,0,3,17,0,0,112,13.4,194,1212:11,14:58,403,476,45.8,44,65,39,33,Selke-30
Chris Kunitz,30,PIT,LW,50,13,19,32,3,39,10,2,1,0,14,5,0,131,9.9,212,821:44,16:26,6,9,40.0,15,106,13,22,
Ryan Potulny,25,EDM,C,64,15,17,32,-21,28,7,7,1,2,13,3,1,152,9.9,237,1041:51,16:17,379,423,47.3,67,39,30,42,
Keith Tkachuk,37,STL,LW,67,13,19,32,-2,56,8,5,0,1,13,5,1,120,10.8,194,904:33,13:30,389,306,56.0,13,98,11,30,
Fedor Tyutin,26,CBJ,D,80,6,26,32,-7,49,3,3,0,2,11,15,0,149,4.0,303,1881:49,23:31,1,2,33.3,124,84,18,22,
Scottie Upshall,26,PHX,RW,49,18,14,32,5,50,16,2,0,4,13,1,0,119,15.1,203,737:19,15:03,7,10,41.2,13,80,7,16,
Dennis Seidenberg,28,2TM,D,79,4,28,32,6,39,2,2,0,1,20,7,1,153,2.6,295,1810:45,22:55,0,1,0.0,215,166,24,25,
Dennis Seidenberg,28,FLA,D,62,2,21,23,-3,33,1,1,0,0,13,7,1,116,1.7,222,1420:28,22:55,0,1,0.0,179,133,19,21,
Dennis Seidenberg,28,BOS,D,17,2,7,9,9,6,1,1,0,1,7,0,0,37,5.4,73,390:17,22:57,0,0,,36,33,5,4,
Dion Phaneuf,24,2TM,D,81,12,20,32,1,83,7,5,0,3,9,11,0,225,5.3,545,1963:30,24:14,0,0,,100,194,27,58,Norris-16
Dion Phaneuf,24,CGY,D,55,10,12,22,3,49,5,5,0,2,6,6,0,138,7.2,322,1278:03,23:14,0,0,,60,125,17,44,
Dion Phaneuf,24,TOR,D,26,2,8,10,-2,34,2,0,0,1,3,5,0,87,2.3,223,685:27,26:22,0,0,,40,69,10,14,
Sean Avery,29,NYR,C,69,11,20,31,0,160,8,3,0,1,14,6,0,139,7.9,234,923:07,13:23,4,10,28.6,17,145,17,13,
Tom Gilbert,27,EDM,D,82,5,26,31,-10,16,3,1,1,0,17,8,1,98,5.1,206,1838:33,22:25,0,0,,162,52,33,76,
John-Michael Liles,29,COL,D,59,6,25,31,-2,30,3,3,0,2,8,17,0,96,6.3,183,1089:27,18:28,0,0,,89,40,23,18,
Richard Park,33,NYI,C,81,9,22,31,-9,28,8,0,1,4,21,1,0,146,6.2,233,1275:53,15:45,536,504,51.5,56,39,61,31,"Byng-54,Selke-54"
Rob Blake,40,SJS,D,70,7,23,30,14,60,3,4,0,1,18,4,1,182,3.8,342,1494:36,21:21,0,0,,114,68,19,51,
Matt Cooke,31,PIT,LW,79,15,15,30,17,106,13,2,0,1,13,1,1,105,14.3,192,1168:09,14:47,13,11,54.2,53,180,28,28,
Ruslan Fedotenko,31,PIT,LW,80,11,19,30,-17,50,8,3,0,3,15,4,0,158,7.0,280,1172:06,14:39,10,18,35.7,46,129,19,16,
Vernon Fiddler,29,PHX,C,76,8,22,30,13,46,5,0,3,1,22,0,0,119,6.7,198,1090:19,14:21,579,530,52.2,47,94,16,7,Selke-14
Mark Giordano,26,CGY,D,82,11,19,30,17,81,6,5,0,1,10,9,0,111,9.9,255,1708:42,20:50,0,0,,124,151,32,47,
Marcel Goc,26,NSH,C,73,12,18,30,10,14,12,0,0,1,18,0,0,118,10.2,207,1072:18,14:41,475,437,52.1,26,51,50,24,
Mike Modano,39,DAL,C,59,14,16,30,-6,22,11,3,0,2,9,7,0,115,12.2,194,843:44,14:18,427,420,50.4,11,22,38,41,"Byng-20,Selke-32"
Brent Seabrook,24,CHI,D,78,4,26,30,20,59,4,0,0,2,18,6,2,129,3.1,285,1811:09,23:13,0,0,,153,208,24,43,"ASnhl-10,Norris-13"
Dennis Wideman,26,BOS,D,76,6,24,30,-14,34,4,2,0,2,11,11,2,146,4.1,337,1790:17,23:33,0,0,,110,98,11,50,
James Wisniewski,25,ANA,D,69,3,27,30,-5,56,1,2,0,0,17,7,3,146,2.1,288,1679:56,24:21,0,0,,102,129,27,49,
Colby Armstrong,27,ATL,RW,79,15,14,29,6,61,14,0,1,1,10,2,2,101,14.9,175,1168:37,14:48,10,10,50.0,29,74,61,22,
Jay Bouwmeester,26,CGY,D,82,3,26,29,-4,48,2,1,0,0,13,11,2,130,2.3,292,2125:27,25:55,0,0,,125,72,24,55,
Robert Lang,39,PHX,C,64,9,20,29,-4,28,6,3,0,1,11,9,0,84,10.7,161,965:06,15:05,372,351,51.5,21,30,9,23,
Jay McClement,26,STL,C,82,11,18,29,0,22,11,0,0,3,16,0,2,109,10.1,180,1371:38,16:44,701,711,49.6,52,66,39,28,Selke-16
Glen Metropolit,35,MTL,C,69,16,13,29,-1,24,6,10,0,1,10,3,0,115,13.9,176,936:02,13:34,327,334,49.5,29,32,18,13,
Rostislav Olesz,24,FLA,C,78,14,15,29,-4,28,11,3,0,3,12,3,0,178,7.9,275,1200:48,15:24,2,7,22.2,34,81,48,15,
Kyle Quincey,24,COL,D,79,6,23,29,9,76,5,1,0,0,12,10,1,139,4.3,311,1865:13,23:37,0,1,0.0,143,115,47,52,
Peter Regin,23,OTT,C,75,13,16,29,10,20,12,1,0,1,12,4,0,135,9.6,220,967:00,12:54,238,296,44.6,26,68,50,19,
Sergei Samsonov,31,CAR,LW,72,14,15,29,-15,32,12,2,0,2,10,5,0,104,13.5,184,963:27,13:23,0,3,0.0,17,34,33,24,
Justin Williams,28,LAK,RW,49,10,19,29,3,39,9,1,0,1,13,6,0,140,7.1,235,802:26,16:23,4,7,36.4,17,34,18,35,
Derek Morris,31,2TM,D,76,4,25,29,2,37,2,2,0,0,14,11,0,120,3.3,257,1629:47,21:27,0,1,0.0,110,64,12,32,
Derek Morris,31,BOS,D,58,3,22,25,-2,26,1,2,0,0,12,10,0,95,3.2,206,1276:03,22:00,0,1,0.0,82,49,5,24,
Derek Morris,31,PHX,D,18,1,3,4,4,11,1,0,0,0,2,1,0,25,4.0,51,353:44,19:39,0,0,,28,15,7,8,
Artem Anisimov,21,NYR,C,82,12,16,28,-2,32,11,1,0,2,15,1,0,124,9.7,240,1057:58,12:54,310,380,44.9,41,45,28,9,
Adrian Aucoin,36,PHX,D,82,8,20,28,2,56,7,1,0,2,9,11,0,144,5.6,314,1849:27,22:33,1,0,100.0,67,131,17,22,
Keith Ballard,27,FLA,D,82,8,20,28,-7,88,7,1,0,1,11,8,1,90,8.9,189,1837:24,22:24,0,0,,201,156,18,61,
Andrew Cogliano,22,EDM,C,82,10,18,28,-5,31,9,1,0,1,16,2,0,139,7.2,239,1162:21,14:11,160,211,43.1,28,76,32,52,
Trent Hunter,29,NYI,RW,61,11,17,28,3,18,8,3,0,1,14,3,0,159,6.9,300,925:53,15:11,2,7,22.2,18,126,40,32,
Filip Kuba,33,OTT,D,53,3,25,28,-5,28,1,2,0,0,16,9,0,90,3.3,174,1211:03,22:51,0,1,0.0,86,27,22,43,
Chad Larose,27,CAR,RW,56,11,17,28,-2,24,10,0,1,0,17,0,0,138,8.0,219,879:23,15:42,2,10,16.7,14,115,27,16,
Sami Salo,35,VAN,D,68,9,19,28,14,18,3,6,0,3,10,7,2,119,7.6,250,1405:54,20:41,0,0,,60,43,16,29,
Benoît Pouliot,23,2TM,LW,53,17,11,28,8,43,13,4,0,3,9,2,0,111,15.3,180,819:34,15:28,5,6,45.5,19,61,21,20,
Benoît Pouliot,23,MIN,LW,14,2,2,4,0,12,2,0,0,0,2,0,0,19,10.5,36,167:04,11:56,4,4,50.0,0,15,2,4,
Benoît Pouliot,23,MTL,LW,39,15,9,24,8,31,11,4,0,3,7,2,0,92,16.3,144,652:30,16:44,1,2,33.3,19,46,19,16,
Dominic Moore,29,2TM,C,69,10,18,28,-3,43,6,2,2,0,18,0,0,119,8.4,214,1023:47,14:50,365,298,55.1,34,57,36,12,
Dominic Moore,29,FLA,C,48,8,9,17,-7,35,5,2,1,0,9,0,0,81,9.9,144,715:41,14:55,258,204,55.8,26,39,27,7,
Dominic Moore,29,MTL,C,21,2,9,11,4,8,1,0,1,0,9,0,0,38,5.3,70,308:06,14:40,107,94,53.2,8,18,9,5,
Tyler Bozak,23,TOR,C,37,8,19,27,-5,6,6,2,0,1,16,3,0,51,15.7,93,711:35,19:14,358,290,55.2,15,52,26,10,Calder-15
Kris Letang,22,PIT,D,73,3,24,27,1,51,3,0,0,0,19,5,0,174,1.7,372,1573:55,21:34,0,0,,95,116,28,48,
Robert Nilsson,25,EDM,C,60,11,16,27,-17,12,8,3,0,1,11,5,0,104,10.6,183,884:51,14:45,1,2,33.3,34,30,32,38,Byng-54
Brad Richardson,24,LAK,RW,81,11,16,27,1,37,10,0,1,4,15,0,1,148,7.4,248,1040:43,12:51,188,202,48.2,17,123,31,35,
Marc Staal,23,NYR,D,82,8,19,27,11,44,8,0,0,2,19,0,0,78,10.3,175,1896:36,23:08,0,0,,97,178,45,43,
Dainius Zubrus,31,NJD,RW,51,10,17,27,4,28,9,1,0,4,14,2,1,86,11.6,131,840:17,16:29,194,206,48.5,24,61,18,21,
Aleš Kotalík,31,2TM,RW,71,11,16,27,-17,67,6,5,0,4,4,12,0,172,6.4,312,1006:58,14:11,5,5,50.0,23,116,22,24,
Aleš Kotalík,31,NYR,RW,45,8,14,22,-18,38,4,4,0,3,2,12,0,100,8.0,198,627:19,13:56,0,2,0.0,15,83,16,13,
Aleš Kotalík,31,CGY,RW,26,3,2,5,1,29,2,1,0,1,2,0,0,72,4.2,114,379:39,14:36,5,3,62.5,8,33,6,11,
François Beauchemin,29,TOR,D,82,5,21,26,-13,33,1,4,0,1,15,6,0,170,2.9,377,2088:08,25:28,3,1,75.0,155,88,44,72,
Patrik Berglund,21,STL,C,71,13,13,26,-5,16,7,6,0,4,10,3,0,129,10.1,229,958:39,13:30,220,284,43.7,11,70,26,20,
Erik Christensen,26,2TM,C,58,8,18,26,11,26,7,1,0,1,15,3,0,86,9.3,172,861:01,14:51,329,345,48.8,16,52,22,10,
Erik Christensen,26,ANA,C,9,0,0,0,-3,2,0,0,0,0,0,0,0,9,0.0,19,103:02,11:27,21,30,41.2,3,6,2,2,
Erik Christensen,26,NYR,C,49,8,18,26,14,24,7,1,0,1,15,3,0,77,10.4,153,757:59,15:28,308,315,49.4,13,46,20,8,
Nick Foligno,22,OTT,LW,61,9,17,26,6,53,7,2,0,2,13,4,0,83,10.8,148,872:52,14:19,17,33,34.0,23,78,36,12,
Ron Hainsey,28,ATL,D,80,5,21,26,-6,39,5,0,0,0,14,5,2,121,4.1,238,1771:14,22:08,0,0,,148,42,47,50,
Roman Hamrlík,35,MTL,D,75,6,20,26,-2,56,4,2,0,1,12,7,1,100,6.0,225,1757:52,23:26,0,0,,157,59,28,86,
