Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Tommy Williams,21,BOS,RW,27,6,6,12,-1,2,5,1,0,0,6,0,0,55,10.9,,,
Pete Goegan,27,2TM,D,46,5,7,12,-11,30,5,0,0,0,6,1,0,54,9.3,,,
Pete Goegan,27,DET,D,39,5,5,10,-14,24,5,0,0,0,4,1,0,47,10.6,,,
Pete Goegan,27,NYR,D,7,0,2,2,3,6,0,0,0,0,2,0,0,7,0.0,,,
Marc Boileau,29,DET,C,55,5,6,11,-18,8,3,2,0,1,6,0,0,55,9.1,,,
Ted Green,21,BOS,D,66,3,8,11,-36,116,2,1,0,1,8,0,0,76,3.9,,,
Allan Johnson,26,DET,RW,31,5,6,11,-13,14,5,0,0,0,5,1,0,62,8.1,,,
Len Lunde,25,DET,C,23,2,9,11,-9,4,1,1,0,0,7,2,0,56,3.6,,,
Ed Westfall,21,BOS,D,63,2,9,11,-20,53,2,0,0,0,9,0,0,65,3.1,,,
Val Fonteyne,28,DET,LW,70,5,5,10,-12,4,5,0,0,1,5,0,0,91,5.5,,,
Chico Maki,22,CBH,RW,16,4,6,10,6,2,2,2,0,1,6,0,0,29,13.8,,,
Bob Turner,28,CBH,D,69,8,2,10,10,52,7,0,1,0,2,0,0,91,8.8,,,
Bob Beckett,25,BOS,C,34,7,2,9,-18,14,7,0,0,1,2,0,0,49,14.3,,,
Larry Cahan,28,NYR,D,57,2,7,9,-16,85,2,0,0,0,7,0,0,78,2.6,,,
Larry Jeffrey,21,DET,LW,18,5,3,8,-11,20,3,2,0,0,3,0,0,37,13.5,,,
Al MacNeil,26,MTL,D,61,1,7,8,-3,74,1,0,0,0,7,0,0,22,4.5,,,
Leo Labine,30,DET,D,48,3,4,7,-8,26,3,0,0,0,4,0,0,67,4.5,,,
Larry Leach,25,BOS,C,28,2,5,7,-5,18,2,0,0,0,5,0,0,36,5.6,,,
Gerry Odrowski,23,DET,D,69,1,6,7,-12,24,0,0,1,0,6,0,0,49,2.0,,,
Pat Stapleton,21,BOS,D,69,2,5,7,-58,42,2,0,0,0,5,0,0,98,2.0,,,Calder-3
Al Arbour,29,TOR,D,52,1,5,6,20,68,1,0,0,0,5,0,0,19,5.3,,,
Dick Meissner,22,BOS,RW,66,3,3,6,-42,13,3,0,0,0,3,0,0,105,2.9,,,
Vic Hadfield,21,NYR,LW,44,3,1,4,-2,22,3,0,0,0,1,0,0,28,10.7,,,
Bob Armstrong,30,BOS,D,9,2,1,3,-10,20,2,0,0,0,0,1,0,21,9.5,,,
Red Berenson,22,MTL,LW,4,1,2,3,-1,4,0,1,0,0,2,0,0,10,10.0,,,
Wayne Hillman,23,CBH,D,19,0,2,2,3,14,0,0,0,0,2,0,0,14,0.0,,,
Howie Young,24,DET,RW,30,0,2,2,-3,67,0,0,0,0,2,0,0,36,0.0,,,
Johnny Bower,37,TOR,G,59,0,1,1,,4,,,,,1,,,,,3540:00,,"ASG,Hart-7"
Jean Gauthier,24,MTL,D,12,0,1,1,-2,10,0,0,0,0,1,0,0,9,0.0,,,
Chuck Holmes,27,DET,RW,8,1,0,1,0,4,1,0,0,0,0,0,0,10,10.0,,,
Forbes Kennedy,26,DET,C,14,1,0,1,-1,8,1,0,0,0,0,0,0,16,6.3,,,
Les Kozak,21,TOR,LW,12,1,0,1,-1,2,1,0,0,0,0,0,0,4,25.0,,,
John MacMillan,26,TOR,RW,31,1,0,1,1,8,1,0,0,0,0,0,0,9,11.1,,,ASG
Pit Martin,18,DET,C,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,,,
Noel Price,26,DET,D,20,0,1,1,-7,6,0,0,0,0,1,0,0,38,0.0,,,
Hank Bassen,29,DET,G,27,0,0,0,,8,,,,,0,,,,,1620:00,,
Jack Bownass,31,NYR,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,,,
Arnie Brown,20,TOR,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Carter,24,MTL,C,7,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,,,
Ed Chadwick,28,BOS,G,4,0,0,0,,0,,,,,0,,,,,240:00,,
Gerry Cheevers,21,TOR,G,2,0,0,0,,0,,,,,0,,,,,120:00,,
Brian Conacher,20,TOR,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Cunningham,20,NYR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Dillabough,20,DET,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Dryden,20,NYR,G,1,0,0,0,,0,,,,,0,,,,,39:33,,
Alex Faulkner,25,TOR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bruce Gamble,23,BOS,G,28,0,0,0,,4,,,,,0,,,,,1680:00,,
Rod Gilbert,20,NYR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Glenn Hall,30,CBH,G,70,0,0,0,,12,,,,,0,,,,,4200:00,,"ASG,ASnhl-2,Hart-6"
Murray Hall,21,CBH,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,
Chuck Hamilton,23,MTL,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,
Don Head,28,BOS,G,38,0,0,0,,14,,,,,0,,,,,2280:00,,
John Hendrickson,25,DET,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,
Larry Hillman,24,TOR,D,3,0,0,0,-2,4,0,0,0,0,0,0,0,2,0.0,,,ASG
Larry Keenan,21,TOR,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,,,
Orland Kurtenbach,25,BOS,C,8,0,0,0,-4,6,0,0,0,0,0,0,0,9,0.0,,,
Lowell MacDonald,20,DET,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,
Dan Olesevich,24,NYR,G,1,0,0,0,,0,,,,,0,,,,,29:09,,
Marcel Paille,29,NYR,G,10,0,0,0,,0,,,,,0,,,,,600:00,,
Mel Pearson,23,NYR,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,,
Jacques Plante,33,MTL,G,70,0,0,0,,14,,,,,0,,,,,4200:00,,"ASG,ASnhl-1,Hart-1,Vezina-1"
Wayne Rivers,19,DET,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,
Terry Sawchuk,32,DET,G,43,0,0,0,,12,,,,,0,,,,,2580:00,,
Don Simmons,30,TOR,G,9,0,0,0,,0,,,,,0,,,,,540:00,,
Dallas Smith,20,BOS,D,7,0,0,0,-4,10,0,0,0,0,0,0,0,5,0.0,,,
Gump Worsley,32,NYR,G,60,0,0,0,,12,,,,,0,,,,,3531:18,,ASG
League Average,,,,,,,,,,,,,,,,,,9.5,,,
