Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Larry Robinson,30,MTL,D,71,12,47,59,56,41,6,5,1,0,37,10,0,141,8.5,,,"ASG,ASnhl-6,Norris-5"
Steve Tambellini,23,CLR,C,79,29,30,59,-33,14,20,9,0,0,24,6,0,185,15.7,,,
Perry Turnbull,22,STL,LW,79,33,26,59,-13,161,31,2,0,2,21,5,0,215,15.3,,,
Eddie Johnstone,27,NYR,RW,68,30,28,58,-5,57,26,4,0,3,24,4,0,141,21.3,,,
Don Maloney,23,NYR,LW,54,22,36,58,8,73,15,6,1,5,29,7,0,99,22.2,,,
John Anderson,24,TOR,LW,69,31,26,57,7,30,24,7,0,3,22,3,1,191,16.2,,,
Willi Plett,26,CGY,RW,78,21,36,57,-22,288,16,5,0,2,26,10,0,152,13.8,,,
Steve Bozek,21,LAK,C,71,33,23,56,-5,68,23,10,0,5,18,5,0,182,18.1,,,
Brad Park,33,BOS,D,75,14,42,56,12,82,6,8,0,1,20,22,0,159,8.8,,,"ASnhl-15,Hart-15,Norris-15"
Reijo Ruotsalainen,21,NYR,D,78,18,38,56,18,27,11,7,0,3,24,14,0,247,7.3,,,
Börje Salming,30,TOR,D,69,12,44,56,3,170,10,2,0,0,24,20,0,175,6.9,,,"ASnhl-13,Norris-13"
Mike Blaisdell,22,DET,RW,80,23,32,55,-16,48,18,5,0,3,30,2,0,165,13.9,,,
Steve Christoff,24,MNS,C,69,26,29,55,9,14,22,4,0,1,27,2,0,178,14.6,,,Byng-20
Walt McKechnie,34,DET,C,74,18,37,55,-2,35,16,2,0,3,29,5,3,87,20.7,,,
Kent Nilsson,25,CGY,C,41,26,29,55,-20,8,13,13,0,0,12,17,0,103,25.2,,,
J.F. Sauvé,22,BUF,C,69,19,36,55,7,49,14,5,0,1,25,11,0,121,15.7,,,
Steve Shutt,29,MTL,LW,57,31,24,55,26,40,26,5,0,3,19,5,0,154,20.1,,,"ASnhl-13,Byng-11"
Ray Allison,22,PHI,RW,51,17,37,54,12,104,12,5,0,2,27,10,0,131,13.0,,,
John Ogrodnick,22,DET,LW,80,28,26,54,-15,28,23,3,2,3,20,6,0,254,11.0,,,ASG
Bob Bourne,27,NYI,LW,76,27,26,53,26,77,20,5,2,2,22,2,2,173,15.6,,,Selke-13
George Ferguson,29,PIT,RW,71,22,31,53,-6,45,15,4,3,0,22,6,3,168,13.1,,,Selke-11
Mark Howe,26,HAR,D,76,8,45,53,-9,18,5,3,0,1,22,21,2,225,3.6,,,
Duane Sutter,21,NYI,RW,77,18,35,53,23,100,14,4,0,0,31,4,0,140,12.9,,,
Darren Veitch,21,WSH,D,67,9,44,53,-17,54,4,5,0,1,14,30,0,203,4.4,,,
Mike Zuke,27,STL,C,76,13,40,53,-18,41,11,1,1,2,22,17,1,159,8.2,,,
Lucien DeBlois,24,WIN,RW,65,25,27,52,-10,87,23,1,1,2,25,1,1,149,16.8,,,
Tony McKegney,23,BUF,LW,73,23,29,52,-12,41,15,8,0,0,23,6,0,187,12.3,,,
Terry O'Reilly,30,BOS,RW,70,22,30,52,24,213,21,0,1,3,25,3,2,114,19.3,,,"Hart-15,Selke-13"
Steve Kasper,20,BOS,C,73,20,31,51,-18,72,16,1,3,3,28,3,0,151,13.2,,,Selke-1
Tim Kerr,22,PHI,RW,61,21,30,51,6,138,15,6,0,2,26,4,0,118,17.8,,,
Craig Ramsay,30,BUF,LW,80,16,35,51,14,8,15,0,1,2,29,4,2,109,14.7,,,"Byng-6,Selke-3"
Tim Higgins,23,CBH,RW,74,20,30,50,-6,85,14,6,0,2,22,8,0,114,17.5,,,
Garry Howatt,29,HAR,LW,80,18,32,50,-5,242,17,1,0,2,29,3,0,111,16.2,,,
Bob Manno,25,TOR,D,72,9,41,50,5,67,5,3,1,0,30,10,1,107,8.4,,,ASG
Dave Maloney,25,NYR,D,64,13,36,49,2,105,6,6,1,3,27,9,0,107,12.1,,,
Terry Martin,26,TOR,LW,72,25,24,49,-19,39,21,4,0,1,19,5,0,133,18.8,,,
Mike McEwen,25,NYI,D,73,10,39,49,30,50,9,1,0,1,28,10,1,162,6.2,,,
Grant Mulvey,25,CBH,RW,73,30,19,49,-10,141,26,4,0,3,15,4,0,184,16.3,,,
Doug Jarvis,26,MTL,C,80,20,28,48,35,20,19,1,0,4,23,2,3,127,15.7,,,"Byng-20,Selke-4"
Lindy Ruff,21,BUF,D,79,16,32,48,2,194,13,3,0,6,19,12,1,181,8.8,,,Selke-22
Tony Currie,24,2TM,RW,60,23,25,48,-7,19,17,6,0,2,19,6,0,132,17.4,,,
Tony Currie,24,STL,RW,48,18,22,40,-8,17,14,4,0,2,16,6,0,103,17.5,,,
Tony Currie,24,VAN,RW,12,5,3,8,1,2,3,2,0,0,3,0,0,29,17.2,,,
Reggie Leach,31,PHI,RW,66,26,21,47,2,18,21,5,0,5,15,6,0,211,12.3,,,
Bob Nystrom,29,NYI,RW,74,22,25,47,14,103,22,0,0,4,24,1,0,136,16.2,,,
Ric Seiling,24,BUF,RW,57,22,25,47,7,58,14,7,1,3,18,7,0,113,19.5,,,Selke-22
Miroslav Fryčer,22,2TM,RW,59,24,23,47,-19,78,18,6,0,4,20,3,0,112,21.4,,,
Miroslav Fryčer,22,QUE,RW,49,20,17,37,-11,47,15,5,0,2,15,2,0,89,22.5,,,
Miroslav Fryčer,22,TOR,RW,10,4,6,10,-8,31,3,1,0,2,5,1,0,23,17.4,,,
Rick MacLeish,32,2TM,C,74,19,28,47,-20,44,11,6,2,1,19,9,0,169,11.2,,,
Rick MacLeish,32,HAR,C,34,6,16,22,-13,16,2,4,0,0,10,6,0,68,8.8,,,
Rick MacLeish,32,PIT,LW,40,13,12,25,-7,28,9,2,2,1,9,3,0,101,12.9,,,
Pat Hughes,26,EDM,RW,68,24,22,46,22,99,18,4,2,0,20,2,0,167,14.4,,,
Lars Molin,25,VAN,LW,72,15,31,46,0,10,13,1,1,4,23,7,1,150,10.0,,,
Bob Gainey,28,MTL,LW,79,21,24,45,36,24,17,1,3,1,23,1,0,172,12.2,,,"ASnhl-11,Byng-9,Hart-15,Selke-2"
Mark Hardy,22,LAK,D,77,6,39,45,-13,130,5,1,0,0,19,20,0,121,5.0,,,
Willie Huber,24,DET,D,74,15,30,45,-16,98,10,5,0,2,22,7,1,270,5.6,,,
Kevin McCarthy,24,VAN,D,71,6,39,45,10,84,5,1,0,0,23,15,1,152,3.9,,,
Brad Palmer,20,MNS,LW,72,22,23,45,-13,18,15,7,0,3,16,7,0,180,12.2,,,
Wayne Babych,23,STL,RW,51,19,25,44,-12,53,15,4,0,3,19,6,0,142,13.4,,,
Keith Crowder,23,BOS,RW,71,23,21,44,0,101,23,0,0,1,19,2,0,130,17.7,,,
Ken Houston,28,CGY,RW,70,22,22,44,-2,91,19,3,0,0,20,2,0,165,13.3,,,
Bengt Lundholm,26,WIN,LW,66,14,30,44,4,10,11,3,0,3,22,8,0,99,14.1,,,
Thomas Steen,21,WIN,C,73,15,29,44,16,42,11,4,0,1,24,5,0,133,11.3,,,
Paul Baxter,26,PIT,D,76,9,34,43,-9,409,5,4,0,2,23,11,0,177,5.1,,,
Wayne Cashman,36,BOS,LW,64,12,31,43,-17,59,9,3,0,1,21,10,0,90,13.3,,,
Réjean Houle,32,MTL,LW,51,11,32,43,18,34,8,2,1,1,25,6,1,81,13.6,,,
Mario Marois,24,QUE,D,71,11,32,43,20,161,9,2,0,0,29,2,1,124,8.9,,,
Rick Meagher,28,HAR,C,65,24,19,43,-5,51,21,2,1,2,16,3,0,171,14.0,,,
Stefan Persson,27,NYI,D,70,6,37,43,34,99,3,3,0,2,15,22,0,107,5.6,,,ASnhl-18
Rich Preston,29,CBH,RW,75,15,28,43,0,30,13,1,1,2,22,5,1,122,12.3,,,
Brent Sutter,19,NYI,C,43,21,22,43,27,114,18,3,0,1,15,7,0,93,22.6,,,
Danny Gare,27,2TM,RW,58,20,23,43,-3,99,15,4,1,1,16,7,0,171,11.7,,,
Danny Gare,27,BUF,RW,22,7,14,21,0,25,5,2,0,1,9,5,0,71,9.9,,,
Danny Gare,27,DET,RW,36,13,9,22,-3,74,10,2,1,0,7,2,0,100,13.0,,,
Mark Kirton,23,DET,C,74,14,28,42,-19,62,13,0,1,0,24,2,2,121,11.6,,,
Tom McCarthy,21,MNS,LW,40,12,30,42,10,36,9,3,0,1,22,7,1,89,13.5,,,
Rob Ramage,23,CLR,D,80,13,29,42,-47,201,7,6,0,0,15,14,0,270,4.8,,,
Jamie Hislop,28,CGY,RW,80,16,25,41,2,35,14,0,2,1,24,0,1,113,14.2,,,
Merlin Malinowski,23,CLR,C,69,13,28,41,-23,32,12,0,1,0,25,3,0,95,13.7,,,
Jacques Richard,29,QUE,RW,59,15,26,41,-10,77,11,1,3,1,15,11,0,124,12.1,,,
Tim Young,26,MNS,C,50,10,31,41,1,67,9,1,0,1,22,7,2,125,8.0,,,
Robbie Ftorek,30,2TM,C,49,9,32,41,6,28,7,2,0,2,26,4,2,69,13.0,,,
Robbie Ftorek,30,QUE,C,19,1,8,9,-1,4,1,0,0,0,4,2,2,20,5.0,,,
Robbie Ftorek,30,NYR,C,30,8,24,32,7,24,6,2,0,2,22,2,0,49,16.3,,,
Doug Crossman,21,CBH,D,70,12,28,40,-19,24,5,7,0,1,17,11,0,127,9.4,,,
Anders Kallur,29,NYI,RW,58,18,22,40,6,18,13,2,3,3,20,2,0,74,24.3,,,Selke-22
Kevin Lowe,22,EDM,D,80,9,31,40,45,63,7,1,1,2,26,5,0,110,8.2,,,"ASnhl-7,Norris-10"
Václav Nedomanský,37,DET,RW,68,12,28,40,-15,22,11,1,0,0,17,11,0,103,11.7,,,
Mike O'Connell,26,BOS,D,80,5,35,40,9,75,4,1,0,0,23,10,2,170,2.9,,,
Darcy Rota,28,VAN,LW,51,20,20,40,6,139,18,2,0,0,16,4,0,80,25.0,,,
Aaron Broten,21,CLR,LW,58,15,24,39,-11,6,9,5,1,5,17,7,0,67,22.4,,,
Tom Fergus,19,BOS,C,61,15,24,39,15,12,13,2,0,2,24,0,0,116,12.9,,,
Alan Haworth,21,BUF,RW,57,21,18,39,6,30,18,3,0,1,16,2,0,114,18.4,,,
Reg Kerr,24,CBH,LW,59,11,28,39,-10,39,10,1,0,1,27,1,0,106,10.4,,,
Rod Langway,24,MTL,D,66,5,34,39,66,116,4,1,0,1,30,3,1,139,3.6,,,"ASG,ASnhl-8,Norris-9"
Greg Malone,25,PIT,C,78,15,24,39,-25,125,12,3,0,2,20,4,0,120,12.5,,,
Wayne Merrick,29,NYI,C,68,12,27,39,4,20,11,1,0,3,24,3,0,112,10.7,,,
Charlie Simmer,27,LAK,LW,50,15,24,39,-7,42,12,3,0,2,17,7,0,88,17.0,,,
Barry Beck,24,NYR,D,60,9,29,38,20,111,4,5,0,0,13,14,2,160,5.6,,,"ASG,ASnhl-9,Hart-6,Norris-7"
Jack Brownschidle,26,STL,D,80,5,33,38,0,26,2,3,0,1,19,13,1,149,3.4,,,
Norm Dupont,24,WIN,LW,62,13,25,38,-24,22,9,4,0,2,13,12,0,148,8.8,,,
Dave Hunter,24,EDM,LW,63,16,22,38,33,63,16,0,0,3,20,1,1,124,12.9,,,
Pat Price,26,PIT,D,77,7,31,38,2,322,5,2,0,0,23,6,2,107,6.5,,,
André Savard,28,BUF,C,62,18,20,38,5,24,15,2,1,3,18,2,0,118,15.3,,,
Tiger Williams,27,VAN,LW,77,17,21,38,-4,341,11,5,1,1,17,4,0,138,12.3,,,
Dave Pichette,21,QUE,D,67,7,30,37,-2,152,4,3,0,0,18,12,0,84,8.3,,,
René Robert,33,TOR,RW,55,13,24,37,-11,37,11,2,0,1,11,12,1,120,10.8,,,
Terry Ruskowski,27,CBH,C,60,7,30,37,-13,120,5,2,0,0,24,6,0,69,10.1,,,
Ilkka Sinisalo,23,PHI,LW,66,15,22,37,18,22,14,1,0,0,16,6,0,87,17.2,,,
Greg Terrion,21,LAK,LW,61,15,22,37,-13,23,14,1,0,3,17,5,0,111,13.5,,,
Greg Theberge,22,WSH,D,57,5,32,37,-9,49,2,3,0,0,15,17,0,150,3.3,,,
Dan Bonar,25,LAK,C,79,13,23,36,-5,111,12,1,0,0,22,0,1,123,10.6,,,
Behn Wilson,23,PHI,D,59,13,23,36,5,135,8,5,0,3,12,11,0,130,10.0,,,
Dave Silk,24,NYR,RW,64,15,20,35,15,39,14,1,0,0,15,5,0,111,13.5,,,
Doug Smail,24,WIN,LW,72,17,18,35,-22,55,14,2,1,1,18,0,0,97,17.5,,,
Darryl Sutter,23,CBH,LW,40,23,12,35,0,31,16,4,3,0,8,4,0,100,23.0,,,
Doug Wickenheiser,20,MTL,C,56,12,23,35,18,43,11,1,0,3,20,3,0,94,12.8,,,
Tomas Jonsson,21,NYI,D,70,9,25,34,26,51,9,0,0,1,15,10,0,89,10.1,,,
Peter Lee,26,PIT,RW,74,18,16,34,-8,98,16,2,0,3,14,2,0,183,9.8,,,
Don Marcotte,34,BOS,LW,69,13,21,34,-3,14,13,0,0,3,19,0,2,86,15.1,,,"Byng-20,Selke-11"
