Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Doug Harvey,35,MTL,D,66,6,21,27,37,45,4,2,0,0,11,10,0,87,6.9,,,"ASG,ASnhl-1,Norris-1"
Camille Henry,27,NYR,LW,49,12,15,27,-11,6,8,4,0,2,8,7,0,79,15.2,,,
Ted Lindsay,34,CBH,LW,68,7,19,26,-1,91,7,0,0,1,17,2,0,104,6.7,,,
Stan Mikita,19,CBH,C,67,8,18,26,13,119,8,0,0,1,17,1,0,127,6.3,,,Calder-4
Jim Morrison,28,DET,D,70,3,23,26,-13,62,1,2,0,0,19,4,0,141,2.1,,,
Leo Boivin,27,BOS,D,70,4,21,25,-7,66,4,0,0,0,13,8,0,132,3.0,,,
Kenny Wharram,26,CBH,RW,59,14,11,25,11,16,12,2,0,1,7,4,0,119,11.8,,,
Marcel Pronovost,29,DET,D,69,7,17,24,3,38,6,1,0,1,17,0,0,100,7.0,,,"ASG,ASnhl-1,Norris-3"
Carl Brewer,21,TOR,D,67,4,19,23,11,150,3,0,1,0,16,3,0,99,4.0,,,
Len Lunde,23,DET,C,66,6,17,23,-5,8,4,2,0,1,13,4,0,140,4.3,,,
Fleming Mackell,30,BOS,C,47,7,15,22,-10,19,5,1,1,1,11,3,1,91,7.7,,,
Ab McDonald,23,MTL,LW,68,9,13,22,1,26,8,1,0,0,13,0,0,104,8.7,,,
Fern Flaman,33,BOS,D,60,2,18,20,-4,112,1,1,0,1,18,0,0,47,4.3,,,
John McKenzie,22,DET,RW,59,8,12,20,-12,50,7,1,0,1,12,0,0,51,15.7,,,
Gerry Melnyk,25,DET,C,63,10,10,20,-13,12,8,2,0,1,8,2,0,97,10.3,,,
Larry Regan,29,TOR,RW,47,4,16,20,-1,6,4,0,0,1,13,2,1,81,4.9,,,
Bob Armstrong,28,BOS,D,69,5,14,19,-6,96,4,1,0,1,13,0,1,124,4.0,,,ASG
Larry Leach,23,BOS,C,69,7,12,19,-7,47,4,3,0,0,11,1,0,94,7.4,,,
Billy McNeill,24,DET,RW,47,5,13,18,-11,31,5,0,0,1,11,2,0,59,8.5,,,
Eddie Shack,22,NYR,LW,62,8,10,18,-27,110,8,0,0,3,9,1,0,129,6.2,,,
Bob Baun,23,TOR,D,61,8,9,17,12,59,7,1,0,0,9,0,0,83,9.6,,,
Dollard St. Laurent,30,CBH,D,69,4,13,17,4,60,2,1,1,0,12,1,0,82,4.9,,,
Bob Kabel,25,NYR,C,43,5,11,16,-3,30,5,0,0,1,11,0,0,49,10.2,,,
Albert Langlois,25,MTL,D,67,1,14,15,32,48,1,0,0,0,14,0,0,64,1.6,,,ASG
Jack McIntyre,29,DET,LW,49,8,7,15,1,6,6,2,0,1,5,2,0,81,9.9,,,
Jean-Guy Talbot,27,MTL,D,69,1,14,15,18,60,1,0,0,0,14,0,0,57,1.8,,,ASG
Warren Godfrey,28,DET,D,69,5,9,14,4,60,3,2,0,1,8,1,0,94,5.3,,,
Barry Cullen,24,DET,RW,54,4,9,13,-6,23,4,0,0,1,8,1,0,52,7.7,,,
Lou Fontinato,28,NYR,D,64,2,11,13,4,134,1,1,0,0,10,1,0,67,3.0,,,
Bill Hicke,21,MTL,RW,43,3,10,13,11,17,2,1,0,1,8,2,0,37,8.1,,,ASG
Harry Howell,27,NYR,D,67,7,6,13,-16,58,7,0,0,0,4,2,0,128,5.5,,,
Gerry James,25,TOR,RW,34,4,9,13,11,60,4,0,0,1,9,0,0,33,12.1,,,
Jim Bartlett,27,NYR,LW,44,8,4,12,-4,48,6,1,1,0,3,1,0,64,12.5,,,
John Hanna,24,NYR,D,61,4,8,12,-10,87,4,0,0,0,7,1,0,73,5.5,,,
Val Fonteyne,26,DET,LW,69,4,7,11,-11,2,3,1,0,1,7,0,0,88,4.5,,,
Dick Meissner,20,BOS,RW,60,5,6,11,-15,22,5,0,0,1,6,0,0,56,8.9,,,
Garry Edmundson,27,TOR,LW,39,4,6,10,2,47,4,0,0,1,6,0,0,29,13.8,,,
Ted Hampson,23,TOR,C,41,2,8,10,-4,15,2,0,0,1,7,1,0,30,6.7,,,
Phil Maloney,32,CBH,C,22,6,4,10,1,0,4,2,0,0,1,3,0,35,17.1,,,
Bob Turner,26,MTL,D,54,0,9,9,6,40,0,0,0,0,8,0,1,38,0.0,,,ASG
Earl Balfour,27,CBH,LW,70,3,5,8,-5,16,2,0,1,1,4,0,1,82,3.7,,,
Jack Bownass,29,NYR,D,37,2,5,7,-5,34,2,0,0,0,5,0,0,38,5.3,,,
Aut Erickson,22,BOS,D,58,1,6,7,-11,27,1,0,0,0,6,0,0,28,3.6,,,
Glen Skov,29,CBH,C,69,3,4,7,-5,16,2,0,1,1,4,0,0,75,4.0,,,
Brian Smith,22,DET,LW,31,2,5,7,-5,2,2,0,0,0,4,1,0,53,3.8,,,
Art Stratton,24,NYR,C,18,2,5,7,-4,2,2,0,0,0,5,0,0,29,6.9,,,
Al Arbour,27,CBH,D,57,1,5,6,6,64,1,0,0,0,5,0,0,36,2.8,,,
Dave Creighton,29,TOR,C,14,1,5,6,-3,4,1,0,0,1,4,1,0,23,4.3,,,
Mel Pearson,21,NYR,LW,23,1,5,6,-3,13,1,0,0,0,5,0,0,32,3.1,,,
Jack Evans,31,CBH,D,68,0,4,4,0,60,0,0,0,0,4,0,0,43,0.0,,,
Joe Crozier,30,TOR,D,5,0,3,3,3,2,0,0,0,0,3,0,0,7,0.0,,,
Pete Goegan,25,DET,D,21,3,0,3,-4,6,3,0,0,0,0,0,0,28,10.7,,,
Len Haley,28,DET,RW,27,1,2,3,-3,12,1,0,0,0,2,0,0,25,4.0,,,
Earl Ingarfield,25,NYR,C,20,1,2,3,-8,2,1,0,0,0,2,0,0,17,5.9,,,
Forbes Kennedy,24,DET,C,17,1,2,3,1,8,1,0,0,0,2,0,0,12,8.3,,,
Lou Marcon,24,DET,D,38,0,3,3,-7,30,0,0,0,0,3,0,0,7,0.0,,,
Irv Spencer,22,NYR,D,32,1,2,3,-3,20,1,0,0,1,2,0,0,41,2.4,,,
Lorne Davis,29,BOS,RW,10,1,1,2,2,10,1,0,0,0,1,0,0,10,10.0,,,
Dallas Smith,18,BOS,D,5,1,1,2,3,0,1,0,0,0,1,0,0,1,100.0,,,
Marc Reaume,25,2TM,D,45,0,2,2,2,6,0,0,0,0,2,0,0,22,0.0,,,
Marc Reaume,25,TOR,D,36,0,1,1,5,4,0,0,0,0,1,0,0,16,0.0,,,
Marc Reaume,25,DET,D,9,0,1,1,-3,2,0,0,0,0,1,0,0,6,0.0,,,
Ian Cushenan,26,NYR,D,17,0,1,1,-13,22,0,0,0,0,1,0,0,7,0.0,,,
Glenn Hall,28,CBH,G,70,0,1,1,,2,,,,,1,,,,,4196:20,,"ASG,ASnhl-1,Hart-3"
Larry Hillman,22,BOS,D,2,0,1,1,-2,2,0,0,0,0,1,0,0,2,0.0,,,
Nick Mickoski,32,BOS,LW,18,1,0,1,-1,2,1,0,0,0,0,0,0,11,9.1,,,
Bill Sweeney,23,NYR,C,4,1,0,1,-3,0,0,1,0,0,0,0,0,9,11.1,,,
J.C. Tremblay,21,MTL,D,11,0,1,1,1,0,0,0,0,0,1,0,0,12,0.0,,,
Don Ward,24,BOS,D,31,0,1,1,-1,18,0,0,0,0,1,0,0,11,0.0,,,
Dave Balon,21,NYR,LW,4,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,,,
Stan Baluik,24,BOS,C,7,0,0,0,-2,2,0,0,0,0,0,0,0,7,0.0,,,
Doug Barkley,23,CBH,D,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,,,
Gilles Boisvert,26,DET,G,3,0,0,0,,0,,,,,0,,,,,180:00,,
Johnny Bower,35,TOR,G,66,0,0,0,,4,,,,,0,,,,,3954:00,,
Ed Chadwick,26,TOR,G,4,0,0,0,,0,,,,,0,,,,,240:00,,
Reggie Fleming,23,MTL,LW,3,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,,,
Pierre Gagne,19,BOS,LW,2,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,,,
Kenny Girard,23,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lloyd Haddon,21,DET,D,8,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,,
Pat Hannigan,23,TOR,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,
Charlie Hodge,26,MTL,G,1,0,0,0,,0,,,,,0,,,,,60:00,,
Cec Hoekstra,24,MTL,C,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,,,
Harry Lumley,33,BOS,G,42,0,0,0,,12,,,,,0,,,,,2518:00,,
Parker MacDonald,26,NYR,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,
Al MacNeil,24,TOR,D,4,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,
Jack McCartan,24,NYR,G,4,0,0,0,,0,,,,,0,,,,,240:00,,
Stu McNeill,21,DET,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,,
Rudy Migay,31,TOR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
Marcel Paille,27,NYR,G,17,0,0,0,,0,,,,,0,,,,,1020:00,,
Jacques Plante,31,MTL,G,69,0,0,0,,2,,,,,0,,,,,4140:00,,"ASG,ASnhl-2,Vezina-1"
Noel Price,24,NYR,D,7,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,,
Dennis Riggin,23,DET,G,9,0,0,0,,0,,,,,0,,,,,538:00,,
Dale Rolfe,19,BOS,D,3,0,0,0,-6,0,0,0,0,0,0,0,0,1,0.0,,,
Al Rollins,33,NYR,G,10,0,0,0,,0,,,,,0,,,,,600:00,,
Terry Sawchuk,30,DET,G,58,0,0,0,,22,,,,,0,,,,,3476:00,,
Joe Schaefer,35,NYR,G,1,0,0,0,,0,,,,,0,,,,,39:38,,
Don Simmons,28,BOS,G,28,0,0,0,,4,,,,,0,,,,,1676:00,,
Bob Solinger,34,DET,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gord Turlik,20,BOS,LW,2,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,,,
Gump Worsley,30,NYR,G,39,0,0,0,,12,,,,,0,,,,,2298:52,,
League Average,,,,,,,,,,,,,,,,,,9.3,,,
