Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Bill Hicke,30,OAK,RW,67,25,36,61,-13,68,20,5,0,3,28,8,0,171,14.6,,,ASG
Dave Keon,28,TOR,C,75,27,34,61,18,12,18,3,6,6,29,3,2,281,9.6,,,Byng-4
Pit Martin,25,CBH,C,76,23,38,61,9,73,18,5,0,4,33,5,0,173,13.3,,,
Paul Henderson,26,TOR,LW,74,27,32,59,20,16,23,4,0,5,24,8,0,223,12.1,,,
André Lacroix,23,PHI,C,75,24,32,56,-12,4,11,13,0,1,20,12,0,217,11.1,,,Calder-5
John McKenzie,31,BOS,RW,60,29,27,56,12,99,20,8,1,7,17,10,0,123,23.6,,,
Bob Nevin,30,NYR,RW,71,31,25,56,4,14,20,11,0,6,16,8,1,236,13.1,,,ASG
Pat Stapleton,28,CBH,D,75,6,50,56,19,44,6,0,0,0,30,18,2,112,5.4,,,ASG
Jean-Guy Gendron,34,PHI,LW,74,20,35,55,-10,65,14,5,1,3,20,15,0,198,10.1,,,
Norm Ferguson,23,OAK,RW,76,34,20,54,-11,31,27,7,0,3,18,2,0,217,15.7,,,Calder-2
Ron Murphy,35,BOS,LW,60,16,38,54,26,26,11,5,0,0,32,6,0,113,14.2,,,
Fred Stanfield,24,BOS,C,71,25,29,54,-5,22,19,6,0,1,22,7,0,199,12.6,,,
John Ferguson,30,MTL,LW,71,29,23,52,31,185,27,2,0,7,20,3,0,185,15.7,,,
Eddie Joyal,28,LAK,C,73,33,19,52,-30,24,24,9,0,5,15,4,0,222,14.9,,,
Henri Richard,32,MTL,C,64,15,37,52,24,47,13,2,0,0,35,2,0,210,7.1,,,
Ken Schinkel,36,PIT,RW,76,18,34,52,-39,18,9,8,1,2,23,11,0,226,8.0,,,ASG
Pete Stemkowski,25,DET,C,71,21,31,52,3,81,16,3,2,4,28,3,0,209,10.0,,,
Charlie Burns,32,PIT,C,76,13,38,51,-8,22,11,1,1,1,28,7,3,133,9.8,,,
Murray Oliver,31,TOR,C,76,14,36,50,13,16,9,3,2,3,28,4,4,192,7.3,,,
Bill Flett,25,LAK,RW,72,24,25,49,-22,53,20,4,0,6,17,8,0,198,12.1,,,
Danny O'Shea,23,MNS,C,74,15,34,49,-28,88,11,4,0,3,24,10,0,157,9.6,,,ASG
J.P. Parisé,27,MNS,LW,76,22,27,49,-45,57,14,7,1,2,22,5,0,196,11.2,,,
Keith McCreary,28,PIT,LW,70,25,23,48,-19,42,17,8,0,4,15,8,0,209,12.0,,,
Gary Sabourin,25,STL,RW,75,25,23,48,23,58,22,3,0,3,17,6,0,228,11.0,,,
Derek Sanderson,22,BOS,C,61,26,22,48,26,146,22,1,3,3,20,2,0,194,13.4,,,
Ron Ellis,24,TOR,RW,72,25,21,46,4,12,21,4,0,5,17,3,1,180,13.9,,,
Ted Green,28,BOS,D,65,8,38,46,11,99,5,3,0,0,26,11,1,131,6.1,,,"ASG,ASnhl-2,Norris-3"
Dick Sarrazin,23,PHI,RW,54,16,30,46,-7,14,9,6,1,2,19,9,2,128,12.5,,,
Earl Ingarfield,34,2TM,LW,66,16,30,46,-19,12,10,6,0,0,24,5,1,131,12.2,,,
Earl Ingarfield,34,PIT,C,40,8,15,23,-17,4,5,3,0,0,12,3,0,71,11.3,,,
Earl Ingarfield,34,OAK,LW,26,8,15,23,-2,8,5,3,0,0,12,2,1,60,13.3,,,
Gerry Ehman,36,OAK,RW,70,21,24,45,-13,12,17,4,0,3,16,8,0,160,13.1,,,
Phil Goyette,35,NYR,C,67,13,32,45,11,8,11,2,0,3,23,9,0,135,9.6,,,
Gary Jarrett,26,OAK,LW,63,22,23,45,-8,22,19,3,0,1,16,7,0,201,10.9,,,
Jim Johnson,26,PHI,C,69,17,27,44,-6,20,15,1,1,5,25,2,0,146,11.6,,,
Jim Neilson,28,NYR,D,76,10,34,44,8,95,7,3,0,2,22,11,1,274,3.6,,,
Garry Unger,21,DET,C,76,24,20,44,7,33,18,5,1,4,15,5,0,186,12.9,,,
Mike Laughton,24,OAK,C,53,20,23,43,0,22,17,3,0,5,20,3,0,103,19.4,,,
Mike Walton,24,TOR,C,66,22,21,43,-10,34,14,8,0,5,12,9,0,205,10.7,,,
Wayne Connelly,29,2TM,RW,74,18,25,43,-37,11,13,5,0,1,15,10,0,251,7.2,,,
Wayne Connelly,29,MNS,RW,55,14,16,30,-27,11,10,4,0,1,12,4,0,193,7.3,,,
Wayne Connelly,29,DET,RW,19,4,9,13,-10,0,3,1,0,0,3,6,0,58,6.9,,,
Ab McDonald,32,STL,LW,68,21,21,42,18,12,19,2,0,4,16,5,0,138,15.2,,,ASG
Carol Vadnais,23,OAK,D,76,15,27,42,-17,151,11,4,0,4,17,9,1,274,5.5,,,ASG
Ed Westfall,28,BOS,RW,70,18,24,42,21,22,13,1,4,4,22,1,1,139,12.9,,,
Ralph Backstrom,31,MTL,C,72,13,28,41,20,16,11,2,0,3,27,1,0,180,7.2,,,
Bruce MacGregor,27,DET,RW,69,18,23,41,6,14,13,2,3,3,22,1,0,168,10.7,,,
Doug Mohns,35,CBH,LW,65,22,19,41,7,47,15,7,0,2,17,2,0,149,14.8,,,
Jean Pronovost,23,PIT,RW,76,16,25,41,-2,41,10,4,2,1,17,8,0,199,8.0,,,
Dick Duff,32,MTL,LW,68,19,21,40,-14,24,14,5,0,2,16,5,0,138,13.8,,,
Tim Horton,39,TOR,D,74,11,29,40,14,107,8,3,0,1,20,7,2,169,6.5,,,"ASG,ASnhl-1,Norris-2"
Réal Lemieux,24,LAK,LW,75,11,29,40,-20,68,9,2,0,2,19,7,3,134,8.2,,,
Camille Henry,36,STL,C,64,17,22,39,14,8,10,7,0,1,16,6,0,94,18.1,,,
Ted Irvine,24,LAK,LW,76,15,24,39,-17,47,15,0,0,3,20,4,0,206,7.3,,,
Don Marshall,36,NYR,C,74,20,19,39,14,12,13,7,0,4,17,2,0,149,13.4,,,
Ron Schock,25,STL,C,67,12,27,39,4,14,8,4,0,3,23,4,0,157,7.6,,,
J.C. Tremblay,30,MTL,D,75,7,32,39,30,18,5,2,0,1,23,9,0,139,5.0,,,ASG
Frank St. Marseille,29,STL,RW,72,12,26,38,21,22,9,3,0,3,19,7,0,169,7.1,,,
Lou Angotti,31,PIT,C,71,17,20,37,-22,36,14,3,0,2,14,6,0,123,13.8,,,
Gary Bergman,30,DET,D,76,7,30,37,44,80,5,2,0,2,26,4,0,190,3.7,,,
Gene Ubriaco,31,2TM,LW,75,19,18,37,-5,28,14,5,0,2,14,4,0,139,13.7,,,
Gene Ubriaco,31,PIT,LW,49,15,11,26,-1,14,11,4,0,2,9,2,0,100,15.0,,,
Gene Ubriaco,31,OAK,LW,26,4,7,11,-4,14,3,1,0,0,5,2,0,39,10.3,,,
Walt Tkaczuk,21,NYR,C,71,12,24,36,-9,28,12,0,0,1,18,6,0,130,9.2,,,
Leon Rochefort,29,PHI,RW,65,14,21,35,-8,10,11,3,0,0,9,12,0,148,9.5,,,
Tim Ecclestone,21,STL,LW,68,11,23,34,19,31,10,1,0,4,19,4,0,151,7.3,,,
Gilles Marotte,23,CBH,D,68,5,29,34,23,120,4,1,0,1,28,0,1,131,3.8,,,
Dean Prentice,36,DET,LW,74,14,20,34,-8,18,11,2,1,1,16,2,2,191,7.3,,,
Bob Pulford,32,TOR,LW,72,11,23,34,-11,22,7,3,1,1,17,5,1,180,6.1,,,
Floyd Smith,33,TOR,RW,64,15,19,34,15,22,13,2,0,2,13,6,0,120,12.5,,,
Jim Roberts,28,STL,RW,72,14,19,33,18,81,11,2,1,1,12,6,1,129,10.9,,,ASG
Bill White,29,LAK,D,75,5,28,33,-20,38,5,0,0,0,14,14,0,163,3.1,,,ASG
Eric Nesterenko,35,CBH,C,72,15,17,32,5,29,11,1,3,1,13,3,1,90,16.7,,,
Dave Balon,30,NYR,LW,75,10,21,31,4,57,7,1,2,3,19,2,0,134,7.5,,,
Wayne Cashman,23,BOS,LW,51,8,23,31,19,47,7,1,0,1,19,4,0,66,12.1,,,
Kent Douglas,32,DET,D,69,2,29,31,5,97,1,1,0,0,16,12,1,114,1.8,,,
Jacques Laperrière,27,MTL,D,69,5,26,31,36,45,5,0,0,1,19,7,0,166,3.0,,,
Brian Perry,24,OAK,C,61,10,21,31,-6,10,8,2,0,1,19,2,0,75,13.3,,,
Serge Savard,23,MTL,D,74,8,23,31,35,73,8,0,0,2,22,1,0,98,8.2,,,
Jim Dorey,21,TOR,D,61,8,22,30,9,200,7,0,1,0,17,4,1,133,6.0,,,
Howie Hughes,29,LAK,RW,73,16,14,30,-3,10,11,5,0,3,11,3,0,161,9.9,,,
Bill McCreary,34,STL,LW,71,13,17,30,1,50,9,3,1,4,15,1,1,130,10.0,,,
Barclay Plager,27,STL,D,61,4,26,30,32,120,4,0,0,1,21,4,1,88,4.5,,,
Wally Boyer,31,PIT,C,62,10,19,29,-20,17,8,2,0,0,11,8,0,127,7.9,,,
Val Fonteyne,35,PIT,LW,74,12,17,29,-25,2,11,0,1,2,9,5,3,109,11.0,,,
Ron Stewart,36,NYR,RW,75,18,11,29,-12,20,15,1,2,5,10,1,0,184,9.8,,,
Bob Woytowich,27,PIT,D,71,9,20,29,-27,64,6,1,2,0,11,9,0,127,7.1,,,
Gord Labossiere,29,LAK,C,48,10,18,28,-8,12,8,2,0,0,17,1,0,97,10.3,,,
Lowell MacDonald,27,LAK,RW,58,14,14,28,-11,10,11,1,2,0,12,2,0,181,7.7,,,
Chico Maki,29,CBH,RW,66,7,21,28,-3,30,6,0,1,0,19,1,1,127,5.5,,,
Claude Provost,35,MTL,RW,73,13,15,28,13,18,12,0,1,5,14,0,1,184,7.1,,,
Dallas Smith,27,BOS,D,75,4,24,28,44,74,3,0,1,0,23,1,0,133,3.0,,,
George Armstrong,38,TOR,RW,53,11,16,27,-8,10,9,1,1,1,11,5,0,103,10.7,,,
Howie Menard,26,LAK,C,56,10,17,27,-1,31,9,1,0,1,16,1,0,94,10.6,,,
Larry Mickey,25,TOR,RW,55,8,19,27,-1,43,8,0,0,3,11,8,0,80,10.0,,,
Brit Selby,23,2TM,LW,77,12,15,27,-11,42,11,1,0,3,11,3,1,135,8.9,,,
Brit Selby,23,PHI,LW,63,10,13,23,-11,23,9,1,0,3,10,2,1,116,8.6,,,
Brit Selby,23,TOR,LW,14,2,2,4,0,19,2,0,0,0,1,1,0,19,10.5,,,
André Boudrias,25,2TM,LW,73,8,19,27,-19,10,6,2,0,1,16,2,1,127,6.3,,,
André Boudrias,25,MNS,LW,53,4,9,13,-30,6,3,1,0,0,7,2,0,87,4.6,,,
André Boudrias,25,CBH,LW,20,4,10,14,11,4,3,1,0,1,9,0,1,40,10.0,,,
Brad Park,20,NYR,D,54,3,23,26,11,70,1,2,0,0,17,6,0,103,2.9,,,Calder-3
Bob Wall,26,LAK,LW,71,13,13,26,-5,16,11,1,1,1,11,2,0,145,9.0,,,
Ted Harris,32,MTL,D,76,7,18,25,24,102,6,0,1,0,18,0,0,82,8.5,,,"ASG,ASnhl-2,Norris-4"
Jimmy Peters,24,LAK,C,76,10,15,25,-10,28,9,1,0,1,14,1,0,109,9.2,,,
Gilles Tremblay,30,MTL,LW,44,10,15,25,16,2,10,0,0,0,15,0,0,95,10.5,,,
Leo Boivin,36,2TM,D,69,6,19,25,-25,42,3,3,0,1,14,5,0,138,4.3,,,
Leo Boivin,36,PIT,D,41,5,13,18,-6,26,3,2,0,1,9,4,0,74,6.8,,,
Leo Boivin,36,MNS,D,28,1,6,7,-19,16,0,1,0,0,5,1,0,64,1.6,,,
Gary Dornhoefer,25,PHI,RW,60,8,16,24,-20,80,6,2,0,0,15,1,0,111,7.2,,,
Bill Goldsworthy,24,MNS,RW,68,14,10,24,-28,110,10,4,0,3,6,4,0,196,7.1,,,
Nick Libett,23,DET,LW,75,10,14,24,-11,34,9,1,0,2,12,1,1,98,10.2,,,
Noel Picard,30,STL,D,68,5,19,24,18,129,5,0,0,1,13,5,1,136,3.7,,,ASG
Mickey Redmond,21,MTL,RW,65,9,15,24,16,12,8,1,0,0,14,1,0,118,7.6,,,
Billy Harris,33,2TM,C,74,7,17,24,-20,10,5,2,0,0,14,3,0,81,8.6,,,
Billy Harris,33,OAK,C,19,0,4,4,-1,2,0,0,0,0,3,1,0,20,0.0,,,
Billy Harris,33,PIT,C,55,7,13,20,-19,8,5,2,0,0,11,2,0,61,11.5,,,
George Swarbrick,26,2TM,RW,69,4,19,23,-18,103,3,1,0,1,14,5,0,148,2.7,,,
George Swarbrick,26,OAK,RW,50,3,13,16,-13,75,2,1,0,1,10,3,0,121,2.5,,,
George Swarbrick,26,PIT,RW,19,1,6,7,-5,28,1,0,0,0,4,2,0,27,3.7,,,
Arnie Brown,27,NYR,D,74,10,12,22,2,50,10,0,0,1,11,1,0,189,5.3,,,
Doug Harvey,44,STL,D,70,2,20,22,11,30,1,1,0,0,14,5,1,46,4.3,,,ASG
Dale Rolfe,28,LAK,D,75,3,19,22,-24,85,3,0,0,0,16,2,1,151,2.0,,,
Eddie Shack,31,BOS,RW,50,11,11,22,1,74,10,1,0,3,11,0,0,125,8.8,,,
Bill Sutherland,34,2TM,LW,56,14,8,22,2,18,12,1,1,0,6,1,1,76,18.4,,,
Bill Sutherland,34,TOR,LW,44,7,5,12,-3,14,7,0,0,0,4,0,1,53,13.2,,,
Bill Sutherland,34,PHI,LW,12,7,3,10,5,4,5,1,1,0,2,1,0,23,30.4,,,
Brent Hughes,25,LAK,D,72,2,19,21,-16,73,2,0,0,0,15,3,1,116,1.7,,,
Bob McCord,34,MNS,D,69,4,17,21,-32,70,3,1,0,0,17,0,0,85,4.7,,,
Pierre Pilote,37,TOR,D,69,3,18,21,5,46,2,1,0,0,14,3,1,48,6.3,,,
Rod Seiling,24,NYR,D,73,4,17,21,7,75,4,0,0,1,10,7,0,154,2.6,,,
Joe Szura,30,OAK,C,70,9,12,21,-5,20,8,1,0,1,11,1,0,102,8.8,,,
Bob Baun,32,DET,D,76,4,16,20,26,121,4,0,0,0,15,1,0,117,3.4,,,
Reggie Fleming,32,NYR,LW,72,8,12,20,-14,138,6,2,0,1,11,1,0,117,6.8,,,
Noel Price,33,PIT,D,73,2,18,20,-29,61,1,1,0,0,15,3,0,152,1.3,,,
Doug Roberts,26,OAK,D,76,1,19,20,-15,79,1,0,0,0,13,5,1,115,0.9,,,
Bill Collins,25,MNS,RW,75,9,10,19,-25,24,8,0,1,1,9,0,1,123,7.3,,,
Bob Dillabough,27,2TM,LW,62,7,12,19,-11,6,7,0,0,3,11,0,1,53,13.2,,,
Bob Dillabough,27,PIT,LW,14,0,0,0,-6,2,0,0,0,0,0,0,0,2,0.0,,,
Bob Dillabough,27,OAK,LW,48,7,12,19,-5,4,7,0,0,3,11,0,1,51,13.7,,,
Larry Hale,27,PHI,D,67,3,16,19,-21,28,3,0,0,0,16,0,0,62,4.8,,,
Ed Van Impe,28,PHI,D,71,7,12,19,-13,114,6,1,0,0,10,2,0,118,5.9,,,ASG
Mike McMahon,27,2TM,D,63,0,19,19,-11,27,0,0,0,0,10,9,0,144,0.0,,,
Mike McMahon,27,MNS,D,43,0,11,11,-26,21,0,0,0,0,3,8,0,113,0.0,,,
Mike McMahon,27,CBH,D,20,0,8,8,15,6,0,0,0,0,7,1,0,31,0.0,,,
Billy Dea,35,PIT,LW,66,10,8,18,-33,6,8,2,0,1,8,0,0,111,9.0,,,
François Lacombe,20,OAK,D,72,2,16,18,-9,50,1,1,0,0,10,6,0,102,2.0,,,
Bert Marshall,25,OAK,D,68,3,15,18,-23,81,3,0,0,0,6,9,0,118,2.5,,,
Dunc McCallum,28,PIT,D,62,5,13,18,-35,81,2,2,1,1,7,6,0,99,5.1,,,
Forbes Kennedy,33,2TM,C,72,8,10,18,-25,219,8,0,0,0,9,0,1,71,11.3,,,
Forbes Kennedy,33,PHI,C,59,8,7,15,-24,195,8,0,0,0,6,0,1,64,12.5,,,
Forbes Kennedy,33,TOR,C,13,0,3,3,-1,24,0,0,0,0,3,0,0,7,0.0,,,
Danny Lawson,21,2TM,RW,62,8,10,18,-9,25,8,0,0,0,8,2,0,71,11.3,,,
Danny Lawson,21,DET,RW,44,5,7,12,-2,21,5,0,0,0,6,1,0,58,8.6,,,
Danny Lawson,21,MNS,RW,18,3,3,6,-7,4,3,0,0,0,2,1,0,13,23.1,,,
Allan Stanley,42,PHI,D,64,4,13,17,-5,28,2,2,0,0,4,7,2,75,5.3,,,
Don Blackburn,30,PHI,LW,48,7,9,16,-13,36,7,0,0,2,9,0,0,94,7.4,,,
Craig Cameron,23,STL,RW,72,11,5,16,-8,40,9,2,0,1,5,0,0,123,8.9,,,
Ron Harris,26,DET,D,72,3,13,16,7,91,3,0,0,1,13,0,0,74,4.1,,,
Bobby Schmautz,23,CBH,RW,63,9,7,16,-8,37,6,3,0,1,5,2,0,81,11.1,,,
Duane Rupp,30,2TM,D,59,5,11,16,-19,32,4,1,0,0,5,6,0,105,4.8,,,
Duane Rupp,30,MNS,D,29,2,1,3,-9,8,1,1,0,0,0,1,0,36,5.6,,,
Duane Rupp,30,PIT,D,30,3,10,13,-10,24,3,0,0,0,5,5,0,69,4.3,,,
Bill Orban,24,2TM,LW,66,5,11,16,-9,43,5,0,0,0,10,1,0,62,8.1,,,
Bill Orban,24,CBH,LW,45,4,6,10,-8,33,4,0,0,0,6,0,0,38,10.5,,,
Bill Orban,24,MNS,LW,21,1,5,6,-1,10,1,0,0,0,4,1,0,24,4.2,,,
Dick Cherry,31,PHI,D,71,9,6,15,-12,18,7,1,1,2,6,0,0,91,9.9,,,
Terry Crisp,25,STL,C,57,6,9,15,9,14,4,1,1,0,9,0,0,40,15.0,,,
Poul Popiel,25,DET,D,62,2,13,15,10,82,2,0,0,2,12,1,0,99,2.0,,,
Glen Sather,25,BOS,LW,76,4,11,15,4,67,3,0,1,1,9,0,2,51,7.8,,,
Larry Cahan,35,LAK,D,72,3,11,14,-22,76,3,0,0,1,11,0,0,129,2.3,,,
Larry Keenan,28,STL,LW,46,5,9,14,20,6,5,0,0,2,7,2,0,73,6.8,,,
Walt McKechnie,21,MNS,C,58,5,9,14,-10,22,4,1,0,1,7,2,0,81,6.2,,,
John Miszuk,28,PHI,D,66,1,13,14,-5,70,0,1,0,0,13,0,0,70,1.4,,,
Lou Nanne,27,MNS,D,41,2,12,14,-10,47,0,1,1,0,8,3,1,71,2.8,,,
Simon Nolet,27,PHI,RW,35,4,10,14,-10,8,2,2,0,0,4,6,0,77,5.2,,,
Garry Peters,26,PHI,C,66,8,6,14,-19,49,6,1,1,2,5,0,1,166,4.8,,,
Matt Ravlich,30,CBH,D,60,2,12,14,15,57,2,0,0,0,11,0,1,74,2.7,,,
Paul Andrea,27,PIT,RW,25,7,6,13,-10,2,2,5,0,1,1,5,0,45,15.6,,,
Don Awrey,25,BOS,D,73,0,13,13,26,149,0,0,0,0,11,1,1,72,0.0,,,
Doug Jarrett,24,CBH,D,69,0,13,13,7,58,0,0,0,0,12,0,1,116,0.0,,,
Skip Krake,25,LAK,C,30,3,9,12,-11,11,2,1,0,0,5,4,0,53,5.7,,,
Rick Ley,20,TOR,D,37,1,11,12,0,39,1,0,0,0,5,6,0,37,2.7,,,
Mike Pelyk,21,TOR,D,65,3,9,12,-2,146,3,0,0,0,9,0,0,67,4.5,,,
Doug Robinson,28,LAK,LW,31,2,10,12,-4,4,2,0,0,0,9,1,0,43,4.7,,,
Dick Mattiussi,30,2TM,D,36,1,11,12,1,30,1,0,0,0,11,0,0,27,3.7,,,
Dick Mattiussi,30,PIT,D,12,0,2,2,-2,14,0,0,0,0,2,0,0,10,0.0,,,
Dick Mattiussi,30,OAK,D,24,1,9,10,3,16,1,0,0,0,9,0,0,17,5.9,,,
Harry Howell,36,NYR,D,56,4,7,11,3,36,3,1,0,1,5,2,0,140,2.9,,,
Parker MacDonald,35,MNS,LW,35,2,9,11,-14,0,2,0,0,0,5,4,0,50,4.0,,,
Tommy Williams,28,BOS,RW,26,4,7,11,6,19,4,0,0,0,6,1,0,48,8.3,,,
Larry Hillman,31,2TM,D,37,1,10,11,-10,17,0,1,0,0,6,4,0,34,2.9,,,
Larry Hillman,31,MNS,D,12,1,5,6,-7,0,0,1,0,0,1,4,0,20,5.0,,,
Larry Hillman,31,MTL,D,25,0,5,5,-3,17,0,0,0,0,5,0,0,14,0.0,,,
Hank Monteith,23,DET,LW,34,1,9,10,4,6,1,0,0,0,6,3,0,20,5.0,,,
Joe Watson,25,PHI,D,60,2,8,10,-23,14,2,0,0,0,7,0,1,82,2.4,,,
Howie Young,31,CBH,D,57,3,7,10,-13,67,3,0,0,0,7,0,0,64,4.7,,,
Pat Quinn,26,TOR,D,40,2,7,9,11,95,2,0,0,1,6,0,1,42,4.8,,,
Jean-Guy Talbot,36,STL,D,69,5,4,9,8,24,5,0,0,1,2,1,1,67,7.5,,,
Bryan Watson,26,2TM,D,68,2,7,9,-29,132,2,0,0,1,5,2,0,73,2.7,,,
Bryan Watson,26,OAK,D,50,2,3,5,-17,97,2,0,0,1,2,1,0,39,5.1,,,
Bryan Watson,26,PIT,D,18,0,4,4,-12,35,0,0,0,0,3,1,0,34,0.0,,,
Ron Anderson,23,2TM,RW,63,3,5,8,-12,34,3,0,0,0,4,1,0,72,4.2,,,
Ron Anderson,23,DET,RW,7,0,0,0,-3,8,0,0,0,0,0,0,0,4,0.0,,,
Ron Anderson,23,LAK,RW,56,3,5,8,-9,26,3,0,0,0,4,1,0,68,4.4,,,
Wayne Hillman,30,MNS,D,50,0,8,8,-26,32,0,0,0,0,8,0,0,44,0.0,,,
Moose Vasko,33,MNS,D,72,1,7,8,-18,68,1,0,0,0,6,1,0,52,1.9,,,ASG
Al Arbour,36,STL,D,67,1,6,7,20,50,1,0,0,1,5,0,1,25,4.0,,,"ASG,Norris-5"
Larry Jeffrey,28,NYR,LW,75,1,6,7,0,12,1,0,0,0,4,0,2,31,3.2,,,
Bob Plager,25,STL,D,32,0,7,7,11,43,0,0,0,0,7,0,0,46,0.0,,,
Myron Stankiewicz,33,2TM,LW,35,0,7,7,-12,36,0,0,0,0,7,0,0,60,0.0,,,
Myron Stankiewicz,33,STL,LW,16,0,2,2,-1,11,0,0,0,0,2,0,0,17,0.0,,,
Myron Stankiewicz,33,PHI,LW,19,0,5,5,-11,25,0,0,0,0,5,0,0,43,0.0,,,
Tom Reid,22,2TM,D,48,0,7,7,-17,50,0,0,0,0,7,0,0,22,0.0,,,
Tom Reid,22,CBH,D,30,0,3,3,-4,12,0,0,0,0,3,0,0,6,0.0,,,
Tom Reid,22,MNS,D,18,0,4,4,-13,38,0,0,0,0,4,0,0,16,0.0,,,
Dave Amadio,29,LAK,D,66,1,5,6,-22,60,0,1,0,1,5,0,0,74,1.4,,,
Ace Bailey,20,BOS,LW,8,3,3,6,6,10,3,0,0,0,3,0,0,13,23.1,,,
Gary Croteau,22,LAK,LW,11,5,1,6,-2,6,2,3,0,0,1,0,0,19,26.3,,,
Gary Doak,22,BOS,D,22,3,3,6,10,37,3,0,0,0,3,0,0,22,13.6,,,
Earl Heiskala,26,PHI,LW,21,3,3,6,-4,51,3,0,0,0,3,0,0,38,7.9,,,
Gerry Odrowski,30,OAK,D,74,5,1,6,4,24,2,0,3,0,1,0,0,54,9.3,,,
Rosaire Paiement,23,PHI,RW,27,2,4,6,-14,52,2,0,0,0,4,0,0,58,3.4,,,
Dennis Hextall,25,NYR,C,13,1,4,5,0,25,1,0,0,0,4,0,0,16,6.3,,,
Rene Leclerc,21,DET,RW,43,2,3,5,-7,62,2,0,0,0,3,0,0,38,5.3,,,
Milan Marcetta,32,MNS,C,18,3,2,5,-4,4,1,2,0,0,1,1,0,18,16.7,,,
Tracy Pratt,25,PIT,D,18,0,5,5,-3,34,0,0,0,0,4,1,0,10,0.0,,,
Rick Smith,20,BOS,D,48,0,5,5,14,29,0,0,0,0,5,0,0,28,0.0,,,
Bill Speer,26,PIT,D,34,1,4,5,-17,27,0,1,0,1,3,1,0,43,2.3,,,
Gerry Meehan,22,2TM,C,37,0,5,5,-2,6,0,0,0,0,2,3,0,53,0.0,,,
Gerry Meehan,22,TOR,C,25,0,2,2,-1,2,0,0,0,0,0,2,0,28,0.0,,,
Gerry Meehan,22,PHI,C,12,0,3,3,-1,4,0,0,0,0,2,1,0,25,0.0,,,
Christian Bordeleau,21,MTL,C,13,1,3,4,0,4,1,0,0,0,3,0,0,14,7.1,,,
