Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Gordie Howe,34,DET,RW,70,38,48,86,23,100,25,13,0,6,29,18,1,351,10.8,,,"ASG,ASnhl-1,Hart-1,Ross-1"
Andy Bathgate,30,NYR,RW,70,35,46,81,-5,54,30,5,0,2,28,18,0,268,13.1,,,"ASG,ASnhl-2"
Stan Mikita,22,CBH,RW,65,31,45,76,26,69,22,9,0,6,32,13,0,235,13.2,,,"ASnhl-1,Hart-2"
Frank Mahovlich,25,TOR,C,67,36,37,73,22,56,27,9,0,8,28,9,0,239,15.1,,,"ASG,ASnhl-1,Hart-5"
Henri Richard,26,MTL,C,67,23,50,73,24,57,21,2,0,2,40,9,1,289,8.0,,,"ASG,ASnhl-2"
Jean Béliveau,31,MTL,C,69,18,49,67,5,68,9,9,0,1,36,13,0,241,7.5,,,ASG
Johnny Bucyk,27,BOS,LW,69,27,39,66,-22,36,22,4,1,3,29,10,0,162,16.7,,,ASG
Alex Delvecchio,30,DET,C,70,20,44,64,16,8,16,4,0,4,27,17,0,274,7.3,,,"ASG,Byng-3"
Bobby Hull,24,CBH,LW,65,31,31,62,0,27,23,8,0,7,23,8,0,305,10.2,,,"ASG,ASnhl-2"
Murray Oliver,25,BOS,C,65,22,40,62,-20,36,15,7,0,1,34,6,0,230,9.6,,,ASG
Parker MacDonald,29,DET,C,69,33,28,61,20,32,17,16,0,8,19,9,0,209,15.8,,,
Ab McDonald,26,CBH,LW,69,20,41,61,21,12,16,4,0,4,32,9,0,174,11.5,,,
Camille Henry,30,NYR,C,60,37,23,60,-9,8,24,13,0,2,16,7,0,139,26.6,,,"ASG,Byng-2"
Red Kelly,35,TOR,C,66,20,40,60,19,8,14,6,0,4,30,10,0,195,10.3,,,"ASG,Byng-4"
Don McKenney,28,2TM,C,62,22,35,57,-2,6,16,6,0,1,24,11,0,128,17.2,,,
Don McKenney,28,BOS,C,41,14,19,33,-3,2,10,4,0,0,14,5,0,84,16.7,,,
Don McKenney,28,NYR,C,21,8,16,24,1,4,6,2,0,1,10,6,0,44,18.2,,,
Dave Keon,22,TOR,C,68,28,28,56,8,2,19,6,3,4,21,7,0,232,12.1,,,"ASG,Byng-1"
Norm Ullman,27,DET,C,70,26,30,56,-5,53,20,4,2,3,24,5,1,248,10.5,,,ASG
Dean Prentice,30,2TM,LW,68,19,34,53,-3,22,12,7,0,1,28,6,0,186,10.2,,,ASG
Dean Prentice,30,NYR,LW,49,13,25,38,0,18,8,5,0,0,21,4,0,132,9.8,,,
Dean Prentice,30,BOS,LW,19,6,9,15,-3,4,4,2,0,1,7,2,0,54,11.1,,,
Dickie Moore,32,MTL,LW,67,24,26,50,13,57,19,5,0,5,24,2,0,159,15.1,,,
Claude Provost,29,MTL,RW,67,20,30,50,11,26,18,2,0,0,25,5,0,219,9.1,,,ASG
Gilles Tremblay,24,MTL,LW,60,25,24,49,24,42,20,4,1,1,19,5,0,167,15.0,,,
