Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Mario Lemieux,30,PIT,C,70,69,92,161,10,54,30,31,8,8,43,48,1,338,20.4,,,"ASG,ASnhl-1,Byng-16,Hart-1,Ross-1,Pearson-1"
Jaromír Jágr,23,PIT,RW,82,62,87,149,31,96,41,20,1,12,54,31,2,403,15.4,,,"ASG,ASnhl-1,Hart-4"
Joe Sakic,26,COL,C,82,51,69,120,14,44,28,17,6,7,34,33,2,339,15.0,,,"ASG,ASnhl-4,Byng-5,Hart-6"
Ron Francis,32,PIT,C,77,27,92,119,25,56,14,12,1,4,49,42,1,158,17.1,,,"ASG,ASnhl-5,ASnhl-7,Byng-9,Selke-2"
Peter Forsberg,22,COL,C,82,30,86,116,26,47,20,7,3,3,50,32,4,217,13.8,,,"ASG,ASnhl-5,Byng-11,Hart-13"
Eric Lindros,22,PHI,C,73,47,68,115,26,163,32,15,0,4,43,24,1,294,16.0,,,"ASG,ASnhl-2,Hart-3,Selke-20"
Paul Kariya,21,MDA,LW,82,50,58,108,9,20,27,20,3,9,34,21,3,349,14.3,,,"ASG,ASnhl-1,Byng-1,Hart-9"
Teemu Selänne,25,2TM,RW,79,40,68,108,5,22,30,9,1,5,29,39,0,267,15.0,,,"ASG,ASnhl-3,Byng-3,Hart-21"
Teemu Selänne,25,WIN,RW,51,24,48,72,3,18,17,6,1,4,23,25,0,163,14.7,,,
Teemu Selänne,25,MDA,RW,28,16,20,36,2,4,13,3,0,1,6,14,0,104,15.4,,,
Sergei Fedorov,26,DET,RW,78,39,68,107,49,48,25,11,3,11,40,26,2,306,12.7,,,"ASG,ASnhl-5,ASnhl-6,Byng-12,Hart-5,Selke-1"
Alexander Mogilny,26,VAN,RW,79,55,52,107,14,16,40,10,5,6,31,19,2,292,18.8,,,"ASG,ASnhl-2,Byng-4,Hart-18"
Doug Weight,25,EDM,C,82,25,79,104,-19,95,16,9,0,2,42,37,0,204,12.3,,,ASG
Wayne Gretzky,35,2TM,C,80,23,79,102,-13,34,16,6,1,3,38,41,0,195,11.8,,,"ASG,Byng-15"
Wayne Gretzky,35,LAK,C,62,15,66,81,-7,32,10,5,0,2,34,32,0,144,10.4,,,
Wayne Gretzky,35,STL,C,18,8,13,21,-6,2,6,1,1,1,4,9,0,51,15.7,,,
Mark Messier,35,NYR,C,74,47,52,99,29,122,32,14,1,5,26,23,3,241,19.5,,,"ASG,ASnhl-3,Hart-2,Selke-8"
Petr Nedvěd,24,PIT,LW,80,45,54,99,37,68,36,8,1,5,40,12,2,204,22.1,,,
Keith Tkachuk,23,WIN,LW,76,50,48,98,11,156,28,20,2,6,26,21,1,249,20.1,,,"ASnhl-3,ASnhl-6,Hart-14,Selke-17"
John LeClair,26,PHI,LW,82,51,46,97,21,64,32,19,0,10,28,18,0,270,18.9,,,"ASG,ASnhl-2,Hart-15"
Theo Fleury,27,CGY,RW,80,46,50,96,17,112,24,17,5,4,32,17,1,353,13.0,,,"ASG,ASnhl-4"
Pierre Turgeon,26,MTL,C,80,38,58,96,19,44,20,17,1,6,39,18,1,297,12.8,,,"ASG,Byng-8"
Steve Yzerman,30,DET,C,80,36,59,95,29,64,18,16,2,8,32,22,5,220,16.4,,,"Byng-18,Hart-18,Selke-3"
Vincent Damphousse,28,MTL,C,80,38,56,94,5,158,23,11,4,3,31,24,1,254,15.0,,,Selke-4
Adam Oates,33,BOS,C,70,25,67,92,16,18,17,7,1,2,41,24,2,183,13.7,,,Byng-2
Pat LaFontaine,30,BUF,C,76,40,51,91,-8,36,22,15,3,7,27,24,0,224,17.9,,,Byng-7
Rod Brind'Amour,25,PHI,LW,82,26,61,87,20,110,18,4,4,5,37,22,2,213,12.2,,,
Žigmund Pálffy,23,NYI,RW,81,43,44,87,-17,56,25,17,1,6,21,22,1,257,16.7,,,
Valeri Kamensky,29,COL,LW,81,38,47,85,14,85,19,18,1,5,33,13,1,220,17.3,,,ASnhl-7
Brian Leetch,27,NYR,D,82,15,70,85,12,30,8,7,0,3,33,37,0,276,5.4,,,"ASG,ASnhl-3,Byng-6,Hart-22,Norris-3"
Brett Hull,31,STL,RW,70,43,40,83,4,30,22,16,5,6,22,17,1,327,13.1,,,"ASG,ASnhl-8"
Mats Sundin,24,TOR,RW,76,33,50,83,8,46,20,7,6,7,27,23,0,301,11.0,,,ASG
Ray Bourque,35,BOS,D,82,20,62,82,31,58,9,9,2,2,33,29,0,390,5.1,,,"ASG,ASnhl-2,Hart-11,Norris-2"
