Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Stan Mikita,26,CBH,C,70,35,62,97,40,12,26,8,1,5,39,22,1,279,12.5,,,"ASG,ASnhl-1,Byng-1,Hart-1,Ross-1"
Bobby Hull,28,CBH,LW,66,52,28,80,28,52,32,18,2,3,22,5,1,320,16.3,,,"ASG,ASnhl-1,Hart-3"
Norm Ullman,31,DET,C,68,26,44,70,-8,26,20,5,1,3,28,14,2,243,10.7,,,"ASG,ASnhl-2"
Gordie Howe,38,DET,RW,69,25,40,65,-3,53,16,8,1,1,25,14,1,293,8.5,,,"ASG,ASnhl-2,Hart-7"
Kenny Wharram,33,CBH,RW,70,31,34,65,35,21,23,8,0,2,21,13,0,169,18.3,,,ASnhl-1
Bobby Rousseau,26,MTL,RW,68,19,44,63,-1,58,14,5,0,2,22,22,0,207,9.2,,,ASG
Phil Esposito,24,CBH,C,69,21,40,61,34,40,18,2,1,3,34,6,0,192,10.9,,,
Phil Goyette,33,NYR,C,70,12,49,61,14,6,11,1,0,1,36,13,0,163,7.4,,,"Byng-3,Hart-10"
Doug Mohns,33,CBH,D,62,25,35,60,33,58,19,4,2,5,24,11,0,151,16.6,,,
Alex Delvecchio,34,DET,C,70,17,38,55,-18,10,12,4,1,2,21,17,0,225,7.6,,,ASG
Henri Richard,30,MTL,C,65,21,34,55,2,28,19,2,0,1,27,7,0,247,8.5,,,"ASG,Hart-4"
Dave Keon,26,TOR,C,66,19,33,52,-7,2,13,5,1,2,19,14,0,212,9.0,,,"ASG,Byng-2"
Pierre Pilote,35,CBH,D,70,6,46,52,54,90,2,4,0,2,30,13,3,70,8.6,,,"ASG,ASnhl-1,Norris-2"
Johnny Bucyk,31,BOS,LW,59,18,30,48,-5,12,13,4,1,1,24,6,0,150,12.0,,,
Ted Hampson,30,DET,C,65,13,35,48,6,4,12,1,0,2,28,7,0,110,11.8,,,
Bruce MacGregor,25,DET,RW,70,28,19,47,-7,14,19,8,1,4,18,1,0,159,17.6,,,
Rod Gilbert,25,NYR,RW,64,28,18,46,-2,12,23,5,0,5,11,7,0,168,16.7,,,"ASG,Byng-4,Hart-7"
Frank Mahovlich,29,TOR,LW,63,18,28,46,0,42,14,4,0,3,21,7,0,173,10.4,,,ASG
Don Marshall,34,NYR,LW,70,24,22,46,13,4,16,8,0,4,19,3,0,175,13.7,,,"ASnhl-2,Byng-4"
Ron Ellis,22,TOR,RW,67,22,23,45,2,14,16,4,2,7,17,4,2,147,15.0,,,
Dean Prentice,34,DET,LW,68,23,22,45,-12,18,17,5,1,1,18,4,0,166,13.9,,,
Bob Pulford,30,TOR,LW,67,17,28,45,10,28,15,1,1,1,20,7,1,195,8.7,,,
Bob Nevin,28,NYR,RW,67,20,24,44,14,6,18,2,0,4,16,8,0,199,10.1,,,ASG
John Ferguson,28,MTL,LW,67,20,22,42,-1,177,15,5,0,2,18,4,0,150,13.3,,,ASG
Bernie Geoffrion,35,NYR,RW,58,17,25,42,-2,42,12,5,0,2,14,11,0,155,11.0,,,
Dennis Hull,22,CBH,LW,70,25,17,42,7,33,24,1,0,5,13,3,1,172,14.5,,,
Pit Martin,23,BOS,C,70,20,22,42,-16,40,16,4,0,1,15,7,0,157,12.7,,,
Ralph Backstrom,29,MTL,C,69,14,27,41,-3,39,13,1,0,0,23,4,0,188,7.4,,,ASG
Bobby Orr,18,BOS,D,61,13,28,41,1,102,9,3,1,0,14,12,2,262,5.0,,,"ASnhl-2,Hart-6,Calder-1,Norris-3"
Yvan Cournoyer,23,MTL,RW,69,25,15,40,-11,4,5,20,0,7,7,8,0,130,19.2,,,ASG
Paul Henderson,24,DET,LW,46,21,19,40,6,10,14,6,1,5,14,5,0,102,20.6,,,
Harry Howell,34,NYR,D,70,12,28,40,4,54,10,2,0,0,16,12,0,200,6.0,,,"ASG,ASnhl-1,Hart-5,Norris-1"
Jean Béliveau,35,MTL,C,53,12,26,38,3,22,10,2,0,0,13,13,0,166,7.2,,,
Red Kelly,39,TOR,C,61,14,24,38,0,4,12,2,0,0,16,8,0,132,10.6,,,Hart-9
Chico Maki,27,CBH,RW,56,9,29,38,32,14,7,1,1,5,24,4,1,75,12.0,,,
Eric Nesterenko,33,CBH,RW,68,14,23,37,6,38,10,1,3,1,20,3,0,111,12.6,,,
Orland Kurtenbach,30,NYR,C,60,11,25,36,0,58,5,5,1,3,22,1,2,156,7.1,,,
John McKenzie,29,BOS,RW,70,17,19,36,-35,98,13,3,1,5,14,4,1,167,10.2,,,
Ed Westfall,26,BOS,RW,70,12,24,36,1,26,11,1,0,0,17,7,0,147,8.2,,,
Gary Bergman,28,DET,D,70,5,30,35,-3,129,4,1,0,1,27,2,1,130,3.8,,,Norris-6
Ken Hodge,22,CBH,RW,68,10,25,35,16,59,10,0,0,3,22,3,0,124,8.1,,,
Claude Larose,24,MTL,LW,69,19,16,35,-4,82,17,2,0,3,16,0,0,166,11.4,,,ASG
Murray Oliver,29,BOS,C,65,9,26,35,-18,14,8,1,0,2,20,6,0,155,5.8,,,ASG
Pete Stemkowski,23,TOR,C,68,13,22,35,16,75,12,1,0,4,21,1,0,158,8.2,,,
Earl Ingarfield,32,NYR,C,67,12,22,34,-14,10,11,0,1,3,20,2,0,159,7.5,,,
Pat Stapleton,26,CBH,D,70,3,31,34,32,52,3,0,0,1,26,5,0,143,2.1,,,ASG
J.C. Tremblay,28,MTL,D,60,8,26,34,-10,14,5,3,0,1,14,12,0,134,6.0,,,"ASG,Norris-5"
George Armstrong,36,TOR,RW,70,9,24,33,-2,26,6,3,0,3,16,8,0,155,5.8,,,
Vic Hadfield,26,NYR,LW,69,13,20,33,-8,80,10,3,0,1,14,6,0,184,7.1,,,
Jim Pappin,27,TOR,RW,64,21,11,32,9,89,15,6,0,7,8,3,0,137,15.3,,,
Gilles Tremblay,28,MTL,LW,62,13,19,32,0,19,9,3,1,2,15,4,0,160,8.1,,,ASG
Andy Bathgate,34,DET,C,60,8,23,31,-15,24,8,0,0,1,12,11,0,157,5.1,,,
Reggie Fleming,30,NYR,LW,61,15,16,31,-6,146,13,2,0,1,16,0,0,115,13.0,,,
Wayne Connelly,27,BOS,C,64,13,17,30,-15,10,12,1,0,1,15,2,0,126,10.3,,,
Ron Schock,23,BOS,C,66,10,20,30,-12,8,8,2,0,1,18,2,0,122,8.2,,,
Larry Jeffrey,26,TOR,LW,56,11,17,28,1,27,9,1,1,1,11,4,2,85,12.9,,,
Brian Conacher,25,TOR,C,66,14,13,27,6,47,13,1,0,1,13,0,0,137,10.2,,,Calder-3
Ron Murphy,33,BOS,RW,39,11,16,27,-10,6,11,0,0,1,12,4,0,94,11.7,,,
Doug Jarrett,22,CBH,D,70,5,21,26,43,76,4,1,0,1,20,0,1,147,3.4,,,Norris-7
Tim Horton,37,TOR,D,70,8,17,25,-2,70,5,3,0,1,13,4,0,113,7.1,,,"ASnhl-2,Norris-4"
Eddie Shack,29,TOR,LW,63,11,14,25,-4,56,11,0,0,2,13,1,0,114,9.6,,,
Floyd Smith,31,DET,RW,54,11,14,25,-20,8,5,6,0,0,9,5,0,109,10.1,,,
Claude Provost,33,MTL,RW,64,11,13,24,-3,16,8,3,0,3,10,1,2,135,8.1,,,ASG
Ron Stewart,34,BOS,C,56,14,10,24,-14,31,9,5,0,1,9,1,0,113,12.4,,,
Dick Duff,30,MTL,LW,51,12,11,23,-7,23,9,3,0,2,6,5,0,98,12.2,,,ASG
Larry Hillman,29,TOR,D,56,4,19,23,10,38,4,0,0,0,15,2,2,84,4.8,,,
Leo Boivin,34,DET,D,69,4,17,21,-19,78,4,0,0,1,14,1,2,134,3.0,,,Norris-10
Tommy Williams,26,BOS,RW,29,8,13,21,-9,0,6,2,0,2,10,3,0,47,17.0,,,
Bill Hay,31,CBH,C,36,7,13,20,3,12,7,0,0,1,11,1,1,68,10.3,,,
Jacques Laperrière,25,MTL,D,61,0,20,20,-17,48,0,0,0,0,12,8,0,109,0.0,,,"ASG,Norris-8"
Dave Balon,28,MTL,LW,48,11,8,19,3,31,11,0,0,5,8,0,0,65,16.9,,,ASG
Ed Van Impe,26,CBH,D,61,8,11,19,29,111,8,0,0,3,11,0,0,87,9.2,,,Calder-2
Lou Angotti,29,CBH,C,63,6,12,18,4,17,4,2,0,0,9,2,1,49,12.2,,,
Bob Dillabough,25,BOS,C,60,6,12,18,-16,14,5,0,1,1,11,1,0,73,8.2,,,
Ted Harris,30,MTL,D,65,2,16,18,1,86,1,1,0,0,15,0,1,49,4.1,,,ASG
Mike Walton,22,TOR,C,31,7,10,17,1,13,3,4,0,0,7,3,0,72,9.7,,,
Howie Young,29,DET,D,44,3,14,17,-3,100,3,0,0,1,10,3,1,90,3.3,,,
