Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Curtis Glencross,28,CGY,LW,79,24,19,43,6,59,19,3,2,4,16,2,1,149,16.1,252,1283:22,16:15,57,84,40.4,54,105,47,55,
Evander Kane,19,ATL,C,73,19,24,43,-12,68,15,4,0,2,20,4,0,234,8.1,375,1303:57,17:52,26,38,40.6,30,151,53,39,
Brendan Morrison,35,CGY,C,66,9,34,43,13,16,5,3,1,1,24,9,1,89,10.1,149,1101:53,16:42,378,384,49.6,18,22,43,37,Selke-53
Alex Pietrangelo,21,STL,D,79,11,32,43,18,19,7,4,0,1,21,10,1,161,6.8,352,1738:05,22:00,0,0,,121,57,40,36,Byng-22
Jarret Stoll,28,LAK,C,82,20,23,43,-6,42,15,4,1,5,13,8,2,187,10.7,337,1407:27,17:10,753,557,57.5,41,164,31,26,
Kevin Shattenkirk,22,2TM,D,72,9,34,43,-4,36,6,3,0,2,22,12,0,108,8.3,244,1428:32,19:50,0,0,,96,66,41,23,Calder-10
Kevin Shattenkirk,22,COL,D,46,7,19,26,-11,20,5,2,0,1,11,8,0,67,10.4,154,912:38,19:50,0,0,,64,51,33,17,
Kevin Shattenkirk,22,STL,D,26,2,15,17,7,16,1,1,0,1,11,4,0,41,4.9,90,515:54,19:51,0,0,,32,15,8,6,
Tim Connolly,29,BUF,C,68,13,29,42,-10,20,7,6,0,3,16,13,0,151,8.6,273,1150:17,16:55,445,524,45.9,53,24,22,34,
Sam Gagner,21,EDM,C,68,15,27,42,-17,37,11,3,1,2,21,6,0,138,10.9,242,1206:59,17:45,410,525,43.9,29,24,33,38,
Taylor Hall,19,EDM,LW,65,22,20,42,-9,27,14,8,0,4,17,3,0,186,11.8,363,1183:38,18:13,42,63,40.0,37,48,45,45,Calder-9
Aleš Hemský,27,EDM,RW,47,14,28,42,3,18,12,1,1,1,19,8,1,100,14.0,183,859:16,18:17,1,6,14.3,18,29,17,32,Byng-32
Jack Johnson,24,LAK,D,82,5,37,42,-21,44,2,3,0,0,11,25,1,153,3.3,387,1902:15,23:12,0,0,,133,84,16,59,
Tomáš Kopecký,28,CHI,RW,81,15,27,42,-13,60,12,3,0,2,17,10,0,178,8.4,295,1241:15,15:19,120,164,42.3,24,77,50,25,
Nik Antropov,30,ATL,C,76,16,25,41,-17,42,11,5,0,2,14,11,0,105,15.2,182,1189:25,15:39,260,273,48.8,38,61,35,31,
David Legwand,30,NSH,C,64,17,24,41,13,24,15,0,2,3,20,4,0,130,13.1,215,1203:40,18:48,395,442,47.2,20,36,55,44,Selke-40
Brad Marchand,22,BOS,C,77,21,20,41,25,51,14,2,5,2,18,1,1,149,14.1,227,1076:47,13:59,8,17,32.0,30,89,36,39,"Calder-12,Selke-24"
Michael Ryder,30,BOS,RW,79,18,23,41,-1,26,10,8,0,6,17,6,0,165,10.9,295,1144:23,14:29,5,3,62.5,19,70,35,28,
Mike Santorelli,25,FLA,C,82,20,21,41,-17,20,14,5,1,1,14,7,0,193,10.4,320,1368:12,16:41,518,514,50.2,22,60,32,16,
Devin Setoguchi,24,SJS,RW,72,22,19,41,-2,37,18,4,0,5,13,6,0,199,11.1,346,1094:50,15:12,5,6,45.5,25,138,29,45,
Rich Peverley,28,2TM,C,82,18,23,41,-17,37,10,6,2,3,16,6,1,201,9.0,327,1496:57,18:15,643,512,55.7,40,32,60,22,
Rich Peverley,28,ATL,C,59,14,20,34,-16,35,7,6,1,2,13,6,1,161,8.7,255,1134:11,19:13,552,447,55.3,31,27,47,19,
Rich Peverley,28,BOS,C,23,4,3,7,-1,2,3,0,1,1,3,0,0,40,10.0,72,362:46,15:46,91,65,58.3,9,5,13,3,
Éric Bélanger,33,PHX,C,82,13,27,40,11,36,11,1,1,2,23,4,0,127,10.2,248,1422:04,17:21,717,580,55.3,45,71,45,29,
David Booth,26,FLA,LW,82,23,17,40,-31,26,15,8,0,3,15,2,0,280,8.2,486,1549:45,18:54,24,24,50.0,25,129,28,24,Byng-48
Matt Carle,26,PHI,D,82,1,39,40,30,23,1,0,0,0,37,2,0,117,0.9,262,1803:18,21:59,0,0,,157,51,33,59,"ASnhl-14,Byng-48,Norris-10"
Joe Corvo,33,CAR,D,82,11,29,40,-14,18,5,5,1,1,11,18,0,191,5.8,383,2031:50,24:47,0,1,0.0,116,53,59,63,Byng-39
Drew Doughty,21,LAK,D,76,11,29,40,13,68,6,5,0,3,19,10,0,139,7.9,354,1948:52,25:39,0,0,,101,137,22,77,"ASnhl-12,Norris-10"
Cam Fowler,19,ANA,D,76,10,30,40,-25,20,4,6,0,3,13,17,0,123,8.1,255,1681:53,22:08,0,0,,93,45,23,41,Calder-8
Simon Gagné,30,TBL,LW,63,17,23,40,-12,20,10,7,0,3,15,8,0,154,11.0,281,1063:59,16:53,6,10,37.5,20,49,23,21,
Mike Knuble,38,WSH,RW,79,24,16,40,10,36,16,7,1,1,10,5,1,203,11.8,309,1412:40,17:53,10,23,30.3,30,74,45,18,
Lauri Korpikoski,24,PHX,LW,79,19,21,40,17,20,17,0,2,4,18,1,2,103,18.4,192,1226:44,15:32,107,137,43.9,50,87,25,26,Selke-40
James van Riemsdyk,21,PHI,LW,75,21,19,40,15,35,18,3,0,4,18,1,0,173,12.1,303,1089:59,14:32,0,3,0.0,25,107,27,16,
Dennis Wideman,27,2TM,D,75,10,30,40,-19,39,1,9,0,1,17,13,0,160,6.3,364,1798:39,23:59,1,0,100.0,126,95,38,53,
Dennis Wideman,27,FLA,D,61,9,24,33,-26,33,1,8,0,1,13,11,0,135,6.7,298,1461:34,23:58,1,0,100.0,100,75,31,39,
Dennis Wideman,27,WSH,D,14,1,6,7,7,6,0,1,0,0,4,2,0,25,4.0,66,337:05,24:05,0,0,,26,20,7,14,
Sergei Samsonov,32,2TM,LW,78,13,27,40,-2,14,9,4,0,1,18,9,0,123,10.6,208,1205:23,15:27,3,8,27.3,34,56,43,28,Byng-48
Sergei Samsonov,32,CAR,LW,58,10,16,26,0,12,6,4,0,0,11,5,0,87,11.5,150,820:50,14:09,3,3,50.0,25,47,33,21,
Sergei Samsonov,32,FLA,LW,20,3,11,14,-2,2,3,0,0,1,7,4,0,36,8.3,58,384:33,19:14,0,5,0.0,9,9,10,7,
Matt Cullen,34,MIN,C,78,12,27,39,-14,34,3,5,4,2,11,16,0,150,8.0,287,1406:08,18:02,473,370,56.1,36,39,43,34,Selke-40
Valtteri Filppula,26,DET,C,71,16,23,39,-1,22,12,4,0,5,19,4,0,115,13.9,228,1187:00,16:43,478,450,51.5,25,30,50,42,
Mason Raymond,25,VAN,LW,70,15,24,39,8,10,12,2,1,5,20,4,0,197,7.6,329,1105:56,15:48,26,39,40.0,14,38,35,14,Byng-48
Anthony Stewart,26,ATL,C,80,14,25,39,-10,55,9,5,0,2,20,5,0,141,9.9,231,1197:50,14:58,7,11,38.9,35,97,34,26,
Ryan Suter,26,NSH,D,70,4,35,39,20,54,3,1,0,1,18,16,1,115,3.5,264,1764:06,25:12,0,1,0.0,84,64,33,37,"ASnhl-10,Norris-15"
Cory Stillman,37,2TM,LW,65,12,27,39,5,24,9,3,0,2,18,9,0,116,10.3,218,1099:10,16:55,17,20,45.9,30,64,31,28,
Cory Stillman,37,FLA,LW,44,7,16,23,3,20,6,1,0,1,11,5,0,81,8.6,151,700:49,15:56,11,14,44.0,18,53,21,12,
Cory Stillman,37,CAR,LW,21,5,11,16,2,4,3,2,0,1,7,4,0,35,14.3,67,398:21,18:58,6,6,50.0,12,11,10,16,
Pierre-Marc Bouchard,26,MIN,C,59,12,26,38,-3,14,12,0,0,2,16,10,0,98,12.2,172,927:06,15:43,17,26,39.5,10,15,26,20,Byng-37
Scott Gomez,31,MTL,C,80,7,31,38,-15,48,4,3,0,2,16,14,1,157,4.5,276,1485:05,18:34,575,622,48.0,24,32,56,28,
Ryan Malone,31,TBL,LW,54,14,24,38,-3,51,5,9,0,1,15,9,0,149,9.4,204,865:40,16:02,56,87,39.2,19,125,28,16,
Lee Stempniak,27,PHX,RW,82,19,19,38,4,19,17,2,0,0,15,4,0,199,9.5,354,1250:47,15:15,18,27,40.0,21,124,46,26,
P.K. Subban,21,MTL,D,77,14,24,38,-8,124,5,9,0,3,15,9,0,197,7.1,390,1714:41,22:16,0,0,,106,110,37,56,"AR-1,Calder-6"
Michael Frolík,22,2TM,C,80,11,27,38,2,30,10,1,0,1,22,5,0,251,4.4,409,1247:24,15:36,48,71,40.3,37,52,49,16,
Michael Frolík,22,FLA,C,52,8,21,29,2,16,7,1,0,1,16,5,0,158,5.1,272,833:43,16:02,5,7,41.7,23,31,28,9,
Michael Frolík,22,CHI,C,28,3,6,9,0,14,3,0,0,0,6,0,0,93,3.2,137,413:41,14:46,43,64,40.2,14,21,21,7,
Bryan Bickell,24,CHI,LW,78,17,20,37,6,40,15,2,0,2,19,1,0,130,13.1,219,1079:22,13:50,3,9,25.0,13,178,34,7,
Dave Bolland,24,CHI,C,61,15,22,37,11,34,11,4,0,1,14,8,0,102,14.7,179,1076:12,17:39,455,553,45.1,35,41,55,22,Selke-24
Kyle Brodziak,26,MIN,C,80,16,21,37,-4,56,13,2,1,1,16,2,3,126,12.7,230,1262:05,15:47,532,556,48.9,55,52,48,30,
John Carlson,21,WSH,D,82,7,30,37,21,44,6,1,0,3,25,5,0,144,4.9,309,1856:46,22:39,0,0,,158,70,60,80,"AR-1,Calder-5"
Pascal Dupuis,31,PIT,LW,81,17,20,37,16,59,13,0,4,3,19,0,1,171,9.9,286,1365:39,16:52,6,22,21.4,55,117,33,14,Selke-17
Tomas Holmström,38,DET,LW,73,18,19,37,-6,62,8,10,0,1,9,10,0,125,14.4,200,1080:53,14:48,1,0,100.0,11,81,18,26,
Jiří Hudler,27,DET,C,73,10,27,37,-7,28,7,3,0,2,18,9,0,105,9.5,185,997:14,13:40,31,39,44.3,11,35,30,32,
Niklas Kronwall,30,DET,D,77,11,26,37,5,36,6,5,0,3,18,8,0,131,8.4,263,1760:53,22:52,0,0,,129,113,26,49,
Evgeni Malkin,24,PIT,C,43,15,22,37,-4,18,10,5,0,3,13,9,0,182,8.2,321,852:28,19:49,77,123,38.5,11,32,29,40,
Tyler Myers,20,BUF,D,80,10,27,37,0,40,7,3,0,5,16,11,0,122,8.2,270,1796:38,22:27,0,0,,98,107,41,67,Norris-16
Kimmo Timonen,35,PHI,D,82,6,31,37,11,36,3,1,2,0,16,15,0,147,4.1,290,1842:56,22:28,0,1,0.0,175,96,43,39,
Troy Brouwer,25,CHI,RW,79,17,19,36,-2,38,10,7,0,5,13,6,0,122,13.9,220,1193:26,15:06,12,13,48.0,36,262,24,20,
Niclas Bergfors,23,2TM,RW,72,12,24,36,-9,8,9,3,0,1,18,6,0,152,7.9,246,1062:13,14:45,4,5,44.4,13,12,48,14,Byng-26
Niclas Bergfors,23,ATL,RW,52,11,18,29,-11,6,8,3,0,1,12,6,0,99,11.1,165,735:56,14:09,2,1,66.7,9,4,40,12,
Niclas Bergfors,23,FLA,RW,20,1,6,7,2,2,1,0,0,0,6,0,0,53,1.9,81,326:17,16:19,2,4,33.3,4,8,8,2,
Mike Fisher,30,2TM,C,82,19,17,36,-17,43,15,4,0,2,7,10,0,192,9.9,315,1506:10,18:22,602,644,48.3,89,135,36,43,Selke-53
Mike Fisher,30,OTT,C,55,14,10,24,-19,33,11,3,0,1,4,6,0,132,10.6,204,1013:18,18:25,399,426,48.4,59,91,21,29,
Mike Fisher,30,NSH,C,27,5,7,12,2,10,4,1,0,1,3,4,0,60,8.3,111,492:52,18:15,203,218,48.2,30,44,15,14,
Brian Boyle,26,NYR,C,82,21,14,35,2,74,16,4,1,2,11,0,3,218,9.6,365,1290:36,15:44,534,567,48.5,86,240,33,20,Selke-31
Andrew Cogliano,23,EDM,C,82,11,24,35,-12,64,10,0,1,3,17,5,2,129,8.5,234,1415:02,17:15,461,647,41.6,46,89,32,46,
Jordan Leopold,30,BUF,D,71,13,22,35,-11,36,8,5,0,1,16,6,0,134,9.7,273,1656:20,23:20,0,0,,123,49,15,50,
Antti Miettinen,30,MIN,RW,73,16,19,35,-3,38,8,8,0,4,13,6,0,168,9.5,282,1242:52,17:02,36,64,36.0,14,109,23,20,
Joni Pitkänen,27,CAR,D,72,5,30,35,-2,60,4,1,0,1,19,11,0,144,3.5,311,1801:44,25:01,0,0,,129,64,32,32,
Derek Roy,27,BUF,C,35,10,25,35,-1,16,8,2,0,1,13,12,0,89,11.2,151,683:46,19:32,245,283,46.4,16,16,37,25,Byng-32
Anton Babchuk,26,2TM,D,82,11,24,35,14,32,4,6,1,2,16,7,1,132,8.3,308,1340:27,16:21,0,0,,154,19,19,42,
Anton Babchuk,26,CAR,D,17,3,5,8,-4,12,2,1,0,1,3,1,1,45,6.7,87,324:57,19:07,0,0,,25,2,8,8,
Anton Babchuk,26,CGY,D,65,8,19,27,18,20,2,5,1,1,13,6,0,87,9.2,221,1015:30,15:37,0,0,,129,17,11,34,
Wojtek Wolski,24,2TM,LW,73,12,23,35,6,18,11,1,0,1,20,3,0,135,8.9,217,1064:23,14:35,15,16,48.4,12,47,21,26,
Wojtek Wolski,24,PHX,LW,36,6,10,16,-6,10,6,0,0,0,9,1,0,57,10.5,90,528:47,14:41,14,10,58.3,3,23,7,14,
Wojtek Wolski,24,NYR,LW,37,6,13,19,12,8,5,1,0,1,11,2,0,78,7.7,127,535:36,14:29,1,6,14.3,9,24,14,12,
Cal Clutterbuck,23,MIN,RW,76,19,15,34,-5,79,15,4,0,3,13,1,1,191,9.9,333,1204:25,15:51,3,8,27.3,32,336,24,25,
Nick Foligno,23,OTT,LW,82,14,20,34,-19,43,9,5,0,3,15,5,0,149,9.4,219,1277:19,15:35,65,73,47.1,41,119,31,25,
Roman Hamrlík,36,MTL,D,79,5,29,34,6,81,3,2,0,0,16,13,0,129,3.9,276,1760:05,22:17,0,0,,192,66,31,53,
T.J. Oshie,24,STL,C,49,12,22,34,10,15,8,3,1,3,16,6,0,103,11.7,195,940:15,19:11,100,127,44.1,40,71,47,17,
Magnus Pääjärvi,19,EDM,LW,80,15,19,34,-13,16,12,3,0,0,13,6,0,180,8.3,317,1231:05,15:23,1,4,20.0,25,22,25,35,
Brian Rolston,37,NJD,C,65,14,20,34,-6,34,8,6,0,4,14,5,1,168,8.3,291,1144:24,17:36,52,83,38.5,20,67,27,23,
Colin Wilson,21,NSH,C,82,16,18,34,9,17,14,2,0,2,14,4,0,101,15.8,186,1090:07,13:18,108,120,47.4,24,38,24,41,
Alex Kovalev,37,2TM,RW,74,16,18,34,-6,44,10,6,0,3,14,4,0,151,10.6,304,1222:01,16:31,3,7,30.0,8,14,38,66,
Alex Kovalev,37,OTT,RW,54,14,13,27,-9,28,8,6,0,3,10,3,0,123,11.4,229,878:31,16:16,2,4,33.3,5,10,33,50,
Alex Kovalev,37,PIT,RW,20,2,5,7,3,16,2,0,0,0,4,1,0,28,7.1,75,343:30,17:11,1,3,25.0,3,4,5,16,
Scottie Upshall,27,2TM,RW,82,22,12,34,-7,52,20,2,0,2,11,1,0,191,11.5,347,1151:14,14:02,8,17,32.0,26,108,33,22,
Scottie Upshall,27,PHX,RW,61,16,11,27,5,42,14,2,0,2,10,1,0,144,11.1,261,820:15,13:27,4,15,21.1,21,84,25,14,
Scottie Upshall,27,CBJ,RW,21,6,1,7,-12,10,6,0,0,0,1,0,0,47,12.8,86,330:59,15:46,4,2,66.7,5,24,8,8,
Alexander Edler,24,VAN,D,51,8,25,33,13,24,3,5,0,1,13,12,0,121,6.6,275,1238:51,24:17,0,2,0.0,86,83,25,24,
Milan Michálek,26,OTT,RW,66,18,15,33,-12,49,13,1,4,0,12,3,0,167,10.8,270,1192:00,18:04,4,9,30.8,41,49,40,22,
Jason Blake,37,ANA,C,76,16,16,32,-5,41,13,3,0,3,12,4,0,187,8.6,286,1121:45,14:46,1,4,20.0,27,76,34,36,
Tyler Bozak,24,TOR,C,82,15,17,32,-29,14,8,6,1,4,12,5,0,120,12.5,202,1581:01,19:17,787,654,54.6,48,85,46,51,
Steve Downie,23,TBL,RW,57,10,22,32,8,171,8,2,0,1,19,3,0,83,12.0,140,827:30,14:31,43,53,44.8,21,94,30,25,
Darren Helm,24,DET,C,82,12,20,32,9,16,10,0,2,2,19,0,1,177,6.8,289,1091:08,13:18,493,445,52.6,30,128,46,20,"Byng-48,Selke-24"
Andrej Meszároš,25,PHI,D,81,8,24,32,30,42,5,3,0,2,21,3,0,144,5.6,314,1710:47,21:07,0,0,,139,189,34,40,"ASnhl-15,Norris-16"
Dominic Moore,30,TBL,C,77,18,14,32,-12,52,12,6,0,3,13,1,0,175,10.3,268,1200:55,15:36,475,417,53.3,42,80,32,25,Byng-39
Steve Ott,28,DAL,C,82,12,20,32,-9,183,7,3,2,4,11,7,2,120,10.0,214,1406:31,17:09,644,494,56.6,44,252,25,43,
Marty Reasoner,33,FLA,C,82,14,18,32,2,22,14,0,0,4,17,1,0,124,11.3,232,1407:15,17:10,700,584,54.5,57,71,52,17,Byng-32
Dennis Seidenberg,29,BOS,D,81,7,25,32,3,41,6,1,0,2,15,10,0,166,4.2,321,1907:07,23:33,0,0,,174,161,12,27,
Jamie Langenbrunner,35,2TM,RW,70,9,23,32,-18,45,8,1,0,3,17,6,0,153,5.9,272,1220:53,17:26,11,17,39.3,25,96,28,36,
Jamie Langenbrunner,35,NJD,RW,31,4,10,14,-15,16,4,0,0,2,7,3,0,76,5.3,129,575:15,18:33,1,9,10.0,12,33,13,19,
Jamie Langenbrunner,35,DAL,RW,39,5,13,18,-3,29,4,1,0,1,10,3,0,77,6.5,143,645:38,16:33,10,8,55.6,13,63,15,17,
Daniel Alfredsson,38,OTT,RW,54,14,17,31,-19,18,7,7,0,1,12,5,0,96,14.6,187,1040:54,19:17,2,10,16.7,21,41,45,46,
Brett Clark,34,TBL,D,82,9,22,31,2,14,3,6,0,1,11,11,0,87,10.3,209,1548:20,18:53,0,0,,157,117,20,48,
Paul Gaustad,28,BUF,C,81,12,19,31,7,101,11,1,0,3,17,1,1,117,10.3,191,1225:51,15:08,692,466,59.8,44,128,22,24,Selke-34
Nathan Gerbe,23,BUF,C,64,16,15,31,11,34,14,2,0,3,13,2,0,171,9.4,263,853:19,13:20,4,13,23.5,23,53,24,19,
Dan Girardi,26,NYR,D,80,4,27,31,7,37,2,2,0,1,20,5,2,110,3.6,240,1966:11,24:35,0,0,,236,195,30,51,
Chad Larose,28,CAR,RW,82,16,15,31,-21,59,13,2,1,0,13,1,1,176,9.1,328,1312:45,16:01,11,22,33.3,23,192,38,18,
Taylor Pyatt,29,PHX,LW,76,18,13,31,11,27,16,2,0,6,11,2,0,126,14.3,215,1178:25,15:30,6,14,30.0,48,143,21,14,
Matt Stajan,27,CGY,C,76,6,25,31,1,32,5,0,1,0,23,1,1,81,7.4,148,1081:17,14:14,436,409,51.6,24,66,52,39,
Jason Arnott,36,2TM,C,73,17,14,31,-6,40,13,4,0,1,10,4,0,169,10.1,288,1133:10,15:31,449,445,50.2,11,42,30,21,
Jason Arnott,36,NJD,C,62,13,11,24,-9,32,11,2,0,0,8,3,0,139,9.4,240,958:24,15:27,385,365,51.3,8,28,22,18,
Jason Arnott,36,WSH,C,11,4,3,7,3,8,2,2,0,1,2,1,0,30,13.3,48,174:46,15:53,64,80,44.4,3,14,8,3,
Tomáš Fleischmann,26,2TM,LW,45,12,19,31,2,18,9,3,0,2,16,3,0,98,12.2,167,736:11,16:22,91,134,40.4,14,15,25,21,
Tomáš Fleischmann,26,WSH,LW,23,4,6,10,3,10,4,0,0,1,5,1,0,44,9.1,68,329:45,14:20,89,125,41.6,6,9,9,8,
Tomáš Fleischmann,26,COL,LW,22,8,13,21,-1,8,5,3,0,1,11,2,0,54,14.8,99,406:26,18:28,2,9,18.2,8,6,16,13,
Joffrey Lupul,27,2TM,C,54,14,17,31,-11,33,10,4,0,2,8,9,0,129,10.9,221,843:38,15:37,12,20,37.5,29,63,18,17,
Joffrey Lupul,27,ANA,C,26,5,8,13,-4,14,3,2,0,1,4,4,0,54,9.3,93,343:48,13:13,7,7,50.0,12,22,4,7,
Joffrey Lupul,27,TOR,C,28,9,9,18,-7,19,7,2,0,1,4,5,0,75,12.0,128,499:50,17:51,5,13,27.8,17,41,14,10,
Matt Cooke,32,PIT,LW,67,12,18,30,14,129,9,0,3,2,15,0,3,95,12.6,166,1047:35,15:38,8,21,27.6,39,192,23,19,
Michal Handzuš,33,LAK,C,82,12,18,30,-5,20,8,4,0,3,11,6,1,94,12.8,175,1422:20,17:21,678,634,51.7,48,86,24,39,Selke-53
Manny Malhotra,30,VAN,C,72,11,19,30,9,22,7,3,1,2,15,3,1,111,9.9,196,1163:59,16:10,778,483,61.7,74,57,40,18,"Byng-48,Selke-5"
Jamie McBain,22,CAR,D,76,7,23,30,-8,32,6,1,0,2,16,7,0,95,7.4,221,1451:45,19:06,0,0,,111,41,22,36,
Dave Moss,29,CGY,LW,58,17,13,30,9,18,12,5,0,3,11,2,0,127,13.4,201,793:48,13:41,157,207,43.1,32,92,32,27,
Dion Phaneuf,25,TOR,D,66,8,22,30,-2,88,5,3,0,1,12,9,1,190,4.2,443,1670:01,25:18,0,0,,121,186,31,53,
Benoît Pouliot,24,MTL,LW,79,13,17,30,2,87,12,1,0,4,17,0,0,129,10.1,213,911:19,11:32,10,12,45.5,20,110,26,14,
Stéphane Robidas,33,DAL,D,81,5,25,30,-7,67,4,1,0,1,9,14,2,106,4.7,255,1987:09,24:32,0,0,,135,216,28,35,
Wayne Simmonds,22,LAK,RW,80,14,16,30,-2,75,13,1,0,3,16,0,0,117,12.0,226,1076:24,13:27,7,12,36.8,23,125,30,44,
Jordan Staal,22,PIT,C,42,11,19,30,7,24,8,3,0,4,13,4,2,91,12.1,166,896:50,21:21,376,425,46.9,13,70,20,10,Selke-14
Dainius Zubrus,32,NJD,RW,79,13,17,30,-11,53,12,1,0,2,14,2,1,115,11.3,190,1354:59,17:09,253,196,56.3,32,107,33,30,
Sean Bergenheim,26,TBL,LW,80,14,15,29,0,56,12,2,0,1,13,2,0,182,7.7,306,1118:17,13:59,25,26,49.0,37,109,45,24,
Gregory Campbell,27,BOS,C,80,13,16,29,11,93,11,1,1,1,12,1,3,98,13.3,172,1075:04,13:26,430,402,51.7,52,119,11,18,
Cody Franson,23,NSH,D,80,8,21,29,10,30,6,2,0,2,17,4,0,156,5.1,304,1214:00,15:11,0,0,,52,81,29,39,
Jannik Hansen,24,VAN,LW,82,9,20,29,13,32,9,0,0,2,19,0,1,113,8.0,185,1206:22,14:43,8,11,42.1,26,149,42,16,
Jochen Hecht,33,BUF,C,67,12,17,29,4,40,12,0,0,4,15,2,0,172,7.0,277,1144:18,17:05,314,415,43.1,26,32,33,26,
Brandon Prust,26,NYR,LW,82,13,16,29,2,160,8,0,5,1,13,1,2,87,14.9,140,1132:45,13:49,4,5,44.4,36,161,26,29,Selke-17
Andrej Sekera,24,BUF,D,76,3,26,29,11,34,3,0,0,0,20,6,0,88,3.4,228,1603:00,21:06,0,0,,85,61,38,51,
Vladimír Sobotka,23,STL,C,65,7,22,29,-4,69,5,1,1,0,18,4,0,75,9.3,140,1051:33,16:11,216,203,51.6,37,137,19,14,
Marc Staal,24,NYR,D,77,7,22,29,8,50,1,4,2,2,13,7,2,116,6.0,234,1981:55,25:44,0,0,,109,140,54,37,"ASG,ASnhl-12,Norris-16"
Brandon Sutter,21,CAR,C,82,14,15,29,13,25,13,1,0,3,12,2,1,145,9.7,242,1381:31,16:51,594,739,44.6,72,69,48,25,
Raffi Torres,29,VAN,LW,80,14,15,29,4,78,11,3,0,4,14,1,0,115,12.2,179,999:04,12:29,10,22,31.3,19,134,31,24,
Joel Ward,30,NSH,RW,80,10,19,29,-1,42,5,5,0,4,18,0,1,157,6.4,245,1365:48,17:04,82,86,48.8,57,67,51,29,
Erik Johnson,22,2TM,D,77,8,21,29,-13,56,4,3,1,2,13,7,1,161,5.0,315,1757:18,22:49,0,0,,133,99,28,43,
Erik Johnson,22,STL,D,55,5,14,19,-8,37,3,1,1,2,10,4,0,108,4.6,209,1217:08,22:08,0,0,,92,67,18,23,
Erik Johnson,22,COL,D,22,3,7,10,-5,19,1,2,0,0,3,3,1,53,5.7,106,540:10,24:33,0,0,,41,32,10,20,
Josh Bailey,21,NYI,C,70,11,17,28,-13,37,6,5,0,2,10,4,3,102,10.8,162,1248:24,17:50,273,342,44.4,41,47,72,44,
Chris Higgins,27,2TM,C,62,13,15,28,5,16,12,1,0,0,14,0,1,160,8.1,257,1010:32,16:18,41,44,48.2,36,80,40,12,
Chris Higgins,27,FLA,C,48,11,12,23,5,10,11,0,0,0,11,0,1,126,8.7,199,798:54,16:39,30,35,46.2,31,62,32,11,
Chris Higgins,27,VAN,C,14,2,3,5,0,6,1,1,0,0,3,0,0,34,5.9,58,211:38,15:07,11,9,55.0,5,18,8,1,
Chris Kelly,30,2TM,C,81,14,14,28,-13,33,13,0,1,2,12,0,2,113,12.4,215,1248:39,15:25,466,450,50.9,54,81,40,25,
Chris Kelly,30,OTT,C,57,12,11,23,-12,27,11,0,1,2,9,0,2,89,13.5,171,891:55,15:39,364,362,50.1,35,51,27,21,
Chris Kelly,30,BOS,C,24,2,3,5,-1,6,2,0,0,0,3,0,0,24,8.3,44,356:44,14:52,102,88,53.7,19,30,13,4,
Bryan McCabe,35,2TM,D,67,7,21,28,2,34,3,4,0,0,12,9,0,122,5.7,250,1311:00,19:34,0,0,,72,86,8,31,
Bryan McCabe,35,FLA,D,48,5,17,22,3,28,3,2,0,0,12,5,0,88,5.7,185,1008:45,21:01,0,0,,57,71,5,23,
Bryan McCabe,35,NYR,D,19,2,4,6,-1,6,0,2,0,0,0,4,0,34,5.9,65,302:15,15:54,0,0,,15,15,3,8,
Brian Campbell,31,CHI,D,65,5,22,27,28,6,3,2,0,1,18,4,0,84,6.0,196,1493:52,22:59,0,0,,101,28,21,42,"Byng-14,Norris-16"
Erik Christensen,27,NYR,C,63,11,16,27,3,18,7,4,0,1,13,3,0,86,12.8,166,803:50,12:46,316,323,49.5,11,34,28,17,
Trevor Daley,27,DAL,D,82,8,19,27,7,34,6,2,0,1,16,3,0,131,6.1,293,1843:49,22:29,0,0,,124,32,34,42,
Sergei Gonchar,36,OTT,D,67,7,20,27,-15,20,2,5,0,0,5,15,0,107,6.5,260,1553:52,23:12,0,0,,94,54,22,48,
Niklas Hagman,31,CGY,LW,71,11,16,27,-2,24,7,4,0,0,13,3,0,140,7.9,255,968:24,13:38,3,22,12.0,12,35,12,25,
Shawn Horcoff,32,EDM,C,47,9,18,27,-1,46,4,5,0,1,12,5,1,78,11.5,141,878:13,18:41,393,420,48.3,20,32,29,24,
Marcus Johansson,20,WSH,C,69,13,14,27,2,10,10,2,1,2,13,1,0,102,12.7,177,1015:54,14:43,271,398,40.5,22,47,47,29,
Mark Letestu,25,PIT,C,64,14,13,27,4,13,10,4,0,3,11,2,0,128,10.9,232,912:10,14:15,407,327,55.4,15,51,26,14,
Andrew MacDonald,24,NYI,D,60,4,23,27,9,37,3,1,0,1,12,11,0,72,5.6,189,1404:51,23:25,0,0,,157,38,48,34,
Linus Omark,23,EDM,LW,51,5,22,27,-16,26,4,1,0,0,15,7,0,76,6.6,141,783:08,15:21,3,5,37.5,19,13,33,35,
Ryan Shannon,27,OTT,RW,79,11,16,27,3,24,5,5,1,1,12,4,0,118,9.3,187,1021:23,12:56,87,120,42.0,35,34,41,21,
Fedor Tyutin,27,CBJ,D,80,7,20,27,-12,32,6,1,0,0,9,11,0,128,5.5,260,1815:34,22:42,1,1,50.0,93,120,29,29,
