Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Shane Doan,29,PHX,RW,82,30,36,66,-9,123,13,17,0,7,11,24,1,254,11.8,1568:19,19:08,
Marián Gáborík,23,MIN,RW,65,38,28,66,6,64,26,10,2,7,15,12,1,252,15.1,1197:54,18:26,
Miroslav Šatan,31,NYI,RW,82,35,31,66,-8,54,18,17,0,2,20,10,1,253,13.8,1571:45,19:10,
Ryan Smyth,29,EDM,LW,75,36,30,66,-5,58,15,19,2,3,16,12,2,230,15.7,1515:41,20:13,ASnhl-10
Alexei Yashin,32,NYI,C,82,28,38,66,-14,68,18,10,0,2,16,22,0,253,11.1,1517:19,18:30,
Mike Knuble,33,PHI,RW,82,34,31,65,25,80,19,13,2,6,21,10,0,217,15.7,1668:28,20:21,
Alex Kovalev,32,MTL,RW,69,23,42,65,-1,76,14,9,0,5,18,24,0,206,11.2,1343:40,19:28,
Brenden Morrow,27,DAL,LW,81,23,42,65,30,183,14,8,1,4,31,9,2,146,15.8,1559:37,19:15,Selke-13
David Výborný,31,CBJ,LW,80,22,43,65,-9,50,15,5,2,6,16,27,0,145,15.2,1655:17,20:41,
Mark Recchi,37,2TM,RW,83,28,36,64,-36,68,15,13,0,3,13,21,2,199,14.1,1693:27,20:24,
Mark Recchi,37,PIT,RW,63,24,33,57,-28,56,13,11,0,2,12,19,2,164,14.6,1341:09,21:17,
Mark Recchi,37,CAR,RW,20,4,3,7,-8,12,2,2,0,1,1,2,0,35,11.4,352:18,17:37,
Andrew Brunette,32,COL,LW,82,24,39,63,9,48,13,11,0,2,22,17,0,129,18.6,1230:48,15:01,
Scott Niedermayer,32,MDA,D,82,13,50,63,8,96,4,9,0,3,21,27,2,181,7.2,2091:32,25:30,"ASnhl-2,Hart-8,Norris-2"
Mike Sillinger,34,2TM,C,79,32,31,63,-17,63,17,14,1,2,14,16,1,211,15.2,1520:18,19:15,
Mike Sillinger,34,STL,C,48,22,19,41,-17,49,10,11,1,1,6,13,0,131,16.8,944:46,19:41,
Mike Sillinger,34,NSH,C,31,10,12,22,0,14,7,3,0,1,8,3,1,80,12.5,575:32,18:34,
Pavol Demitra,31,LAK,RW,58,25,37,62,21,42,13,7,5,7,16,19,2,184,13.6,1222:16,21:04,
Saku Koivu,31,MTL,C,72,17,45,62,1,70,12,5,0,4,23,22,0,138,12.3,1333:32,18:31,
Aleš Kotalík,27,BUF,RW,82,25,37,62,-3,62,15,10,0,5,19,18,0,261,9.6,1276:17,15:34,
Robert Lang,35,DET,C,72,20,42,62,17,72,12,8,0,3,26,16,0,171,11.7,1169:49,16:15,
Martin St. Louis,30,TBL,RW,80,31,30,61,-3,38,19,9,3,7,18,11,1,221,14.0,1678:58,20:59,ASnhl-7
Darcy Tucker,30,TOR,C,74,28,33,61,-12,100,10,18,0,4,15,18,0,189,14.8,1305:15,17:38,
Jason Allison,30,TOR,C,66,17,43,60,-18,76,8,9,0,2,13,30,0,111,15.3,1233:44,18:42,
Mike Comrie,25,PHX,C,80,30,30,60,2,55,20,10,0,4,15,15,0,190,15.8,1281:34,16:01,
Pierre-Marc Bouchard,21,MIN,C,80,17,42,59,3,28,10,7,0,3,18,24,0,118,14.4,1220:14,15:15,
Kyle Calder,27,CHI,LW,79,26,33,59,-4,52,18,6,2,6,26,7,0,183,14.2,1452:28,18:23,
Erik Cole,27,CAR,RW,60,30,29,59,19,54,24,3,3,8,17,11,1,164,18.3,1157:39,19:18,ASnhl-10
Tomas Holmström,33,DET,RW,81,29,30,59,14,66,18,11,0,8,17,13,0,140,20.7,1132:08,13:59,
Daymond Langkow,29,CGY,C,82,25,34,59,2,46,14,11,0,7,14,18,2,171,14.6,1485:17,18:07,
Mathieu Schneider,36,DET,D,72,21,38,59,33,86,10,11,0,4,20,18,0,188,11.2,1764:36,24:31,"ASnhl-7,Norris-6"
Marco Sturm,27,2TM,LW,74,29,30,59,6,48,21,8,0,6,19,9,2,180,16.1,1357:19,18:21,
Marco Sturm,27,SJS,LW,23,6,10,16,-8,16,3,3,0,0,4,5,1,48,12.5,401:52,17:28,
Marco Sturm,27,BOS,LW,51,23,20,43,14,32,18,5,0,6,15,4,1,132,17.4,955:27,18:44,
Daniel Brière,28,BUF,C,48,25,33,58,3,48,14,11,0,4,15,17,1,147,17.0,915:28,19:04,
Sergei Gonchar,31,PIT,D,75,12,46,58,-13,100,4,8,0,2,14,30,2,192,6.3,1850:08,24:40,Norris-15
Milan Hejduk,29,COL,RW,74,24,34,58,13,24,9,14,1,2,24,9,1,221,10.9,1372:47,18:33,
Jason Williams,25,DET,RW,80,21,37,58,4,26,15,6,0,4,19,18,0,177,11.9,1193:21,14:55,
Jason Blake,32,NYI,LW,76,28,29,57,0,60,14,12,2,2,19,10,0,304,9.2,1427:28,18:47,
Nils Ekman,29,SJS,RW,77,21,36,57,20,54,16,5,0,2,22,14,0,176,11.9,1170:32,15:12,
Yanic Perreault,34,NSH,C,69,22,35,57,-3,30,12,10,0,2,18,17,0,145,15.2,1031:13,14:57,
Dainius Zubrus,27,WSH,RW,71,23,34,57,3,84,10,13,0,5,19,13,2,181,12.7,1446:21,20:22,
Doug Weight,35,2TM,C,70,15,42,57,-17,75,6,9,0,1,22,19,1,175,8.6,1451:54,20:44,
Doug Weight,35,STL,C,47,11,33,44,-11,50,4,7,0,1,15,17,1,123,8.9,1047:37,22:17,
Doug Weight,35,CAR,C,23,4,9,13,-6,25,2,2,0,0,7,2,0,52,7.7,404:17,17:35,
Brendan Morrison,30,VAN,C,82,19,37,56,-1,84,11,8,0,5,22,15,0,156,12.2,1600:17,19:31,
Ladislav Nagy,26,PHX,LW,51,15,41,56,8,74,7,7,1,4,18,22,1,132,11.4,963:23,18:53,
Joe Nieuwendyk,39,FLA,C,65,26,30,56,-2,46,19,7,0,3,17,13,0,195,13.3,1064:33,16:23,
Chris Pronger,31,EDM,D,80,12,44,56,2,74,2,10,0,3,12,32,0,155,7.7,2239:12,27:59,"ASnhl-5,Hart-26,Norris-7"
Mike Cammalleri,23,LAK,C,80,26,29,55,-14,50,11,15,0,4,9,19,1,206,12.6,1340:20,16:45,
Anson Carter,31,VAN,RW,81,33,22,55,-1,41,18,15,0,7,12,10,0,146,22.6,1179:17,14:34,
Tim Connolly,24,BUF,C,63,16,39,55,5,28,9,7,0,3,20,16,3,99,16.2,1134:18,18:00,
Jussi Jokinen,22,DAL,LW,81,17,38,55,2,30,9,8,0,2,15,23,0,107,15.9,1099:29,13:34,"ASnhl-9,Calder-9"
Martin Ručinský,34,NYR,LW,52,16,39,55,10,56,12,4,0,4,17,22,0,152,10.5,957:53,18:25,
Michael Ryder,25,MTL,RW,81,30,25,55,-5,40,12,18,0,6,11,14,0,243,12.3,1309:49,16:10,
Ray Whitney,33,CAR,RW,63,17,38,55,0,42,5,12,0,2,14,24,0,147,11.6,1083:03,17:11,
Alex Frolov,23,LAK,LW,69,21,33,54,17,40,14,4,3,4,21,10,2,174,12.1,1332:12,19:18,
Mike Johnson,31,PHX,RW,80,16,38,54,7,50,9,6,1,3,26,12,0,145,11.0,1325:32,16:34,
Fredrik Modin,31,TBL,LW,77,31,23,54,5,56,18,12,1,4,17,4,2,221,14.0,1508:25,19:35,
Rick Nash,21,CBJ,LW,54,31,23,54,5,51,20,11,0,4,15,8,0,170,18.2,986:11,18:16,ASnhl-9
Nikolai Zherdev,21,CBJ,RW,73,27,27,54,-13,50,17,10,0,0,14,12,1,194,13.9,1284:26,17:36,
Dan Boyle,29,TBL,D,79,15,38,53,-8,38,9,6,0,4,19,19,0,153,9.8,1832:21,23:12,Norris-15
Jamie Langenbrunner,30,NJD,RW,80,19,34,53,-1,74,10,8,1,1,17,17,0,243,7.8,1488:29,18:36,
Joffrey Lupul,22,MDA,C,81,28,25,53,-13,48,14,12,2,2,14,11,0,296,9.5,1347:12,16:38,
Glen Murray,33,BOS,RW,64,24,29,53,-8,52,17,6,1,3,14,13,2,195,12.3,1292:26,20:12,
Sergei Samsonov,27,2TM,LW,74,23,30,53,-3,28,13,10,0,1,14,16,0,143,16.1,1221:40,16:31,
Sergei Samsonov,27,BOS,LW,55,18,19,37,-3,22,12,6,0,1,9,10,0,107,16.8,928:34,16:53,
Sergei Samsonov,27,EDM,LW,19,5,11,16,0,6,1,4,0,0,5,6,0,36,13.9,293:06,15:26,
Jere Lehtinen,32,DAL,RW,80,33,19,52,9,30,18,14,1,6,12,7,0,216,15.3,1496:07,18:42,"Byng-19,Selke-2"
Jozef Stümpel,33,FLA,C,74,15,37,52,11,26,11,3,1,1,24,13,0,115,13.0,1315:38,17:47,
Mike York,28,NYI,C,75,13,39,52,-9,30,8,4,1,2,20,18,1,146,8.9,1493:19,19:55,
Steve Reinprecht,29,2TM,C,80,22,30,52,11,32,12,9,1,3,21,9,0,130,16.9,1305:09,16:19,
Steve Reinprecht,29,CGY,C,52,10,19,29,10,24,5,5,0,1,13,6,0,72,13.9,770:26,14:49,
Steve Reinprecht,29,PHX,C,28,12,11,23,1,8,7,4,1,2,8,3,0,58,20.7,534:43,19:06,
Rob Blake,36,COL,D,81,14,37,51,2,94,6,7,1,1,19,17,1,264,5.3,1974:11,24:22,Norris-12
John LeClair,36,PIT,LW,73,22,29,51,-24,61,13,8,1,0,10,19,0,135,16.3,1150:16,15:45,
Mike Ribeiro,25,MTL,LW,79,16,35,51,-6,36,8,8,0,2,18,17,0,130,12.3,1309:44,16:35,
Petr Sýkora,29,2TM,RW,74,23,28,51,6,50,15,8,0,0,14,14,0,230,10.0,1191:19,16:06,
Petr Sýkora,29,MDA,RW,34,7,13,20,1,28,6,1,0,0,3,10,0,118,5.9,584:00,17:11,
Petr Sýkora,29,NYR,RW,40,16,15,31,5,22,9,7,0,0,11,4,0,112,14.3,607:19,15:11,
Wade Redden,28,OTT,D,65,10,40,50,35,63,2,8,0,4,16,22,2,153,6.5,1525:32,23:28,"ASnhl-6,Norris-5"
Peter Schaefer,28,OTT,LW,82,20,30,50,16,40,12,4,4,2,23,6,1,137,14.6,1297:23,15:49,
Marek Svatoš,23,COL,RW,61,32,18,50,0,60,20,12,0,9,8,10,0,165,19.4,838:26,13:45,"Hart-26,Calder-5"
Kimmo Timonen,30,NSH,D,79,11,39,50,-3,74,3,8,0,1,8,30,1,156,7.1,1772:47,22:26,
Matt Cullen,29,CAR,C,78,25,24,49,4,40,17,8,0,5,13,10,1,214,11.7,1282:12,16:26,
Martin Erat,24,NSH,LW,80,20,29,49,0,76,15,5,0,1,18,11,0,143,14.0,1179:39,14:45,
John-Michael Liles,25,COL,D,82,14,35,49,5,44,8,6,0,1,13,22,0,154,9.1,1518:48,18:31,
Dion Phaneuf,20,CGY,D,82,20,29,49,5,93,4,16,0,7,11,17,1,242,8.3,1781:43,21:44,"ASnhl-8,AR-1,Calder-3,Norris-8"
Brian Rafalski,32,NJD,D,82,6,43,49,0,36,3,3,0,2,18,24,1,126,4.8,2093:07,25:32,Norris-11
Scott Young,38,STL,RW,79,18,31,49,-32,52,8,10,0,1,8,23,0,284,6.3,1452:24,18:23,
Marek Židlický,28,NSH,D,67,12,37,49,8,82,2,10,0,1,18,19,0,113,10.6,1343:55,20:04,Norris-15
Mark Parrish,28,2TM,RW,76,29,20,49,-23,20,13,16,0,5,6,14,0,137,21.2,1409:21,18:33,
Mark Parrish,28,NYI,RW,57,24,17,41,-14,16,11,13,0,5,6,11,0,102,23.5,1115:10,19:34,
Mark Parrish,28,LAK,RW,19,5,3,8,-9,4,2,3,0,0,0,3,0,35,14.3,294:11,15:29,
Mark Bell,25,CHI,LW,82,25,23,48,-14,107,13,11,1,1,13,10,0,227,11.0,1444:29,17:37,
Scott Hartnell,23,NSH,LW,81,25,23,48,8,101,13,10,2,8,14,7,2,211,11.8,1303:21,16:05,
Bryan Smolinski,34,OTT,C,81,17,31,48,8,46,13,4,0,5,19,12,0,178,9.6,1198:37,14:48,
Thomas Vanek,22,BUF,LW,81,25,23,48,-11,72,14,11,0,4,10,13,0,204,12.3,1193:20,14:44,
Nathan Horton,20,FLA,C,71,28,19,47,8,89,25,3,0,1,13,6,0,162,17.3,1199:09,16:53,
Paul Mara,26,PHX,D,78,15,32,47,-12,70,7,8,0,0,11,21,0,157,9.6,1676:08,21:29,
Petr Průcha,23,NYR,LW,68,30,17,47,3,32,14,16,0,2,11,6,0,130,23.1,931:02,13:42,Calder-10
Kristian Huselius,27,2TM,LW,78,20,27,47,-9,40,12,8,0,4,7,20,0,164,12.2,1158:57,14:52,
Kristian Huselius,27,FLA,LW,24,5,3,8,-11,4,3,2,0,0,1,2,0,57,8.8,353:28,14:44,
Kristian Huselius,27,CGY,LW,54,15,24,39,2,36,9,6,0,4,6,18,0,107,14.0,805:29,14:55,
Jay Bouwmeester,22,FLA,D,82,5,41,46,1,79,5,0,0,0,25,16,0,189,2.6,2090:14,25:29,
Andrei Markov,27,MTL,D,67,10,36,46,13,74,3,6,1,1,16,18,2,88,11.4,1577:43,23:33,
Joni Pitkänen,22,PHI,D,58,13,33,46,22,78,8,5,0,3,18,14,1,118,11.0,1375:21,23:43,Norris-15
Derek Roy,22,BUF,C,70,18,28,46,1,57,12,5,1,1,18,10,0,151,11.9,1192:00,17:02,
Geoff Sanderson,33,2TM,LW,77,25,21,46,-15,58,13,11,1,1,14,7,0,159,15.7,1055:32,13:42,
Geoff Sanderson,33,CBJ,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,7,0.0,21:47,10:54,
Geoff Sanderson,33,PHX,LW,75,25,21,46,-14,58,13,11,1,1,14,7,0,152,16.4,1033:45,13:47,
Pierre Turgeon,36,COL,C,62,16,30,46,1,32,9,7,0,1,17,13,0,94,17.0,792:35,12:47,
Patrik Eliáš,29,NJD,LW,38,16,29,45,11,20,10,6,0,3,14,15,0,142,11.3,705:34,18:34,
Ian Laperrière,32,COL,C,82,21,24,45,3,116,19,1,1,3,23,0,1,133,15.8,1407:17,17:10,
Mikael Samuelsson,29,DET,RW,71,23,22,45,27,42,16,7,0,3,16,6,0,187,12.3,960:04,13:31,
Alexander Steen,21,TOR,C,75,18,27,45,-9,42,8,9,1,3,17,10,0,176,10.2,1321:46,17:37,
Kyle Wellwood,22,TOR,C,81,11,34,45,0,14,8,3,0,0,15,19,0,117,9.4,1035:08,12:47,
Tyler Arnason,26,2TM,C,79,13,32,45,1,44,8,5,0,1,22,10,0,203,6.4,1131:55,14:20,
Tyler Arnason,26,CHI,C,60,13,28,41,5,40,8,5,0,1,19,9,0,161,8.1,897:53,14:58,
Tyler Arnason,26,OTT,C,19,0,4,4,-4,4,0,0,0,0,3,1,0,42,0.0,234:02,12:19,
Brian Campbell,26,BUF,D,79,12,32,44,-14,16,7,5,0,5,10,22,0,105,11.4,1399:21,17:43,
Mike Fisher,25,OTT,C,68,22,22,44,23,64,16,2,4,3,12,7,3,150,14.7,1166:15,17:09,Selke-3
Jeff Halpern,29,WSH,C,70,11,33,44,-8,79,5,6,0,1,18,14,1,151,7.3,1400:13,20:00,
Michal Handzuš,28,PHI,C,73,11,33,44,-2,38,8,2,1,1,16,13,4,113,9.7,1348:23,18:28,
František Kaberle,32,CAR,D,77,6,38,44,8,46,5,1,0,3,21,16,1,126,4.8,1509:56,19:37,
Ryan Malone,26,PIT,LW,77,22,22,44,-22,63,7,10,5,1,13,7,2,153,14.4,1393:07,18:06,
Sergei Fedorov,36,2TM,C,67,12,32,44,-2,66,8,3,1,2,17,14,1,160,7.5,1409:11,21:02,
Sergei Fedorov,36,MDA,C,5,0,1,1,-1,2,0,0,0,0,0,1,0,18,0.0,101:23,20:17,
Sergei Fedorov,36,CBJ,C,62,12,31,43,-1,64,8,3,1,2,17,13,1,142,8.5,1307:48,21:06,
Philippe Boucher,32,DAL,D,66,16,27,43,28,77,8,8,0,3,14,11,2,174,9.2,1545:22,23:25,
Zdeno Chára,28,OTT,D,71,16,27,43,17,135,5,10,1,3,13,12,2,212,7.5,1930:22,27:11,"ASnhl-4,Hart-19,Norris-4"
Tom Preissing,27,SJS,D,74,11,32,43,17,26,9,2,0,2,11,20,1,131,8.4,1516:59,20:30,
Brad Stuart,26,2TM,D,78,12,31,43,-8,52,5,7,0,2,14,14,3,163,7.4,1946:58,24:58,
Brad Stuart,26,SJS,D,23,2,10,12,-2,14,1,1,0,0,5,4,1,41,4.9,534:53,23:15,
Brad Stuart,26,BOS,D,55,10,21,31,-6,38,4,6,0,2,9,10,2,122,8.2,1412:05,25:40,
Jaroslav Špaček,31,2TM,D,76,12,31,43,11,96,8,4,0,0,13,17,1,150,8.0,1797:59,23:39,
Jaroslav Špaček,31,CHI,D,45,7,17,24,8,72,6,1,0,0,6,11,0,80,8.8,1034:51,22:60,
Jaroslav Špaček,31,EDM,D,31,5,14,19,3,24,2,3,0,0,7,6,1,70,7.1,763:08,24:37,
Tony Amonte,35,CGY,RW,80,14,28,42,3,43,10,3,1,3,13,14,1,155,9.0,1369:12,17:07,
Jeff Carter,21,PHI,C,81,23,19,42,10,40,15,6,2,7,12,7,0,189,12.2,977:56,12:04,Calder-11
Jochen Hecht,28,BUF,LW,64,18,24,42,10,34,12,4,2,4,19,4,1,179,10.1,1159:42,18:07,
Žigmund Pálffy,33,PIT,RW,42,11,31,42,5,12,9,2,0,2,22,9,0,112,9.8,811:35,19:19,
Derek Armstrong,32,LAK,C,62,13,28,41,-2,46,6,7,0,1,22,6,0,100,13.0,962:21,15:31,
Petr Čajánek,30,STL,LW,71,10,31,41,-22,54,7,3,0,0,12,19,0,150,6.7,1340:20,18:53,
Ruslan Fedotenko,27,TBL,LW,80,26,15,41,-4,44,22,4,0,6,12,3,0,164,15.9,1227:38,15:21,
Martin Gélinas,35,FLA,LW,82,17,24,41,27,80,13,4,0,3,23,1,0,186,9.1,1310:31,15:59,Selke-17
Chris Kunitz,26,2TM,LW,69,19,22,41,16,71,13,5,1,2,17,5,0,149,12.8,958:37,13:54,Calder-15
Chris Kunitz,26,ATL,LW,2,0,0,0,-3,2,0,0,0,0,0,0,0,0,,11:25,5:43,
Chris Kunitz,26,MDA,LW,67,19,22,41,19,69,13,5,1,2,17,5,0,149,12.8,947:12,14:08,
Raffi Torres,24,EDM,LW,82,27,14,41,4,50,21,6,0,3,9,5,0,164,16.5,1098:43,13:24,
Brian Willsie,27,WSH,RW,82,19,22,41,-19,77,10,8,1,2,9,13,0,185,10.3,1366:03,16:40,
Colby Armstrong,23,PIT,RW,47,16,24,40,15,58,7,7,2,3,19,5,0,86,18.6,896:15,19:04,
Jan Bulis,27,MTL,LW,73,20,20,40,2,50,13,6,1,3,17,3,0,131,15.3,1140:35,15:37,
Joe Corvo,28,LAK,D,81,14,26,40,16,38,7,7,0,3,12,14,0,190,7.4,1619:05,19:59,
J.P. Dumont,27,BUF,RW,54,20,20,40,-1,38,11,9,0,4,9,11,0,116,17.2,864:19,16:00,
Bill Guerin,35,DAL,RW,70,13,27,40,0,115,10,3,0,2,13,14,0,210,6.2,1149:40,16:25,
Brett McLean,27,COL,C,82,9,31,40,-7,51,8,1,0,0,21,10,0,115,7.8,1000:50,12:12,
Teppo Numminen,37,BUF,D,75,2,38,40,6,36,2,0,0,0,18,20,0,60,3.3,1462:56,19:30,
