Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Floyd Smith,32,2TM,RW,63,24,22,46,10,14,17,6,1,3,17,5,0,151,15.9,,,
Floyd Smith,32,DET,RW,57,18,21,39,3,14,12,5,1,2,16,5,0,132,13.6,,,
Floyd Smith,32,TOR,RW,6,6,1,7,7,0,5,1,0,1,1,0,0,19,31.6,,,
Ralph Backstrom,30,MTL,C,70,20,25,45,5,14,17,3,0,5,21,4,0,198,10.1,,,
Lowell MacDonald,26,LAK,RW,74,21,24,45,-1,12,18,2,1,2,21,2,1,230,9.1,,,
Gerry Ehman,35,OAK,RW,73,19,25,44,-5,20,13,6,0,3,16,9,0,189,10.1,,,
Claude Provost,34,MTL,RW,73,14,30,44,17,26,9,2,3,3,28,1,1,170,8.2,,,
Paul Henderson,25,2TM,LW,63,18,26,44,14,43,14,4,0,3,18,7,1,171,10.5,,,
Paul Henderson,25,DET,LW,50,13,20,33,0,35,9,4,0,2,15,4,1,133,9.8,,,
Paul Henderson,25,TOR,LW,13,5,6,11,14,8,5,0,0,1,3,3,0,38,13.2,,,
Gary Dornhoefer,24,PHI,RW,65,13,30,43,6,134,11,2,0,4,22,8,0,97,13.4,,,
Ted Green,27,BOS,D,72,7,36,43,15,133,4,3,0,0,29,7,0,113,6.2,,,
Ab McDonald,31,PIT,LW,74,22,21,43,-4,38,15,6,1,2,19,2,0,185,11.9,,,
Jacques Lemaire,22,MTL,C,69,22,20,42,15,16,18,3,1,3,19,1,0,182,12.1,,,Calder-2
Parker MacDonald,34,MNS,LW,69,19,23,42,-18,22,10,9,0,3,12,11,0,183,10.4,,,
Leon Rochefort,28,PHI,RW,74,21,21,42,0,16,15,4,2,1,14,7,0,237,8.9,,,ASG
Eddie Shack,30,BOS,LW,70,23,19,42,2,107,19,4,0,6,17,2,0,195,11.8,,,
Gary Bergman,29,DET,D,74,13,28,41,-5,109,6,5,2,3,20,8,0,165,7.9,,,
Art Stratton,32,2TM,C,70,16,25,41,-10,20,11,5,0,2,21,4,0,122,13.1,,,
Art Stratton,32,PIT,C,58,16,21,37,-6,16,11,5,0,2,19,2,0,104,15.4,,,
Art Stratton,32,PHI,C,12,0,4,4,-4,4,0,0,0,0,2,2,0,18,0.0,,,
Bill Hicke,29,OAK,RW,52,21,19,40,-22,32,9,12,0,4,14,5,0,143,14.7,,,
Ted Irvine,23,LAK,LW,73,18,22,40,-9,26,13,4,1,3,19,3,0,136,13.2,,,
Gord Labossiere,28,LAK,C,68,13,27,40,3,31,12,1,0,3,25,2,0,153,8.5,,,
Vic Hadfield,27,NYR,LW,59,20,19,39,-2,45,13,7,0,7,12,7,0,177,11.3,,,
Gary Jarrett,25,DET,LW,68,18,21,39,2,20,17,1,0,2,16,5,0,207,8.7,,,
Bruce MacGregor,26,DET,RW,71,15,24,39,-19,13,14,1,0,0,19,5,0,165,9.1,,,
Ken Schinkel,35,PIT,RW,57,14,25,39,-10,19,12,2,0,3,21,4,0,185,7.6,,,ASG
Pat Stapleton,27,CBH,D,67,4,34,38,8,34,4,0,0,0,30,3,1,121,3.3,,,
Bill White,28,LAK,D,74,11,27,38,14,100,8,2,1,1,24,3,0,170,6.5,,,
Earl Ingarfield,33,PIT,C,50,15,22,37,-8,12,12,2,1,0,17,5,0,110,13.6,,,
Murray Oliver,30,TOR,C,74,16,21,37,8,18,14,2,0,2,16,4,1,155,10.3,,,ASG
Pierre Pilote,36,CBH,D,74,1,36,37,-10,69,1,0,0,0,23,12,1,68,1.5,,,ASG
Jim Roberts,27,STL,RW,74,14,23,37,-6,66,10,3,1,1,13,9,1,164,8.5,,,
Ed Hoekstra,30,PHI,C,70,15,21,36,5,6,10,5,0,4,18,2,1,126,11.9,,,
Eric Nesterenko,34,CBH,C,71,11,25,36,1,37,8,1,2,1,20,3,2,93,11.8,,,
Ed Westfall,27,BOS,RW,73,14,22,36,5,38,11,1,2,2,18,2,2,142,9.9,,,
Charlie Burns,31,OAK,LW,73,9,26,35,-15,20,6,1,2,1,19,5,2,119,7.6,,,
Orland Kurtenbach,31,NYR,C,73,15,20,35,4,82,13,2,0,2,17,2,1,175,8.6,,,
Réal Lemieux,23,LAK,LW,74,12,23,35,-2,60,6,5,1,0,18,5,0,129,9.3,,,
Pit Martin,24,CBH,C,63,16,19,35,10,36,16,0,0,2,18,1,0,118,13.6,,,
Jim Neilson,27,NYR,D,67,6,29,35,27,60,4,2,0,1,19,10,0,172,3.5,,,"ASnhl-2,Norris-4"
George Armstrong,37,TOR,RW,62,13,21,34,8,4,11,2,0,2,18,3,0,125,10.4,,,ASG
Val Fonteyne,34,PIT,LW,69,6,28,34,-11,0,6,0,0,2,26,2,0,115,5.2,,,
Wally Boyer,30,OAK,LW,74,13,20,33,0,44,12,1,0,0,18,2,0,142,9.2,,,
John Ferguson,29,MTL,LW,61,15,18,33,18,117,15,0,0,3,13,5,0,153,9.8,,,
Bill Goldsworthy,23,MNS,RW,68,14,19,33,-8,68,12,2,0,0,17,2,0,154,9.1,,,
Dennis Hull,23,CBH,LW,74,18,15,33,-20,34,18,0,0,2,15,0,0,195,9.2,,,
Noel Price,32,PIT,D,70,6,27,33,-7,48,5,1,0,2,22,5,0,185,3.2,,,
Gene Ubriaco,30,PIT,C,65,18,15,33,-11,16,15,3,0,3,9,6,0,119,15.1,,,
Paul Andrea,26,PIT,RW,65,11,21,32,-5,2,6,5,0,1,11,10,0,92,12.0,,,
Frank St. Marseille,28,STL,RW,57,16,16,32,11,12,15,1,0,1,13,3,0,136,11.8,,,
Kent Douglas,31,2TM,D,76,11,21,32,-14,126,10,1,0,0,17,4,0,165,6.7,,,
Kent Douglas,31,OAK,D,40,4,11,15,-18,80,3,1,0,0,7,4,0,103,3.9,,,
Kent Douglas,31,DET,D,36,7,10,17,4,46,7,0,0,0,10,0,0,62,11.3,,,
Bobby Orr,19,BOS,D,46,11,20,31,28,63,8,3,0,1,12,8,0,173,6.4,,,"ASG,ASnhl-1,Hart-4,Norris-1"
Pete Stemkowski,24,2TM,C,73,10,21,31,-9,86,10,0,0,1,20,1,0,179,5.6,,,ASG
Pete Stemkowski,24,TOR,C,60,7,15,22,-5,82,7,0,0,1,14,1,0,141,5.0,,,
Pete Stemkowski,24,DET,C,13,3,6,9,-4,4,3,0,0,0,6,0,0,38,7.9,,,
Brit Selby,22,PHI,LW,56,15,15,30,-3,24,11,4,0,1,13,2,0,88,17.0,,,
J.C. Tremblay,29,MTL,D,73,4,26,30,29,18,3,1,0,1,13,11,2,105,3.8,,,"ASG,ASnhl-2,Norris-2"
Don Blackburn,29,PHI,LW,67,9,20,29,-3,23,8,1,0,2,16,4,0,156,5.8,,,
Terry Crisp,24,STL,C,73,9,20,29,10,10,8,0,1,1,20,0,0,135,6.7,,,
Billy Harris,32,OAK,C,62,12,17,29,-6,2,11,1,0,0,13,4,0,106,11.3,,,
Harry Howell,35,NYR,D,74,5,24,29,11,62,4,1,0,2,20,4,0,219,2.3,,,ASG
Don McKenney,33,STL,C,39,9,20,29,1,4,8,1,0,1,14,6,0,93,9.7,,,
Bill Sutherland,33,PHI,LW,60,20,9,29,1,6,13,5,2,5,7,2,0,98,20.4,,,
Billy Dea,34,PIT,LW,73,16,12,28,-14,6,15,1,0,3,10,2,0,137,11.7,,,
Terry Gray,29,LAK,RW,65,12,16,28,-3,22,9,3,0,0,14,2,0,113,10.6,,,
Forbes Kennedy,32,PHI,C,73,10,18,28,4,130,8,1,1,3,16,0,2,100,10.0,,,
Jim Pappin,28,TOR,RW,58,13,15,28,0,37,11,2,0,1,8,7,0,117,11.1,,,ASG
Henri Richard,31,MTL,C,54,9,19,28,4,16,7,2,0,3,16,3,0,123,7.3,,,
J.P. Parisé,26,2TM,LW,44,11,17,28,-11,27,10,1,0,3,15,2,0,111,9.9,,,
J.P. Parisé,26,TOR,LW,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,,,
J.P. Parisé,26,MNS,LW,43,11,16,27,-11,27,10,1,0,3,14,2,0,110,10.0,,,
Tim Horton,38,TOR,D,69,4,23,27,20,82,2,1,1,0,18,3,2,178,2.2,,,"ASG,ASnhl-1,Norris-3"
Dallas Smith,26,BOS,D,74,4,23,27,33,65,4,0,0,1,21,1,1,159,2.5,,,
Arnie Brown,26,NYR,D,74,1,25,26,17,85,1,0,0,0,24,1,0,116,0.9,,,
Pat Hannigan,31,PHI,RW,65,11,15,26,6,36,11,0,0,2,13,2,0,63,17.5,,,
Bill McCreary,33,STL,LW,70,13,13,26,3,22,7,2,4,2,11,2,0,153,8.5,,,
Keith McCreary,27,PIT,LW,70,14,12,26,-3,44,14,0,0,1,11,1,0,133,10.5,,,
Ron Stewart,35,2TM,RW,74,14,12,26,-12,30,12,1,1,3,8,4,0,170,8.2,,,
Ron Stewart,35,STL,RW,19,7,5,12,-7,11,5,1,1,2,2,3,0,69,10.1,,,
Ron Stewart,35,NYR,RW,55,7,7,14,-5,19,7,0,0,1,6,1,0,101,6.9,,,
Brian Conacher,26,TOR,LW,64,11,14,25,7,31,10,0,1,1,13,1,0,88,12.5,,,ASG
Claude Laforge,31,PHI,LW,63,9,16,25,8,36,9,0,0,2,15,0,1,106,8.5,,,
Jacques Laperrière,26,MTL,D,72,4,21,25,23,84,3,1,0,0,14,6,1,122,3.3,,,"ASG,Norris-5"
Larry Cahan,34,OAK,D,74,9,15,24,-39,80,4,5,0,1,8,6,1,159,5.7,,,
Reggie Fleming,31,NYR,LW,73,17,7,24,4,132,16,0,1,0,7,0,0,143,11.9,,,
Chico Maki,28,CBH,RW,60,8,16,24,-8,4,8,0,0,1,15,0,1,102,7.8,,,
Howie Menard,25,LAK,C,35,9,15,24,3,32,8,1,0,5,13,2,0,86,10.5,,,
Howie Hughes,28,LAK,RW,74,9,14,23,2,20,7,1,1,2,13,1,0,119,7.6,,,
Doug Jarrett,23,CBH,D,74,4,19,23,-15,48,3,0,1,2,18,0,1,148,2.7,,,
Gary Sabourin,24,STL,RW,50,13,10,23,11,50,10,1,2,2,10,0,0,118,11.0,,,
Bob Wall,25,LAK,D,71,5,18,23,-11,66,4,1,0,2,10,8,0,151,3.3,,,
Leo Boivin,35,PIT,D,73,9,13,22,-16,74,5,4,0,1,12,1,0,163,5.5,,,
Alain Caron,29,OAK,RW,59,9,13,22,-23,18,6,3,0,0,5,8,0,117,7.7,,,
John Miszuk,27,PHI,D,74,5,17,22,1,79,3,1,1,1,12,4,1,78,6.4,,,
Bryan Campbell,23,LAK,C,44,6,15,21,3,16,6,0,0,1,12,3,0,57,10.5,,,
Bernie Geoffrion,36,NYR,RW,59,5,16,21,1,11,1,4,0,0,7,9,0,84,6.0,,,
Ted Harris,31,MTL,D,67,5,16,21,23,78,5,0,0,1,16,0,0,57,8.8,,,
Gilles Marotte,22,CBH,D,73,0,21,21,4,122,0,0,0,0,20,0,1,154,0.0,,,
Bob Woytowich,26,MNS,D,66,4,17,21,-26,63,2,2,0,0,10,7,0,86,4.7,,,
Bill Collins,24,MNS,RW,71,9,11,20,-17,41,9,0,0,1,8,3,0,114,7.9,,,
Camille Henry,35,NYR,C,36,8,12,20,18,0,7,1,0,0,10,2,0,39,20.5,,,
Larry Hillman,30,TOR,D,55,3,17,20,12,13,1,2,0,1,6,11,0,92,3.3,,,ASG
Larry Keenan,27,STL,LW,40,12,8,20,-7,4,8,4,0,2,7,1,0,102,11.8,,,
Barclay Plager,26,STL,D,49,5,15,20,3,153,3,2,0,1,10,5,0,72,6.9,,,
Marcel Pronovost,37,TOR,D,70,3,17,20,0,48,3,0,0,1,16,0,1,72,4.2,,,ASG
Glen Sather,24,BOS,LW,65,8,12,20,9,34,6,0,2,1,10,1,1,55,14.5,,,
John Brenneman,25,2TM,LW,40,10,10,20,-7,14,8,2,0,0,7,3,0,73,13.7,,,
John Brenneman,25,DET,LW,9,0,2,2,2,0,0,0,0,0,2,0,0,12,0.0,,,
John Brenneman,25,OAK,LW,31,10,8,18,-9,14,8,2,0,0,5,3,0,61,16.4,,,
Wayne Hicks,30,2TM,RW,47,6,14,20,-4,8,3,3,0,1,7,7,0,66,9.1,,,
Wayne Hicks,30,PHI,RW,32,2,7,9,-6,6,1,1,0,0,1,6,0,40,5.0,,,
Wayne Hicks,30,PIT,RW,15,4,7,11,2,2,2,2,0,1,6,1,0,26,15.4,,,
Wayne Carleton,21,TOR,LW,65,8,11,19,5,34,8,0,0,1,10,1,0,140,5.7,,,ASG
Bob Dillabough,26,PIT,C,47,7,12,19,-6,18,6,1,0,0,11,1,0,71,9.9,,,
Larry Popein,37,OAK,C,47,5,14,19,-17,12,4,0,1,0,11,2,1,51,9.8,,,
Brian Smith,27,LAK,LW,58,10,9,19,2,33,9,1,0,3,9,0,0,93,10.8,,,
Joe Watson,24,PHI,D,73,5,14,19,11,56,4,1,0,1,11,2,1,91,5.5,,,
Howie Young,30,DET,D,62,2,17,19,15,112,2,0,0,0,17,0,0,88,2.3,,,
Doug Robinson,27,LAK,LW,34,9,9,18,4,6,8,1,0,0,8,1,0,63,14.3,,,
Ron Schock,24,STL,C,55,9,9,18,-17,17,5,4,0,1,8,0,1,118,7.6,,,
George Swarbrick,25,OAK,RW,49,13,5,18,-17,62,9,3,1,2,3,2,0,90,14.4,,,
Milan Marcetta,31,MNS,C,36,4,13,17,-10,8,4,0,0,0,11,2,0,41,9.8,,,
Bob Rivard,28,PIT,C,27,5,12,17,0,4,4,1,0,1,9,2,1,62,8.1,,,
Doug Roberts,25,DET,RW,37,8,9,17,-1,12,7,1,0,1,5,4,0,60,13.3,,,
Ed Van Impe,27,PHI,D,67,4,13,17,-5,138,0,4,0,1,7,6,0,129,3.1,,,
Garry Unger,20,2TM,C,28,6,11,17,-3,6,6,0,0,0,9,2,0,57,10.5,,,
Garry Unger,20,TOR,C,15,1,1,2,-5,4,1,0,0,0,1,0,0,15,6.7,,,
Garry Unger,20,DET,C,13,5,10,15,2,2,5,0,0,0,8,2,0,42,11.9,,,
Bart Crashley,21,DET,D,57,2,14,16,5,18,2,0,0,0,13,1,0,85,2.4,,,
Dale Rolfe,27,LAK,D,68,3,13,16,-9,84,2,1,0,0,11,2,0,93,3.2,,,
Rod Seiling,23,NYR,D,71,5,11,16,22,44,5,0,0,1,9,2,0,119,4.2,,,
Bill Speer,25,PIT,D,68,3,13,16,-12,44,2,1,0,0,8,5,0,101,3.0,,,
Don Awrey,24,BOS,D,74,3,12,15,17,153,3,0,0,0,11,1,0,92,3.3,,,
Aut Erickson,30,OAK,D,65,4,11,15,-18,46,4,0,0,0,9,2,0,67,6.0,,,
Fred Hucul,36,STL,D,43,2,13,15,-3,30,1,1,0,0,6,7,0,85,2.4,,,
George Konik,30,PIT,D,52,7,8,15,-9,26,6,1,0,1,7,1,0,50,14.0,,,
Serge Savard,22,MTL,D,67,2,13,15,15,34,1,1,0,0,11,2,0,59,3.4,,,
Tim Ecclestone,20,STL,RW,50,6,8,14,1,16,3,3,0,0,8,0,0,99,6.1,,,
Brent Hughes,24,LAK,D,45,4,10,14,13,36,2,2,0,0,7,3,0,72,5.6,,,
André Lacroix,22,PHI,C,18,6,8,14,-2,6,6,0,0,1,5,3,0,51,11.8,,,
Allan Stanley,41,TOR,D,64,1,13,14,16,16,1,0,0,0,12,0,1,61,1.6,,,ASG
Bob Baun,31,OAK,D,67,3,10,13,-18,81,3,0,0,0,6,4,0,79,3.8,,,ASG
Gary Doak,21,BOS,D,59,2,10,12,12,100,2,0,0,1,8,1,1,53,3.8,,,
Jean Gauthier,30,PHI,D,65,5,7,12,2,74,3,1,1,0,5,2,0,104,4.8,,,
Skip Krake,24,BOS,C,68,5,7,12,8,13,2,0,3,0,5,1,1,48,10.4,,,
Al MacNeil,32,PIT,D,74,2,10,12,-5,58,2,0,0,0,10,0,0,75,2.7,,,
Bill Masterton,29,MNS,C,38,4,8,12,-2,4,2,2,0,0,6,2,0,83,4.8,,,
Bob McCord,33,2TM,D,73,3,9,12,-13,41,3,0,0,0,7,1,1,97,3.1,,,
Bob McCord,33,DET,D,3,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,,,
Bob McCord,33,MNS,D,70,3,9,12,-10,39,3,0,0,0,7,1,1,96,3.1,,,
Garry Peters,25,PHI,C,31,7,5,12,-2,22,6,1,0,1,3,2,0,80,8.8,,,
Al Arbour,35,STL,D,74,1,10,11,-6,50,0,1,0,0,9,0,1,39,2.6,,,
Terry Harper,28,MTL,D,57,3,8,11,21,66,3,0,0,1,7,1,0,47,6.4,,,
Claude Larose,25,MTL,RW,42,2,9,11,0,28,2,0,0,0,9,0,0,70,2.9,,,
Jimmy Peters,23,DET,C,45,5,6,11,-11,8,4,1,0,1,4,2,0,36,13.9,,,
Noel Picard,29,STL,D,66,1,10,11,-4,142,1,0,0,1,6,3,1,119,0.8,,,
Mickey Redmond,20,MTL,RW,41,6,5,11,2,4,5,1,0,0,3,2,0,52,11.5,,,
Larry Zeidel,39,PHI,D,57,1,10,11,12,68,1,0,0,1,8,2,0,33,3.0,,,
Dave Amadio,28,LAK,D,58,4,6,10,-12,101,4,0,0,0,3,2,1,88,4.5,,,
Ron Harris,25,OAK,D,54,4,6,10,-27,60,3,1,0,1,6,0,0,87,4.6,,,
Pete Mahovlich,21,DET,C,15,6,4,10,-6,13,6,0,0,0,4,0,0,35,17.1,,,
Wayne Maki,23,CBH,LW,49,5,5,10,-4,32,4,1,0,1,3,2,0,53,9.4,,,
Gerry Odrowski,29,OAK,D,42,4,6,10,0,10,2,0,2,2,4,2,0,40,10.0,,,
Paul Terbenche,22,CBH,D,68,3,7,10,-12,8,3,0,0,1,7,0,0,65,4.6,,,
Bert Marshall,24,2TM,D,57,1,9,10,5,74,1,0,0,0,7,1,1,93,1.1,,,
Bert Marshall,24,DET,D,37,1,5,6,7,56,1,0,0,0,4,1,0,49,2.0,,,
Bert Marshall,24,OAK,D,20,0,4,4,-2,18,0,0,0,0,3,0,1,44,0.0,,,
Craig Cameron,22,STL,RW,32,7,2,9,1,8,7,0,0,1,1,1,0,43,16.3,,,
Sandy Fitzpatrick,23,MNS,C,18,3,6,9,0,6,3,0,0,0,4,2,0,26,11.5,,,
Duane Rupp,29,TOR,D,71,1,8,9,15,42,1,0,0,0,8,0,0,78,1.3,,,ASG
Ron Attwell,32,2TM,C,22,1,7,8,-10,8,0,1,0,0,5,2,0,33,3.0,,,
Ron Attwell,32,STL,C,18,1,7,8,-10,6,0,1,0,0,5,2,0,31,3.2,,,
Ron Attwell,32,NYR,C,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,,,
Brian Kilrea,33,LAK,C,25,3,5,8,-4,12,3,0,0,0,3,2,0,24,12.5,,,
Mike Laughton,23,OAK,C,35,2,6,8,-17,38,0,2,0,0,5,1,0,53,3.8,,,
Dickie Moore,37,STL,LW,27,5,3,8,-8,9,4,1,0,1,2,1,0,37,13.5,,,
Wayne Rivers,25,STL,RW,22,4,4,8,-2,8,3,1,0,0,3,1,0,53,7.5,,,
Ted Taylor,25,MNS,LW,31,3,5,8,-7,37,2,1,0,0,5,0,0,67,4.5,,,
Danny Grant,21,MTL,LW,22,3,4,7,3,10,3,0,0,0,4,0,0,16,18.8,,,
Bronco Horvath,37,MNS,C,14,1,6,7,-6,4,1,0,0,0,1,5,0,12,8.3,,,
Bob Plager,24,STL,D,53,2,5,7,-10,84,2,0,0,0,4,1,0,54,3.7,,,
Moose Vasko,32,MNS,D,70,1,6,7,-36,45,1,0,0,0,6,0,0,24,4.2,,,
Jean-Guy Talbot,35,3TM,D,59,0,7,7,-2,16,0,0,0,0,7,0,0,47,0.0,,,
Jean-Guy Talbot,35,MNS,D,4,0,0,0,-5,4,0,0,0,0,0,0,0,7,0.0,,,
Jean-Guy Talbot,35,DET,D,32,0,3,3,0,10,0,0,0,0,3,0,0,11,0.0,,,
Jean-Guy Talbot,35,STL,D,23,0,4,4,3,2,0,0,0,0,4,0,0,29,0.0,,,
Larry Jeffrey,27,NYR,LW,47,2,4,6,-13,15,2,0,0,0,3,1,0,48,4.2,,,
Duke Harris,25,2TM,RW,26,1,4,5,-14,4,1,0,0,0,0,4,0,50,2.0,,,
Duke Harris,25,MNS,RW,22,1,4,5,-10,4,1,0,0,0,0,4,0,43,2.3,,,
Duke Harris,25,TOR,RW,4,0,0,0,-4,0,0,0,0,0,0,0,0,7,0.0,,,
Wayne Hillman,29,NYR,D,62,0,5,5,9,46,0,0,0,0,4,0,1,39,0.0,,,
Bill Orban,23,CBH,LW,39,3,2,5,-12,17,3,0,0,0,2,0,0,21,14.3,,,
Tracy Pratt,24,OAK,D,34,0,5,5,-18,90,0,0,0,0,5,0,0,35,0.0,,,
Bobby Schmautz,22,CBH,RW,13,3,2,5,1,6,3,0,0,1,2,0,0,27,11.1,,,
Mike Byers,21,TOR,RW,10,2,2,4,2,0,1,1,0,0,2,0,0,16,12.5,,,
Wayne Cashman,22,BOS,LW,12,0,4,4,-5,2,0,0,0,0,3,1,0,12,0.0,,,
Ross Lonsberry,20,BOS,LW,19,2,2,4,1,12,2,0,0,0,2,0,0,39,5.1,,,
Gary Marsh,21,DET,LW,6,1,3,4,2,4,1,0,0,1,3,0,0,7,14.3,,,
Roger Picard,33,STL,RW,15,2,2,4,-3,21,2,0,0,0,2,0,0,45,4.4,,,
Tom Reid,21,CBH,D,56,0,4,4,2,25,0,0,0,0,3,0,1,24,0.0,,,
Joe Szura,29,OAK,C,20,1,3,4,-5,10,1,0,0,0,3,0,0,18,5.6,,,
Jim Anderson,37,LAK,LW,7,1,2,3,-2,2,1,0,0,0,2,0,0,20,5.0,,,
Ron Boehm,24,OAK,LW,16,2,1,3,-5,10,1,1,0,0,1,0,0,18,11.1,,,
Bob Falkenberg,22,DET,D,20,0,3,3,-2,10,0,0,0,0,3,0,0,14,0.0,,,
Pete Goegan,33,MNS,D,46,1,2,3,-15,30,1,0,0,0,2,0,0,35,2.9,,,
Gerry Goyer,31,CBH,C,40,1,2,3,-18,4,1,0,0,0,2,0,0,20,5.0,,,
