Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Johnny Bucyk,28,BOS,LW,62,18,36,54,-12,36,17,1,0,2,28,8,0,142,12.7,,,ASG
Alex Delvecchio,31,DET,C,70,23,30,53,-12,11,17,6,0,2,19,11,0,229,10.0,,,ASG
Pierre Pilote,32,CBH,D,70,7,46,53,31,84,7,0,0,2,30,15,1,104,6.7,,,"ASG,ASnhl-1,Norris-1"
Henri Richard,27,MTL,C,66,14,39,53,10,73,13,1,0,1,35,4,0,258,5.4,,,
Norm Ullman,28,DET,C,61,21,30,51,-14,55,17,3,1,5,18,12,0,213,9.9,,,ASG
Bob Pulford,27,TOR,LW,70,18,30,48,14,73,13,1,4,1,27,3,0,237,7.6,,,ASG
Parker MacDonald,30,DET,LW,68,21,25,46,-12,25,15,6,0,5,18,7,0,206,10.2,,,
Ab McDonald,27,CBH,LW,70,14,32,46,21,17,10,4,0,3,21,11,0,193,7.3,,,
John Ferguson,25,MTL,LW,59,18,27,45,18,125,15,3,0,4,21,6,0,135,13.3,,,Calder-2
Red Kelly,36,TOR,C,70,11,34,45,-5,16,10,1,0,2,23,11,0,198,5.6,,,
Dave Balon,25,MTL,LW,70,24,18,42,13,80,17,7,0,2,10,5,3,220,10.9,,,
Don McKenney,29,2TM,C,70,18,23,41,-6,8,12,6,0,2,20,3,0,117,15.4,,,ASG
Don McKenney,29,NYR,C,55,9,17,26,-16,6,6,3,0,1,16,1,0,82,11.0,,,
Don McKenney,29,TOR,LW,15,9,6,15,10,2,6,3,0,1,4,2,0,35,25.7,,,
Bernie Geoffrion,32,MTL,RW,55,21,18,39,7,41,16,5,0,9,10,8,0,170,12.4,,,
Dean Prentice,31,BOS,LW,70,23,16,39,-7,37,17,5,1,3,14,2,0,205,11.2,,,
George Armstrong,33,TOR,RW,67,20,17,37,-3,14,13,7,0,3,12,5,0,170,11.8,,,ASG
Orland Kurtenbach,27,BOS,C,70,12,25,37,0,91,10,2,0,2,21,4,0,180,6.7,,,
Gilles Tremblay,25,MTL,LW,61,22,15,37,11,21,15,7,0,1,9,6,0,141,15.6,,,
Harry Howell,31,NYR,D,70,5,31,36,-9,75,3,2,0,2,19,12,0,208,2.4,,,"ASG,Norris-5"
Doug Barkley,27,DET,D,67,11,21,32,2,115,8,3,0,1,16,5,0,206,5.3,,,
Bruce MacGregor,22,DET,RW,63,11,21,32,14,15,9,2,0,3,19,1,1,116,9.5,,,
Claude Provost,30,MTL,RW,68,15,17,32,0,39,12,2,1,3,13,4,0,235,6.4,,,ASG
Floyd Smith,28,DET,RW,52,18,13,31,-11,22,14,4,0,3,10,3,0,147,12.2,,,
Jacques Laperrière,22,MTL,D,65,2,28,30,25,102,0,1,1,1,14,13,1,196,1.0,,,"ASG,ASnhl-2,Calder-1,Norris-4"
Ralph Backstrom,26,MTL,C,70,8,21,29,10,41,8,0,0,1,21,0,0,168,4.8,,,
Tim Horton,34,TOR,D,70,9,20,29,10,71,7,2,0,7,13,6,1,180,5.0,,,"ASG,ASnhl-1,Hart-10,Norris-2"
Jim Neilson,23,NYR,D,69,5,24,29,-24,93,3,1,1,1,17,7,0,113,4.4,,,
Larry Jeffrey,23,DET,LW,58,10,18,28,-3,87,10,0,0,2,15,3,0,120,8.3,,,
Bob Nevin,25,2TM,RW,63,12,16,28,1,35,8,3,1,1,11,4,1,146,8.2,,,
Bob Nevin,25,TOR,RW,49,7,12,19,7,26,5,1,1,1,11,1,0,99,7.1,,,
Bob Nevin,25,NYR,RW,14,5,4,9,-6,9,3,2,0,0,0,3,1,47,10.6,,,
Allan Stanley,37,TOR,D,70,6,21,27,15,60,5,1,0,1,19,0,2,121,5.0,,,
Earl Ingarfield,29,NYR,C,63,15,11,26,-17,26,15,0,0,2,9,2,0,144,10.4,,,
Doug Mohns,30,BOS,D,70,9,17,26,-19,95,6,3,0,1,9,8,0,138,6.5,,,
Eric Nesterenko,30,CBH,RW,70,7,19,26,11,93,6,0,1,1,16,1,2,114,6.1,,,
Val Fonteyne,30,NYR,LW,69,7,18,25,-9,4,4,1,2,1,17,1,0,103,6.8,,,
Vic Hadfield,23,NYR,LW,69,14,11,25,-16,151,13,1,0,4,10,1,0,167,8.4,,,
Tom Johnson,35,BOS,D,70,4,21,25,-16,33,4,0,0,1,15,5,1,100,4.0,,,
Forbes Kennedy,28,BOS,C,70,8,17,25,-11,95,8,0,0,1,16,0,1,99,8.1,,,
Dick Duff,27,2TM,LW,66,11,14,25,-19,61,7,4,0,0,9,4,1,135,8.1,,,
Dick Duff,27,TOR,LW,52,7,10,17,-12,59,5,2,0,0,8,2,0,95,7.4,,,
Dick Duff,27,NYR,LW,14,4,4,8,-7,2,2,2,0,0,1,2,1,40,10.0,,,
Leo Boivin,31,BOS,D,65,10,14,24,1,42,8,1,1,0,11,3,0,140,7.1,,,ASG
Al MacNeil,28,CBH,D,70,5,19,24,20,91,5,0,0,1,17,2,0,128,3.9,,,
Andy Hebenton,34,BOS,RW,70,12,11,23,-2,8,11,1,0,2,10,0,1,122,9.8,,,
Don Marshall,31,NYR,C,70,11,12,23,-21,8,11,0,0,1,11,0,1,155,7.1,,,
André Pronovost,27,DET,LW,70,7,16,23,-14,54,3,4,0,1,11,5,0,143,4.9,,,
Tommy Williams,23,BOS,RW,37,8,15,23,-17,8,5,3,0,1,12,3,0,82,9.8,,,
Gary Dornhoefer,20,BOS,RW,32,12,10,22,4,20,9,3,0,1,9,1,0,45,26.7,,,Calder-4
Chico Maki,24,CBH,RW,68,8,14,22,6,70,6,0,2,2,13,1,0,111,7.2,,,
Pit Martin,20,DET,C,50,9,12,21,5,28,9,0,0,1,10,2,0,93,9.7,,,
Eddie Shack,26,TOR,LW,64,11,10,21,6,128,11,0,0,5,10,0,0,115,9.6,,,ASG
J.C. Tremblay,25,MTL,D,70,5,16,21,20,24,4,0,1,0,13,3,0,145,3.4,,,
Bill Hicke,25,MTL,RW,48,11,9,20,0,41,9,2,0,2,4,5,0,44,25.0,,,
Marcel Pronovost,33,DET,D,67,3,17,20,5,42,3,0,0,0,15,1,1,90,3.3,,,
Moose Vasko,28,CBH,D,70,2,18,20,19,65,2,0,0,0,17,1,0,81,2.5,,,"ASG,ASnhl-2,Norris-3"
Bobby Leiter,22,BOS,C,56,6,13,19,-9,43,5,1,0,0,13,0,0,87,6.9,,,
Ron Murphy,30,CBH,LW,70,11,8,19,0,32,11,0,0,1,8,0,0,125,8.8,,,
Jim Pappin,24,TOR,RW,50,11,8,19,5,33,11,0,0,0,8,0,0,68,16.2,,,ASG
Ron Stewart,31,TOR,C,65,14,5,19,6,46,12,0,2,1,4,0,1,118,11.9,,,ASG
Bob Baun,27,TOR,D,52,4,14,18,8,113,4,0,0,2,13,1,0,76,5.3,,,ASG
Bill Gadsby,36,DET,D,64,2,16,18,-20,80,2,0,0,0,13,3,0,85,2.4,,,
Jean-Guy Gendron,29,BOS,LW,54,5,13,18,-6,41,5,0,0,1,12,1,0,73,6.8,,,
Billy Harris,28,TOR,C,63,6,12,18,7,15,5,1,0,2,11,1,0,45,13.3,,,ASG
John McKenzie,26,CBH,RW,45,9,9,18,3,50,8,1,0,2,7,2,0,85,10.6,,,
Terry Harper,24,MTL,D,70,2,15,17,24,151,2,0,0,1,15,0,0,60,3.3,,,"Calder-3,Norris-5"
Eddie Joyal,23,DET,C,47,10,7,17,-3,6,9,1,0,2,6,1,0,90,11.1,,,
Red Berenson,24,MTL,LW,69,7,9,16,5,12,4,0,3,1,8,0,1,92,7.6,,,
Ted Green,23,BOS,D,70,4,10,14,-4,145,3,1,0,0,6,3,1,103,3.9,,,
Jean-Guy Talbot,31,MTL,D,66,1,13,14,13,83,0,0,1,0,9,4,0,91,1.1,,,
Carl Brewer,25,TOR,D,57,4,9,13,10,99,4,0,0,0,9,0,0,91,4.4,,,ASG
Ron Ingram,30,2TM,D,66,4,9,13,-21,58,4,0,0,0,9,0,0,83,4.8,,,
Ron Ingram,30,DET,D,50,3,6,9,-10,50,3,0,0,0,6,0,0,68,4.4,,,
Ron Ingram,30,NYR,D,16,1,3,4,-11,8,1,0,0,0,3,0,0,15,6.7,,,
Albert Langlois,29,2TM,D,61,5,8,13,-24,45,3,2,0,0,8,0,0,81,6.2,,,
Albert Langlois,29,NYR,D,44,4,2,6,-21,32,2,2,0,0,2,0,0,62,6.5,,,
Albert Langlois,29,DET,D,17,1,6,7,-3,13,1,0,0,0,6,0,0,19,5.3,,,
Murray Balfour,27,CBH,RW,41,2,10,12,3,36,1,1,0,1,8,2,0,47,4.3,,,
Larry Cahan,30,NYR,D,53,4,8,12,-20,80,4,0,0,1,7,1,0,104,3.8,,,
Alex Faulkner,27,DET,C,30,5,7,12,0,9,5,0,0,2,7,0,0,46,10.9,,,
Jerry Toppazzini,32,BOS,RW,65,7,4,11,-10,15,5,1,1,1,4,0,0,102,6.9,,,
Don Johns,26,NYR,D,57,1,9,10,-8,26,1,0,0,0,9,0,0,52,1.9,,,
Bob McCord,29,BOS,D,65,1,9,10,-10,49,0,1,0,0,8,1,0,78,1.3,,,Calder-5
Reggie Fleming,27,CBH,LW,61,3,6,9,3,140,3,0,0,1,5,0,1,75,4.0,,,
Wayne Rivers,21,BOS,RW,12,2,7,9,3,6,2,0,0,0,6,1,0,23,8.7,,,
Dick Meissner,24,NYR,RW,35,3,5,8,-2,0,3,0,0,0,4,1,0,34,8.8,,,
Jean Ratelle,23,NYR,C,15,0,7,7,-3,6,0,0,0,0,5,2,0,22,0.0,,,
Howie Young,26,CBH,D,39,0,7,7,3,99,0,0,0,0,7,0,0,25,0.0,,,
Paul Henderson,21,DET,LW,32,3,3,6,0,14,3,0,0,0,3,0,0,34,8.8,,,
Ed Westfall,23,BOS,D,55,1,5,6,-3,35,1,0,0,0,5,0,0,54,1.9,,,
André Boudrias,20,MTL,LW,4,1,4,5,3,2,0,1,0,1,3,1,0,7,14.3,,,
Wayne Connelly,24,BOS,RW,26,2,3,5,2,12,2,0,0,0,2,1,0,27,7.4,,,
Phil Esposito,21,CBH,C,27,3,2,5,2,2,3,0,0,0,2,0,0,19,15.8,,,
Wayne Hillman,25,CBH,D,59,1,4,5,6,51,1,0,0,0,4,0,0,53,1.9,,,
Claude Laforge,27,DET,LW,17,2,3,5,-5,4,2,0,0,0,2,1,0,27,7.4,,,
Lowell MacDonald,22,DET,RW,10,1,4,5,-6,0,0,1,0,0,3,1,0,29,3.4,,,
Yvan Cournoyer,20,MTL,RW,5,4,0,4,1,0,3,1,0,0,0,0,0,15,26.7,,,
Larry Hillman,26,TOR,D,33,0,4,4,2,31,0,0,0,0,3,1,0,28,0.0,,,ASG
Dave Richardson,23,NYR,LW,34,3,1,4,-5,21,3,0,0,1,1,0,0,24,12.5,,,
John MacMillan,28,2TM,RW,33,0,3,3,0,8,0,0,0,0,2,1,0,52,0.0,,,
John MacMillan,28,TOR,RW,13,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,,,
John MacMillan,28,DET,RW,20,0,3,3,0,6,0,0,0,0,2,1,0,46,0.0,,,
Ron Schock,20,BOS,C,5,1,2,3,0,0,1,0,0,0,2,0,0,7,14.3,,,
Irv Spencer,26,DET,D,25,3,0,3,-3,8,3,0,0,0,0,0,0,36,8.3,,,
Art Stratton,28,DET,C,5,0,3,3,0,2,0,0,0,0,2,1,0,7,0.0,,,
Gerry Ehman,31,TOR,RW,4,1,1,2,1,0,0,1,0,1,1,0,0,7,14.3,,,ASG
Glenn Hall,32,CBH,G,65,0,2,2,,2,,,,0,2,,,,,3858:42,,"ASG,ASnhl-1,Hart-6"
Murray Hall,23,CBH,C,23,2,0,2,-1,0,2,0,0,0,0,0,0,19,10.5,,,
Doug Harvey,39,NYR,D,14,0,2,2,-7,10,0,0,0,0,1,1,0,12,0.0,,,
Claude Larose,21,MTL,RW,21,1,1,2,-4,45,0,1,0,0,1,0,0,23,4.3,,,
Ed Litzenberger,31,TOR,RW,19,2,0,2,-1,0,2,0,0,0,0,0,0,25,8.0,,,
Billy McNeill,28,DET,RW,15,1,1,2,-1,2,1,0,0,0,0,0,1,11,9.1,,,
John Miszuk,23,DET,D,42,0,2,2,2,30,0,0,0,0,2,0,0,18,0.0,,,
Bryan Watson,21,MTL,D,39,0,2,2,-3,20,0,0,0,0,1,0,1,15,0.0,,,
Al Arbour,31,TOR,D,6,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,,,
Don Awrey,20,BOS,D,16,1,0,1,-1,4,1,0,0,0,0,0,0,4,25.0,,,
Bob Beckett,27,BOS,C,7,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,,,
Kent Douglas,27,TOR,D,43,0,1,1,-2,29,0,0,0,0,0,1,0,33,0.0,,,ASG
Marc Dufour,22,NYR,RW,10,1,0,1,-5,2,1,0,0,0,0,0,0,11,9.1,,,
Aut Erickson,26,CBH,D,31,0,1,1,3,34,0,0,0,0,1,0,0,11,0.0,,,
Howie Glover,28,NYR,RW,25,1,0,1,-4,9,1,0,0,0,0,0,0,30,3.3,,,
Ted Hampson,27,DET,C,7,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,,,
Ted Harris,27,MTL,D,4,0,1,1,3,0,0,0,0,0,1,0,0,3,0.0,,,
Mike McMahon,22,NYR,D,18,0,1,1,-6,16,0,0,0,0,0,1,0,14,0.0,,,
Wayne Muloin,22,DET,D,3,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,,,
Jacques Plante,35,NYR,G,65,0,1,1,,6,,,,0,1,,,,,3897:45,,
Jim Roberts,23,MTL,D,15,0,1,1,2,2,0,0,0,0,1,0,0,4,0.0,,,
Rod Seiling,19,NYR,D,2,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,,,
Hank Bassen,31,DET,G,1,0,0,0,,0,,,,0,0,,,,,60:00,,
Johnny Bower,39,TOR,G,51,0,0,0,,4,,,,0,0,,,,,3007:41,,"ASG,Hart-7"
Arnie Brown,22,TOR,D,4,0,0,0,-2,6,0,0,0,0,0,0,0,1,0.0,,,
Roger Crozier,21,DET,G,15,0,0,0,,0,,,,0,0,,,,,900:00,,
Ian Cushenan,30,DET,D,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,,,
Denis DeJordy,25,CBH,G,6,0,0,0,,0,,,,0,0,,,,,340:00,,
Ron Ellis,19,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,ASG
Jean Gauthier,26,MTL,D,1,0,0,0,-2,2,0,0,0,0,0,0,0,0,,,,
Warren Godfrey,32,DET,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,,,
Pete Goegan,29,DET,D,12,0,0,0,-3,8,0,0,0,0,0,0,0,4,0.0,,,
Harrison Gray,22,DET,G,1,0,0,0,,0,,,,0,0,,,,,40:00,,
Terry Gray,25,MTL,RW,4,0,0,0,-2,4,0,0,0,0,0,0,0,0,,,,
John Hanna,28,MTL,D,6,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,,,
Ron Harris,21,DET,D,3,0,0,0,0,7,0,0,0,0,0,0,0,4,0.0,,,
Wayne Hicks,26,MTL,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,,
Charlie Hodge,30,MTL,G,62,0,0,0,,2,,,,0,0,,,,,3719:38,,"ASG,ASnhl-2,Hart-4,Vezina-1"
Ted Irvine,19,BOS,LW,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,,
Eddie Johnston,28,BOS,G,70,0,0,0,,2,,,,0,0,,,,,4199:37,,Hart-10
Skip Krake,20,BOS,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,,,
Gord Labossiere,24,NYR,C,15,0,0,0,-7,8,0,0,0,0,0,0,0,21,0.0,,,
Sandy McGregor,24,NYR,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,
Howie Menard,21,DET,C,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,,
Bill Mitchell,33,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jean-Guy Morissette,26,MTL,G,1,0,0,0,,0,,,,0,0,,,,,36:22,,
Marc Reaume,29,MTL,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,,,
Leon Rochefort,24,MTL,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
Pat Rupp,21,DET,G,1,0,0,0,,0,,,,0,0,,,,,60:00,,
Terry Sawchuk,34,DET,G,53,0,0,0,,0,,,,0,0,,,,,3139:10,,"ASG,Hart-7"
Ken Schinkel,31,NYR,RW,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,,
Don Simmons,32,TOR,G,21,0,0,0,,0,,,,0,0,,,,,1189:28,,
Pete Stemkowski,20,TOR,C,1,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,,,
Gilles Villemure,23,NYR,G,5,0,0,0,,0,,,,0,0,,,,,300:00,,
Jim Watson,20,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gump Worsley,34,MTL,G,8,0,0,0,,0,,,,0,0,,,,,443:38,,
League Average,,,,,,,,,,,,,,,,,,8.5,,,
