Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Wade Redden,35,STL,D,23,2,3,5,-2,11,2,0,0,0,3,0,0,23,8.7,52,344:45,14:59,0,0,,24,12,5,2,
Wade Redden,35,BOS,D,6,1,1,2,0,0,1,0,0,0,0,1,0,5,20.0,16,92:23,15:24,0,0,,6,4,2,3,
Davis Drewiske,28,2TM,D,29,2,5,7,3,14,1,1,0,0,5,0,0,28,7.1,74,440:44,15:12,1,0,100.0,35,21,1,12,
Davis Drewiske,28,LAK,D,20,1,3,4,3,14,0,1,0,0,3,0,0,20,5.0,52,289:15,14:28,1,0,100.0,19,13,1,8,
Davis Drewiske,28,MTL,D,9,1,2,3,0,0,1,0,0,0,2,0,0,8,12.5,22,151:29,16:50,0,0,,16,8,0,4,
Bryan Allen,32,ANA,D,41,0,6,6,1,34,0,0,0,0,6,0,0,25,0.0,90,768:17,18:44,0,0,,66,63,4,22,
Jordie Benn,25,DAL,D,26,1,5,6,-4,10,0,1,0,0,5,0,0,31,3.2,79,450:13,17:19,0,0,,31,25,8,21,
Paul Bissonnette,27,PHX,LW,28,0,6,6,2,36,0,0,0,0,6,0,0,13,0.0,23,151:53,5:25,0,0,,8,36,1,1,
Jared Boll,26,CBJ,RW,43,2,4,6,1,100,2,0,0,0,4,0,0,19,10.5,39,347:33,8:05,4,5,44.4,7,80,1,6,
Johnny Boychuk,29,BOS,D,44,1,5,6,5,12,1,0,0,0,5,0,0,75,1.3,152,897:53,20:24,0,0,,87,79,4,15,
Adam Cracknell,27,STL,RW,20,2,4,6,3,4,2,0,0,0,4,0,0,21,9.5,39,172:17,8:37,6,19,24.0,7,22,6,1,
Andrew Ebbett,30,VAN,C,28,1,5,6,-1,4,1,0,0,0,5,0,0,23,4.3,45,345:04,12:19,106,161,39.7,15,17,7,8,
Ryan Ellis,22,NSH,D,32,2,4,6,-2,15,0,2,0,0,4,0,0,48,4.2,82,524:08,16:23,0,0,,29,22,8,12,
Deryk Engelland,30,PIT,D,42,0,6,6,5,54,0,0,0,0,6,0,0,31,0.0,57,584:38,13:55,0,0,,57,70,7,16,
John Erskine,32,WSH,D,30,3,3,6,10,34,3,0,0,0,3,0,0,32,9.4,68,553:52,18:28,0,0,,62,91,4,28,
Mark Fayne,25,NJD,D,31,1,5,6,6,16,0,0,1,0,5,0,0,34,2.9,84,561:02,18:06,0,0,,40,25,6,10,
Mark Fistric,26,EDM,D,25,0,6,6,6,32,0,0,0,0,6,0,0,9,0.0,32,383:20,15:20,0,0,,53,88,6,14,
Bruno Gervais,28,PHI,D,37,1,5,6,-17,10,1,0,0,0,5,0,0,49,2.0,115,633:44,17:08,0,0,,41,25,7,22,
Eric Gryba,24,OTT,D,33,2,4,6,-3,26,2,0,0,0,4,0,0,51,3.9,95,669:09,20:17,0,0,,37,89,10,32,
Matt Hunwick,27,COL,D,43,0,6,6,4,16,0,0,0,0,6,0,0,57,0.0,112,925:23,21:31,0,0,,59,40,30,22,
Dustin Jeffrey,24,PIT,C,24,3,3,6,1,2,3,0,0,0,3,0,0,26,11.5,48,276:19,11:31,94,106,47.0,5,6,2,5,
Nick Johnson,27,PHX,RW,17,4,2,6,3,0,3,1,0,1,2,0,0,23,17.4,37,169:15,9:57,0,3,0.0,1,13,6,1,
Tyler Johnson,22,TBL,C,14,3,3,6,3,4,3,0,0,0,3,0,0,11,27.3,28,183:02,13:04,72,49,59.5,4,18,2,4,
Adam Larsson,20,NJD,D,37,0,6,6,4,12,0,0,0,0,6,0,0,30,0.0,68,669:45,18:06,0,0,,49,37,17,22,
Ville Leino,29,BUF,LW,8,2,4,6,0,6,1,1,0,0,3,1,0,11,18.2,16,126:26,15:48,4,6,40.0,2,5,1,2,
Toni Lydman,35,ANA,D,35,0,6,6,-1,12,0,0,0,0,5,0,1,28,0.0,61,678:33,19:23,0,0,,76,83,6,19,
Travis Moen,30,MTL,LW,45,2,4,6,-4,32,2,0,0,0,4,0,0,32,6.3,66,524:28,11:39,4,6,40.0,22,82,2,11,
Jordan Nolan,23,LAK,C,44,2,4,6,-5,46,2,0,0,0,4,0,0,23,8.7,44,372:49,8:28,0,8,0.0,5,72,7,10,
Gustav Nyquist,23,DET,LW,22,3,3,6,0,6,3,0,0,0,1,2,0,46,6.5,88,286:52,13:02,1,3,25.0,3,2,19,3,
Jim O'Brien,24,OTT,C,29,5,1,6,-2,8,4,1,0,0,1,0,0,38,13.2,63,331:19,11:25,100,119,45.7,13,30,9,6,
Mark Olver,25,COL,C,32,4,2,6,-5,6,4,0,0,0,2,0,0,33,12.1,49,289:21,9:03,59,83,41.5,17,28,9,10,
Roman Polák,26,STL,D,48,1,5,6,-2,48,1,0,0,1,5,0,0,39,2.6,100,884:11,18:25,0,0,,78,110,8,8,
Ryan Reaves,26,STL,RW,43,4,2,6,3,79,4,0,0,1,2,0,0,24,16.7,34,320:16,7:27,3,0,100.0,7,135,9,5,
Brad Richardson,27,LAK,RW,16,1,5,6,2,10,1,0,0,0,5,0,0,27,3.7,52,174:23,10:54,27,29,48.2,3,22,6,3,
Bobby Sanguinetti,24,CAR,D,37,2,4,6,-6,4,2,0,0,1,3,1,0,48,4.2,93,545:51,14:45,0,1,0.0,40,50,12,12,
David Schlemko,25,PHX,D,30,1,5,6,8,12,1,0,0,0,5,0,0,35,2.9,82,516:31,17:13,0,0,,57,38,5,6,
Brad Stuart,33,SJS,D,48,0,6,6,4,25,0,0,0,0,5,0,1,39,0.0,131,981:58,20:27,0,0,,89,87,15,27,
Dale Weise,24,VAN,RW,40,3,3,6,-7,43,3,0,0,2,3,0,0,35,8.6,55,382:13,9:33,1,7,12.5,13,84,8,5,
Greg Zanon,32,COL,D,44,0,6,6,-16,28,0,0,0,0,5,0,1,40,0.0,86,850:32,19:20,0,0,,124,65,14,16,
Jerred Smithson,33,2TM,C,45,3,3,6,-4,12,3,0,0,0,3,0,0,29,10.3,48,479:44,10:40,265,213,55.4,30,96,8,7,
Jerred Smithson,33,FLA,C,35,2,3,5,-4,10,2,0,0,0,3,0,0,22,9.1,37,362:34,10:22,199,164,54.8,25,81,6,5,
Jerred Smithson,33,EDM,C,10,1,0,1,0,2,1,0,0,0,0,0,0,7,14.3,11,117:10,11:43,66,49,57.4,5,15,2,2,
Matt D'Agostini,26,2TM,RW,29,3,3,6,-5,8,3,0,0,0,2,1,0,33,9.1,64,357:08,12:19,5,13,27.8,12,21,6,6,
Matt D'Agostini,26,STL,RW,16,1,1,2,-4,2,1,0,0,0,1,0,0,19,5.3,39,189:59,11:52,4,10,28.6,8,11,3,3,
Matt D'Agostini,26,NJD,RW,13,2,2,4,-1,6,2,0,0,0,1,1,0,14,14.3,25,167:09,12:51,1,3,25.0,4,10,3,3,
Ryan O'Byrne,28,2TM,D,42,2,4,6,-4,60,2,0,0,0,4,0,0,26,7.7,72,778:19,18:32,0,0,,69,104,10,20,
Ryan O'Byrne,28,COL,D,34,1,3,4,-8,54,1,0,0,0,3,0,0,21,4.8,64,640:54,18:51,0,0,,49,76,10,15,
Ryan O'Byrne,28,TOR,D,8,1,1,2,4,6,1,0,0,0,1,0,0,5,20.0,8,137:25,17:11,0,0,,20,28,0,5,
Douglas Murray,32,2TM,D,43,1,5,6,-9,35,1,0,0,0,5,0,0,27,3.7,81,756:13,17:35,0,0,,98,89,10,10,
Douglas Murray,32,SJS,D,29,0,3,3,-8,26,0,0,0,0,3,0,0,13,0.0,54,497:14,17:09,0,0,,64,56,8,9,
Douglas Murray,32,PIT,D,14,1,2,3,-1,9,1,0,0,0,2,0,0,14,7.1,27,258:59,18:30,0,0,,34,33,2,1,
Karl Alzner,24,WSH,D,48,1,4,5,-6,14,1,0,0,0,4,0,0,39,2.6,98,1005:52,20:57,0,0,,85,45,10,23,
Colby Armstrong,30,MTL,RW,37,2,3,5,1,12,2,0,0,0,3,0,0,33,6.1,54,414:29,11:12,9,12,42.9,21,36,10,8,
Patrick Bordeleau,26,COL,LW,46,2,3,5,-7,70,2,0,0,0,3,0,0,24,8.3,40,286:13,6:13,0,2,0.0,3,116,4,2,
Drayson Bowman,23,CAR,C,37,3,2,5,-7,17,3,0,0,0,2,0,0,68,4.4,116,433:04,11:42,4,6,40.0,14,55,21,7,
Brian Boyle,28,NYR,C,38,2,3,5,-13,29,2,0,0,1,2,1,0,56,3.6,107,540:13,14:13,215,166,56.4,30,145,12,7,
Braydon Coburn,27,PHI,D,33,1,4,5,-10,41,1,0,0,0,4,0,0,38,2.6,102,746:20,22:37,0,0,,61,76,12,31,
Tim Erixon,21,CBJ,D,31,0,5,5,4,14,0,0,0,0,3,2,0,21,0.0,61,486:35,15:42,0,0,,35,20,0,11,
Kurtis Foster,31,PHI,D,23,1,4,5,0,25,0,1,0,0,4,0,0,21,4.8,52,301:06,13:05,0,0,,16,16,3,3,
Paul Gaustad,30,NSH,C,23,2,3,5,-1,20,2,0,0,0,3,0,0,35,5.7,53,350:06,15:13,268,181,59.7,19,40,10,5,
Mikhail Grigorenko,18,BUF,C,25,1,4,5,-1,0,1,0,0,0,4,0,0,31,3.2,56,255:53,10:14,57,92,38.3,2,2,7,6,
Radko Gudas,22,TBL,D,22,2,3,5,3,38,2,0,0,1,3,0,0,31,6.5,62,373:50,16:60,0,0,,28,87,5,17,
Peter Harrold,29,NJD,D,23,2,3,5,-8,6,1,1,0,0,1,2,0,36,5.6,68,405:32,17:38,0,0,,10,21,5,7,
Peter Holland,22,ANA,C,21,3,2,5,4,4,2,1,0,0,2,0,0,26,11.5,50,243:23,11:35,89,114,43.8,8,17,7,8,
Tim Jackman,31,CGY,RW,42,1,4,5,-9,76,1,0,0,0,3,1,0,42,2.4,72,319:11,7:36,11,13,45.8,17,98,6,7,
Alex Kovalev,39,FLA,RW,14,2,3,5,-1,6,1,1,0,1,2,1,0,21,9.5,44,218:35,15:37,1,2,33.3,5,7,3,4,
Philip Larsen,23,DAL,D,32,2,3,5,-10,18,1,1,0,0,3,0,0,30,6.7,64,476:10,14:53,0,0,,18,50,3,11,
Brian Lashoff,22,DET,D,31,1,4,5,-10,15,1,0,0,0,4,0,0,26,3.8,49,551:17,17:47,0,0,,43,44,3,11,
Alec Martinez,25,LAK,D,27,1,4,5,-2,10,1,0,0,0,3,1,0,30,3.3,68,432:37,16:01,0,0,,31,31,2,13,
Tye McGinn,22,PHI,LW,18,3,2,5,0,19,3,0,0,1,2,0,0,33,9.1,51,228:57,12:43,0,0,,1,19,6,2,
Frazer McLaren,25,2TM,LW,36,3,2,5,0,102,3,0,0,2,2,0,0,20,15.0,26,187:21,5:12,4,7,36.4,9,53,1,5,
Frazer McLaren,25,SJS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:54,6:54,0,0,,0,0,0,0,
Frazer McLaren,25,TOR,LW,35,3,2,5,0,102,3,0,0,2,2,0,0,20,15.0,26,180:27,5:09,4,7,36.4,9,53,1,5,
Antti Miettinen,32,WPG,RW,22,3,2,5,-3,2,3,0,0,2,2,0,0,26,11.5,46,278:17,12:39,0,4,0.0,7,29,2,2,
Chris Mueller,26,NSH,C,18,2,3,5,-4,6,2,0,0,1,3,0,0,22,9.1,31,192:43,10:42,92,93,49.7,15,14,5,1,
Mark Pysyk,21,BUF,D,19,1,4,5,-7,0,0,1,0,0,4,0,0,21,4.8,41,309:17,16:17,0,0,,9,6,3,9,
Marty Reasoner,35,NYI,C,31,0,5,5,-3,4,0,0,0,0,5,0,0,34,0.0,54,348:00,11:14,157,142,52.5,14,21,14,1,
Zac Rinaldo,22,PHI,C,32,3,2,5,-7,85,3,0,0,0,2,0,0,15,20.0,25,268:09,8:23,1,1,50.0,12,143,4,2,
Aaron Rome,29,DAL,D,27,0,5,5,-2,18,0,0,0,0,5,0,0,15,0.0,40,414:01,15:20,0,0,,32,43,2,9,
Jason Spezza,29,OTT,C,5,2,3,5,3,2,1,1,0,0,2,1,0,12,16.7,23,95:53,19:11,68,51,57.1,2,0,5,3,
Tyler Toffoli,20,LAK,C,10,2,3,5,3,2,1,1,0,0,2,1,0,20,10.0,38,119:47,11:59,0,0,,1,4,3,2,
David Ullström,23,NYI,LW,20,2,3,5,-2,6,2,0,0,1,3,0,0,28,7.1,50,189:58,9:30,10,8,55.6,1,23,3,5,
Scottie Upshall,29,FLA,RW,27,4,1,5,-8,25,3,1,0,1,1,0,0,54,7.4,84,364:29,13:30,9,5,64.3,6,38,13,8,
Joe Vitale,27,PIT,C,33,2,3,5,-7,17,2,0,0,1,3,0,0,26,7.7,43,314:03,9:31,157,100,61.1,19,45,8,1,
Anton Volchenkov,30,NJD,D,37,1,4,5,-1,37,1,0,0,0,4,0,0,38,2.6,77,593:57,16:03,0,0,,50,51,7,10,
James Wright,22,WPG,C,38,2,3,5,-5,31,2,0,0,0,3,0,0,32,6.3,56,440:46,11:36,22,24,47.8,17,43,12,4,
Jason Zucker,21,MIN,LW,20,4,1,5,4,8,4,0,0,0,1,0,0,34,11.8,58,225:18,11:16,0,1,0.0,5,11,4,7,
Adrian Aucoin,39,CBJ,D,36,0,4,4,-8,16,0,0,0,0,4,0,0,26,0.0,65,588:00,16:20,0,0,,13,43,4,8,
Robert Bortuzzo,23,PIT,D,15,2,2,4,3,27,2,0,0,0,2,0,0,10,20.0,25,199:22,13:17,0,0,,14,18,1,1,
Chris Bourque,27,BOS,LW,18,1,3,4,-6,6,1,0,0,1,0,3,0,24,4.2,44,217:22,12:05,0,1,0.0,7,25,6,4,
Radek Dvořák,35,ANA,RW,9,4,0,4,2,2,4,0,0,1,0,0,0,17,23.5,23,118:12,13:08,0,2,0.0,1,2,4,4,
Stefan Elliott,22,COL,D,18,1,3,4,-3,2,1,0,0,0,2,1,0,35,2.9,78,315:05,17:30,0,0,,18,10,8,6,
Jake Gardiner,22,TOR,D,12,0,4,4,0,0,0,0,0,0,2,2,0,12,0.0,35,245:46,20:29,0,0,,15,13,6,12,
Nicklas Grossmann,28,PHI,D,30,1,3,4,-1,21,1,0,0,0,3,0,0,21,4.8,56,549:59,18:20,0,0,,82,81,6,17,
Erik Gudbranson,21,FLA,D,32,0,4,4,-22,47,0,0,0,0,3,1,0,49,0.0,94,599:57,18:45,0,0,,32,80,2,16,
Adam Hall,32,3TM,RW,37,0,4,4,0,23,0,0,0,0,4,0,0,34,0.0,52,389:41,10:32,141,110,56.2,26,59,11,6,
Adam Hall,32,TBL,RW,20,0,4,4,3,23,0,0,0,0,4,0,0,16,0.0,21,205:50,10:18,93,72,56.4,11,28,7,3,
Adam Hall,32,CAR,RW,6,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,9,63:05,10:31,2,6,25.0,5,19,1,1,
Adam Hall,32,PHI,RW,11,0,0,0,-1,0,0,0,0,0,0,0,0,15,0.0,22,120:46,10:59,46,32,59.0,10,12,3,2,
Jimmy Hayes,23,CHI,RW,10,1,3,4,0,0,1,0,0,0,3,0,0,13,7.7,21,143:19,14:20,4,3,57.1,9,11,3,2,
Thomas Hickey,23,NYI,D,39,1,3,4,9,8,1,0,0,1,3,0,0,40,2.5,95,657:31,16:52,0,0,,47,27,13,17,
Erik Johnson,24,COL,D,31,0,4,4,-3,18,0,0,0,0,4,0,0,64,0.0,119,643:22,20:45,0,0,,58,44,19,26,
Brooks Laich,29,WSH,C,9,1,3,4,2,6,1,0,0,0,2,1,0,10,10.0,29,148:50,16:32,41,40,50.6,6,14,2,5,
Chad Larose,30,CAR,RW,35,2,2,4,-8,29,2,0,0,0,2,0,0,65,3.1,119,449:40,12:51,9,13,40.9,6,59,8,6,
Adam McQuaid,26,BOS,D,32,1,3,4,0,60,1,0,0,0,2,0,1,26,3.8,63,457:21,14:18,0,0,,43,62,3,8,
J.T. Miller,19,NYR,C,26,2,2,4,-7,8,1,1,0,0,1,1,0,43,4.7,83,351:37,13:31,63,55,53.4,12,47,4,5,
Evgeni Nabokov,37,NYI,G,41,0,4,4,0,6,0,0,0,0,,,,0,,0,2475:24,60:23,0,0,,0,0,1,20,"ASnhl-8,Hart-14"
Shane O'Brien,29,COL,D,28,0,4,4,0,60,0,0,0,0,4,0,0,28,0.0,66,434:05,15:30,0,0,,36,42,9,11,
Colton Orr,30,TOR,RW,44,1,3,4,4,155,1,0,0,0,3,0,0,13,7.7,24,281:10,6:23,0,1,0.0,17,78,4,5,
Jean-Gabriel Pageau,20,OTT,C,9,2,2,4,3,0,2,0,0,2,2,0,0,14,14.3,24,103:28,11:30,40,42,48.8,3,11,1,2,
Ondřej Palát,21,TBL,LW,14,2,2,4,5,0,2,0,0,1,2,0,0,16,12.5,26,164:16,11:44,0,6,0.0,1,28,4,1,
Adam Pardy,28,BUF,D,17,0,4,4,4,14,0,0,0,0,4,0,0,6,0.0,17,280:37,16:30,0,0,,16,24,3,13,
Corey Potter,29,EDM,D,33,3,1,4,8,6,3,0,0,0,0,1,0,36,8.3,84,575:59,17:27,0,0,,36,50,8,20,
Zach Redmond,24,WPG,D,8,1,3,4,0,12,0,0,1,0,2,1,0,13,7.7,28,156:38,19:35,0,0,,8,12,1,5,
Mike Rupp,33,2TM,C,40,1,3,4,-2,79,1,0,0,0,3,0,0,29,3.4,49,334:16,8:21,16,11,59.3,9,48,6,5,
Mike Rupp,33,NYR,C,8,0,0,0,-3,12,0,0,0,0,0,0,0,2,0.0,5,49:59,6:15,4,4,50.0,0,7,0,2,
Mike Rupp,33,MIN,C,32,1,3,4,1,67,1,0,0,0,3,0,0,27,3.7,44,284:17,8:53,12,7,63.2,9,41,6,3,
James Sheppard,24,SJS,C,32,1,3,4,-9,12,1,0,0,1,3,0,0,40,2.5,66,375:59,11:45,2,4,33.3,17,63,16,11,
Ladislav Šmíd,26,EDM,D,48,1,3,4,-1,55,1,0,0,0,2,0,1,30,3.3,72,975:18,20:19,0,0,,119,151,8,23,
Tyson Strachan,28,FLA,RW,38,0,4,4,-13,40,0,0,0,0,4,0,0,42,0.0,95,720:27,18:58,0,0,,62,110,11,8,
Brian Strait,25,NYI,D,19,0,4,4,4,10,0,0,0,0,4,0,0,13,0.0,30,325:56,17:09,0,0,,21,33,2,6,
Mark Stuart,28,WPG,D,42,2,2,4,5,53,2,0,0,0,2,0,0,40,5.0,115,701:33,16:42,0,0,,81,111,5,16,
Alexander Sulzer,28,BUF,D,17,3,1,4,3,10,3,0,0,1,1,0,0,15,20.0,31,280:55,16:31,0,0,,19,5,2,8,
Henrik Tallinder,34,NJD,D,25,1,3,4,0,10,1,0,0,0,2,1,0,22,4.5,76,439:16,17:34,0,0,,15,15,6,7,
Eric Tangradi,23,2TM,LW,41,1,3,4,-2,22,1,0,0,0,3,0,0,48,2.1,86,413:28,10:05,0,2,0.0,22,87,8,8,
Eric Tangradi,23,PIT,LW,5,0,0,0,2,0,0,0,0,0,0,0,0,4,0.0,5,42:41,8:32,0,0,,1,6,0,0,
Eric Tangradi,23,WPG,LW,36,1,3,4,-4,22,1,0,0,0,3,0,0,44,2.3,81,370:47,10:18,0,2,0.0,21,81,8,8,
Chris Thorburn,29,WPG,C,42,2,2,4,-5,70,2,0,0,0,2,0,0,13,15.4,30,265:36,6:19,20,26,43.5,19,65,3,1,
Dana Tyrell,23,TBL,C,21,1,3,4,-3,4,1,0,0,0,3,0,0,19,5.3,36,217:24,10:21,5,10,33.3,2,24,5,4,
Kris Versteeg,26,FLA,RW,10,2,2,4,-8,8,2,0,0,0,1,1,0,20,10.0,33,168:50,16:53,0,5,0.0,3,5,7,6,
Stephen Weiss,29,FLA,C,17,1,3,4,-13,25,0,1,0,0,2,1,0,19,5.3,40,313:50,18:28,141,135,51.1,10,6,13,2,
Kevin Westgarth,28,CAR,RW,31,2,2,4,1,45,2,0,0,0,2,0,0,16,12.5,31,177:22,5:43,0,3,0.0,1,28,4,7,
Ian White,28,DET,D,25,2,2,4,5,4,2,0,0,0,2,0,0,27,7.4,86,489:35,19:35,1,0,100.0,32,14,1,8,
Kaspars Daugaviņš,24,2TM,LW,25,1,3,4,-8,9,1,0,0,0,2,1,0,36,2.8,55,275:22,11:01,9,9,50.0,10,23,13,10,
Kaspars Daugaviņš,24,OTT,LW,19,1,2,3,-7,9,1,0,0,0,1,1,0,23,4.3,39,217:05,11:26,9,9,50.0,8,18,9,9,
Kaspars Daugaviņš,24,BOS,LW,6,0,1,1,-1,0,0,0,0,0,1,0,0,13,0.0,16,58:17,9:43,0,0,,2,5,4,1,
Mike Santorelli,27,2TM,C,34,2,2,4,-12,2,2,0,0,0,2,0,0,35,5.7,83,403:26,11:52,56,38,59.6,3,12,6,3,
Mike Santorelli,27,FLA,C,24,2,1,3,-7,2,2,0,0,0,1,0,0,21,9.5,52,266:15,11:06,30,22,57.7,3,7,5,2,
Mike Santorelli,27,WPG,C,10,0,1,1,-5,0,0,0,0,0,1,0,0,14,0.0,31,137:11,13:43,26,16,61.9,0,5,1,1,
Tomáš Vincour,22,2TM,C,17,2,2,4,-1,4,2,0,0,0,2,0,0,12,16.7,26,150:38,8:52,0,5,0.0,2,24,4,7,
Tomáš Vincour,22,DAL,C,15,2,1,3,0,2,2,0,0,0,1,0,0,11,18.2,24,132:31,8:50,0,5,0.0,1,22,4,7,
Tomáš Vincour,22,COL,C,2,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,2,18:07,9:04,0,0,,1,2,0,0,
Robyn Regehr,32,2TM,D,41,0,4,4,-4,23,0,0,0,0,4,0,0,27,0.0,68,796:16,19:25,0,0,,69,100,1,21,
Robyn Regehr,32,BUF,D,29,0,2,2,-4,21,0,0,0,0,2,0,0,15,0.0,39,541:01,18:39,0,0,,50,65,1,14,
Robyn Regehr,32,LAK,D,12,0,2,2,0,2,0,0,0,0,2,0,0,12,0.0,29,255:15,21:16,0,0,,19,35,0,7,
Éric Bélanger,35,EDM,C,26,0,3,3,-1,10,0,0,0,0,3,0,0,31,0.0,54,367:14,14:07,203,175,53.7,15,19,12,9,
Todd Bertuzzi,37,DET,RW,7,2,1,3,3,2,2,0,0,0,1,0,0,10,20.0,17,108:38,15:31,0,0,,1,6,0,4,
David Booth,28,VAN,LW,12,1,2,3,-3,4,1,0,0,0,2,0,0,27,3.7,43,153:03,12:45,1,0,100.0,1,24,2,0,
Tim Brent,28,CAR,C,30,0,3,3,-3,8,0,0,0,0,1,2,0,23,0.0,44,293:48,9:48,124,116,51.7,15,31,3,3,
Martin Brodeur,40,NJD,G,29,1,2,3,0,0,0,1,0,0,,,,0,,0,1757:21,60:36,0,0,,0,0,1,17,
Ilya Bryzgalov,32,PHI,G,40,0,3,3,0,0,0,0,0,0,,,,0,,0,2297:45,57:27,0,0,,0,0,0,15,
Adam Burish,30,SJS,C,46,1,2,3,-7,25,0,0,1,0,2,0,0,39,2.6,74,486:12,10:34,122,106,53.5,33,65,4,10,
Daniel Carcillo,28,CHI,LW,23,2,1,3,1,11,2,0,0,1,1,0,0,23,8.7,42,206:54,8:60,0,1,0.0,6,37,6,2,
Jordan Caron,22,BOS,RW,17,1,2,3,1,4,1,0,0,0,2,0,0,20,5.0,32,159:54,9:24,0,0,,4,18,3,3,
Mark Cundari,22,CGY,D,4,1,2,3,-2,2,0,1,0,0,1,1,0,8,12.5,17,79:05,19:46,0,0,,4,15,1,4,
Zac Dalpe,23,CAR,C,10,1,2,3,-7,0,1,0,0,0,2,0,0,18,5.6,37,123:01,12:18,1,2,33.3,4,14,4,0,
Jason Demers,24,SJS,D,22,1,2,3,-4,10,1,0,0,0,2,0,0,27,3.7,69,409:49,18:38,0,0,,24,32,6,12,
Andrew Desjardins,26,SJS,C,42,2,1,3,-6,61,2,0,0,0,1,0,0,51,3.9,87,425:12,10:07,39,33,54.2,27,53,5,11,
Gabriel Dumont,22,MTL,C,10,1,2,3,1,13,1,0,0,0,2,0,0,20,5.0,29,96:47,9:41,29,17,63.0,6,21,2,0,
Keaton Ellerby,24,2TM,D,44,0,3,3,3,52,0,0,0,0,3,0,0,23,0.0,68,636:54,14:29,0,0,,43,74,5,21,
Keaton Ellerby,24,FLA,D,9,0,0,0,-2,36,0,0,0,0,0,0,0,8,0.0,17,136:42,15:11,0,0,,8,15,0,6,
Keaton Ellerby,24,LAK,D,35,0,3,3,5,16,0,0,0,0,3,0,0,15,0.0,51,500:12,14:17,0,0,,35,59,5,15,
Steve Eminger,29,NYR,D,35,0,3,3,9,8,0,0,0,0,3,0,0,22,0.0,45,456:27,13:02,0,0,,41,53,4,7,
Justin Falk,24,MIN,D,36,0,3,3,-9,40,0,0,0,0,3,0,0,27,0.0,68,475:43,13:13,0,0,,39,53,7,6,
Matt Fraser,22,DAL,LW,12,1,2,3,0,0,1,0,0,0,2,0,0,17,5.9,31,141:30,11:48,0,0,,8,13,3,2,
Aaron Gagnon,26,WPG,C,10,3,0,3,2,2,3,0,0,1,0,0,0,11,27.3,17,81:32,8:09,30,27,52.6,4,7,4,2,
Teemu Hartikainen,22,EDM,LW,23,1,2,3,-8,6,0,1,0,0,0,2,0,21,4.8,48,243:04,10:34,1,3,25.0,3,22,6,2,
Korbinian Holzer,24,TOR,D,22,2,1,3,-12,28,2,0,0,1,1,0,0,16,12.5,31,407:09,18:30,0,0,,54,61,3,15,
Jacob Josefson,21,NJD,C,22,1,2,3,-10,2,1,0,0,0,2,0,0,20,5.0,41,285:36,12:59,114,122,48.3,7,12,10,5,
Tomáš Kaberle,34,MTL,D,10,0,3,3,4,0,0,0,0,0,3,0,0,11,0.0,23,135:27,13:33,0,0,,11,2,1,1,
Chris Kreider,21,NYR,C,23,2,1,3,-1,6,2,0,0,0,1,0,0,19,10.5,33,232:34,10:07,0,1,0.0,6,36,2,3,
Pierre-Cédric Labrie,26,TBL,LW,19,2,1,3,2,30,2,0,0,0,1,0,0,16,12.5,35,162:36,8:33,2,2,50.0,6,40,3,5,
Oliver Lauridsen,23,PHI,D,15,2,1,3,0,34,2,0,0,2,1,0,0,14,14.3,28,227:01,15:08,0,0,,24,36,0,12,
Pat Maroon,24,ANA,LW,13,2,1,3,-1,10,2,0,0,0,1,0,0,21,9.5,31,127:13,9:47,4,10,28.6,7,22,5,0,
Radek Martínek,36,NYI,D,13,3,0,3,-2,4,3,0,0,1,0,0,0,12,25.0,25,209:54,16:09,0,0,,19,15,2,6,
Stefan Matteau,18,NJD,C,17,1,2,3,-1,6,1,0,0,0,2,0,0,22,4.5,28,156:11,9:11,0,4,0.0,1,25,5,4,
Brian McGrattan,31,2TM,RW,21,3,0,3,-4,49,3,0,0,1,0,0,0,18,16.7,31,149:11,7:06,0,1,0.0,6,32,3,2,
Brian McGrattan,31,NSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:34,6:17,0,0,,0,1,1,1,
Brian McGrattan,31,CGY,RW,19,3,0,3,-4,49,3,0,0,1,0,0,0,18,16.7,30,136:37,7:11,0,1,0.0,6,31,2,1,
Kyle Quincey,27,DET,D,36,1,2,3,7,18,1,0,0,0,1,1,0,36,2.8,102,692:00,19:13,0,0,,46,29,6,18,
Peter Regin,26,OTT,C,27,0,3,3,-4,8,0,0,0,0,3,0,0,37,0.0,64,310:59,11:31,92,118,43.8,8,12,10,4,
Max Reinhart,20,CGY,C,11,1,2,3,-3,4,1,0,0,0,1,1,0,26,3.8,35,158:35,14:25,34,57,37.4,2,8,4,0,
Jeff Schultz,26,WSH,D,26,0,3,3,-6,12,0,0,0,0,3,0,0,12,0.0,35,370:40,14:15,0,0,,25,17,3,5,
Ryan Wilson,25,COL,D,12,0,3,3,4,8,0,0,0,0,3,0,0,23,0.0,46,222:02,18:30,0,0,,12,17,5,6,
