Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
René Robert,30,BUF,RW,68,22,40,62,-13,46,21,1,0,6,18,22,0,206,10.7,,,
Bob Bourne,24,NYI,C,80,30,31,61,34,48,25,4,1,2,23,5,3,148,20.3,,,"ASnhl-15,Selke-24"
Don Luce,30,BUF,C,79,26,35,61,20,14,18,6,2,7,27,4,4,149,17.4,,,Selke-4
Walt McKechnie,31,TOR,C,79,25,36,61,21,18,17,7,1,6,31,5,0,123,20.3,,,Byng-22
Larry Robinson,27,MTL,D,67,16,45,61,49,33,12,4,0,1,32,12,1,146,11.0,,,"ASnhl-2,Hart-12,Norris-2"
Tom Rowe,22,WSH,RW,69,31,30,61,-6,137,27,4,0,4,22,8,0,205,15.1,,,
Orest Kindrachuk,28,PIT,C,79,18,42,60,3,84,13,4,1,0,31,11,0,145,12.4,,,"Byng-22,Selke-15"
Wilf Paiement,23,CLR,RW,65,24,36,60,-30,80,19,5,0,1,17,18,1,206,11.7,,,Hart-16
Mel Bridgman,23,PHI,C,76,24,35,59,14,184,24,0,0,3,29,4,2,157,15.3,,,
Mario Tremblay,22,MTL,RW,76,30,29,59,23,74,27,3,0,3,28,0,1,163,18.4,,,
Peter Lee,23,PIT,RW,80,32,26,58,-13,24,22,10,0,7,19,7,0,219,14.6,,,
Al MacAdam,26,MNS,LW,69,24,34,58,0,30,18,6,0,4,25,9,0,135,17.8,,,
Rick MacLeish,29,PHI,LW,71,26,32,58,4,47,14,7,5,4,23,9,0,211,12.3,,,
Mike McEwen,22,NYR,D,80,20,38,58,11,35,13,7,0,4,23,14,1,204,9.8,,,ASnhl-20
Paul Gardner,22,2TM,C,75,30,28,58,-25,32,14,16,0,1,16,12,0,190,15.8,,,
Paul Gardner,22,CLR,C,64,23,26,49,-25,32,9,14,0,0,15,11,0,170,13.5,,,
Paul Gardner,22,TOR,C,11,7,2,9,0,0,5,2,0,1,1,1,0,20,35.0,,,
Craig Ramsay,27,BUF,LW,80,26,31,57,21,10,19,4,3,3,22,7,2,113,23.0,,,"ASnhl-8,Byng-9,Selke-3"
Jack Valiquette,24,CLR,C,76,23,34,57,-42,12,13,8,2,3,23,11,0,159,14.5,,,
Bobby Lalonde,27,ATF,C,78,24,32,56,-3,24,18,6,0,1,20,11,1,135,17.8,,,
Ron Sedlbauer,24,VAN,LW,79,40,16,56,-35,26,25,15,0,5,13,3,0,225,17.8,,,ASnhl-9
John Tonelli,21,NYI,LW,73,17,39,56,29,44,16,1,0,4,36,3,0,114,14.9,,,
Garry Unger,31,STL,C,80,30,26,56,-45,44,27,3,0,3,19,7,0,182,16.5,,,
Ryan Walter,20,WSH,C,69,28,28,56,0,70,22,6,0,1,21,7,0,156,17.9,,,"Byng-17,Calder-2"
Tim Young,23,MNS,C,73,24,32,56,-12,46,16,8,0,5,19,12,1,147,16.3,,,
Guy Lapointe,30,MTL,D,69,13,42,55,27,43,7,6,0,1,25,17,0,204,6.4,,,"ASnhl-6,Norris-5"
Jacques Lemaire,33,MTL,C,50,24,31,55,9,10,17,6,1,4,21,10,0,204,11.8,,,"ASnhl-8,Byng-14"
Stan Mikita,38,CBH,C,65,19,36,55,3,34,15,4,0,1,24,12,0,147,12.9,,,
Billy Harris,27,NYI,RW,80,15,39,54,26,18,15,0,0,5,36,2,1,128,11.7,,,Selke-15
Reggie Leach,28,PHI,RW,76,34,20,54,-3,20,21,13,0,6,14,6,0,279,12.2,,,Selke-15
Bob Sirois,24,WSH,RW,73,29,25,54,-4,6,20,9,0,3,20,5,0,208,13.9,,,
Errol Thompson,28,DET,LW,70,23,31,54,-27,26,15,8,0,3,13,18,0,163,14.1,,,
Ron Greschner,24,NYR,D,60,17,36,53,0,66,9,8,0,1,23,12,1,153,11.1,,,ASnhl-17
Pete Mahovlich,32,PIT,C,60,14,39,53,-11,39,9,5,0,0,28,11,0,153,9.2,,,
Dan Maloney,28,TOR,LW,77,17,36,53,20,157,17,0,0,5,28,8,0,141,12.1,,,
Rick Martin,27,BUF,LW,73,32,21,53,-7,35,24,8,0,3,14,7,0,250,12.8,,,ASnhl-12
Glen Sharpley,22,MNS,C,80,19,34,53,-19,30,14,5,0,1,30,4,0,162,11.7,,,
Ken Houston,25,ATF,RW,80,21,31,52,4,135,19,2,0,2,27,3,1,140,15.0,,,
Thomas Gradin,22,VAN,C,76,20,31,51,-12,22,16,4,0,4,22,9,0,105,19.0,,,Calder-7
Réjean Houle,29,MTL,LW,66,17,34,51,17,43,11,6,0,4,28,6,0,105,16.2,,,
Jerry Korab,30,BUF,D,78,11,40,51,8,104,2,8,1,0,22,16,2,204,5.4,,,ASnhl-15
Bob Murray,24,CBH,D,79,19,32,51,4,38,14,4,1,0,27,5,0,220,8.6,,,
Ted Bulley,23,CBH,LW,75,27,23,50,17,153,26,1,0,8,18,5,0,105,25.7,,,ASnhl-15
George Ferguson,26,PIT,RW,80,21,29,50,10,37,18,0,3,2,28,0,1,201,10.4,,,
Mike Fidler,22,MNS,LW,59,23,26,49,-25,42,19,4,0,3,17,9,0,158,14.6,,,
André St. Laurent,25,DET,C,76,18,31,49,-30,124,13,4,1,1,19,10,2,158,11.4,,,
Behn Wilson,20,PHI,D,80,13,36,49,14,197,7,6,0,2,21,14,1,174,7.5,,,"ASnhl-20,Calder-4"
Blake Dunlop,25,PHI,C,66,20,28,48,26,16,15,5,0,5,21,3,4,122,16.4,,,Byng-22
Bob Miller,22,BOS,C,77,15,33,48,21,30,15,0,0,1,31,2,0,149,10.1,,,
Charlie Simmer,24,LAK,LW,38,21,27,48,10,16,13,8,0,0,15,12,0,112,18.8,,,
Randy Carlyle,22,PIT,D,70,13,34,47,4,78,9,3,1,3,18,16,0,208,6.3,,,ASnhl-12
Don Marcotte,31,BOS,LW,79,20,27,47,6,10,14,2,4,5,25,1,1,156,12.8,,,"ASnhl-15,Selke-2"
Steve Vickers,27,NYR,LW,66,13,34,47,-7,24,9,4,0,3,26,8,0,86,15.1,,,
Ross Lonsberry,31,PIT,LW,80,24,22,46,7,38,20,4,0,1,18,4,0,179,13.4,,,
John Wensink,25,BOS,LW,76,28,18,46,20,106,28,0,0,4,16,2,0,131,21.4,,,
Rick Kehoe,27,PIT,RW,57,27,18,45,14,2,20,7,0,3,13,5,0,165,16.4,,,Byng-14
John Marks,30,CBH,LW,80,21,24,45,2,35,17,4,0,2,18,3,3,154,13.6,,,Selke-8
Mike Murphy,28,LAK,RW,64,16,29,45,-13,38,11,4,1,2,20,7,2,150,10.7,,,Selke-24
Robert Palmer,22,LAK,D,78,4,41,45,-14,26,1,2,1,0,32,8,1,130,3.1,,,
Rod Schutt,22,PIT,LW,74,24,21,45,-9,33,21,3,0,2,15,6,0,181,13.3,,,Calder-10
Carol Vadnais,33,NYR,D,77,8,37,45,14,86,3,4,1,1,21,13,3,149,5.4,,,
Don Lever,26,VAN,LW,71,23,21,44,-43,17,15,8,0,2,13,8,0,170,13.5,,,
Gary Sargent,24,MNS,D,79,12,32,44,-12,39,4,8,0,1,21,11,0,182,6.6,,,ASnhl-20
Darcy Rota,25,2TM,RW,76,22,22,44,-7,98,21,1,0,1,20,2,0,143,15.4,,,
Darcy Rota,25,CBH,LW,63,13,17,30,-10,77,12,1,0,1,16,1,0,116,11.2,,,
Darcy Rota,25,ATF,RW,13,9,5,14,3,21,9,0,0,0,4,1,0,27,33.3,,,
Willi Plett,23,ATF,RW,74,23,20,43,13,213,23,0,0,4,19,1,0,164,14.0,,,
Ron Stackhouse,29,PIT,D,75,10,33,43,21,54,6,3,1,1,22,11,0,173,5.8,,,"ASnhl-12,Byng-14,Hart-16,Norris-9"
John Van Boxmeer,26,CLR,D,76,9,34,43,-26,46,5,4,0,0,20,14,0,189,4.8,,,
Barry Beck,21,CLR,D,63,14,28,42,-30,91,9,5,0,0,18,10,0,217,6.5,,,"ASnhl-5,Norris-7"
Bobby Schmautz,33,BOS,RW,65,20,22,42,-1,77,13,6,1,4,15,6,1,199,10.1,,,
Ric Seiling,21,BUF,RW,78,20,22,42,15,56,18,2,0,4,22,0,0,136,14.7,,,
Walt Tkaczuk,31,NYR,C,77,15,27,42,19,38,11,4,0,0,24,1,2,139,10.8,,,Selke-15
Dennis Ververgaert,25,2TM,RW,72,18,24,42,-2,19,13,4,1,4,19,5,0,111,16.2,,,
Dennis Ververgaert,25,VAN,RW,35,9,17,26,2,13,6,2,1,3,13,4,0,57,15.8,,,
Dennis Ververgaert,25,PHI,RW,37,9,7,16,-4,6,7,2,0,1,6,1,0,54,16.7,,,
Gary Croteau,32,CLR,LW,79,23,18,41,-29,18,15,8,0,1,10,8,0,104,22.1,,,
Rolf Edberg,28,WSH,C,76,14,27,41,12,6,13,1,0,2,26,1,0,133,10.5,,,Selke-24
Rick Green,22,WSH,D,71,8,33,41,-45,62,5,2,1,0,21,12,0,133,6.0,,,
Wayne Merrick,26,NYI,C,75,20,21,41,13,24,18,2,0,0,20,1,0,128,15.6,,,
Reg Kerr,21,CBH,LW,73,16,24,40,-7,50,12,2,2,4,23,1,0,109,14.7,,,
Steve Payne,20,MNS,LW,70,23,17,40,-5,29,20,3,0,2,15,2,0,165,13.9,,,
André Savard,25,BUF,C,65,18,22,40,2,20,14,2,2,1,20,1,1,97,18.6,,,
Bob Dailey,25,PHI,D,70,9,30,39,20,63,8,1,0,1,16,13,1,164,5.5,,,ASnhl-18
Bob Nystrom,26,NYI,RW,78,19,20,39,19,113,18,1,0,5,20,0,0,161,11.8,,,
Brad Park,30,BOS,D,40,7,32,39,28,10,4,3,0,0,11,20,1,96,7.3,,,"ASnhl-8,Hart-16,Norris-8"
Tiger Williams,24,TOR,LW,77,19,20,39,-7,298,13,6,0,4,12,8,0,157,12.1,,,
Bob Gainey,25,MTL,LW,79,20,18,38,12,44,18,1,1,1,18,0,0,153,13.1,,,"ASnhl-4,Hart-13,Selke-1"
Bob Kelly,28,PHI,LW,77,7,31,38,15,132,6,1,0,0,30,1,0,85,8.2,,,
Dan Labraaten,27,DET,LW,78,19,19,38,-18,8,12,7,0,3,16,3,0,112,17.0,,,
Stan Smyl,21,VAN,RW,62,14,24,38,-6,89,10,4,0,0,17,7,0,122,11.5,,,
Phil Russell,26,2TM,D,79,9,29,38,-5,150,6,2,1,1,21,8,0,166,5.4,,,"ASnhl-14,Norris-10"
Phil Russell,26,CBH,D,66,8,23,31,-6,122,6,1,1,1,16,7,0,147,5.4,,,
Phil Russell,26,ATF,D,13,1,6,7,1,28,0,1,0,0,5,1,0,19,5.3,,,
Syl Apps,31,LAK,C,80,7,30,37,-26,29,7,0,0,1,23,7,0,128,5.5,,,
Glenn Goldup,25,LAK,RW,73,15,22,37,-8,89,12,3,0,1,20,2,0,117,12.8,,,
Brad Maxwell,21,MNS,D,71,9,28,37,-12,145,4,5,0,0,14,14,0,201,4.5,,,
Don Murdoch,22,NYR,RW,40,15,22,37,-6,6,11,4,0,2,15,7,0,133,11.3,,,
Chris Oddleifson,28,VAN,C,67,11,26,37,-16,51,7,4,0,1,22,3,1,83,13.3,,,
Gregg Sheppard,29,PIT,C,60,15,22,37,8,9,11,3,1,2,13,8,1,134,11.2,,,"Byng-22,Selke-13"
Paul Woods,23,DET,LW,80,14,23,37,-26,59,10,1,3,1,14,6,3,127,11.0,,,Selke-15
J.P. Bordeleau,29,CBH,RW,63,15,21,36,-7,34,12,2,1,2,15,5,1,101,14.9,,,
Kris Manery,24,MNS,C,60,17,19,36,-13,16,14,3,0,1,13,6,0,126,13.5,,,
Randy Pierce,21,CLR,RW,70,19,17,36,-21,35,14,4,1,3,13,4,0,145,13.1,,,
Bill Clement,28,ATF,C,65,12,23,35,-5,14,12,0,0,1,19,3,1,86,14.0,,,Selke-15
Randy Manery,30,LAK,D,71,8,27,35,5,64,6,2,0,2,15,11,1,116,6.9,,,
Mike Milbury,26,BOS,D,74,1,34,35,23,149,1,0,0,0,30,3,1,76,1.3,,,
Per-Olov Brasar,28,MNS,LW,68,6,28,34,-3,6,4,2,0,0,18,10,0,126,4.8,,,
Jack Brownschidle,23,STL,D,64,10,24,34,-19,14,5,5,0,1,13,11,0,101,9.9,,,
Curt Fraser,21,VAN,LW,78,16,18,34,-6,116,14,2,0,2,15,3,0,184,8.7,,,
Inge Hammarström,31,STL,LW,65,12,22,34,-16,8,12,0,0,1,20,2,0,129,9.3,,,
Mike Kaszycki,22,NYI,C,71,16,18,34,7,37,14,2,0,4,15,3,0,89,18.0,,,
Dennis Kearns,33,VAN,D,78,3,31,34,-23,28,3,0,0,0,18,13,0,102,2.9,,,
Nick Libett,33,DET,LW,68,15,19,34,4,20,11,3,1,0,14,4,1,130,11.5,,,Selke-7
Grant Mulvey,22,CBH,RW,80,19,15,34,-14,99,14,5,0,1,14,1,0,136,14.0,,,
Larry Patey,25,STL,C,78,15,19,34,-25,60,13,0,2,2,17,1,1,125,12.0,,,
Curt Bennett,30,STL,LW,74,14,19,33,-20,62,13,1,0,1,19,0,0,141,9.9,,,
Pat Boutette,26,TOR,LW,80,14,19,33,3,136,14,0,0,2,19,0,0,89,15.7,,,
Lorne Henning,26,NYI,C,73,13,20,33,17,14,11,0,2,2,19,0,1,70,18.6,,,
Don Laurence,21,ATF,C,59,14,19,33,8,6,12,2,0,3,17,2,0,113,12.4,,,
Dick Redmond,29,BOS,D,64,7,26,33,1,21,3,4,0,1,11,15,0,144,4.9,,,
Serge Savard,33,MTL,D,80,7,26,33,47,30,4,1,2,0,23,3,0,82,8.5,,,"ASnhl-4,Byng-17,Hart-6,Norris-4"
Mike Walton,34,3TM,C,62,17,16,33,-18,10,11,6,0,2,9,7,0,93,18.3,,,
Mike Walton,34,STL,C,22,7,11,18,-13,6,4,3,0,0,6,5,0,41,17.1,,,
Mike Walton,34,BOS,C,14,4,2,6,-1,0,4,0,0,1,2,0,0,15,26.7,,,
Mike Walton,34,CBH,C,26,6,3,9,-4,4,3,3,0,1,1,2,0,37,16.2,,,
Greg Smith,23,MNS,D,80,5,27,32,-20,147,4,1,0,1,22,5,0,193,2.6,,,
Willie Huber,21,DET,D,68,7,24,31,-24,114,3,4,0,2,12,12,0,153,4.6,,,Calder-9
Steve Jensen,23,LAK,LW,72,23,8,31,-28,57,21,2,0,4,7,1,0,114,20.2,,,
Cliff Koroll,32,CBH,RW,78,12,19,31,3,20,9,1,2,2,12,6,1,109,11.0,,,
Mario Marois,21,NYR,D,71,5,26,31,17,153,4,1,0,0,17,9,0,115,4.3,,,
Mark Napier,22,MTL,RW,54,11,20,31,16,11,9,2,0,0,14,6,0,73,15.1,,,
Pierre Plante,27,NYR,RW,70,6,25,31,10,37,6,0,0,1,20,2,3,84,7.1,,,
Harold Snepsts,24,VAN,D,76,7,24,31,-27,130,3,4,0,0,14,10,0,115,6.1,,,
Leif Svensson,27,WSH,D,74,2,29,31,-1,28,2,0,0,0,18,10,1,72,2.8,,,
Bob Murdoch,32,2TM,D,67,8,23,31,2,70,6,2,0,1,18,5,0,116,6.9,,,
Bob Murdoch,32,LAK,D,32,3,12,15,0,46,3,0,0,1,9,3,0,63,4.8,,,
Bob Murdoch,32,ATF,D,35,5,11,16,2,24,3,2,0,0,9,2,0,53,9.4,,,
Ron Zanussi,22,MNS,RW,63,14,16,30,4,82,11,3,0,0,12,4,0,98,14.3,,,
Harold Phillipoff,22,2TM,LW,65,9,21,30,1,119,9,0,0,2,21,0,0,79,11.4,,,
Harold Phillipoff,22,ATF,LW,51,9,17,26,5,113,9,0,0,2,17,0,0,66,13.6,,,
Harold Phillipoff,22,CBH,LW,14,0,4,4,-4,6,0,0,0,0,4,0,0,13,0.0,,,
Danny Bolduc,25,DET,RW,56,16,13,29,-9,14,13,3,0,4,11,2,0,81,19.8,,,
Barry Gibbs,30,STL,D,76,2,27,29,-41,46,2,0,0,0,25,2,0,84,2.4,,,
Paul Holmgren,23,PHI,RW,57,19,10,29,2,168,15,4,0,3,7,3,0,122,15.6,,,
Al Sims,25,BOS,D,67,9,20,29,23,28,9,0,0,2,13,7,0,128,7.0,,,
Dean Talafous,25,NYR,RW,68,13,16,29,6,29,9,2,2,3,13,2,1,83,15.7,,,
Dale Tallon,28,PIT,D,63,5,24,29,-14,35,3,2,0,3,16,7,1,91,5.5,,,
Lucien DeBlois,21,NYR,RW,62,11,17,28,-10,26,11,0,0,1,12,5,0,106,10.4,,,
Ron Delorme,23,CLR,RW,77,20,8,28,-29,68,18,2,0,3,7,1,0,85,23.5,,,
Ron Ellis,34,TOR,RW,63,16,12,28,7,10,12,4,0,1,11,1,0,97,16.5,,,Byng-22
Garry Howatt,26,NYI,LW,75,16,12,28,6,205,16,0,0,2,12,0,0,81,19.8,,,
Dave Maloney,22,NYR,D,76,11,17,28,16,151,9,0,2,1,16,1,0,83,13.3,,,ASnhl-15
Perry Miller,26,DET,D,75,5,23,28,-13,156,2,3,0,1,15,8,0,122,4.1,,,
Thommie Bergman,31,DET,D,68,10,17,27,-25,64,6,3,1,1,13,4,0,88,11.4,,,
Tom Bladon,26,PIT,D,78,4,23,27,-17,64,3,1,0,0,14,9,0,135,3.0,,,
Larry Giroux,27,STL,D,73,5,22,27,-27,111,5,0,0,1,21,1,0,107,4.7,,,
John Anderson,21,TOR,RW,71,15,11,26,2,10,15,0,0,2,11,0,0,123,12.2,,,
Hilliard Graves,28,VAN,LW,62,11,15,26,-15,14,9,2,0,2,11,4,0,112,9.8,,,
Don Maloney,20,NYR,LW,28,9,17,26,4,39,6,3,0,0,10,7,0,39,23.1,,,
Pit Martin,35,VAN,RW,64,12,14,26,-3,24,11,1,0,1,10,4,0,80,15.0,,,
Bob Murdoch,25,STL,RW,54,13,13,26,-6,17,12,1,0,3,10,3,0,92,14.1,,,
Mike O'Connell,23,CBH,D,48,4,22,26,-1,20,3,1,0,0,15,6,1,83,4.8,,,
Dave Shand,22,ATF,D,79,4,22,26,23,64,3,0,1,0,22,0,0,81,4.9,,,
Derek Smith,24,BUF,C,43,14,12,26,-5,8,11,3,0,0,8,4,0,85,16.5,,,
Doug Wilson,21,CBH,D,56,5,21,26,4,37,2,2,1,0,12,9,0,136,3.7,,,
Murray Wilson,27,LAK,C,58,11,15,26,-7,14,10,1,0,2,11,4,0,107,10.3,,,
Mike Zuke,24,STL,C,34,9,17,26,-10,18,6,3,0,0,10,7,0,80,11.3,,,
Richard Mulhern,23,2TM,D,73,5,21,26,3,45,4,1,0,0,19,2,0,115,4.3,,,
Richard Mulhern,23,ATF,D,37,3,12,15,5,22,3,0,0,0,11,1,0,58,5.2,,,
Richard Mulhern,23,LAK,D,36,2,9,11,-2,23,1,1,0,0,8,1,0,57,3.5,,,
Alain Daigle,24,CBH,RW,74,11,14,25,2,55,11,0,0,0,14,0,0,80,13.8,,,
Jere Gillis,22,VAN,LW,78,13,12,25,-31,33,9,4,0,3,10,2,0,143,9.1,,,
Ken Linseman,20,PHI,C,30,5,20,25,16,23,4,1,0,1,14,5,1,57,8.8,,,
Jacques Richard,26,BUF,C,61,10,15,25,8,26,10,0,0,1,13,2,0,85,11.8,,,
Doug Risebrough,25,MTL,C,48,10,15,25,22,62,10,0,0,2,15,0,0,83,12.0,,,
Jim Schoenfeld,26,BUF,D,46,8,17,25,8,67,2,6,0,0,13,2,2,99,8.1,,,ASnhl-11
Rick Smith,30,BOS,D,65,7,18,25,20,46,7,0,0,1,18,0,0,78,9.0,,,
Tom Williams,27,LAK,LW,44,10,15,25,-7,8,7,3,0,2,9,6,0,84,11.9,,,
Pat Ribble,24,2TM,D,78,6,19,25,26,77,6,0,0,1,19,0,0,82,7.3,,,
Pat Ribble,24,ATF,D,66,5,16,21,19,69,5,0,0,0,16,0,0,70,7.1,,,
Pat Ribble,24,CBH,D,12,1,3,4,7,8,1,0,0,1,3,0,0,12,8.3,,,
Gary McAdam,23,2TM,LW,68,11,14,25,-2,15,10,1,0,2,12,2,0,91,12.1,,,
Gary McAdam,23,BUF,LW,40,6,5,11,-6,13,5,1,0,1,4,1,0,39,15.4,,,
Gary McAdam,23,PIT,LW,28,5,9,14,4,2,5,0,0,1,8,1,0,52,9.6,,,
Dwight Foster,21,BOS,C,44,11,13,24,-1,14,9,2,0,0,11,2,0,57,19.3,,,
Bob Girard,29,WSH,LW,79,9,15,24,-17,36,9,0,0,0,14,0,1,59,15.3,,,
Ed Kea,31,ATF,D,53,6,18,24,-2,40,4,2,0,1,17,0,1,53,11.3,,,ASnhl-18
Tim Higgins,20,CBH,RW,36,7,16,23,6,30,7,0,0,1,13,3,0,64,10.9,,,
Doug Jarvis,23,MTL,C,80,10,13,23,6,16,9,0,1,1,13,0,0,119,8.4,,,"Byng-22,Selke-8"
Dave Lewis,25,NYI,D,79,5,18,23,44,45,5,0,0,0,18,0,0,95,5.3,,,
Mark Lofthouse,21,WSH,RW,52,13,10,23,-12,10,12,1,0,0,9,1,0,75,17.3,,,
Merlin Malinowski,20,CLR,C,54,6,17,23,-17,10,6,0,0,1,14,2,1,76,7.9,,,
