Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Ryan Johansen,23,CBJ,C,38,6,20,26,-4,25,5,1,0,0,10,10,0,88,6.8,156,659:10,17:21,322,294,52.3,12,58,20,22,
Ryan Johansen,23,NSH,C,42,8,26,34,10,36,5,3,0,2,18,8,0,97,8.2,144,745:51,17:46,330,300,52.4,18,57,18,20,
Aleksander Barkov,20,FLA,C,66,28,31,59,18,8,18,9,1,8,23,7,1,171,16.4,255,1282:23,19:26,569,587,49.2,39,43,45,29,"Byng-2,Selke-6"
Matt Duchene,25,COL,C,76,30,29,59,-8,24,22,8,0,6,22,7,0,200,15.0,325,1412:53,18:35,428,311,57.9,37,41,43,31,ASG
Mike Hoffman,26,OTT,LW,78,29,30,59,1,18,20,9,0,3,26,4,0,242,12.0,465,1368:22,17:33,8,10,44.4,29,22,44,45,Byng-70
Jonathan Huberdeau,22,FLA,LW,76,20,39,59,17,43,15,4,1,2,30,9,0,174,11.5,269,1378:55,18:09,7,11,38.9,36,53,32,46,
Phil Kessel,28,PIT,RW,82,26,33,59,9,18,22,4,0,5,20,13,0,274,9.5,479,1507:16,18:23,2,3,40.0,13,9,26,55,
Brayden Schenn,24,PHI,C,80,26,33,59,3,33,15,11,0,5,22,11,0,178,14.6,323,1351:31,16:54,52,64,44.8,30,187,30,35,
Derick Brassard,28,NYR,C,80,27,31,58,12,30,19,8,0,5,17,14,0,182,14.8,307,1430:49,17:53,676,670,50.2,23,103,47,56,
John Klingberg,23,DAL,D,76,10,48,58,22,30,8,2,0,4,28,20,0,171,5.8,365,1724:18,22:41,0,0,,68,44,36,78,"ASnhl-6,Byng-55,Norris-6"
Evgeni Malkin,29,PIT,C,57,27,31,58,1,65,16,11,0,6,15,16,0,162,16.7,285,1104:01,19:22,317,438,42.0,19,27,54,52,ASG
James Neal,28,NSH,RW,82,31,27,58,27,65,27,4,0,3,17,10,0,268,11.6,474,1563:51,19:04,8,19,29.6,31,113,49,25,"ASG,ASnhl-11,Selke-23"
Jonathan Toews,27,CHI,C,80,28,30,58,16,62,18,6,4,8,24,3,3,179,15.6,278,1539:50,19:15,921,652,58.6,38,81,57,28,"ASnhl-7,Byng-27,Selke-4"
Tyler Toffoli,23,LAK,C,82,31,27,58,35,20,21,9,1,4,25,2,0,213,14.6,413,1419:39,17:19,0,4,0.0,19,70,32,38,
Kyle Palmieri,24,NJD,RW,82,30,27,57,3,39,19,11,0,4,15,12,0,222,13.5,391,1460:00,17:48,10,17,37.0,51,129,43,35,
Jack Eichel,19,BUF,C,81,24,32,56,-16,22,16,8,0,5,19,13,0,238,10.1,434,1548:51,19:07,402,578,41.0,25,43,43,49,"AR-1,Calder-4"
Alex Galchenyuk,21,MTL,C,82,30,26,56,-8,20,21,9,0,4,19,7,0,201,14.9,360,1333:16,16:16,359,390,47.9,36,62,31,36,
Mark Giordano,32,CGY,D,82,21,35,56,-5,54,11,9,1,2,23,10,2,212,9.9,473,2032:25,24:47,0,0,,193,65,45,68,"ASG,ASnhl-13,Byng-38,Norris-13"
Mikko Koivu,32,MIN,C,82,17,39,56,6,40,6,10,1,2,28,10,1,141,12.1,277,1634:11,19:56,988,771,56.2,57,38,37,45,Selke-21
Bobby Ryan,28,OTT,RW,81,22,34,56,-9,28,16,6,0,2,24,10,0,183,12.0,341,1391:10,17:10,3,8,27.3,24,106,52,52,
Oliver Ekman-Larsson,24,ARI,D,75,21,34,55,-6,96,9,12,0,8,19,15,0,228,9.2,509,1857:43,24:46,0,0,,67,154,40,38,"ASnhl-9,Norris-9"
Milan Lucic,27,LAK,LW,81,20,35,55,26,79,18,2,0,5,29,6,0,124,16.1,269,1396:12,17:14,7,13,35.0,22,244,22,48,
Henrik Sedin,35,VAN,C,74,11,44,55,0,24,5,5,1,0,29,15,0,99,11.1,157,1360:02,18:23,620,727,46.0,19,9,23,50,"Byng-26,Clancy-1"
Patrick Sharp,34,DAL,LW,76,20,35,55,-3,27,13,7,0,6,18,17,0,226,8.8,406,1338:57,17:37,16,17,48.5,24,76,51,46,Byng-46
Jakub Voráček,26,PHI,RW,73,11,44,55,-5,38,10,1,0,2,22,22,0,213,5.2,387,1356:47,18:35,3,3,50.0,34,51,26,50,
Tomáš Plekanec,33,MTL,C,82,14,40,54,4,36,13,1,0,1,28,12,0,189,7.4,323,1519:38,18:32,804,811,49.8,46,60,15,45,
Cam Atkinson,26,CBJ,RW,81,27,26,53,-8,22,21,4,2,3,20,6,0,226,11.9,371,1441:39,17:48,2,2,50.0,40,47,43,18,
Dustin Byfuglien,30,WPG,D,81,19,34,53,4,119,15,3,1,6,19,14,1,247,7.7,498,2041:27,25:12,0,0,,105,222,73,92,"ASG,ASnhl-12,Norris-12"
Ryan Kesler,31,ANA,C,79,21,32,53,5,78,15,5,1,4,22,10,0,164,12.8,347,1543:00,19:32,980,695,58.5,92,168,39,34,"Hart-20,Selke-3"
Gabriel Landeskog,23,COL,LW,75,20,33,53,-5,69,15,4,1,2,21,10,2,169,11.8,249,1419:26,18:56,31,25,55.4,66,141,37,30,
Zach Parise,31,MIN,LW,70,25,28,53,-3,36,18,7,0,7,17,11,0,234,10.7,385,1350:26,19:18,0,4,0.0,42,71,39,18,Selke-35
Brandon Saad,23,CBJ,LW,78,31,22,53,1,14,25,6,0,7,19,2,1,233,13.3,396,1343:02,17:13,19,15,55.9,25,43,33,31,"ASG,Byng-17"
Derek Stepan,25,NYR,C,72,22,31,53,5,20,14,5,3,5,22,9,0,192,11.5,306,1278:23,17:45,515,589,46.6,39,38,62,30,Byng-70
Vincent Trocheck,22,FLA,C,76,25,28,53,15,44,20,4,1,4,19,9,0,174,14.4,299,1350:32,17:46,547,559,49.5,41,125,43,33,
Max Domi,20,ARI,LW,81,18,34,52,3,72,15,3,0,0,21,12,1,156,11.5,297,1326:19,16:22,20,35,36.4,25,34,28,41,Calder-6
Nathan MacKinnon,20,COL,C,72,21,31,52,-4,20,14,7,0,6,21,9,1,245,8.6,417,1358:21,18:52,507,540,48.4,53,46,28,39,
Frans Nielsen,31,NYI,C,81,20,32,52,1,12,11,7,2,2,19,13,0,181,11.0,322,1435:19,17:43,586,583,50.1,92,35,30,30,"Byng-11,Selke-17"
Alexander Steen,31,STL,LW,67,17,35,52,3,48,14,2,1,2,16,19,0,172,9.9,292,1364:52,20:22,159,198,44.5,35,50,36,20,"ASnhl-11,Selke-15"
Justin Williams,34,WSH,RW,82,22,30,52,15,36,19,3,0,3,23,6,1,201,10.9,325,1365:32,16:39,57,52,52.3,43,32,37,48,
Drew Doughty,26,LAK,D,82,14,37,51,24,52,4,9,1,3,21,15,1,197,7.1,431,2297:28,28:01,0,0,,105,125,10,97,"ASG,ASnhl-1,Hart-11,Norris-1"
Leon Draisaitl,20,EDM,C,72,19,32,51,-2,20,14,5,0,2,28,4,0,133,14.3,214,1300:07,18:03,502,536,48.4,18,38,40,61,
Patric Hörnqvist,29,PIT,RW,82,22,29,51,15,36,13,9,0,3,23,6,0,257,8.6,392,1381:36,16:51,5,3,62.5,54,160,28,8,
T.J. Oshie,29,WSH,RW,80,26,25,51,16,34,15,11,0,5,19,6,0,185,14.1,320,1517:04,18:58,138,124,52.7,62,134,62,42,
Jeff Skinner,23,CAR,LW,82,28,23,51,-2,38,24,4,0,7,20,3,0,258,10.9,434,1335:31,16:17,20,27,42.6,17,21,77,43,
Carl Söderberg,30,COL,C,82,12,39,51,-7,32,8,3,1,0,27,11,1,163,7.4,267,1477:14,18:01,338,381,47.0,71,27,32,26,Selke-43
P.K. Subban,26,MTL,D,68,6,45,51,4,75,4,2,0,0,23,22,0,176,3.4,378,1792:38,26:22,0,0,,80,102,23,106,"ASG,ASnhl-18,Norris-14"
Ryan Suter,31,MIN,D,82,8,43,51,10,30,4,3,1,2,24,18,1,188,4.3,402,2344:37,28:36,0,0,,142,69,36,41,"ASnhl-7,Byng-36,Norris-8"
Shea Weber,30,NSH,D,78,20,31,51,-7,27,6,14,0,1,18,12,1,189,10.6,380,1979:24,25:23,0,0,,160,169,19,39,"ASG,ASnhl-10,Byng-29,Messier-1,Norris-10"
Mika Zibanejad,22,OTT,C,81,21,30,51,-2,18,17,2,2,7,21,9,0,184,11.4,331,1438:31,17:46,659,647,50.5,43,111,39,52,
Lee Stempniak,32,2TM,RW,82,19,32,51,4,38,15,3,1,4,23,9,0,146,13.0,257,1471:23,17:57,2,11,15.4,34,113,31,30,
Lee Stempniak,32,NJD,RW,63,16,25,41,3,34,12,3,1,3,16,9,0,120,13.3,207,1180:04,18:44,2,8,20.0,28,85,25,22,
Lee Stempniak,32,BOS,RW,19,3,7,10,1,4,3,0,0,1,7,0,0,26,11.5,50,291:19,15:20,0,3,0.0,6,28,6,8,
Mikkel Bødker,26,2TM,LW,80,17,34,51,-33,12,14,3,0,5,18,16,0,166,10.2,309,1480:39,18:30,1,2,33.3,31,50,38,32,Byng-70
Mikkel Bødker,26,ARI,LW,62,13,26,39,-28,10,10,3,0,4,11,15,0,144,9.0,260,1154:42,18:37,0,1,0.0,21,43,31,28,
Mikkel Bødker,26,COL,LW,18,4,8,12,-5,2,4,0,0,1,7,1,0,22,18.2,49,325:57,18:07,1,1,50.0,10,7,7,4,
Adam Henrique,25,NJD,C,80,30,20,50,10,23,21,7,2,8,14,5,1,149,20.1,238,1586:07,19:50,617,764,44.7,56,66,38,27,"Byng-70,Selke-19"
Mike Ribeiro,35,NSH,C,81,7,43,50,11,62,5,2,0,0,30,13,0,76,9.2,123,1413:25,17:27,288,472,37.9,20,61,22,50,
Reilly Smith,24,FLA,RW,82,25,25,50,19,31,20,5,0,3,18,6,1,173,14.5,299,1526:06,18:37,0,2,0.0,39,85,51,31,
Henrik Zetterberg,35,DET,C,82,13,37,50,-15,24,11,2,0,3,17,20,0,214,6.1,394,1591:39,19:25,539,536,50.1,26,54,29,46,Selke-43
Tyson Barrie,24,COL,D,78,13,36,49,-16,31,9,3,1,5,17,18,1,172,7.6,353,1809:34,23:12,0,0,,84,37,29,59,
Pavel Datsyuk,37,DET,C,66,16,33,49,7,14,8,8,0,1,21,12,0,181,8.8,323,1297:14,19:39,599,517,53.7,33,70,48,26,"Byng-6,Selke-9"
Scott Hartnell,33,CBJ,LW,79,23,26,49,-11,112,13,10,0,1,24,2,0,150,15.3,240,1231:05,15:35,0,3,0.0,41,131,20,32,
Boone Jenner,22,CBJ,C,82,30,19,49,-15,77,20,9,1,3,14,5,0,225,13.3,344,1345:33,16:25,156,138,53.1,71,213,39,25,
Brent Seabrook,30,CHI,D,81,14,35,49,6,32,8,6,0,3,16,19,0,167,8.4,361,1848:38,22:49,0,0,,150,121,19,89,"ASnhl-20,Norris-20"
Ryan Spooner,24,BOS,C,80,13,36,49,-9,35,7,6,0,4,25,11,0,162,8.0,275,1211:17,15:08,304,407,42.8,19,53,25,35,
Paul Stastny,30,STL,C,64,10,39,49,3,26,8,2,0,2,27,12,0,103,9.7,179,1225:42,19:09,684,536,56.1,40,32,20,7,
Brandon Dubinsky,29,CBJ,C,75,17,31,48,-16,71,12,5,0,3,26,5,0,158,10.8,288,1407:14,18:46,780,704,52.6,40,235,45,31,
Patrick Marleau,36,SJS,LW,82,25,23,48,-22,10,13,11,1,5,9,14,0,216,11.6,357,1560:20,19:02,267,258,50.9,36,64,46,71,Byng-8
Connor McDavid,19,EDM,C,45,16,32,48,-1,18,13,3,0,5,21,11,0,105,15.2,156,849:42,18:53,249,355,41.2,10,12,33,17,"ASnhl-13,AR-1,Calder-3"
Victor Rask,22,CAR,C,80,21,27,48,-6,24,16,5,0,5,14,13,0,160,13.1,295,1358:39,16:59,479,456,51.2,34,32,42,31,
Jordan Staal,27,CAR,C,82,20,28,48,6,34,14,6,0,4,22,4,2,151,13.2,271,1500:39,18:18,806,589,57.8,31,165,55,50,Selke-13
Mikael Backlund,26,CGY,C,82,21,26,47,10,28,15,3,3,4,19,6,1,155,13.5,274,1347:11,16:26,539,604,47.2,51,68,57,44,
Shane Doan,39,ARI,RW,72,28,19,47,4,98,16,12,0,4,14,5,0,170,16.5,290,1266:51,17:36,74,69,51.7,15,115,33,27,
Jordan Eberle,25,EDM,RW,69,25,22,47,-12,14,18,7,0,4,18,4,0,173,14.5,296,1232:04,17:51,5,3,62.5,23,28,30,41,Byng-46
Victor Hedman,25,TBL,D,78,10,37,47,21,46,9,1,0,0,26,10,1,180,5.6,407,1799:10,23:04,0,0,,132,62,48,62,"ASnhl-8,Norris-7"
Jarome Iginla,38,COL,RW,82,22,25,47,-22,41,9,13,0,3,19,6,0,182,12.1,342,1300:39,15:52,61,54,53.0,45,70,22,22,
Keith Yandle,29,NYR,D,82,5,42,47,-4,40,3,2,0,1,22,20,0,160,3.1,364,1636:53,19:58,0,0,,68,43,27,76,
Shayne Gostisbehere,22,PHI,D,64,17,29,46,8,24,9,8,0,5,15,14,0,152,11.2,341,1285:47,20:05,1,0,100.0,59,27,28,51,"ASnhl-16,AR-1,Byng-70,Calder-2,Norris-17"
Tomáš Hertl,22,SJS,C,81,21,25,46,16,26,18,3,0,3,21,4,0,202,10.4,348,1293:49,15:58,256,201,56.0,60,90,35,41,
Marcus Johansson,25,WSH,LW,74,17,29,46,12,16,11,6,0,7,21,8,0,132,12.9,213,1231:20,16:38,128,150,46.0,24,38,35,39,
Jiří Hudler,32,2TM,C,72,16,30,46,-1,27,13,3,0,1,23,7,0,109,14.7,180,1134:40,15:46,11,15,42.3,7,28,23,25,Byng-56
Jiří Hudler,32,CGY,C,53,10,25,35,-1,17,9,1,0,0,18,7,0,80,12.5,133,882:04,16:39,9,11,45.0,4,14,18,19,
Jiří Hudler,32,FLA,C,19,6,5,11,0,10,4,2,0,1,5,0,0,29,20.7,47,252:36,13:18,2,4,33.3,3,14,5,6,
Andrew Ladd,30,2TM,LW,78,25,21,46,-13,45,13,10,2,3,17,4,0,181,13.8,352,1475:19,18:55,8,5,61.5,42,155,29,34,
Andrew Ladd,30,WPG,LW,59,17,17,34,-10,39,8,7,2,2,15,2,0,143,11.9,284,1147:53,19:27,7,3,70.0,27,126,26,29,
Andrew Ladd,30,CHI,LW,19,8,4,12,-3,6,5,3,0,1,2,2,0,38,21.1,68,327:26,17:14,1,2,33.3,15,29,3,5,
David Backes,31,STL,C,79,21,24,45,4,83,13,8,0,3,19,5,0,168,12.5,270,1519:11,19:14,620,572,52.0,63,239,39,24,Selke-14
T.J. Brodie,25,CGY,D,70,6,39,45,4,18,4,2,0,1,30,7,2,79,7.6,197,1767:38,25:15,0,0,,104,15,47,91,"ASnhl-21,Byng-70"
Nazem Kadri,25,TOR,C,76,17,28,45,-15,73,13,4,0,2,18,10,0,260,6.5,485,1388:47,18:16,641,663,49.2,43,148,47,41,
Dylan Larkin,19,DET,C,80,23,22,45,11,34,19,4,0,5,21,1,0,221,10.4,390,1323:32,16:33,41,59,41.0,25,65,43,39,"ASG,Calder-5"
Tomáš Tatar,25,DET,LW,81,21,24,45,4,24,14,7,0,3,16,8,0,165,12.7,285,1162:27,14:21,6,18,25.0,18,74,30,24,
Joe Colborne,26,CGY,C,73,19,25,44,-9,27,16,3,0,2,23,2,0,100,19.0,163,1107:05,15:10,85,70,54.8,28,122,27,32,
Anthony Duclair,20,ARI,LW,81,20,24,44,12,49,12,8,0,2,20,4,0,105,19.0,184,1164:08,14:22,0,1,0.0,27,27,26,18,Calder-10
Mikael Granlund,23,MIN,C,82,13,31,44,-12,20,10,2,1,3,22,9,0,160,8.1,272,1485:48,18:07,528,556,48.7,56,86,51,40,
Torey Krug,24,BOS,D,81,4,40,44,9,33,3,1,0,1,22,18,0,244,1.6,491,1750:43,21:37,2,0,100.0,94,61,20,57,
Andrei Markov,37,MTL,D,82,5,39,44,-6,38,1,4,0,0,26,13,0,117,4.3,287,1954:32,23:50,0,0,,142,57,38,93,
Kevin Shattenkirk,27,STL,D,72,14,30,44,-14,51,8,6,0,1,9,20,1,180,7.8,350,1614:24,22:25,0,0,,113,82,37,39,
Dougie Hamilton,22,CGY,D,82,12,31,43,-14,46,7,5,0,3,20,11,0,190,6.3,381,1620:57,19:46,0,0,,106,78,15,63,
Duncan Keith,32,CHI,D,67,9,34,43,13,26,5,4,0,4,19,14,1,130,6.9,287,1690:46,25:14,0,1,0.0,116,16,22,46,"ASnhl-11,Norris-11"
Chris Kreider,24,NYR,LW,79,21,22,43,10,58,16,5,0,3,19,3,0,158,13.3,280,1260:36,15:57,5,1,83.3,33,177,23,37,
J.T. Miller,22,NYR,C,82,22,21,43,10,46,20,2,0,5,19,2,0,135,16.3,253,1232:51,15:02,68,89,43.3,48,174,40,61,
Nino Niederreiter,23,MIN,RW,82,20,23,43,9,36,18,2,0,1,20,3,0,159,12.6,269,1274:34,15:33,11,16,40.7,19,129,35,23,
Gustav Nyquist,26,DET,RW,82,17,26,43,-2,34,10,7,0,3,21,5,0,161,10.6,262,1243:58,15:10,0,2,0.0,19,58,28,26,
Jean-Gabriel Pageau,23,OTT,C,82,19,24,43,17,26,11,1,7,2,21,1,2,133,14.3,212,1369:39,16:42,614,563,52.2,60,166,30,37,Selke-16
Rickard Rakell,22,ANA,C,72,20,23,43,-1,19,16,4,0,7,17,6,0,169,11.8,307,1157:11,16:04,197,254,43.7,30,121,29,36,
Joel Ward,35,SJS,RW,79,21,22,43,-15,28,15,5,1,3,14,7,1,138,15.2,232,1340:52,16:58,237,255,48.2,53,68,41,51,
Teddy Purcell,30,2TM,RW,76,14,29,43,-11,12,12,2,0,2,20,8,1,149,9.4,284,1279:04,16:50,2,4,33.3,15,31,31,34,
Teddy Purcell,30,EDM,RW,61,11,21,32,-9,10,9,2,0,2,17,3,1,130,8.5,245,1064:18,17:27,1,4,20.0,14,27,22,29,
Teddy Purcell,30,FLA,RW,15,3,8,11,-2,2,3,0,0,0,3,5,0,19,15.8,39,214:46,14:19,1,0,100.0,1,4,9,5,
Justin Abdelkader,28,DET,LW,82,19,23,42,-16,120,13,6,0,4,16,7,0,155,12.3,239,1511:43,18:26,5,9,35.7,44,207,23,29,
Artem Anisimov,27,CHI,C,77,20,22,42,8,12,12,5,3,1,16,5,1,121,16.5,213,1392:51,18:05,507,641,44.2,40,53,28,14,"Byng-32,Selke-43"
Charlie Coyle,23,MIN,C,82,21,21,42,1,16,19,2,0,4,16,4,1,140,15.0,233,1419:12,17:18,228,274,45.4,60,130,36,30,
Bryan Little,28,WPG,C,57,17,25,42,-13,12,13,2,2,2,15,10,0,127,13.4,216,1117:00,19:36,674,640,51.3,22,48,20,26,Byng-56
Sam Reinhart,20,BUF,C,79,23,19,42,-8,8,15,8,0,3,17,2,0,165,13.9,275,1330:03,16:50,36,72,33.3,26,26,19,20,"Byng-16,Calder-9"
Travis Zajac,30,NJD,C,74,14,28,42,3,25,6,6,2,2,16,11,1,111,12.6,186,1469:04,19:51,715,672,51.6,41,65,49,5,Selke-35
Martin Hanzal,28,ARI,C,64,13,28,41,-5,77,9,3,1,2,18,10,0,141,9.2,242,1139:02,17:48,586,462,55.9,28,126,27,21,
