Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Ron Ellis,25,TOR,RW,76,35,19,54,8,14,28,6,1,3,14,5,0,227,15.4,,,ASG
Vic Hadfield,29,NYR,LW,71,20,34,54,-3,69,17,3,0,4,20,14,0,268,7.5,,,
Ken Hodge,25,BOS,RW,72,25,29,54,17,87,19,6,0,5,20,9,0,198,12.6,,,
Mickey Redmond,22,MTL,RW,75,27,27,54,22,61,23,4,0,2,22,5,0,279,9.7,,,
Rod Gilbert,28,NYR,RW,72,16,37,53,0,22,13,3,0,1,22,15,0,230,7.0,,,ASG
Jim Pappin,30,CBH,RW,66,28,25,53,16,68,19,9,0,7,20,5,0,158,17.7,,,
Ted Hampson,33,OAK,C,76,17,35,52,-20,13,9,7,1,0,24,10,1,157,10.8,,,
Dennis Hull,25,CBH,LW,76,17,35,52,2,31,12,5,0,3,29,6,0,223,7.6,,,
Henri Richard,33,MTL,C,62,16,36,52,25,61,14,2,0,4,33,3,0,204,7.8,,,
Dean Prentice,37,PIT,LW,75,26,25,51,-19,14,14,12,0,2,18,7,0,205,12.7,,,ASG
Jean Béliveau,38,MTL,C,63,19,30,49,1,10,16,3,0,1,12,18,0,169,11.2,,,
Pete Stemkowski,26,DET,C,76,25,24,49,14,114,20,4,1,6,18,6,0,268,9.3,,,
Jim Johnson,27,PHI,C,72,18,30,48,-2,17,14,2,2,1,25,3,2,168,10.7,,,
Claude Larose,27,MNS,RW,75,24,23,47,-18,109,16,7,1,4,14,9,0,262,9.2,,,ASG
Murray Oliver,32,TOR,C,76,14,33,47,-18,16,9,5,0,3,21,12,0,200,7.0,,,
Bobby Clarke,20,PHI,C,76,15,31,46,-1,68,9,5,1,0,19,11,1,214,7.0,,,"ASG,Calder-4"
Ray Cullen,28,MNS,C,74,17,28,45,-3,8,14,3,0,3,20,8,0,143,11.9,,,
Earl Ingarfield,35,OAK,C,54,21,24,45,-8,10,12,9,0,3,15,8,1,130,16.2,,,
Ken Schinkel,37,PIT,RW,72,20,25,45,-26,19,16,4,0,5,13,12,0,225,8.9,,,
Michel Briere,20,PIT,C,76,12,32,44,-13,20,8,4,0,3,20,12,0,223,5.4,,,
Jean-Guy Gendron,35,PHI,LW,71,23,21,44,4,54,18,5,0,1,12,9,0,155,14.8,,,
Bill Hicke,31,OAK,RW,69,15,29,44,-11,14,10,5,0,2,18,11,0,139,10.8,,,
Jim McKenny,23,TOR,D,73,11,33,44,-1,34,8,3,0,0,21,12,0,170,6.5,,,
Simon Nolet,28,PHI,RW,56,22,22,44,10,36,16,6,0,4,13,9,0,163,13.5,,,
Carol Vadnais,24,OAK,D,76,24,20,44,-29,212,18,6,0,0,11,9,0,245,9.8,,,ASG
Ralph Backstrom,32,MTL,C,72,19,24,43,4,20,18,1,0,2,22,2,0,187,10.2,,,
Paul Henderson,27,TOR,LW,67,20,22,42,12,18,15,5,0,4,17,5,0,213,9.4,,,
Ross Lonsberry,22,LAK,LW,76,20,22,42,-19,118,15,4,1,4,15,6,1,226,8.8,,,Hart-8
Gary Sabourin,26,STL,RW,72,28,14,42,-8,61,17,11,0,5,11,3,0,246,11.4,,,ASG
Pat Stapleton,29,CBH,D,49,4,38,42,17,28,3,1,0,1,26,12,0,106,3.8,,,
Jean Pronovost,24,PIT,RW,72,20,21,41,-2,45,15,5,0,6,17,4,0,222,9.0,,,
Derek Sanderson,23,BOS,C,50,18,23,41,8,118,8,5,5,2,16,5,2,179,10.1,,,
Eddie Joyal,29,LAK,C,59,18,22,40,-17,8,11,6,1,1,18,4,0,173,10.4,,,
Nick Libett,24,DET,LW,76,20,20,40,11,39,16,3,1,2,18,2,0,148,13.5,,,
Carl Brewer,31,DET,D,70,2,37,39,43,51,2,0,0,0,21,15,1,109,1.8,,,"ASG,ASnhl-2,Norris-3"
Gerry Pinder,21,CBH,LW,75,19,20,39,22,41,13,5,1,3,14,6,0,169,11.2,,,
Lou Angotti,32,CBH,C,70,12,26,38,2,25,7,5,0,2,19,7,0,97,12.4,,,
Bill Collins,26,MNS,RW,74,29,9,38,5,48,21,2,6,2,7,1,1,186,15.6,,,
Bruce MacGregor,28,DET,RW,73,15,23,38,1,24,11,3,1,4,18,5,0,153,9.8,,,
Tim Ecclestone,22,STL,RW,65,16,21,37,9,59,11,5,0,2,15,6,0,166,9.6,,,
Cliff Koroll,23,CBH,RW,73,18,19,37,14,44,18,0,0,3,16,3,0,160,11.3,,,
Jacques Laperrière,28,MTL,D,73,6,31,37,27,103,3,2,1,1,16,14,1,169,3.6,,,"ASG,ASnhl-2,Norris-4"
Bob Nevin,31,NYR,RW,68,18,19,37,2,8,14,3,1,4,12,7,0,126,14.3,,,
Brad Park,21,NYR,D,60,11,26,37,24,98,4,6,1,2,14,12,0,161,6.8,,,"ASG,ASnhl-1,Hart-5,Norris-2"
Bob Pulford,33,TOR,LW,74,18,19,37,-22,31,15,3,0,1,14,5,0,227,7.9,,,
Arnie Brown,28,NYR,D,73,15,21,36,24,78,12,3,0,2,17,4,0,220,6.8,,,
Butch Goring,20,LAK,C,59,13,23,36,-16,8,11,2,0,0,20,3,0,125,10.4,,,Calder-5
Ed Westfall,29,BOS,RW,72,14,22,36,20,28,14,0,0,0,15,0,7,158,8.9,,,
Wayne Cashman,24,BOS,LW,70,9,26,35,22,79,9,0,0,1,22,4,0,104,8.7,,,
Mike Laughton,25,OAK,C,76,16,19,35,-31,39,13,3,0,4,15,4,0,147,10.9,,,
Chico Maki,30,CBH,RW,75,10,24,34,10,27,9,0,1,2,20,4,0,93,10.8,,,
Eric Nesterenko,36,CBH,RW,67,16,18,34,18,26,11,3,2,3,15,2,1,124,12.9,,,
Danny O'Shea,24,MNS,C,75,10,24,34,-4,84,6,4,0,0,13,11,0,136,7.4,,,ASG
Eddie Shack,32,LAK,LW,73,22,12,34,-39,115,18,4,0,2,10,2,0,203,10.8,,,
Bob Barlow,34,MNS,C,70,16,17,33,-4,10,9,6,1,1,12,5,0,157,10.2,,,
Larry Keenan,29,STL,LW,56,10,23,33,-7,8,7,3,0,0,11,12,0,113,8.8,,,
Doug Mohns,36,CBH,D,66,6,27,33,31,46,2,3,1,1,19,8,0,118,5.1,,,
Bob Woytowich,28,PIT,D,68,8,25,33,-16,49,3,5,0,0,10,15,0,155,5.2,,,ASG
John Ferguson,31,MTL,LW,48,19,13,32,11,141,13,6,0,7,13,0,0,116,16.4,,,
Bill Flett,26,LAK,RW,69,14,18,32,-27,70,12,2,0,0,15,3,0,198,7.1,,,
Bill McCreary,35,STL,LW,73,15,17,32,5,16,12,2,1,1,9,6,2,174,8.6,,,
Barclay Plager,28,STL,D,75,6,26,32,2,128,4,1,1,1,19,6,1,97,6.2,,,ASG
Leon Rochefort,30,LAK,RW,76,9,23,32,-29,14,8,1,0,1,9,14,0,190,4.7,,,
Bill Sutherland,35,PHI,LW,51,15,17,32,-2,30,11,4,0,1,14,2,1,103,14.6,,,
Bryan Hextall,28,PIT,C,66,12,19,31,-25,87,10,2,0,2,15,4,0,132,9.1,,,
Larry Hillman,32,PHI,D,76,5,26,31,-10,73,3,2,0,0,19,7,0,252,2.0,,,
Gary Jarrett,27,OAK,LW,75,12,19,31,-25,31,10,2,0,4,16,3,0,229,5.2,,,
Doug Roberts,27,OAK,RW,76,6,25,31,-40,107,4,2,0,1,16,9,0,137,4.4,,,
Serge Savard,24,MTL,D,64,12,19,31,4,38,4,5,3,2,9,9,1,151,7.9,,,ASG
Gerry Ehman,37,OAK,LW,76,11,19,30,-26,8,8,3,0,1,17,2,0,156,7.1,,,
Jim Roberts,29,STL,D,76,13,17,30,18,51,9,2,2,4,16,1,0,165,7.9,,,ASG
Ron Schock,26,PIT,C,76,8,21,29,-3,40,3,4,1,1,14,6,1,160,5.0,,,
George Armstrong,39,TOR,RW,49,13,15,28,8,12,11,2,0,3,14,0,1,93,14.0,,,
Tim Horton,40,2TM,D,74,4,24,28,-2,107,2,2,0,1,19,4,1,157,2.5,,,
Tim Horton,40,TOR,D,59,3,19,22,5,91,2,1,0,1,15,3,1,116,2.6,,,
Tim Horton,40,NYR,D,15,1,5,6,-7,16,0,1,0,0,4,1,0,41,2.4,,,
Reggie Fleming,33,PHI,LW,65,9,18,27,-4,134,6,3,0,1,14,3,1,129,7.0,,,
Ted Irvine,25,2TM,LW,75,11,16,27,-25,38,9,2,0,0,14,2,0,148,7.4,,,
Ted Irvine,25,LAK,LW,58,11,13,24,-20,28,9,2,0,0,12,1,0,120,9.2,,,
Ted Irvine,25,NYR,LW,17,0,3,3,-5,10,0,0,0,0,2,1,0,28,0.0,,,
Val Fonteyne,36,PIT,LW,68,11,15,26,-4,2,7,3,1,1,11,4,0,73,15.1,,,
Keith McCreary,29,PIT,LW,60,18,8,26,-8,67,14,4,0,2,5,3,0,134,13.4,,,
Glen Sather,26,PIT,LW,76,12,14,26,-12,114,10,2,0,0,10,4,0,127,9.4,,,
Rod Seiling,25,NYR,D,76,5,21,26,40,68,4,1,0,0,17,2,2,176,2.8,,,
Wayne Carleton,23,2TM,LW,49,6,20,26,6,29,6,0,0,1,16,4,0,86,7.0,,,
Wayne Carleton,23,TOR,LW,7,0,1,1,0,6,0,0,0,0,1,0,0,6,0.0,,,
Wayne Carleton,23,BOS,LW,42,6,19,25,6,23,6,0,0,1,15,4,0,80,7.5,,,
Terry Ball,25,PHI,D,61,7,18,25,-10,20,3,3,1,0,3,15,0,98,7.1,,,
Doug Jarrett,25,CBH,D,72,4,20,24,36,78,3,1,0,2,18,1,1,134,3.0,,,
Keith Magnuson,22,CBH,D,76,0,24,24,38,213,0,0,0,0,22,1,1,77,0.0,,,Calder-3
Don Marshall,37,NYR,LW,57,9,15,24,8,6,7,2,0,3,12,0,3,81,11.1,,,
Jimmy Peters,25,LAK,C,74,15,9,24,-12,10,10,2,3,2,7,2,0,118,12.7,,,
Dallas Smith,28,BOS,D,75,7,17,24,8,119,5,1,1,1,15,0,2,160,4.4,,,
Ron Stewart,37,NYR,RW,76,14,10,24,8,14,9,1,4,5,7,1,2,109,12.8,,,
Gilles Marotte,24,2TM,D,72,5,19,24,-10,84,5,0,0,1,15,4,0,158,3.2,,,
Gilles Marotte,24,CBH,D,51,5,13,18,-2,52,5,0,0,1,10,3,0,101,5.0,,,
Gilles Marotte,24,LAK,D,21,0,6,6,-8,32,0,0,0,0,5,1,0,57,0.0,,,
Gary Bergman,31,DET,D,69,6,17,23,5,122,5,1,0,1,11,4,2,146,4.1,,,
Wally Boyer,32,PIT,C,72,11,12,23,-5,34,9,2,0,1,7,5,0,112,9.8,,,
Jim Lorentz,22,BOS,C,68,7,16,23,15,32,5,2,0,0,15,1,0,92,7.6,,,
Lou Nanne,28,MNS,D,74,3,20,23,-7,75,2,1,0,0,12,8,0,96,3.1,,,
Jim Neilson,29,NYR,D,62,3,20,23,24,75,3,0,0,0,12,7,1,204,1.5,,,Norris-5
Brit Selby,24,TOR,LW,74,10,13,23,-7,40,8,1,1,3,10,3,0,88,11.4,,,
Ace Bailey,21,BOS,LW,58,11,11,22,16,82,9,2,0,2,11,0,0,78,14.1,,,
Nick Harbaruk,26,PIT,RW,74,5,17,22,-9,56,3,2,0,1,14,3,0,119,4.2,,,
Terry Harper,30,MTL,D,75,4,18,22,26,109,4,0,0,0,18,0,0,60,6.7,,,
Skip Krake,26,LAK,RW,58,5,17,22,-26,86,2,2,1,0,13,4,0,101,5.0,,,
Ron Harris,27,DET,D,72,2,19,21,15,99,2,0,0,0,13,6,0,126,1.6,,,
Claude Provost,36,MTL,RW,65,10,11,21,5,24,8,1,1,1,11,0,0,120,8.3,,,
J.C. Tremblay,31,MTL,D,58,2,19,21,5,7,1,1,0,0,8,11,0,77,2.6,,,
Jim Harrison,22,2TM,C,54,10,11,21,7,52,9,1,0,0,11,0,0,62,16.1,,,
Jim Harrison,22,BOS,C,23,3,1,4,5,16,3,0,0,0,1,0,0,19,15.8,,,
Jim Harrison,22,TOR,C,31,7,10,17,2,36,6,1,0,0,10,0,0,43,16.3,,,
Dale Rolfe,29,2TM,D,75,3,18,21,-16,89,3,0,0,1,16,2,0,177,1.7,,,
Dale Rolfe,29,LAK,D,55,1,9,10,-25,77,1,0,0,0,8,1,0,115,0.9,,,
Dale Rolfe,29,DET,D,20,2,9,11,9,12,2,0,0,1,8,1,0,62,3.2,,,
Norm Ferguson,24,OAK,RW,72,11,9,20,-18,19,9,2,0,2,7,2,0,125,8.8,,,
Ted Harris,33,MTL,D,74,3,17,20,8,116,3,0,0,0,17,0,0,65,4.6,,,
Harry Howell,37,OAK,D,55,4,16,20,-16,52,1,3,0,3,12,4,0,147,2.7,,,ASG
Jim Morrison,38,PIT,D,59,5,15,20,-18,40,3,2,0,0,6,9,0,135,3.7,,,
Bill White,30,2TM,D,61,4,16,20,-13,39,1,3,0,0,12,4,0,94,4.3,,,ASG
Bill White,30,LAK,D,40,4,11,15,-16,21,1,3,0,0,9,2,0,62,6.5,,,
Bill White,30,CBH,D,21,0,5,5,3,18,0,0,0,0,3,2,0,32,0.0,,,
Bob Baun,33,DET,D,71,1,18,19,8,110,1,0,0,0,17,1,0,112,0.9,,,
Lew Morrison,21,PHI,RW,66,9,10,19,-3,19,6,3,0,3,10,0,0,130,6.9,,,
Ron Anderson,24,STL,RW,59,9,9,18,9,36,8,1,0,0,8,1,0,107,8.4,,,
Floyd Smith,34,TOR,RW,61,4,14,18,-3,13,4,0,0,0,13,1,0,73,5.5,,,
Bob Wall,27,LAK,D,70,5,13,18,-25,26,0,5,0,1,4,9,0,116,4.3,,,
André Boudrias,26,STL,C,50,3,14,17,7,20,2,1,0,2,14,0,0,95,3.2,,,
Jim Dorey,22,TOR,D,46,6,11,17,9,99,6,0,0,0,8,2,1,122,4.9,,,
Danny Lawson,22,MNS,RW,45,9,8,17,-3,19,9,0,0,0,8,0,0,58,15.5,,,
Pete Mahovlich,23,MTL,C,35,9,8,17,9,51,8,1,0,2,6,2,0,75,12.0,,,
Jean-Guy Talbot,37,STL,D,75,2,15,17,18,40,1,0,1,0,13,2,0,60,3.3,,,
Charlie Burns,33,MNS,LW,50,3,13,16,-4,10,2,0,1,0,9,0,4,61,4.9,,,
Barry Gibbs,21,MNS,D,56,3,13,16,-12,182,3,0,0,1,8,3,2,100,3.0,,,
Bert Marshall,26,OAK,D,72,1,15,16,-22,109,1,0,0,0,9,5,1,130,0.8,,,
Garry Peters,27,PHI,C,59,6,10,16,-9,69,5,1,0,0,8,1,1,102,5.9,,,
Duane Rupp,31,PIT,D,64,2,14,16,-11,18,1,1,0,0,8,6,0,105,1.9,,,
Juha Widing,22,2TM,C,48,7,9,16,2,12,5,2,0,0,8,1,0,102,6.9,,,
Juha Widing,22,NYR,C,44,7,7,14,3,10,5,2,0,0,7,0,0,90,7.8,,,
Juha Widing,22,LAK,C,4,0,2,2,-1,2,0,0,0,0,1,1,0,12,0.0,,,
Réal Lemieux,25,2TM,LW,73,6,10,16,-2,61,6,0,0,1,10,0,0,77,7.8,,,
Réal Lemieux,25,NYR,LW,55,4,6,10,1,51,4,0,0,0,6,0,0,49,8.2,,,
Réal Lemieux,25,LAK,LW,18,2,4,6,-3,10,2,0,0,1,4,0,0,28,7.1,,,
Matt Ravlich,31,2TM,D,67,3,13,16,-1,67,3,0,0,1,12,1,0,44,6.8,,,
Matt Ravlich,31,DET,D,46,0,6,6,7,33,0,0,0,0,6,0,0,25,0.0,,,
Matt Ravlich,31,LAK,D,21,3,7,10,-8,34,3,0,0,1,6,1,0,19,15.8,,,
Leo Boivin,37,MNS,D,69,3,12,15,-2,30,3,0,0,0,11,0,1,95,3.2,,,
Christian Bordeleau,22,MTL,LW,48,2,13,15,2,18,2,0,0,0,13,0,0,51,3.9,,,
Brian Glennie,23,TOR,D,52,1,14,15,-5,50,1,0,0,0,12,0,2,44,2.3,,,
Earl Heiskala,27,PHI,LW,65,8,7,15,-15,171,8,0,0,0,6,1,0,114,7.0,,,
Al Karlander,23,DET,C,41,5,10,15,8,6,5,0,0,0,10,0,0,41,12.2,,,
Rick Ley,21,TOR,D,48,2,13,15,-17,102,1,1,0,0,12,0,1,52,3.8,,,
Dick Duff,33,2TM,LW,49,6,9,15,-22,12,6,0,0,0,6,3,0,58,10.3,,,
Dick Duff,33,MTL,LW,17,1,1,2,-7,4,1,0,0,0,0,1,0,21,4.8,,,
Dick Duff,33,LAK,LW,32,5,8,13,-15,8,5,0,0,0,6,2,0,37,13.5,,,
Orland Kurtenbach,33,NYR,C,53,4,10,14,4,47,3,1,0,0,10,0,0,89,4.5,,,
Dick Mattiussi,31,OAK,D,65,4,10,14,-21,38,4,0,0,0,7,3,0,55,7.3,,,
Brian Perry,25,OAK,LW,34,6,8,14,-2,14,6,0,0,0,7,1,0,41,14.6,,,
Bob Plager,26,STL,D,64,3,11,14,1,113,3,0,0,0,10,0,1,83,3.6,,,
Joe Watson,26,PHI,D,54,3,11,14,0,28,2,1,0,0,9,1,1,102,2.9,,,
Howie Menard,27,2TM,C,57,4,10,14,1,24,4,0,0,0,8,1,1,62,6.5,,,
Howie Menard,27,CBH,C,19,2,3,5,6,8,2,0,0,0,3,0,0,10,20.0,,,
Howie Menard,27,OAK,C,38,2,7,9,-5,16,2,0,0,0,5,1,1,52,3.8,,,
Don Awrey,26,BOS,D,73,3,10,13,29,120,3,0,0,0,10,0,0,96,3.1,,,
Billy Dea,36,DET,C,70,10,3,13,4,6,10,0,0,3,3,0,0,63,15.9,,,
Larry Cahan,36,LAK,D,70,4,8,12,-43,50,2,2,0,0,7,0,1,95,4.2,,,
Dennis Hextall,26,LAK,C,28,5,7,12,-22,40,3,2,0,0,5,2,0,34,14.7,,,
Don Marcotte,22,BOS,LW,35,9,3,12,-3,14,9,0,0,1,3,0,0,73,12.3,,,
Tracy Pratt,26,PIT,D,65,5,7,12,-30,124,5,0,0,1,7,0,0,73,6.8,,,
Bob Blackburn,31,PIT,D,60,4,7,11,-14,51,4,0,0,1,6,1,0,49,8.2,,,
Terry Clancy,26,TOR,RW,52,6,5,11,4,31,6,0,0,1,5,0,0,77,7.8,,,
Terry Crisp,26,STL,C,26,5,6,11,0,2,5,0,0,1,4,2,0,44,11.4,,,
Don O'Donoghue,20,OAK,RW,68,5,6,11,-28,21,5,0,0,1,5,1,0,55,9.1,,,
Mike Corrigan,24,LAK,RW,36,6,4,10,-17,30,4,2,0,1,3,1,0,67,9.0,,,
Bob Dillabough,28,OAK,LW,52,5,5,10,-18,16,3,1,1,0,3,1,1,45,11.1,,,
Larry Hale,28,PHI,D,53,1,9,10,-1,28,1,0,0,0,8,0,1,34,2.9,,,
Rick Smith,21,BOS,D,69,2,8,10,13,65,2,0,0,1,7,1,0,94,2.1,,,
Ed Van Impe,29,PHI,D,65,0,10,10,-1,117,0,0,0,0,9,1,0,81,0.0,,,
Bryan Watson,27,PIT,D,61,1,9,10,1,189,1,0,0,0,9,0,0,61,1.6,,,
Bryan Campbell,25,2TM,C,46,5,5,10,-13,6,5,0,0,0,3,2,0,61,8.2,,,
Bryan Campbell,25,LAK,C,31,4,4,8,-15,4,4,0,0,0,2,2,0,54,7.4,,,
Bryan Campbell,25,CBH,C,15,1,1,2,2,2,1,0,0,0,1,0,0,7,14.3,,,
Garry Monahan,23,2TM,LW,72,3,7,10,-14,36,3,0,0,1,7,0,0,59,5.1,,,
Garry Monahan,23,DET,LW,51,3,4,7,-7,24,3,0,0,1,4,0,0,44,6.8,,,
Garry Monahan,23,LAK,LW,21,0,3,3,-7,12,0,0,0,0,3,0,0,15,0.0,,,
Joe Hardy,24,OAK,C,23,5,4,9,-8,20,3,1,1,1,3,1,0,38,13.2,,,
Wayne Muloin,28,OAK,D,71,3,6,9,-19,53,1,1,1,0,4,2,0,64,4.7,,,
Gary Doak,23,BOS,D,44,1,7,8,7,63,1,0,0,1,7,0,0,36,2.8,,,
Wayne Hillman,31,PHI,D,68,3,5,8,-1,69,3,0,0,0,4,1,0,79,3.8,,,
Dale Hoganson,20,LAK,D,49,1,7,8,-23,37,1,0,0,0,5,2,0,57,1.8,,,
Brent Hughes,26,LAK,D,52,1,7,8,-34,108,1,0,0,0,5,2,0,64,1.6,,,
Larry Mickey,26,MTL,RW,21,4,4,8,-10,4,1,3,0,2,3,1,0,38,10.5,,,
Tom Reid,23,MNS,D,66,1,7,8,-10,51,1,0,0,1,7,0,0,89,1.1,,,
Jim Wiste,23,CBH,LW,26,0,8,8,1,8,0,0,0,0,7,1,0,11,0.0,,,
Dick Cherry,32,PHI,D,68,3,4,7,-27,23,2,0,1,1,2,2,0,99,3.0,,,
Terry Gray,31,STL,RW,28,2,5,7,1,17,2,0,0,2,4,1,0,63,3.2,,,
Ron Murphy,36,BOS,LW,20,2,5,7,1,8,2,0,0,2,5,0,0,35,5.7,,,
John Miszuk,29,MNS,D,50,0,6,6,-1,51,0,0,0,0,5,0,1,34,0.0,,,
Ray Fortin,28,STL,D,57,1,4,5,3,19,1,0,0,0,2,2,0,66,1.5,,,
Lucien Grenier,23,MTL,RW,23,2,3,5,1,2,2,0,0,1,3,0,0,25,8.0,,,
Al Hamilton,23,NYR,D,59,0,5,5,-7,54,0,0,0,0,5,0,0,42,0.0,,,
Marshall Johnston,28,MNS,D,28,0,5,5,1,14,0,0,0,0,1,4,0,48,0.0,,,
Noel Picard,31,STL,D,39,1,4,5,0,88,0,1,0,0,4,0,0,31,3.2,,,
Bill Plager,24,STL,D,24,1,4,5,-5,30,1,0,0,0,4,0,0,23,4.3,,,
Pat Quinn,27,TOR,D,59,0,5,5,-16,90,0,0,0,0,5,0,0,47,0.0,,,
Marc Tardif,20,MTL,LW,18,3,2,5,0,29,2,1,0,0,2,0,0,25,12.0,,,
Howie Hughes,30,LAK,RW,21,0,4,4,-6,0,0,0,0,0,2,1,1,18,0.0,,,
Walt McKechnie,22,MNS,C,20,1,3,4,-5,21,1,0,0,0,3,0,0,16,6.3,,,
Mike McMahon,28,2TM,D,14,1,3,4,2,19,0,1,0,0,2,1,0,12,8.3,,,
Mike McMahon,28,DET,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mike McMahon,28,PIT,D,12,1,3,4,2,19,0,1,0,0,2,1,0,12,8.3,,,
Mike Pelyk,22,TOR,D,36,1,3,4,-10,37,1,0,0,0,3,0,0,47,2.1,,,
Poul Popiel,26,DET,D,32,0,4,4,5,31,0,0,0,0,4,0,0,22,0.0,,,
Paul Shmyr,24,CBH,D,24,0,4,4,9,26,0,0,0,0,4,0,0,13,0.0,,,
Bill Speer,27,BOS,D,27,1,3,4,7,4,1,0,0,0,2,1,0,5,20.0,,,
Gene Ubriaco,32,2TM,LW,37,2,2,4,-2,6,2,0,0,0,1,1,0,20,10.0,,,
Gene Ubriaco,32,OAK,LW,15,1,1,2,-1,4,1,0,0,0,1,0,0,13,7.7,,,
Gene Ubriaco,32,CBH,LW,22,1,1,2,-1,2,1,0,0,0,0,1,0,7,14.3,,,
Al Arbour,37,STL,D,68,0,3,3,7,85,0,0,0,0,3,0,0,30,0.0,,,
Larry Brown,22,NYR,D,15,0,3,3,6,8,0,0,0,0,2,1,0,17,0.0,,,
Norm Dennis,27,STL,C,5,3,0,3,0,5,2,1,0,0,0,0,0,8,37.5,,,
Jack Egers,21,NYR,LW,6,3,0,3,0,2,1,2,0,0,0,0,0,18,16.7,,,
Camille Henry,37,STL,C,4,1,2,3,-1,0,0,1,0,0,1,1,0,5,20.0,,,
Rick Kessell,20,PIT,C,8,1,2,3,0,2,1,0,0,0,1,1,0,15,6.7,,,
Don Luce,21,NYR,C,12,1,2,3,-1,8,1,0,0,0,2,0,0,20,5.0,,,
