Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Martin Gélinas,26,VAN,LW,74,35,33,68,6,42,28,6,1,3,27,5,1,177,19.8,,,
Sandis Ozoliņš,24,COL,D,80,23,45,68,4,88,10,13,0,4,15,29,1,232,9.9,,,"ASG,ASnhl-2,Norris-3"
Theo Fleury,28,CGY,RW,81,29,38,67,-12,104,18,9,2,3,22,15,1,336,8.6,,,ASG
Steve Rucchin,25,MDA,C,79,19,48,67,26,24,12,6,1,2,36,10,2,153,12.4,,,
Geoff Sanderson,24,HAR,LW,82,36,31,67,-9,29,23,12,1,4,20,11,0,297,12.1,,,ASG
Andrew Cassels,27,HAR,C,81,22,44,66,-16,46,14,8,0,2,28,14,2,142,15.5,,,
Valeri Kamensky,30,COL,LW,68,28,38,66,5,38,20,8,0,4,20,18,0,165,17.0,,,
Travis Green,26,NYI,C,79,23,41,64,-5,38,13,10,0,3,32,9,0,177,13.0,,,
Sergei Fedorov,27,DET,C,74,30,33,63,29,30,19,9,2,4,26,6,1,273,11.0,,,Selke-9
Mike Gartner,37,PHX,RW,82,32,31,63,-11,38,18,13,1,7,19,12,0,271,11.8,,,
Owen Nolan,24,SJS,RW,72,31,32,63,-19,155,21,10,0,3,22,10,0,225,13.8,,,ASG
Jeff Friesen,20,SJS,LW,82,28,34,62,-8,75,20,6,2,5,26,7,1,200,14.0,,,
Chris Gratton,21,TBL,C,82,30,32,62,-28,201,21,9,0,4,23,9,0,230,13.0,,,
Bobby Holík,26,NJD,C,82,23,39,62,24,54,18,5,0,6,31,8,0,192,12.0,,,
Alexei Zhamnov,26,CHI,C,74,20,42,62,18,56,13,6,1,2,24,16,2,208,9.6,,,
Robert Reichel,25,2TM,C,82,21,41,62,5,26,14,6,1,3,27,14,0,214,9.8,,,
Robert Reichel,25,CGY,C,70,16,27,43,-2,22,10,6,0,3,16,11,0,181,8.8,,,
Robert Reichel,25,NYI,C,12,5,14,19,7,4,4,0,1,0,11,3,0,33,15.2,,,
Dave Andreychuk,33,NJD,LW,82,27,34,61,38,48,22,4,1,2,29,5,0,233,11.6,,,Selke-11
Adam Graves,28,NYR,LW,82,33,28,61,10,66,19,10,4,3,20,6,2,269,12.3,,,
Ryan Smyth,20,EDM,LW,82,39,22,61,-7,76,19,20,0,4,18,4,0,265,14.7,,,ASnhl-6
Dino Ciccarelli,36,TBL,RW,77,35,25,60,-11,116,23,12,0,6,19,6,0,229,15.3,,,ASG
Adam Deadmarsh,21,COL,RW,78,33,27,60,8,136,20,10,3,4,12,14,1,198,16.7,,,ASnhl-7
Dave Gagner,32,CGY,C,82,27,33,60,2,48,18,9,0,4,18,12,3,228,11.8,,,
Brian Savage,25,MTL,LW,81,23,37,60,-14,39,18,5,0,2,30,7,0,219,10.5,,,
Ray Sheppard,30,FLA,RW,68,29,31,60,4,4,16,13,0,7,22,9,0,226,12.8,,,Byng-12
Rod Brind'Amour,26,PHI,C,82,27,32,59,2,41,17,8,2,3,25,5,2,205,13.2,,,
Andrei Kovalenko,26,EDM,RW,74,32,27,59,-5,81,18,14,0,2,16,11,0,163,19.6,,,
Mikael Renberg,24,PHI,RW,77,22,37,59,36,65,21,1,0,4,29,8,0,249,8.8,,,
Derek King,29,2TM,LW,82,26,33,59,-6,22,20,6,0,3,27,6,0,181,14.4,,,
Derek King,29,NYI,LW,70,23,30,53,-6,20,18,5,0,3,24,6,0,153,15.0,,,
Derek King,29,HAR,LW,12,3,3,6,0,2,2,1,0,0,3,0,0,28,10.7,,,
Jason Arnott,22,EDM,C,67,19,38,57,-21,92,8,10,1,2,16,22,0,248,7.7,,,ASG
Geoff Courtnall,34,STL,LW,82,17,40,57,3,86,13,4,0,2,30,10,0,203,8.4,,,
Nicklas Lidström,26,DET,D,79,15,42,57,11,30,7,8,0,1,19,22,1,214,7.0,,,"ASnhl-6,Byng-14,Norris-6"
Dmitri Khristich,27,LAK,C,75,19,37,56,8,38,16,3,0,2,29,6,2,135,14.1,,,ASG
Saku Koivu,22,MTL,C,50,17,39,56,7,38,12,5,0,3,26,12,1,135,12.6,,,
Scott Mellanby,30,FLA,RW,82,27,29,56,7,170,17,9,1,4,23,6,0,221,12.2,,,
Bryan Smolinski,25,NYI,LW,64,28,28,56,9,25,19,9,0,1,19,9,0,183,15.3,,,
Pavel Bure,25,VAN,RW,63,23,32,55,-14,40,18,4,1,2,22,8,2,265,8.7,,,ASG
John Cullen,32,TBL,C,70,18,37,55,-14,95,13,5,0,2,19,18,0,116,15.5,,,
Martin Ručinský,25,MTL,LW,70,28,27,55,1,62,19,6,3,3,18,9,0,172,16.3,,,
Oleg Tverdovsky,20,PHX,D,82,10,45,55,-5,30,6,3,1,2,18,27,0,144,6.9,,,"ASG,ASnhl-13,Norris-10"
Eddie Olczyk,30,2TM,RW,79,25,30,55,-14,51,19,5,1,5,17,13,0,195,12.8,,,
Eddie Olczyk,30,LAK,RW,67,21,23,44,-22,45,15,5,1,5,12,11,0,166,12.7,,,
Eddie Olczyk,30,PIT,RW,12,4,7,11,8,6,4,0,0,0,5,2,0,29,13.8,,,
Kevin Hatcher,30,PIT,D,80,15,39,54,11,103,6,9,0,1,22,16,1,199,7.5,,,"ASG,ASnhl-9,Norris-12"
Igor Larionov,36,DET,C,64,12,42,54,31,26,9,2,1,4,26,15,1,95,12.6,,,
John MacLean,32,NJD,RW,80,29,25,54,11,49,24,5,0,6,22,3,0,254,11.4,,,Selke-10
Craig Janney,29,PHX,C,77,15,38,53,-1,26,10,5,0,1,30,8,0,88,17.0,,,
Derek Plante,26,BUF,C,82,27,26,53,14,24,22,5,0,6,20,5,1,191,14.1,,,
Pat Verbeek,32,DAL,RW,81,17,36,53,3,128,12,5,0,4,27,9,0,172,9.9,,,
Mike Ridley,33,VAN,C,75,20,32,52,0,42,17,3,0,5,24,8,0,79,25.3,,,
Niklas Sundström,21,NYR,RW,82,24,28,52,23,20,18,5,1,4,24,2,2,132,18.2,,,Selke-6
German Titov,31,CGY,LW,79,22,30,52,-12,36,10,12,0,4,17,13,0,192,11.5,,,
Dmitri Mironov,31,2TM,D,77,13,39,52,16,101,9,3,1,2,18,21,0,177,7.3,,,"ASnhl-15,Norris-18"
Dmitri Mironov,31,PIT,D,15,1,5,6,-4,24,1,0,0,1,3,2,0,19,5.3,,,
Dmitri Mironov,31,MDA,D,62,12,34,46,20,77,8,3,1,1,15,19,0,158,7.6,,,
Alexandre Daigle,21,OTT,RW,82,26,25,51,-33,33,22,4,0,5,11,14,0,203,12.8,,,
Ted Donato,27,BOS,LW,67,25,26,51,-9,37,17,6,2,2,20,5,1,172,14.5,,,
Brian Holzinger,24,BUF,C,81,22,29,51,9,54,18,2,2,6,23,5,1,142,15.5,,,
Joe Nieuwendyk,30,DAL,C,66,30,21,51,-5,32,22,8,0,2,11,10,0,173,17.3,,,
Keith Primeau,25,HAR,C,75,26,25,51,-3,161,17,6,3,2,19,4,2,169,15.4,,,
Cliff Ronning,31,PHX,C,69,19,32,51,-9,26,11,8,0,2,17,15,0,171,11.1,,,
Donald Audette,27,BUF,RW,73,28,22,50,-6,48,20,8,0,5,16,6,0,182,15.4,,,
Ray Bourque,36,BOS,D,62,19,31,50,-11,18,10,8,1,3,17,9,5,230,8.3,,,"ASG,ASnhl-7,Byng-10,Norris-7"
Jarome Iginla,19,CGY,RW,82,21,29,50,-4,37,12,8,1,3,17,9,3,169,12.4,,,"AR-1,Calder-2"
Rob Zamuner,27,TBL,LW,82,17,33,50,3,56,13,0,4,3,29,0,4,216,7.9,,,Selke-7
Wendel Clark,30,TOR,LW,65,30,19,49,-2,75,24,6,0,6,13,6,0,212,14.2,,,
Darren McCarty,24,DET,RW,68,19,30,49,14,126,14,5,0,6,19,11,0,171,11.1,,,
Michael Peca,22,BUF,C,79,20,29,49,26,80,9,5,6,4,22,4,3,137,14.6,,,Selke-1
Marty McInnis,26,2TM,C,80,23,26,49,-8,22,17,5,1,4,17,7,2,182,12.6,,,
Marty McInnis,26,NYI,C,70,20,22,42,-7,20,15,4,1,4,14,6,2,163,12.3,,,
Marty McInnis,26,CGY,C,10,3,4,7,-1,2,2,1,0,0,3,1,0,19,15.8,,,
Stu Barnes,26,2TM,C,81,19,30,49,-23,26,14,5,0,3,22,7,1,176,10.8,,,
Stu Barnes,26,FLA,C,19,2,8,10,-3,10,1,1,0,0,4,4,0,44,4.5,,,
Stu Barnes,26,PIT,C,62,17,22,39,-20,16,13,4,0,3,18,3,1,132,12.9,,,
Bryan Berard,19,NYI,D,82,8,40,48,1,86,5,3,0,1,23,17,0,172,4.7,,,"ASnhl-14,AR-1,Calder-1,Norris-11"
Chris Chelios,35,CHI,D,72,10,38,48,16,112,8,2,0,2,19,18,1,194,5.2,,,"ASG,ASnhl-3,Norris-4"
Jason Dawe,23,BUF,RW,81,22,26,48,14,32,17,4,1,3,17,8,1,136,16.2,,,
Kevin Dineen,33,HAR,RW,78,19,29,48,-6,141,11,8,0,5,21,7,1,185,10.3,,,
Luc Robitaille,30,NYR,LW,69,24,24,48,16,48,19,5,0,4,15,9,0,200,12.0,,,
Darryl Sydor,24,DAL,D,82,8,40,48,37,51,6,2,0,2,19,21,0,142,5.6,,,"ASnhl-8,Norris-7"
Keith Jones,28,2TM,RW,78,25,23,48,3,118,10,14,1,7,17,6,0,170,14.7,,,
Keith Jones,28,WSH,RW,11,2,3,5,-2,13,1,1,0,0,3,0,0,12,16.7,,,
Keith Jones,28,COL,RW,67,23,20,43,5,105,9,13,1,7,14,6,0,158,14.6,,,
Mariusz Czerkawski,24,EDM,LW,76,26,21,47,0,16,22,4,0,3,16,5,0,182,14.3,,,
Steve Duchesne,31,OTT,D,78,19,28,47,-9,38,7,10,2,3,18,10,0,208,9.1,,,"ASnhl-12,Norris-15"
Bill Guerin,26,NJD,RW,82,29,18,47,-2,95,22,7,0,9,14,4,0,177,16.4,,,
Éric Desjardins,27,PHI,D,82,12,34,46,25,50,6,5,1,1,22,11,1,183,6.6,,,"ASnhl-10,Norris-9"
Ray Ferraro,32,LAK,C,81,25,21,46,-22,112,14,11,0,2,15,6,0,152,16.4,,,
Dale Hunter,36,WSH,C,82,14,32,46,-2,125,11,3,0,5,23,9,0,110,12.7,,,"ASG,Selke-13"
Stéphane Richer,30,MTL,RW,63,22,24,46,0,32,20,2,0,2,20,4,0,126,17.5,,,
Trent Klatt,26,PHI,RW,76,24,21,45,9,20,14,5,5,5,18,3,0,131,18.3,,,
Vyacheslav Kozlov,24,DET,C,75,23,22,45,21,46,20,3,0,6,16,6,0,211,10.9,,,
Joe Murphy,29,STL,RW,75,20,25,45,-1,69,15,4,1,2,17,7,1,151,13.2,,,
Bernie Nicholls,35,SJS,C,65,12,33,45,-21,63,9,2,1,0,18,12,3,137,8.8,,,
Brian Rolston,23,NJD,LW,81,18,27,45,6,20,14,2,2,3,20,7,0,237,7.6,,,
Róbert Švehla,28,FLA,D,82,13,32,45,2,86,8,5,0,3,18,14,0,159,8.2,,,"ASG,ASnhl-15,Norris-14"
Dixon Ward,28,BUF,RW,79,13,32,45,17,36,10,1,2,4,27,3,2,93,14.0,,,
Larry Murphy,35,2TM,D,81,9,36,45,3,20,4,5,0,1,18,18,0,158,5.7,,,
Larry Murphy,35,TOR,D,69,7,32,39,1,20,3,4,0,0,16,16,0,137,5.1,,,
Larry Murphy,35,DET,D,12,2,4,6,2,0,1,1,0,1,2,2,0,21,9.5,,,
Janne Niinimaa,21,PHI,D,77,4,40,44,12,58,3,1,0,2,17,23,0,141,2.8,,,"AR-1,Calder-4"
Niklas Andersson,25,NYI,LW,74,12,31,43,4,57,10,1,1,1,24,5,2,122,9.8,,,
Matthew Barnaby,23,BUF,RW,68,19,24,43,16,249,17,2,0,1,22,2,0,121,15.7,,,
Jim Campbell,23,STL,RW,68,23,20,43,3,68,18,5,0,6,13,5,2,169,13.6,,,"AR-1,Calder-3"
Benoît Hogue,30,DAL,LW,73,19,24,43,8,54,14,5,0,5,18,6,0,131,14.5,,,
Jere Lehtinen,23,DAL,RW,63,16,27,43,26,2,12,3,1,2,21,3,3,134,11.9,,,"Byng-13,Selke-3"
Al MacInnis,33,STL,D,72,13,30,43,2,65,6,6,1,1,17,11,2,296,4.4,,,ASG
Sergei Zubov,26,DAL,D,78,13,30,43,19,24,12,1,0,3,19,9,2,133,9.8,,,"ASnhl-19,Norris-13"
Joé Juneau,29,WSH,LW,58,15,27,42,-11,8,5,9,1,3,18,9,0,124,12.1,,,
Steve Konowalchuk,24,WSH,LW,78,17,25,42,-3,67,14,2,1,3,19,5,1,155,11.0,,,
Tomas Sandström,32,2TM,RW,74,18,24,42,6,69,15,1,2,2,17,7,0,139,12.9,,,
Tomas Sandström,32,PIT,RW,40,9,15,24,4,33,7,1,1,0,11,4,0,73,12.3,,,
Tomas Sandström,32,DET,RW,34,9,9,18,2,36,8,0,1,2,6,3,0,66,13.6,,,
Sergei Berezin,25,TOR,LW,73,25,16,41,-3,2,18,7,0,2,11,5,0,177,14.1,,,"AR-1,Calder-7"
Éric Dazé,21,CHI,RW,71,22,19,41,-4,16,11,11,0,4,15,4,0,176,12.5,,,
Viktor Kozlov,21,SJS,C,78,16,25,41,-16,40,12,4,0,4,17,8,0,184,8.7,,,
Markus Näslund,23,VAN,LW,78,21,20,41,-15,30,17,4,0,4,15,5,0,120,17.5,,,
Tony Granato,32,SJS,RW,76,25,15,40,-7,159,19,5,1,4,11,4,0,231,10.8,,,ASG
Roman Hamrlík,22,TBL,D,79,12,28,40,-29,57,6,6,0,0,11,16,1,238,5.0,,,
Phil Housley,32,WSH,D,77,11,29,40,-10,24,7,3,1,2,12,17,0,167,6.6,,,
Trevor Linden,26,VAN,C,49,9,31,40,5,27,5,2,2,2,24,6,1,84,10.7,,,Clancy-1
Kirk Muller,30,2TM,C,76,21,19,40,-25,89,10,10,1,4,14,5,0,174,12.1,,,
Kirk Muller,30,TOR,C,66,20,17,37,-23,85,10,9,1,3,13,4,0,153,13.1,,,
Kirk Muller,30,FLA,C,10,1,2,3,-2,4,0,1,0,1,1,1,0,21,4.8,,,
Rick Tocchet,32,2TM,RW,53,21,19,40,-3,98,17,4,0,2,17,2,0,157,13.4,,,
Rick Tocchet,32,BOS,RW,40,16,14,30,-3,67,13,3,0,1,12,2,0,120,13.3,,,
Rick Tocchet,32,WSH,RW,13,5,5,10,0,31,4,1,0,1,5,0,0,37,13.5,,,
Radek Dvořák,19,FLA,LW,78,18,21,39,-2,30,16,2,0,1,16,5,0,139,12.9,,,
Jamie Langenbrunner,21,DAL,C,76,13,26,39,-2,51,10,3,0,3,20,6,0,112,11.6,,,Calder-9
Dave Reid,32,DAL,LW,82,19,20,39,12,10,17,1,1,4,17,1,2,135,14.1,,,
Vladimir Tsyplakov,27,LAK,LW,67,16,23,39,8,12,15,1,0,2,18,5,0,118,13.6,,,
Kelly Buchberger,30,EDM,RW,81,8,30,38,4,159,8,0,0,3,26,0,4,78,10.3,,,
Nelson Emerson,29,HAR,RW,66,9,29,38,-21,34,6,2,1,2,14,15,0,194,4.6,,,
Garry Galley,33,BUF,D,71,4,34,38,10,102,2,1,1,1,21,13,0,84,4.8,,,ASnhl-20
Alexander Karpovtsev,26,NYR,D,77,9,29,38,1,59,2,6,1,0,16,13,0,84,10.7,,,
Vladimir Konstantinov,29,DET,D,77,5,33,38,38,151,5,0,0,0,24,7,2,141,3.5,,,"ASnhl-5,Norris-2"
Rob Niedermayer,22,FLA,C,60,14,24,38,4,54,11,3,0,2,16,7,1,136,10.3,,,
Valeri Zelepukin,28,NJD,LW,71,14,24,38,-10,36,11,3,0,2,21,3,0,111,12.6,,,
Miroslav Šatan,22,2TM,LW,76,25,13,38,-3,26,18,7,0,3,9,4,0,119,21.0,,,
Miroslav Šatan,22,EDM,LW,64,17,11,28,-4,22,12,5,0,2,7,4,0,90,18.9,,,
Miroslav Šatan,22,BUF,LW,12,8,2,10,1,4,6,2,0,1,2,0,0,29,27.6,,,
Fredrik Olausson,30,2TM,D,71,9,29,38,16,32,6,3,0,3,16,13,0,110,8.2,,,
Fredrik Olausson,30,MDA,D,20,2,9,11,-5,8,1,1,0,0,5,4,0,35,5.7,,,
Fredrik Olausson,30,PIT,D,51,7,20,27,21,24,5,2,0,3,11,9,0,75,9.3,,,
Steve Sullivan,22,2TM,C,54,13,25,38,14,37,10,3,0,3,19,5,1,108,12.0,,,Calder-9
Steve Sullivan,22,NJD,C,33,8,14,22,9,14,6,2,0,2,11,3,0,63,12.7,,,
Steve Sullivan,22,TOR,C,21,5,11,16,5,23,4,1,0,1,8,2,1,45,11.1,,,
Mike Sillinger,25,VAN,C,78,17,20,37,-3,25,11,3,3,2,18,1,1,112,15.2,,,
Darren Turcotte,28,SJS,C,65,16,21,37,-8,16,12,3,1,4,13,8,0,126,12.7,,,
Scott Young,29,COL,RW,72,18,19,37,-5,14,11,7,0,0,6,13,0,164,11.0,,,
Greg Adams,33,DAL,LW,50,21,15,36,27,2,16,5,0,4,9,6,0,113,18.6,,,
Randy Cunneyworth,35,OTT,LW,76,12,24,36,-7,99,6,6,0,3,20,4,0,115,10.4,,,
Dallas Drake,27,PHX,LW,63,17,19,36,-11,52,11,5,1,1,13,4,2,113,15.0,,,
Johan Garpenlöv,28,FLA,LW,53,11,25,36,10,47,10,1,0,1,18,7,0,83,13.3,,,
Michal Grošek,21,BUF,LW,82,15,21,36,25,71,14,1,0,2,17,4,0,117,12.8,,,
Eric Lacroix,25,COL,LW,81,18,18,36,16,26,16,2,0,4,17,1,0,141,12.8,,,
Stéphane Matteau,27,STL,LW,74,16,20,36,11,50,13,1,2,2,19,0,1,98,16.3,,,
Jason Woolley,27,2TM,D,60,6,30,36,4,30,4,2,0,1,17,13,0,86,7.0,,,
Jason Woolley,27,FLA,D,3,0,0,0,1,2,0,0,0,0,0,0,0,7,0.0,,,
Jason Woolley,27,PIT,D,57,6,30,36,3,28,4,2,0,1,17,13,0,79,7.6,,,
Valeri Bure,22,MTL,RW,64,14,21,35,4,6,10,4,0,2,13,8,0,131,10.7,,,
Shawn Burr,30,TBL,LW,74,14,21,35,5,106,13,1,0,3,17,4,0,128,10.9,,,
Murray Craven,32,CHI,C,75,8,27,35,0,12,6,2,0,1,20,7,0,122,6.6,,,
Jonas Höglund,24,CGY,LW,68,19,16,35,-4,12,16,3,0,6,5,11,0,189,10.1,,,Calder-16
Alex Kovalev,23,NYR,RW,45,13,22,35,11,42,12,1,0,0,14,8,0,110,11.8,,,
Jari Kurri,36,MDA,RW,82,13,22,35,-13,12,10,3,0,3,17,4,1,109,11.9,,,
Jyrki Lumme,30,VAN,D,66,11,24,35,8,32,6,5,0,2,13,10,1,107,10.3,,,
Scott Niedermayer,23,NJD,D,81,5,30,35,-4,64,2,3,0,3,15,15,0,159,3.1,,,
Chris Pronger,22,STL,D,79,11,24,35,15,143,7,4,0,0,13,11,0,147,7.5,,,"ASnhl-15,Norris-15"
Steven Rice,25,HAR,RW,78,21,14,35,-11,59,16,5,0,2,11,3,0,159,13.2,,,
Alexei Zhitnik,24,BUF,D,80,7,28,35,10,95,3,3,1,0,15,11,2,170,4.1,,,
Russ Courtnall,31,2TM,RW,61,11,24,35,1,26,8,2,1,2,16,7,1,125,8.8,,,
Russ Courtnall,31,VAN,RW,47,9,19,28,4,24,8,1,0,1,13,5,1,101,8.9,,,
Russ Courtnall,31,NYR,RW,14,2,5,7,-3,2,0,1,1,1,3,2,0,24,8.3,,,
Dale Hawerchuk,33,PHI,C,51,12,22,34,9,32,6,6,0,2,17,5,0,102,11.8,,,ASG
Bill Lindsay,25,FLA,LW,81,11,23,34,1,120,10,0,1,3,20,0,3,168,6.5,,,
Kevin Stevens,31,LAK,LW,69,14,20,34,-27,96,10,4,0,1,18,2,0,175,8.0,,,
Steve Thomas,33,NJD,RW,57,15,19,34,9,46,14,1,0,2,17,2,0,124,12.1,,,
Paul Coffey,35,2TM,D,57,9,25,34,11,38,7,1,1,2,17,8,0,110,8.2,,,"ASG,ASnhl-20"
Paul Coffey,35,HAR,D,20,3,5,8,0,18,2,1,0,1,3,2,0,39,7.7,,,
Paul Coffey,35,PHI,D,37,6,20,26,11,20,5,0,1,1,14,6,0,71,8.5,,,
Jason Allison,21,2TM,C,72,8,26,34,-6,34,6,2,0,1,17,9,0,99,8.1,,,
Jason Allison,21,WSH,C,53,5,17,22,-3,25,4,1,0,1,12,5,0,71,7.0,,,
Jason Allison,21,BOS,C,19,3,9,12,-3,9,2,1,0,0,5,4,0,28,10.7,,,
Brian Noonan,31,3TM,RW,73,12,22,34,-3,34,8,3,1,1,16,5,1,100,12.0,,,
Brian Noonan,31,STL,RW,13,2,5,7,2,0,2,0,0,0,5,0,0,13,15.4,,,
Brian Noonan,31,NYR,RW,44,6,9,15,-7,28,3,3,0,1,6,3,0,62,9.7,,,
Brian Noonan,31,VAN,RW,16,4,8,12,2,6,3,0,1,0,5,2,1,25,16.0,,,
Martin Lapointe,23,DET,RW,78,16,17,33,-14,167,10,5,1,1,12,5,0,149,10.7,,,
Todd Marchant,23,EDM,LW,79,14,19,33,11,44,10,0,4,3,16,3,0,202,6.9,,,
Alexander Selivanov,25,TBL,RW,69,15,18,33,-3,61,12,3,0,4,13,5,0,187,8.0,,,
Todd Warriner,23,TOR,LW,75,12,21,33,-3,41,8,2,2,0,16,5,0,146,8.2,,,
Ulf Dahlén,30,2TM,LW,73,14,19,33,-2,18,10,4,0,4,15,4,0,131,10.7,,,
Ulf Dahlén,30,SJS,LW,43,8,11,19,-11,8,5,3,0,1,8,3,0,78,10.3,,,
Ulf Dahlén,30,CHI,LW,30,6,8,14,9,10,5,1,0,3,7,1,0,53,11.3,,,
Mike Grier,22,EDM,RW,79,15,17,32,7,45,11,4,0,2,16,1,0,89,16.9,,,Calder-8
Boris Mironov,24,EDM,D,55,6,26,32,2,85,4,2,0,1,10,16,0,147,4.1,,,
Joel Otto,35,PHI,C,78,13,19,32,12,99,12,0,1,2,17,0,2,105,12.4,,,Selke-5
Denis Pederson,21,NJD,C,70,12,20,32,7,62,9,3,0,3,19,1,0,106,11.3,,,Calder-14
Shjon Podein,28,PHI,LW,82,14,18,32,7,41,14,0,0,4,16,1,1,153,9.2,,,
