Player,Age,Team,Pos,GP,G,A,PTS,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,TOI,ATOI,Awards
Doug Mohns,25,BOS,LW,47,6,24,30,40,5,1,0,2,14,9,1,,,ASG
Jack McIntyre,28,DET,LW,55,15,14,29,14,10,5,0,3,5,9,0,,,
Phil Goyette,25,MTL,RW,63,10,18,28,8,10,0,0,2,18,0,0,,,ASG
Bob Turner,25,MTL,D,68,4,24,28,66,3,0,1,1,21,2,1,,,ASG
Johnny Wilson,29,DET,LW,70,11,17,28,18,7,4,0,2,14,3,0,,,
Tim Horton,29,TOR,D,70,5,21,26,76,5,0,0,2,17,1,3,,,
Len Lunde,22,DET,C,68,14,12,26,15,8,6,0,1,7,5,0,,,
Nick Mickoski,31,DET,LW,66,11,15,26,20,6,2,3,2,11,4,0,,,
Gerry Ehman,26,2TM,RW,44,12,14,26,16,12,0,0,3,9,5,0,,,
Gerry Ehman,26,DET,RW,6,0,1,1,4,0,0,0,0,0,1,0,,,
Gerry Ehman,26,TOR,RW,38,12,13,25,12,12,0,0,3,9,4,0,,,
Jim Morrison,27,BOS,D,70,8,17,25,42,6,2,0,1,12,5,0,,,
Carl Brewer,20,TOR,D,69,3,21,24,123,1,2,0,0,19,2,0,,,"ASG,Calder-2"
Jean-Guy Gendron,24,BOS,LW,60,15,9,24,57,12,3,0,0,6,3,0,,,
André Pronovost,22,MTL,LW,70,9,14,23,48,9,0,0,1,14,0,0,,,ASG
Allan Stanley,32,TOR,D,70,1,22,23,47,1,0,0,0,10,9,3,,,
Danny Lewicki,27,CBH,LW,58,8,14,22,4,6,2,0,2,13,1,0,,,
Leo Boivin,26,BOS,D,70,5,16,21,94,5,0,0,0,12,2,2,,,
Fern Flaman,32,BOS,D,70,0,21,21,101,0,0,0,0,20,1,0,,,"ASG,Norris-5"
Red Kelly,31,DET,D,67,8,13,21,34,5,1,2,1,10,2,1,,,
Eddie Shack,21,NYR,LW,67,7,14,21,105,7,0,0,1,13,1,0,,,
Jean-Guy Talbot,26,MTL,D,69,4,17,21,77,4,0,0,0,17,0,0,,,
Jim Bartlett,26,NYR,LW,70,11,9,20,118,9,1,1,3,8,0,1,,,
Charlie Burns,22,DET,C,70,9,11,20,32,7,2,0,3,7,4,0,,,Calder-4
Hank Ciesla,24,NYR,C,69,6,14,20,21,6,0,0,2,13,1,0,,,
Doug Harvey,34,MTL,D,61,4,16,20,64,3,1,0,1,11,5,0,,,"ASG,ASnhl-2,Norris-4"
Norm Johnson,26,2TM,C,46,3,17,20,33,3,0,0,0,17,0,0,,,Calder-5
Norm Johnson,26,BOS,C,39,2,17,19,25,2,0,0,0,17,0,0,,,
Norm Johnson,26,CBH,C,7,1,0,1,8,1,0,0,0,0,0,0,,,
Kenny Wharram,25,CBH,RW,66,10,9,19,14,10,0,0,1,6,3,0,,,
Earl Balfour,26,CBH,LW,70,10,8,18,10,6,2,2,1,7,0,1,,,
Brian Cullen,25,TOR,C,59,4,14,18,10,4,0,0,0,10,4,0,,,
Lorne Ferguson,28,CBH,LW,67,7,10,17,44,6,1,0,0,10,0,0,,,
Larry Leach,22,BOS,C,29,4,12,16,26,4,0,0,1,10,2,0,,,
Moose Vasko,23,CBH,D,63,6,10,16,52,4,1,1,1,7,2,1,,,
Barry Cullen,23,TOR,RW,40,6,8,14,15,6,0,0,0,7,1,0,,,
Harry Howell,26,NYR,D,70,4,10,14,101,4,0,0,0,8,2,0,,,
Dutch Reibel,28,BOS,C,63,6,8,14,14,4,1,1,0,4,4,0,,,
Les Colwill,24,NYR,RW,69,7,6,13,16,5,0,2,3,5,0,1,,,
Lou Fontinato,27,NYR,D,64,7,6,13,149,7,0,0,1,6,0,0,,,
Larry Hillman,21,BOS,D,55,3,10,13,11,1,2,0,0,2,7,1,,,
Al Arbour,26,CBH,D,70,2,10,12,86,2,0,0,0,10,0,0,,,
Dave Creighton,28,TOR,C,34,3,9,12,4,2,1,0,0,5,4,0,,,
Pete Goegan,24,DET,D,67,1,11,12,109,1,0,0,0,8,3,0,,,
Dollard St. Laurent,29,CBH,D,70,4,8,12,28,2,2,0,0,6,2,0,,,
John Hanna,23,NYR,D,70,1,10,11,83,1,0,0,0,10,0,0,,,
Bob Armstrong,27,BOS,D,59,1,9,10,50,1,0,0,0,9,0,0,,,
Warren Godfrey,27,DET,D,69,6,4,10,44,6,0,0,0,3,1,0,,,
Bob Baun,22,TOR,D,51,1,8,9,87,1,0,0,0,8,0,0,,,
Jack Evans,30,CBH,D,70,1,8,9,75,1,0,0,0,7,1,0,,,
Glen Skov,28,CBH,C,70,3,5,8,4,2,0,1,0,3,1,1,,,
Claude Laforge,22,DET,LW,57,2,5,7,18,2,0,0,0,5,0,0,,,
John McKenzie,21,CBH,RW,32,3,4,7,20,3,0,0,0,3,1,0,,,
Billy McNeill,23,DET,RW,54,2,5,7,32,2,0,0,0,5,0,0,,,
Real Chevrefils,26,BOS,LW,30,1,5,6,8,1,0,0,1,5,0,0,,,
Marc Reaume,24,TOR,D,51,1,5,6,67,1,0,0,1,4,0,1,,,
Forbes Kennedy,23,DET,C,67,1,4,5,47,1,0,0,0,3,0,1,,,
Tom McCarthy,24,DET,LW,15,2,3,5,4,1,1,0,0,3,0,0,,,
Phil Maloney,31,CBH,C,24,2,2,4,4,2,0,0,1,2,0,0,,,
Gary Aldcorn,23,TOR,LW,5,0,3,3,2,0,0,0,0,3,0,0,,,
Jack Bownass,28,NYR,D,35,1,2,3,20,1,0,0,1,2,0,0,,,
Ian Cushenan,25,MTL,D,35,1,2,3,26,1,0,0,0,2,0,0,,,
Wally Hergesheimer,32,NYR,RW,22,3,0,3,6,3,0,0,1,0,0,0,,,
Chuck Holmes,24,DET,RW,15,0,3,3,6,0,0,0,0,3,0,0,,,
Earl Ingarfield,24,NYR,C,35,1,2,3,6,1,0,0,0,2,0,0,,,
Albert Langlois,24,MTL,D,48,0,3,3,22,0,0,0,0,3,0,0,,,ASG
Stu McNeill,20,DET,C,3,1,1,2,2,1,0,0,0,1,0,0,,,
Rudy Migay,30,TOR,C,19,1,1,2,4,0,0,1,0,0,1,0,,,
Jack Bionda,25,BOS,D,3,0,1,1,2,0,0,0,0,1,0,0,,,
Cummy Burton,22,DET,RW,14,0,1,1,7,0,0,0,0,1,0,0,,,
Larry Cahan,25,NYR,D,16,1,0,1,8,1,0,0,0,0,0,0,,,
Howie Glover,23,CBH,RW,13,0,1,1,2,0,0,0,0,1,0,0,,,
Stephen Kraftcheck,29,TOR,D,8,1,0,1,0,0,1,0,0,0,0,0,,,
Lou Marcon,23,DET,D,21,0,1,1,12,0,0,0,0,1,0,0,,,
Willie Marshall,27,TOR,C,9,0,1,1,2,0,0,0,0,1,0,0,,,
Stan Mikita,18,CBH,C,3,0,1,1,4,0,0,0,0,1,0,0,,,
Gus Mortson,34,DET,D,36,0,1,1,22,0,0,0,0,1,0,0,,,
Jacques Plante,30,MTL,G,67,0,1,1,11,,,,,1,,,4000:00,,"ASG,ASnhl-1,Vezina-1"
Gord Redahl,23,BOS,RW,18,0,1,1,0,0,0,0,0,1,0,0,,,
Gene Achtymichuk,26,DET,C,12,0,0,0,0,0,0,0,0,0,0,0,,,
Johnny Bower,34,TOR,G,39,0,0,0,2,,,,,0,,,2339:05,,
Ed Chadwick,25,TOR,G,31,0,0,0,0,,,,,0,,,1859:39,,
Claude Cyr,19,MTL,G,1,0,0,0,0,,,,,0,,,20:00,,
Dunc Fisher,31,DET,RW,7,0,0,0,0,0,0,0,0,0,0,0,,,
Bruce Gamble,20,NYR,G,2,0,0,0,0,,,,,0,,,180:00,,
Glenn Hall,27,CBH,G,70,0,0,0,0,,,,,0,,,4198:30,,
John Hendrickson,22,DET,D,3,0,0,0,2,0,0,0,0,0,0,0,,,
Charlie Hodge,25,MTL,G,2,0,0,0,0,,,,,0,,,120:00,,
Don Keenan,20,BOS,G,1,0,0,0,0,,,,,0,,,60:00,,
Julian Klymkiw,25,NYR,G,1,0,0,0,0,,,,,0,,,18:50,,
Harry Lumley,32,BOS,G,11,0,0,0,0,,,,,0,,,660:00,,
Bob Nevin,20,TOR,RW,2,0,0,0,2,0,0,0,0,0,0,0,,,
Marcel Paille,26,NYR,G,1,0,0,0,0,,,,,0,,,60:00,,
Bob Perreault,28,DET,G,3,0,0,0,0,,,,,0,,,180:00,,
Dan Poliziani,24,BOS,RW,1,0,0,0,0,0,0,0,0,0,0,0,,,
Noel Price,23,TOR,D,28,0,0,0,4,0,0,0,0,0,0,0,,,
Claude Pronovost,23,MTL,G,2,0,0,0,0,,,,,0,,,60:00,,
Terry Sawchuk,29,DET,G,67,0,0,0,12,,,,,0,,,4019:15,,"ASG,ASnhl-2,Hart-4"
Don Simmons,27,BOS,G,58,0,0,0,4,,,,,0,,,3479:21,,
Gord Strate,23,DET,D,11,0,0,0,6,0,0,0,0,0,0,0,,,
Gump Worsley,29,NYR,G,67,0,0,0,10,,,,,0,,,3938:09,,
Ken Yackel,26,BOS,RW,6,0,0,0,2,0,0,0,0,0,0,0,,,
League Average,,,,,,,,,,,,,,,,,,
