Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Torey Krug,22,BOS,D,79,14,26,40,18,28,8,6,0,2,13,13,0,183,7.7,390,1383:17,17:31,1,1,50.0,77,50,24,35,"AR-1,Calder-4"
Matt Read,27,PHI,RW,75,22,18,40,-4,16,18,0,4,3,16,2,0,151,14.6,290,1409:52,18:48,12,16,42.9,54,72,45,22,
Jordan Staal,25,CAR,C,82,15,25,40,2,34,12,2,1,2,14,8,3,165,9.1,298,1553:53,18:57,803,674,54.4,37,194,51,41,
Steven Stamkos,23,TBL,C,37,25,15,40,9,18,15,9,1,5,11,4,0,124,20.2,232,749:13,20:15,260,269,49.1,16,50,24,13,
Artem Anisimov,25,CBJ,C,81,22,17,39,-2,20,17,3,2,5,14,3,0,162,13.6,309,1344:18,16:36,474,485,49.4,54,31,51,18,
Mikael Backlund,24,CGY,C,76,18,21,39,4,32,9,5,4,3,15,6,0,178,10.1,318,1408:41,18:32,628,694,47.5,62,64,63,40,
Sean Couturier,21,PHI,C,82,13,26,39,1,45,12,0,1,2,19,3,4,165,7.9,279,1565:07,19:05,646,707,47.7,40,64,47,40,Selke-9
Matt Cullen,37,NSH,C,77,10,29,39,4,32,9,1,0,2,21,8,0,134,7.5,230,1193:11,15:30,438,334,56.7,22,18,30,40,
Nick Foligno,26,CBJ,LW,70,18,21,39,5,96,15,3,0,5,18,3,0,111,16.2,189,1124:05,16:04,6,7,46.2,42,210,43,22,
Chris Higgins,30,VAN,LW,78,17,22,39,-14,30,15,2,0,4,20,1,1,216,7.9,347,1495:38,19:10,17,21,44.7,45,98,31,23,
Erik Johnson,25,COL,D,80,9,30,39,5,61,7,2,0,2,18,12,0,157,5.7,311,1840:33,23:00,0,0,,130,136,49,42,
Milan Michálek,29,OTT,LW,82,17,22,39,-25,41,13,4,0,1,18,4,0,169,10.1,298,1442:11,17:35,6,8,42.9,31,86,32,14,
Rick Nash,29,NYR,LW,65,26,13,39,10,36,20,4,2,9,8,3,2,258,10.1,415,1106:09,17:01,2,0,100.0,29,11,51,49,
Andrew Shaw,22,CHI,C,80,20,19,39,12,76,15,5,0,2,15,4,0,149,13.4,238,1255:14,15:41,296,388,43.3,16,168,25,18,
Tomáš Tatar,23,DET,LW,73,19,20,39,12,30,17,2,0,3,16,4,0,158,12.0,279,1047:36,14:21,26,26,50.0,20,81,41,19,
Josh Bailey,24,NYI,LW,77,8,30,38,-8,26,6,2,0,1,22,8,0,98,8.2,197,1219:47,15:50,113,115,49.6,29,44,39,39,
Tyson Barrie,22,COL,D,64,13,25,38,17,20,9,4,0,5,19,6,0,101,12.9,207,1186:41,18:33,0,0,,57,50,26,27,
Nick Bjugstad,21,FLA,C,76,16,22,38,-14,16,15,0,1,4,18,3,1,185,8.6,301,1232:39,16:13,549,574,48.9,23,117,37,28,Calder-13
Mike Green,28,WSH,D,70,9,29,38,-16,64,6,3,0,2,17,12,0,172,5.2,368,1591:05,22:44,0,0,,107,62,32,65,
Jamie McGinn,25,COL,LW,79,19,19,38,-3,30,14,5,0,3,15,4,0,167,11.4,311,1246:31,15:47,1,1,50.0,35,140,36,17,
Tommy Wingels,25,SJS,C,77,16,22,38,11,35,14,0,2,7,16,5,1,163,9.8,277,1240:37,16:07,20,36,35.7,58,218,26,44,
Jay Bouwmeester,30,STL,D,82,4,33,37,26,20,3,1,0,0,23,10,0,152,2.6,289,1971:59,24:03,3,1,75.0,106,51,18,22,"ASnhl-15,Norris-17"
Brian Campbell,34,FLA,D,82,7,30,37,-6,20,5,2,0,2,18,10,2,116,6.0,279,2210:32,26:57,0,1,0.0,108,50,43,45,
John Carlson,24,WSH,D,82,10,27,37,-3,22,5,5,0,0,9,17,1,208,4.8,388,2010:08,24:31,0,1,0.0,177,64,55,53,
Pavel Datsyuk,35,DET,C,45,17,20,37,1,6,11,6,0,2,14,6,0,126,13.5,215,912:02,20:16,446,389,53.4,22,30,59,21,"Byng-18,Selke-13"
Drew Doughty,24,LAK,D,78,10,27,37,17,64,4,6,0,2,16,10,1,177,5.6,403,2005:35,25:43,0,0,,91,180,16,82,"ASnhl-6,Norris-6"
Loui Eriksson,28,BOS,RW,61,10,27,37,14,6,8,2,0,2,17,9,1,115,8.7,178,1008:14,16:32,0,0,,13,12,31,17,
Sam Gagner,24,EDM,C,67,10,27,37,-29,41,9,1,0,1,20,6,1,143,7.0,251,1231:14,18:23,451,512,46.8,34,33,28,47,
Chris Kreider,22,NYR,LW,66,17,20,37,14,72,11,6,0,0,14,6,0,136,12.5,227,1038:06,15:44,8,11,42.1,18,146,21,25,Calder-10
Vincent Lecavalier,33,PHI,C,69,20,17,37,-16,44,12,8,0,3,12,5,0,132,15.2,240,1048:10,15:11,200,248,44.6,19,77,16,27,
Derek Roy,30,STL,C,75,9,28,37,-1,30,5,4,0,2,16,12,0,114,7.9,212,1021:31,13:37,219,247,47.0,30,13,22,20,
Scottie Upshall,30,FLA,LW,76,15,22,37,1,73,13,1,1,3,17,5,0,161,9.3,280,1210:04,15:55,32,39,45.1,25,134,35,15,
Brad Boyes,31,FLA,RW,78,21,15,36,-6,28,18,2,1,1,14,1,0,176,11.9,306,1329:26,17:03,37,32,53.6,35,46,38,29,
Dan Boyle,37,SJS,D,75,12,24,36,-8,32,6,6,0,1,12,12,0,154,7.8,306,1596:12,21:17,0,0,,92,46,26,59,
Cam Fowler,22,ANA,D,70,6,30,36,15,14,1,4,1,2,19,11,0,100,6.0,223,1670:24,23:52,0,0,,122,46,24,36,
Nino Niederreiter,21,MIN,RW,81,14,22,36,12,44,12,2,0,1,18,4,0,143,9.8,227,1141:41,14:06,7,19,26.9,23,175,37,24,
Benoît Pouliot,27,NYR,LW,80,15,21,36,10,56,8,7,0,4,20,1,0,141,10.6,223,1075:13,13:26,20,19,51.3,18,141,31,39,
Kris Versteeg,27,2TM,RW,81,12,24,36,0,36,11,1,0,1,17,7,0,157,7.6,270,1171:29,14:28,56,63,47.1,23,29,37,20,
Kris Versteeg,27,FLA,RW,18,2,5,7,-9,9,2,0,0,0,3,2,0,47,4.3,85,282:42,15:42,9,10,47.4,5,6,13,6,
Kris Versteeg,27,CHI,RW,63,10,19,29,9,27,9,1,0,1,14,5,0,110,9.1,185,888:47,14:06,47,53,47.0,18,23,24,14,
Ryan Callahan,28,2TM,RW,65,17,19,36,1,24,9,7,1,3,14,5,0,163,10.4,304,1212:09,18:39,13,19,40.6,60,189,34,20,
Ryan Callahan,28,NYR,RW,45,11,14,25,-3,16,6,4,1,2,11,3,0,109,10.1,211,807:41,17:57,7,12,36.8,47,132,24,16,
Ryan Callahan,28,TBL,RW,20,6,5,11,4,8,3,3,0,1,3,2,0,54,11.1,93,404:28,20:13,6,7,46.2,13,57,10,4,
Alex Chiasson,23,DAL,RW,79,13,22,35,-21,38,7,6,0,4,15,7,0,144,9.0,273,1194:01,15:07,64,68,48.5,21,75,26,25,
Cody Eakin,22,DAL,C,81,16,19,35,-9,36,12,3,1,2,16,3,0,161,9.9,314,1403:51,17:20,581,632,47.9,58,90,57,32,
Mikhail Grabovski,30,WSH,C,58,13,22,35,6,26,10,3,0,1,17,5,0,81,16.0,133,913:37,15:45,346,295,54.0,22,19,27,21,
Kimmo Timonen,38,PHI,D,77,6,29,35,5,32,5,1,0,1,9,19,1,152,3.9,293,1565:23,20:20,0,0,,112,75,13,31,
Dustin Penner,31,2TM,LW,67,14,21,35,25,30,9,5,0,2,15,6,0,119,11.8,195,969:24,14:28,15,32,31.9,24,92,22,27,
Dustin Penner,31,ANA,LW,49,13,19,32,22,28,8,5,0,2,14,5,0,100,13.0,163,747:58,15:16,12,29,29.3,11,77,13,24,
Dustin Penner,31,WSH,LW,18,1,2,3,3,2,1,0,0,0,1,1,0,19,5.3,32,221:26,12:18,3,3,50.0,13,15,9,3,
Jason Demers,25,SJS,D,75,5,29,34,14,30,4,1,0,0,20,8,1,105,4.8,229,1461:33,19:29,0,0,,107,69,40,69,
Mark Letestu,28,CBJ,C,82,12,22,34,1,20,6,5,1,1,14,6,2,122,9.8,202,1204:36,14:41,373,352,51.4,24,63,27,13,
Sean Monahan,19,CGY,C,75,22,12,34,-20,8,19,3,0,2,8,4,0,140,15.7,250,1198:21,15:59,476,560,45.9,23,42,26,31,Calder-8
Valeri Nichushkin,18,DAL,RW,79,14,20,34,20,8,12,2,0,2,19,1,0,128,10.9,218,1182:35,14:58,0,1,0.0,27,85,25,58,Calder-12
Michael Ryder,33,NJD,RW,82,18,16,34,-6,18,13,4,1,2,12,4,0,166,10.8,290,1294:09,15:47,4,8,33.3,10,51,24,20,
Mark Scheifele,20,WPG,C,63,13,21,34,9,14,12,1,0,2,18,3,0,100,13.0,184,1030:34,16:21,331,454,42.2,39,63,31,22,
Drew Stafford,28,BUF,RW,70,16,18,34,-19,39,13,2,1,1,13,5,0,185,8.6,307,1304:54,18:38,106,91,53.8,25,78,24,30,
R.J. Umberger,31,CBJ,LW,74,18,16,34,-3,26,9,8,1,3,11,4,1,136,13.2,216,1196:58,16:11,25,15,62.5,36,113,31,26,
Slava Voynov,24,LAK,D,82,4,30,34,6,44,3,1,0,0,18,12,0,143,2.8,343,1828:30,22:18,1,0,100.0,69,165,16,75,
Lee Stempniak,30,2TM,RW,73,12,22,34,-16,32,10,0,2,1,15,4,3,178,6.7,295,1347:50,18:28,10,23,30.3,21,104,40,39,
Lee Stempniak,30,CGY,RW,52,8,15,23,-21,28,6,0,2,0,8,4,3,144,5.6,229,1009:09,19:24,9,19,32.1,13,71,32,31,
Lee Stempniak,30,PIT,RW,21,4,7,11,5,4,4,0,0,1,7,0,0,34,11.8,66,338:41,16:08,1,4,20.0,8,33,8,8,
Christian Ehrhoff,31,BUF,D,79,6,27,33,-27,38,4,1,1,2,14,11,2,161,3.7,334,1889:03,23:55,0,0,,119,49,36,61,
Cody Franson,26,TOR,D,79,5,28,33,-20,30,4,1,0,0,11,17,0,115,4.3,271,1635:03,20:42,0,0,,111,282,50,68,
Jason Garrison,29,VAN,D,81,7,26,33,-5,57,2,4,1,1,13,11,2,181,3.9,379,1692:38,20:54,0,0,,128,58,30,44,
Carl Hagelin,25,NYR,LW,72,17,16,33,8,44,16,0,1,5,16,0,0,144,11.8,249,1117:11,15:31,0,5,0.0,33,64,32,34,
Jack Johnson,27,CBJ,D,82,5,28,33,-7,48,1,4,0,0,14,14,0,147,3.4,287,2023:43,24:41,0,1,0.0,127,180,17,40,
P.A. Parenteau,30,COL,RW,55,14,19,33,3,30,13,1,0,1,17,2,0,110,12.7,182,932:16,16:57,2,12,14.3,16,35,21,21,
Justin Schultz,23,EDM,D,74,11,22,33,-22,16,10,1,0,3,11,11,0,109,10.1,242,1727:39,23:21,0,1,0.0,107,30,20,63,
Vladimír Sobotka,26,STL,C,61,9,24,33,14,72,8,1,0,1,17,6,1,102,8.8,225,1021:18,16:45,503,310,61.9,28,110,25,8,
Matt Stajan,30,CGY,C,63,14,19,33,-13,42,13,0,1,2,16,1,2,70,20.0,129,1157:35,18:22,527,569,48.1,36,74,49,40,
Colin Wilson,24,NSH,C,81,11,22,33,-1,21,9,2,0,3,19,3,0,112,9.8,200,1232:30,15:13,166,177,48.4,35,49,33,27,
Mika Zibanejad,20,OTT,C,69,16,17,33,-15,18,13,3,0,0,12,5,0,153,10.5,269,988:43,14:20,183,214,46.1,28,118,31,18,
Patrik Berglund,25,STL,C,78,14,18,32,10,38,12,2,0,2,16,2,0,144,9.7,245,1261:25,16:10,373,410,47.6,30,88,42,12,
Justin Faulk,21,CAR,D,76,5,27,32,-9,37,3,2,0,1,20,6,1,152,3.3,337,1779:17,23:25,0,0,,102,94,41,47,
Ryan Garbutt,28,DAL,LW,75,17,15,32,10,106,15,0,2,1,15,0,0,165,10.3,290,979:50,13:04,4,6,40.0,47,141,41,21,
Andy Greene,31,NJD,D,82,8,24,32,3,32,5,3,0,3,12,10,2,134,6.0,314,2015:25,24:35,0,0,,129,87,46,52,
John Mitchell,29,COL,C,75,11,21,32,13,36,8,3,0,2,20,0,1,107,10.3,206,1220:22,16:16,374,374,50.0,51,112,38,27,
Nick Spaling,25,NSH,LW,71,13,19,32,2,14,9,3,1,1,16,3,0,85,15.3,141,1137:25,16:01,88,79,52.7,32,42,30,7,
Ray Whitney,41,DAL,LW,69,9,23,32,-6,14,6,3,0,0,11,12,0,124,7.3,237,963:28,13:58,1,1,50.0,16,14,25,43,
T.J. Brodie,23,CGY,D,81,4,27,31,0,20,3,1,0,2,19,6,2,104,3.8,255,1949:06,24:04,0,0,,130,58,48,61,
Matt Carle,29,TBL,D,82,2,29,31,11,28,1,1,0,0,23,6,0,115,1.7,218,1819:19,22:11,0,1,0.0,161,46,21,43,
Eric Fehr,28,WSH,RW,73,13,18,31,0,32,13,0,0,2,16,1,1,137,9.5,234,1076:41,14:45,196,230,46.0,33,81,50,17,
Alex Galchenyuk,19,MTL,C,65,13,18,31,-12,26,10,3,0,2,11,7,0,110,11.8,193,935:41,14:24,5,10,33.3,25,49,30,23,
Jake Gardiner,23,TOR,D,80,10,21,31,-3,19,7,2,1,1,12,9,0,136,7.4,275,1686:07,21:05,0,0,,87,108,33,68,
Nathan Gerbe,26,CAR,C,81,16,15,31,-6,36,11,3,2,1,11,4,0,221,7.2,368,1328:30,16:24,2,4,33.3,15,53,48,34,
Nick Leddy,22,CHI,D,82,7,24,31,10,10,3,4,0,1,18,6,0,123,5.7,218,1342:22,16:22,0,0,,45,52,12,35,
Kyle Palmieri,22,ANA,RW,71,14,17,31,9,38,14,0,0,4,17,0,0,147,9.5,235,847:54,11:57,9,14,39.1,31,96,14,17,
Dion Phaneuf,28,TOR,D,80,8,23,31,2,144,6,2,0,0,13,9,1,145,5.5,324,1885:08,23:34,0,1,0.0,156,227,32,60,
Charlie Coyle,21,MIN,C,70,12,18,30,-7,33,10,2,0,2,17,1,0,135,8.9,213,1196:23,17:05,192,266,41.9,37,108,32,28,
Toby Enström,29,WPG,D,82,10,20,30,-9,56,6,4,0,3,11,9,0,106,9.4,225,1959:40,23:54,1,0,100.0,142,37,13,39,
Dwight King,24,LAK,LW,77,15,15,30,16,18,13,0,2,3,14,1,0,111,13.5,188,1158:16,15:03,2,3,40.0,17,114,15,33,
Hampus Lindholm,20,ANA,D,78,6,24,30,29,36,5,1,0,1,21,3,0,116,5.2,226,1515:40,19:26,0,1,0.0,61,54,22,45,"AR-1,Calder-7"
Rich Peverley,31,DAL,C,62,7,23,30,-3,15,6,0,1,2,19,3,1,122,5.7,201,953:55,15:23,348,231,60.1,42,27,25,26,
Jiří Tlustý,25,CAR,LW,68,16,14,30,2,22,14,0,2,5,13,1,0,131,12.2,238,1031:30,15:10,3,12,20.0,38,88,26,19,
Daniel Winnik,28,ANA,C,76,6,24,30,6,23,4,0,2,2,22,0,2,115,5.2,199,1169:35,15:23,85,111,43.4,62,61,34,30,
Marián Gáborík,31,2TM,RW,41,11,19,30,7,10,10,1,0,0,13,6,0,103,10.7,175,697:20,17:00,0,2,0.0,10,15,11,15,
Marián Gáborík,31,CBJ,RW,22,6,8,14,0,6,6,0,0,0,6,2,0,47,12.8,86,361:04,16:25,0,0,,5,5,5,6,
Marián Gáborík,31,LAK,RW,19,5,11,16,7,4,4,1,0,0,7,4,0,56,8.9,89,336:16,17:42,0,2,0.0,5,10,6,9,
Sean Bergenheim,29,FLA,LW,62,16,13,29,-16,40,13,3,0,3,12,1,0,190,8.4,310,1023:21,16:30,2,2,50.0,18,111,27,16,
Erik Cole,35,DAL,LW,75,16,13,29,-17,20,13,3,0,4,9,4,0,139,11.5,266,1137:04,15:10,19,22,46.3,21,88,30,34,
Éric Gélinas,22,NJD,D,60,7,22,29,-3,22,2,5,0,2,10,12,0,124,5.6,247,1015:26,16:55,0,0,,20,99,12,26,
Boone Jenner,20,CBJ,C,72,16,13,29,6,45,12,4,0,5,10,3,0,127,12.6,214,1013:43,14:05,14,16,46.7,36,211,27,26,Calder-16
Zack Kassian,23,VAN,RW,73,14,15,29,-4,124,13,1,0,2,15,0,0,91,15.4,163,943:49,12:56,6,15,28.6,6,91,19,25,
Saku Koivu,39,ANA,C,65,11,18,29,3,46,10,0,1,1,15,0,3,81,13.6,129,978:09,15:03,538,529,50.4,30,29,25,34,
Olli Määttä,19,PIT,D,78,9,20,29,8,14,5,3,1,1,17,3,0,119,7.6,242,1442:54,18:30,0,0,,112,41,10,35,Calder-5
Pat Maroon,25,ANA,LW,62,11,18,29,11,101,10,1,0,3,15,3,0,93,11.8,167,763:24,12:19,7,8,46.7,16,124,15,15,
Antoine Roussel,24,DAL,LW,81,14,15,29,-1,209,14,0,0,2,13,0,2,113,12.4,210,1079:59,13:20,19,25,43.2,49,146,24,24,
Kris Russell,26,CGY,D,68,7,22,29,-11,15,3,4,0,1,13,8,1,109,6.4,225,1573:09,23:08,0,0,,201,42,25,39,
Tyler Toffoli,21,LAK,C,62,12,17,29,21,10,11,1,0,5,14,3,0,124,9.7,236,802:09,12:56,2,7,22.2,8,57,23,25,
Jacob Trouba,19,WPG,D,65,10,19,29,4,43,9,0,1,1,16,3,0,121,8.3,293,1458:22,22:26,0,0,,132,95,31,88,Calder-6
Martin Erat,32,2TM,RW,70,3,26,29,5,28,3,0,0,0,22,4,0,53,5.7,111,1027:05,14:40,97,116,45.5,25,75,16,14,
Martin Erat,32,WSH,RW,53,1,23,24,1,22,1,0,0,0,19,4,0,46,2.2,91,781:01,14:44,96,114,45.7,20,47,10,11,
Martin Erat,32,PHX,RW,17,2,3,5,4,6,2,0,0,0,3,0,0,7,28.6,20,246:04,14:28,1,2,33.3,5,28,6,3,
Justin Abdelkader,26,DET,LW,70,10,18,28,2,31,9,1,0,3,16,2,0,147,6.8,223,1069:52,15:17,23,32,41.8,31,172,21,15,
André Benoit,30,COL,D,79,7,21,28,2,26,6,1,0,2,13,7,1,113,6.2,235,1596:45,20:13,0,0,,119,58,20,32,
Joe Colborne,24,CGY,C,80,10,18,28,-17,34,9,1,0,1,15,3,0,80,12.5,138,1141:20,14:16,214,227,48.5,33,129,30,38,
Matt Cooke,35,MIN,LW,82,10,18,28,8,54,9,0,1,3,15,2,1,104,9.6,183,1263:16,15:24,10,16,38.5,61,190,34,25,
Tomáš Fleischmann,29,FLA,LW,80,8,20,28,-18,22,6,2,0,1,14,5,1,188,4.3,360,1369:39,17:07,5,13,27.8,11,59,30,26,
Tom Gilbert,31,FLA,D,73,3,25,28,-5,18,1,2,0,1,21,4,0,93,3.2,215,1557:54,21:20,0,0,,95,59,16,32,
Dany Heatley,33,MIN,LW,76,12,16,28,-18,18,8,4,0,2,10,6,0,110,10.9,202,1126:13,14:49,7,10,41.2,30,33,21,19,
Jonathan Huberdeau,20,FLA,LW,69,9,19,28,-5,37,7,2,0,1,16,3,0,108,8.3,190,1080:53,15:40,5,6,45.5,23,73,32,21,
Marcus Krüger,23,CHI,C,81,8,20,28,6,36,8,0,0,2,19,0,1,96,8.3,154,1123:50,13:52,438,335,56.7,70,22,27,18,
Mike Santorelli,28,VAN,C,49,10,18,28,9,6,10,0,0,3,16,0,2,91,11.0,185,909:40,18:34,215,204,51.3,44,23,22,7,
Andrew MacDonald,27,2TM,D,82,4,24,28,-22,50,2,2,0,2,14,9,1,92,4.3,263,2019:30,24:38,0,0,,242,69,23,60,
Andrew MacDonald,27,NYI,D,63,4,20,24,-19,34,2,2,0,2,10,9,1,72,5.6,209,1601:34,25:25,0,0,,198,48,22,53,
Andrew MacDonald,27,PHI,D,19,0,4,4,-3,16,0,0,0,0,4,0,0,20,0.0,54,417:56,21:60,0,0,,44,21,1,7,
Dustin Brown,29,LAK,RW,79,15,12,27,7,66,14,1,0,2,9,3,0,195,7.7,350,1251:03,15:50,6,13,31.6,12,246,26,41,Messier-1
Ryan Ellis,23,NSH,D,80,6,21,27,9,24,6,0,0,2,15,6,0,123,4.9,233,1285:23,16:04,0,0,,97,57,17,42,
Morgan Rielly,19,TOR,D,73,2,25,27,-13,12,1,1,0,0,14,11,0,96,2.1,214,1286:32,17:37,0,0,,92,96,38,71,
Teemu Selänne,43,ANA,RW,64,9,18,27,8,12,5,4,0,3,14,4,0,111,8.1,194,904:05,14:08,46,60,43.4,8,15,16,31,Byng-7
Devin Setoguchi,27,WPG,RW,75,11,16,27,-7,22,9,2,0,3,15,1,0,129,8.5,221,1129:03,15:03,5,15,25.0,37,143,24,29,
Jarret Stoll,31,LAK,C,78,8,19,27,9,48,7,1,0,0,15,3,1,109,7.3,207,1237:20,15:52,678,561,54.7,60,202,14,20,
Maxime Talbot,29,2TM,C,81,8,19,27,5,45,7,0,1,1,18,1,0,124,6.5,196,1308:52,16:10,100,125,44.4,46,116,37,20,
Maxime Talbot,29,PHI,C,11,1,1,2,1,2,1,0,0,0,1,0,0,14,7.1,24,166:28,15:08,16,10,61.5,8,11,4,5,
Maxime Talbot,29,COL,C,70,7,18,25,4,43,6,0,1,1,17,1,0,110,6.4,172,1142:24,16:19,84,115,42.2,38,105,33,15,
Gabriel Bourque,23,NSH,LW,74,9,17,26,-5,8,9,0,0,1,16,1,0,108,8.3,195,1024:01,13:50,0,1,0.0,34,70,20,21,
Ryane Clowe,31,NJD,LW,43,7,19,26,-10,33,4,3,0,1,14,5,0,74,9.5,110,693:34,16:08,1,2,33.3,19,82,8,21,
Lars Eller,24,MTL,C,77,12,14,26,-15,68,9,2,1,3,12,1,1,137,8.8,252,1229:02,15:58,521,458,53.2,58,130,30,25,
Michael Grabner,26,NYI,RW,64,12,14,26,-10,12,9,0,3,2,14,0,0,137,8.8,214,908:22,14:12,7,8,46.7,25,68,54,26,
Niklas Hjalmarsson,26,CHI,D,81,4,22,26,11,34,3,0,1,1,19,0,3,98,4.1,211,1723:36,21:17,0,0,,157,39,21,100,
Brock Nelson,22,NYI,C,72,14,12,26,-10,12,11,3,0,1,8,4,0,132,10.6,261,1026:53,14:16,191,260,42.4,38,74,32,23,
Ben Smith,25,CHI,RW,75,14,12,26,3,2,13,1,0,2,11,1,0,90,15.6,157,955:19,12:44,200,194,50.8,58,40,22,12,Byng-16
Jared Spurgeon,24,MIN,D,67,5,21,26,15,16,3,2,0,1,16,5,0,91,5.5,214,1516:57,22:38,0,0,,107,80,19,21,
Chris Stewart,26,2TM,RW,63,15,11,26,0,118,12,3,0,3,8,3,0,110,13.6,190,862:19,13:41,12,23,34.3,9,80,12,13,
Chris Stewart,26,STL,RW,58,15,11,26,2,112,12,3,0,3,8,3,0,107,14.0,179,794:19,13:42,8,17,32.0,8,76,11,8,
Chris Stewart,26,BUF,RW,5,0,0,0,-2,6,0,0,0,0,0,0,0,3,0.0,11,68:00,13:36,4,6,40.0,1,4,1,5,
Brandon Sutter,24,PIT,C,81,13,13,26,-9,12,8,2,3,1,10,3,0,144,9.0,220,1277:15,15:46,549,601,47.7,40,69,29,13,
Fedor Tyutin,30,CBJ,D,69,4,22,26,6,44,3,1,0,0,12,8,2,87,4.6,182,1477:21,21:25,0,0,,83,89,16,23,
Dainius Zubrus,35,NJD,C,82,13,13,26,1,46,13,0,0,1,13,0,0,121,10.7,188,1439:30,17:33,216,208,50.9,39,107,19,20,
Cory Conacher,24,2TM,C,79,7,19,26,1,50,6,1,0,2,19,0,0,100,7.0,168,1022:22,12:56,9,5,64.3,27,51,24,14,
Cory Conacher,24,OTT,C,60,4,16,20,8,34,4,0,0,1,16,0,0,73,5.5,120,738:03,12:18,8,5,61.5,15,41,20,12,
Cory Conacher,24,BUF,C,19,3,3,6,-7,16,2,1,0,1,3,0,0,27,11.1,48,284:19,14:58,1,0,100.0,12,10,4,2,
Daniel Brière,36,MTL,C,69,13,12,25,1,30,9,4,0,1,10,2,0,118,11.0,188,881:01,12:46,171,179,48.9,11,23,22,17,
Damien Brunner,27,NJD,RW,60,11,14,25,-11,26,7,4,0,1,7,6,1,110,10.0,196,812:03,13:32,1,7,12.5,5,15,16,21,
Trevor Daley,30,DAL,D,67,9,16,25,10,38,8,1,0,3,13,3,0,107,8.4,229,1416:45,21:09,0,0,,94,42,15,21,
Dougie Hamilton,20,BOS,D,64,7,18,25,22,40,5,2,0,1,14,4,0,114,6.1,233,1222:35,19:06,0,0,,53,73,18,31,
Tomáš Hertl,20,SJS,C,37,15,10,25,11,4,12,3,0,3,10,0,0,98,15.3,166,567:09,15:20,29,22,56.9,13,39,18,18,Calder-14
Nick Holden,26,COL,D,54,10,15,25,12,22,8,2,0,2,9,5,1,66,15.2,147,1008:53,18:41,0,0,,57,118,10,22,
Seth Jones,19,NSH,D,77,6,19,25,-23,24,4,2,0,2,12,7,0,100,6.0,225,1510:46,19:37,0,0,,99,55,25,57,Calder-11
Lauri Korpikoski,27,PHX,LW,64,9,16,25,-7,24,8,1,0,0,12,1,3,109,8.3,208,1028:56,16:05,5,12,29.4,38,136,19,13,
Brenden Morrow,35,STL,LW,71,13,12,25,1,76,9,4,0,3,9,3,0,56,23.2,86,845:05,11:54,9,20,31.0,20,110,12,13,
Marcel Goc,30,2TM,C,74,11,14,25,-7,35,11,0,0,1,12,2,0,117,9.4,225,1208:11,16:20,658,575,53.4,43,119,21,21,
Marcel Goc,30,FLA,C,62,11,12,23,-7,31,11,0,0,1,10,2,0,105,10.5,210,1053:12,16:59,576,514,52.8,41,103,18,16,
Marcel Goc,30,PIT,C,12,0,2,2,0,4,0,0,0,0,2,0,0,12,0.0,15,154:59,12:55,82,61,57.3,2,16,3,5,
Brandon Pirri,22,2TM,C,49,13,12,25,6,8,10,3,0,0,9,3,0,80,16.3,159,635:50,12:59,204,250,44.9,15,24,16,7,
Brandon Pirri,22,CHI,C,28,6,5,11,6,6,5,1,0,0,5,0,0,34,17.6,76,343:08,12:15,106,141,42.9,10,14,12,3,
Brandon Pirri,22,FLA,C,21,7,7,14,0,2,5,2,0,0,4,3,0,46,15.2,83,292:42,13:56,98,109,47.3,5,10,4,4,
Aleksander Barkov,18,FLA,C,54,8,16,24,-3,10,5,3,0,1,13,3,0,87,9.2,134,923:13,17:06,400,419,48.8,27,16,30,17,Calder-16
Matt Beleskey,25,ANA,LW,55,9,15,24,8,64,9,0,0,2,10,4,1,112,8.0,208,683:55,12:26,8,10,44.4,24,132,14,13,
Kevin Bieksa,32,VAN,D,76,4,20,24,-8,104,3,1,0,1,13,7,0,167,2.4,338,1730:50,22:46,1,0,100.0,130,144,32,55,
Kyle Brodziak,29,MIN,C,81,8,16,24,0,61,7,0,1,1,15,1,0,115,7.0,226,1313:49,16:13,590,633,48.2,41,73,49,20,
Matt Calvert,24,CBJ,LW,56,9,15,24,-1,53,7,2,0,1,13,2,0,90,10.0,156,901:45,16:06,3,6,33.3,28,108,20,18,
Dan Girardi,29,NYR,D,81,5,19,24,6,16,4,1,0,0,15,2,2,100,5.0,241,1872:41,23:07,0,0,,174,191,28,55,
Curtis Glencross,31,CGY,LW,38,12,12,24,-11,12,9,3,0,2,7,5,0,77,15.6,148,669:26,17:37,14,27,34.1,27,59,19,22,
Jake Muzzin,24,LAK,D,76,5,19,24,8,58,4,1,0,0,15,4,0,175,2.9,385,1446:19,19:02,0,0,,82,169,14,57,
Riley Nash,24,CAR,C,73,10,14,24,0,29,9,1,0,3,11,2,1,86,11.6,146,924:52,12:40,306,360,45.9,22,81,54,18,
Matthew Nieto,21,SJS,LW,66,10,14,24,-4,16,9,1,0,2,11,3,0,124,8.1,199,929:04,14:05,3,8,27.3,45,7,17,29,
Riley Sheahan,22,DET,C,42,9,15,24,8,6,7,2,0,1,12,3,0,59,15.3,106,606:53,14:27,251,261,49.0,16,25,17,9,
