Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Juha Widing,23,LAK,C,78,25,40,65,-11,24,20,5,0,4,34,6,0,202,12.4,,,
Bob Berry,27,LAK,LW,77,25,38,63,-6,52,21,4,0,2,33,5,0,149,16.8,,,
Bobby Clarke,21,PHI,C,77,27,36,63,9,78,16,10,1,5,29,7,0,185,14.6,,,"ASG,Hart-10"
Wayne Maki,26,VAN,LW,78,25,38,63,-14,99,17,8,0,2,29,9,0,184,13.6,,,
Derek Sanderson,24,BOS,C,71,29,34,63,39,130,22,1,6,0,28,0,6,217,13.4,,,
J.C. Tremblay,32,MTL,D,76,11,52,63,16,23,6,5,0,4,23,29,0,122,9.0,,,"ASG,ASnhl-1,Norris-3"
Rosaire Paiement,25,VAN,RW,78,34,28,62,13,152,29,4,1,4,21,7,0,248,13.7,,,
Rod Gilbert,29,NYR,RW,78,30,31,61,20,65,22,8,0,5,21,10,0,226,13.3,,,
Phil Goyette,37,BUF,C,60,15,46,61,-17,6,6,9,0,1,27,19,0,119,12.6,,,
Pete Mahovlich,24,MTL,C,78,35,26,61,25,181,20,12,3,5,17,9,0,189,18.5,,,"ASG,Hart-10"
Dave Balon,32,NYR,LW,78,36,24,60,14,34,27,9,0,7,20,4,0,176,20.5,,,ASG
Paul Henderson,28,TOR,LW,72,30,30,60,13,34,22,8,0,2,20,10,0,213,14.1,,,
Murray Hall,30,VAN,RW,77,21,38,59,-17,22,16,5,0,1,26,12,0,127,16.5,,,
Ed Westfall,30,BOS,RW,78,25,34,59,57,48,18,0,7,5,25,0,9,149,16.8,,,ASG
Red Berenson,31,2TM,C,69,21,38,59,-14,16,13,7,1,2,18,20,0,225,9.3,,,ASG
Red Berenson,31,STL,C,45,16,26,42,-6,12,9,6,1,1,13,13,0,174,9.2,,,
Red Berenson,31,DET,C,24,5,12,17,-8,4,4,1,0,1,5,7,0,51,9.8,,,
Danny Grant,24,MNS,LW,78,34,23,57,6,46,22,12,0,1,16,7,0,283,12.0,,,ASG
Jacques Lemaire,25,MTL,LW,78,28,28,56,-1,18,22,6,0,3,23,5,0,252,11.1,,,
Dale Tallon,20,VAN,D,78,14,42,56,-25,58,9,5,0,1,30,12,0,232,6.0,,,"ASG,Calder-5"
Garry Unger,23,2TM,C,79,28,28,56,-36,104,21,7,0,4,17,11,0,279,10.0,,,
Garry Unger,23,DET,C,51,13,14,27,-32,63,13,0,0,1,9,5,0,157,8.3,,,
Garry Unger,23,STL,C,28,15,14,29,-4,41,8,7,0,3,8,6,0,122,12.3,,,
Alex Delvecchio,38,DET,C,77,21,34,55,-20,6,15,6,0,2,21,11,2,171,12.3,,,
Pit Martin,27,CBH,C,62,22,33,55,18,40,16,6,0,5,23,10,0,126,17.5,,,ASG
Gerry Meehan,24,BUF,C,77,24,31,55,-10,8,19,5,0,1,28,3,0,163,14.7,,,
Bryan Campbell,26,CBH,C,78,17,37,54,22,26,14,3,0,1,33,4,0,155,11.0,,,
Christian Bordeleau,23,STL,LW,78,21,32,53,15,48,16,3,2,7,23,8,1,187,11.2,,,
Ron Ellis,26,TOR,RW,78,24,29,53,20,10,22,2,0,2,21,8,0,234,10.3,,,
Orland Kurtenbach,34,VAN,C,52,21,32,53,-3,84,12,8,1,4,23,9,0,129,16.3,,,Hart-7
Ross Lonsberry,23,LAK,LW,76,25,28,53,-35,80,18,5,2,0,19,8,1,238,10.5,,,
Tim Ecclestone,23,2TM,LW,74,19,34,53,-22,47,12,7,0,4,20,14,0,205,9.3,,,ASG
Tim Ecclestone,23,STL,LW,47,15,24,39,-7,34,9,6,0,4,12,12,0,143,10.5,,,
Tim Ecclestone,23,DET,LW,27,4,10,14,-15,13,3,1,0,0,8,2,0,62,6.5,,,
Dennis Hextall,27,CGS,C,78,21,31,52,-21,217,20,1,0,3,28,2,1,153,13.7,,,
Gordie Howe,42,DET,RW,63,23,29,52,-3,38,15,7,1,3,20,9,0,195,11.8,,,ASG
Serge Bernier,23,PHI,RW,77,23,28,51,-7,77,21,2,0,1,22,6,0,204,11.3,,,
Frank St. Marseille,31,STL,C,77,19,32,51,4,26,16,3,0,5,20,12,0,217,8.8,,,
Pat Stapleton,30,CBH,D,76,7,44,51,48,30,3,4,0,0,28,15,1,131,5.3,,,"ASG,ASnhl-2,Norris-4"
Cliff Koroll,24,CBH,RW,72,16,34,50,27,85,12,4,0,3,25,9,0,124,12.9,,,
Mike Corrigan,25,VAN,RW,76,21,28,49,-21,103,16,5,0,1,20,8,0,164,12.8,,,
Don Marshall,38,BUF,LW,62,20,29,49,-13,6,11,9,0,1,16,13,0,112,17.9,,,
Henri Richard,34,MTL,C,75,12,37,49,13,46,11,1,0,1,33,4,0,226,5.3,,,
Marc Tardif,21,MTL,LW,76,19,30,49,25,133,15,4,0,2,21,9,0,144,13.2,,,
Pete Stemkowski,27,2TM,C,78,18,31,49,16,69,13,5,0,2,24,5,2,275,6.5,,,
Pete Stemkowski,27,DET,C,10,2,2,4,-1,8,1,1,0,0,2,0,0,31,6.5,,,
Pete Stemkowski,27,NYR,C,68,16,29,45,17,61,12,4,0,2,22,5,2,244,6.6,,,
Bryan Hextall,29,PIT,C,76,16,32,48,-25,133,10,6,0,2,18,14,0,181,8.8,,,
Chico Maki,31,CBH,RW,72,22,26,48,29,18,18,2,2,3,19,7,0,110,20.0,,,ASG
Ernie Hicke,23,CGS,LW,78,22,25,47,-36,62,15,7,0,1,20,5,0,202,10.9,,,
Bruce MacGregor,29,2TM,RW,74,18,29,47,3,22,15,2,1,3,23,6,0,128,14.1,,,
Bruce MacGregor,29,DET,RW,47,6,16,22,-11,18,6,0,0,0,13,3,0,68,8.8,,,
Bruce MacGregor,29,NYR,RW,27,12,13,25,14,4,9,2,1,3,10,3,0,60,20.0,,,
Wayne Carleton,24,BOS,LW,69,22,24,46,37,44,22,0,0,5,23,1,0,164,13.4,,,
Bob Nevin,32,NYR,RW,78,21,25,46,17,10,18,3,0,3,20,4,1,154,13.6,,,
Eddie Shack,33,2TM,LW,67,27,19,46,-32,101,17,10,0,5,10,9,0,207,13.0,,,
Eddie Shack,33,LAK,LW,11,2,2,4,-4,8,2,0,0,1,0,2,0,13,15.4,,,
Eddie Shack,33,BUF,LW,56,25,17,42,-28,93,15,10,0,4,10,7,0,194,12.9,,,
Mike Byers,24,LAK,RW,72,27,18,45,-6,14,23,4,0,5,16,2,0,179,15.1,,,
Jim Johnson,28,PHI,C,66,16,29,45,-10,16,14,2,0,2,25,4,0,122,13.1,,,
Jim Pappin,31,CBH,RW,58,22,23,45,10,40,15,7,0,2,16,7,0,113,19.5,,,
Jean Pronovost,25,PIT,RW,78,21,24,45,6,35,17,4,0,2,20,4,0,225,9.3,,,
Dallas Smith,29,BOS,D,73,7,38,45,98,68,5,0,2,1,33,1,4,159,4.4,,,ASG
Andy Bathgate,38,PIT,RW,76,15,29,44,-12,34,8,7,0,3,17,12,0,209,7.2,,,
Vic Hadfield,30,NYR,LW,63,22,22,44,16,38,14,8,0,1,15,7,0,194,11.3,,,
Guy Lapointe,22,MTL,D,78,15,29,44,27,107,10,5,0,1,20,9,0,228,6.6,,,
Brad Park,22,NYR,D,68,7,37,44,26,114,4,3,0,0,22,14,1,199,3.5,,,"ASG,ASnhl-2,Norris-2"
Gary Croteau,24,CGS,LW,74,15,28,43,-23,12,13,2,0,1,22,6,0,182,8.2,,,
Bob Pulford,34,LAK,LW,59,17,26,43,-13,53,10,6,1,2,19,6,1,170,10.0,,,
Mickey Redmond,23,2TM,RW,61,20,23,43,7,42,16,4,0,2,15,8,0,184,10.9,,,
Mickey Redmond,23,MTL,RW,40,14,16,30,9,35,12,2,0,1,10,6,0,116,12.1,,,
Mickey Redmond,23,DET,RW,21,6,7,13,-2,7,4,2,0,1,5,2,0,68,8.8,,,
Ted Green,30,BOS,D,78,5,37,42,38,60,5,0,0,0,34,0,3,103,4.9,,,
André Lacroix,25,PHI,C,78,20,22,42,-8,12,11,9,0,4,13,9,0,180,11.1,,,
Wayne Connelly,31,2TM,RW,79,13,29,42,-29,21,9,4,0,2,14,15,0,217,6.0,,,
Wayne Connelly,31,DET,RW,51,8,13,21,-24,12,7,1,0,2,6,7,0,115,7.0,,,
Wayne Connelly,31,STL,RW,28,5,16,21,-5,9,2,3,0,0,8,8,0,102,4.9,,,
Wally Boyer,33,PIT,C,68,11,30,41,10,30,8,3,0,0,22,7,1,111,9.9,,,
Eddie Joyal,30,LAK,C,68,20,21,41,-11,14,17,3,0,1,15,6,0,168,11.9,,,
Billy MacMillan,27,TOR,RW,76,22,19,41,8,42,18,3,1,4,13,5,1,156,14.1,,,
Gary Dornhoefer,27,PHI,RW,57,20,20,40,2,93,15,5,0,2,15,5,0,96,20.8,,,
Jim Lorentz,23,STL,RW,76,19,21,40,6,34,13,6,0,2,15,6,0,160,11.9,,,
Ron Schock,27,PIT,C,71,14,26,40,1,20,10,2,2,1,21,4,1,148,9.5,,,
Ted Hampson,34,2TM,C,78,14,26,40,-23,18,8,2,4,2,20,5,1,158,8.9,,,
Ted Hampson,34,CGS,C,60,10,20,30,-22,14,8,1,1,0,16,3,1,124,8.1,,,
Ted Hampson,34,MNS,C,18,4,6,10,-1,4,0,1,3,2,4,2,0,34,11.8,,,
Tommy Williams,30,2TM,C,59,17,23,40,-17,24,12,5,0,2,20,3,0,105,16.2,,,
Tommy Williams,30,MNS,RW,41,10,13,23,-5,16,7,3,0,2,12,1,0,61,16.4,,,
Tommy Williams,30,CGS,C,18,7,10,17,-12,8,5,2,0,0,8,2,0,44,15.9,,,
Bill Sutherland,36,2TM,LW,69,19,20,39,2,41,8,11,0,3,12,7,1,106,17.9,,,
Bill Sutherland,36,PHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Sutherland,36,STL,LW,68,19,20,39,2,41,8,11,0,3,12,7,1,106,17.9,,,
Steve Atkinson,22,BUF,RW,57,20,18,38,3,12,19,0,1,2,15,3,0,126,15.9,,,
Ted Irvine,26,NYR,LW,76,20,18,38,17,137,18,2,0,6,14,3,1,150,13.3,,,
Dean Prentice,38,PIT,LW,69,21,17,38,-10,18,14,7,0,2,10,7,0,135,15.6,,,
Bill Flett,27,LAK,RW,64,13,24,37,-30,57,8,5,0,0,20,4,0,182,7.1,,,ASG
Garry Monahan,24,TOR,LW,78,15,22,37,11,79,10,4,1,4,20,1,1,173,8.7,,,
Danny O'Shea,25,2TM,C,77,18,19,37,1,26,18,0,0,4,17,2,0,186,9.7,,,
Danny O'Shea,25,MNS,C,59,14,12,26,-4,16,14,0,0,3,12,0,0,155,9.0,,,
Danny O'Shea,25,CBH,C,18,4,7,11,5,10,4,0,0,1,5,2,0,31,12.9,,,
Gerry Ehman,38,CGS,RW,78,18,18,36,-41,16,17,1,0,3,12,6,0,154,11.7,,,
Jean-Guy Gendron,36,PHI,LW,76,20,16,36,-8,46,15,5,0,1,5,11,0,145,13.8,,,
Bill Lesuk,24,PHI,LW,78,17,19,36,-5,81,15,2,0,2,16,3,0,149,11.4,,,
Bill Hicke,32,CGS,RW,74,18,17,35,-30,41,14,4,0,1,13,4,0,138,13.0,,,
Gary Jarrett,28,CGS,LW,75,15,19,34,-28,40,13,2,0,2,16,3,0,169,8.9,,,
J.P. Parisé,29,MNS,LW,73,11,23,34,-15,60,9,1,1,3,17,6,0,191,5.8,,,
Ken Schinkel,38,PIT,RW,50,15,19,34,-19,6,12,3,0,1,10,9,0,120,12.5,,,
Gary Bergman,32,DET,D,68,8,25,33,-29,151,7,0,1,0,20,5,0,168,4.8,,,
Ray Cullen,29,VAN,C,70,12,21,33,-27,42,8,4,0,3,12,9,0,114,10.5,,,
Jim Harrison,23,TOR,C,78,13,20,33,6,108,12,0,1,1,17,3,0,147,8.8,,,
Gilles Marotte,25,LAK,D,78,6,27,33,-6,96,6,0,0,0,19,8,0,218,2.8,,,
Keith McCreary,30,PIT,LW,59,21,12,33,6,24,18,3,0,3,12,0,0,116,18.1,,,
Greg Polis,20,PIT,LW,61,18,15,33,-9,40,13,5,0,2,10,5,0,157,11.5,,,ASG
Duane Rupp,32,PIT,D,59,5,28,33,-10,34,4,1,0,1,10,18,0,152,3.3,,,
Paul Andrea,29,2TM,RW,56,12,21,33,-21,6,9,3,0,3,7,14,0,113,10.6,,,
Paul Andrea,29,CGS,RW,9,1,0,1,-6,2,0,1,0,0,0,0,0,14,7.1,,,
Paul Andrea,29,BUF,RW,47,11,21,32,-15,4,9,2,0,3,7,14,0,99,11.1,,,
Gord Labossiere,31,2TM,C,74,19,14,33,-26,20,18,1,0,1,11,3,0,133,14.3,,,
Gord Labossiere,31,LAK,C,45,11,10,21,-23,16,10,1,0,0,9,1,0,88,12.5,,,
Gord Labossiere,31,MNS,C,29,8,4,12,-3,4,8,0,0,1,2,2,0,45,17.8,,,
Bob Kelly,20,PHI,LW,76,14,18,32,8,70,13,1,0,2,15,3,0,173,8.1,,,
Jim Neilson,30,NYR,D,77,8,24,32,31,69,6,2,0,3,16,8,0,200,4.0,,,ASG
Murray Oliver,33,MNS,C,61,9,23,32,0,8,5,3,1,0,16,7,0,115,7.8,,,
Poul Popiel,27,VAN,D,78,10,22,32,9,61,8,2,0,2,19,3,0,136,7.4,,,
Ron Stackhouse,21,CGS,D,78,8,24,32,-31,73,5,3,0,2,16,8,0,135,5.9,,,
Ralph Backstrom,33,2TM,C,49,15,17,32,-7,8,12,2,1,1,13,4,0,126,11.9,,,
Ralph Backstrom,33,MTL,C,16,1,4,5,0,0,1,0,0,0,4,0,0,18,5.6,,,
Ralph Backstrom,33,LAK,C,33,14,13,27,-7,8,11,2,1,1,9,4,0,108,13.0,,,
Cliff Schmautz,31,2TM,RW,57,13,19,32,-8,33,11,2,0,2,9,10,0,109,11.9,,,
Cliff Schmautz,31,BUF,RW,26,5,7,12,-11,10,3,2,0,0,3,4,0,44,11.4,,,
Cliff Schmautz,31,PHI,RW,31,8,12,20,3,23,8,0,0,2,6,6,0,65,12.3,,,
Norm Ferguson,25,CGS,C,54,14,17,31,-21,9,12,2,0,2,14,3,0,90,15.6,,,
Gerry Pinder,22,CBH,LW,74,13,18,31,-1,35,12,1,0,2,12,6,0,102,12.7,,,
Jim Roberts,30,STL,D,72,13,18,31,8,77,10,2,1,0,11,4,3,123,10.6,,,
Gary Sabourin,27,STL,RW,59,14,17,31,4,56,12,2,0,2,15,2,0,160,8.8,,,ASG
Larry Keenan,30,2TM,LW,61,8,23,31,-9,6,5,3,0,2,17,6,0,89,9.0,,,
Larry Keenan,30,STL,LW,10,1,3,4,2,0,1,0,0,0,1,2,0,24,4.2,,,
Larry Keenan,30,BUF,LW,51,7,20,27,-11,6,4,3,0,2,16,4,0,65,10.8,,,
Bill Fairbairn,24,NYR,RW,56,7,23,30,-1,32,5,2,0,1,17,6,0,88,8.0,,,
John Ferguson,32,MTL,LW,60,16,14,30,0,162,13,3,0,4,12,2,0,117,13.7,,,
Al Hamilton,24,BUF,D,69,2,28,30,-22,71,2,0,0,0,20,7,1,98,2.0,,,
Jim McKenny,24,TOR,D,68,4,26,30,11,42,1,2,1,1,15,8,3,131,3.1,,,
Jim Dorey,23,TOR,D,74,7,22,29,5,198,6,0,1,1,14,8,0,171,4.1,,,
Nick Libett,25,DET,LW,78,16,13,29,-36,25,14,2,0,1,11,2,0,156,10.3,,,
Dunc McCallum,30,PIT,D,77,9,20,29,-12,95,8,1,0,1,16,3,1,104,8.7,,,
Bill Collins,27,2TM,RW,76,11,18,29,-1,49,10,1,0,1,11,4,3,162,6.8,,,
Bill Collins,27,MTL,RW,40,6,2,8,0,39,6,0,0,1,1,0,1,57,10.5,,,
Bill Collins,27,DET,RW,36,5,16,21,-1,10,4,1,0,0,10,4,2,105,4.8,,,
Charlie Burns,34,MNS,LW,76,9,19,28,1,13,9,0,0,1,17,0,2,110,8.2,,,
Don Marcotte,23,BOS,LW,75,15,13,28,20,30,8,0,7,2,9,0,4,87,17.2,,,
Simon Nolet,29,PHI,RW,74,9,19,28,0,42,5,4,0,1,13,6,0,168,5.4,,,
Doug Robinson,30,LAK,LW,62,15,13,28,-8,8,12,3,0,3,13,0,0,85,17.6,,,
Syl Apps,23,2TM,C,62,10,18,28,1,32,6,4,0,1,12,6,0,100,10.0,,,
Syl Apps,23,NYR,C,31,1,2,3,0,11,1,0,0,0,1,1,0,25,4.0,,,
Syl Apps,23,PIT,C,31,9,16,25,1,21,5,4,0,1,11,5,0,75,12.0,,,
Barry Ashbee,31,PHI,D,64,4,23,27,0,44,2,2,0,1,14,9,0,93,4.3,,,
Doug Barrie,24,BUF,D,75,4,23,27,-19,168,4,0,0,0,21,2,0,128,3.1,,,
Rod Seiling,26,NYR,D,68,5,22,27,31,34,5,0,0,3,17,5,0,136,3.7,,,
Ted Taylor,28,VAN,LW,56,11,16,27,-9,53,10,1,0,1,14,2,0,83,13.3,,,
Ron Anderson,25,BUF,RW,74,14,12,26,-12,44,13,0,1,3,12,0,0,139,10.1,,,
Danny Johnson,26,VAN,LW,66,15,11,26,-14,16,14,1,0,2,11,0,0,76,19.7,,,
Dan Maloney,20,CBH,LW,74,12,14,26,7,174,10,2,0,1,11,3,0,98,12.2,,,
Mike Pelyk,23,TOR,D,73,5,21,26,15,54,5,0,0,1,14,5,2,78,6.4,,,
Carol Vadnais,25,CGS,D,42,10,16,26,-4,91,6,3,1,3,10,6,0,146,6.8,,,
Bob Woytowich,29,PIT,D,78,4,22,26,7,30,2,2,0,0,12,10,0,149,2.7,,,
Lou Angotti,33,CBH,C,65,9,16,25,19,19,7,1,1,2,13,1,2,83,10.8,,,
George Armstrong,40,TOR,RW,59,7,18,25,7,6,7,0,0,1,11,3,4,93,7.5,,,
Don Awrey,27,BOS,D,74,4,21,25,41,143,4,0,0,1,20,1,0,108,3.7,,,
Nick Harbaruk,27,PIT,RW,78,13,12,25,-9,108,10,2,1,1,10,1,1,147,8.8,,,
George Morrison,22,STL,LW,73,15,10,25,-1,6,12,3,0,1,9,1,0,122,12.3,,,
Bill White,31,CBH,D,67,4,21,25,51,64,4,0,0,1,19,1,1,127,3.1,,,ASG
Barclay Plager,29,STL,D,69,4,20,24,11,172,3,1,0,0,13,5,2,84,4.8,,,ASG
Bobby Rousseau,30,MNS,RW,63,4,20,24,3,12,4,0,0,0,19,1,0,122,3.3,,,
Brian Spencer,21,TOR,LW,50,9,15,24,2,115,6,3,0,1,12,3,0,61,14.8,,,
Guy Trottier,29,TOR,RW,61,19,5,24,-11,21,12,7,0,3,2,3,0,106,17.9,,,
Claude Larose,28,MTL,RW,64,10,13,23,-8,90,10,0,0,2,10,3,0,120,8.3,,,
Keith Magnuson,23,CBH,D,76,3,20,23,32,289,3,0,0,1,20,0,0,66,4.5,,,"ASG,Norris-5"
Eric Nesterenko,37,CBH,RW,76,8,15,23,13,28,7,1,0,2,13,1,1,72,11.1,,,
Rick Smith,22,BOS,D,67,4,19,23,30,44,4,0,0,1,17,0,2,78,5.1,,,
Barry Wilkins,23,VAN,D,70,5,18,23,-18,131,4,1,0,1,13,5,0,84,6.0,,,
Arnie Brown,29,2TM,D,75,5,18,23,-17,54,5,0,0,2,15,3,0,171,2.9,,,
Arnie Brown,29,NYR,D,48,3,12,15,0,24,3,0,0,2,9,3,0,114,2.6,,,
Arnie Brown,29,DET,D,27,2,6,8,-17,30,2,0,0,0,6,0,0,57,3.5,,,
Terry Harper,31,MTL,D,78,1,21,22,34,116,1,0,0,0,20,0,1,61,1.6,,,
Phil Roberto,22,MTL,RW,39,14,7,21,10,76,12,2,0,2,7,0,0,88,15.9,,,
Dick Duff,34,2TM,LW,60,8,13,21,-20,12,8,0,0,1,12,1,0,71,11.3,,,
Dick Duff,34,LAK,LW,7,1,0,1,-2,0,1,0,0,0,0,0,0,4,25.0,,,
Dick Duff,34,BUF,LW,53,7,13,20,-18,12,7,0,0,1,12,1,0,67,10.4,,,
Bob Baun,34,2TM,D,69,1,20,21,14,147,1,0,0,0,18,2,0,121,0.8,,,"Hart-6,Norris-5"
Bob Baun,34,DET,D,11,0,3,3,-2,24,0,0,0,0,3,0,0,17,0.0,,,
Bob Baun,34,TOR,D,58,1,17,18,16,123,1,0,0,0,15,2,0,104,1.0,,,
Mike Walton,26,2TM,C,45,6,15,21,-4,31,4,2,0,0,12,3,0,112,5.4,,,
Mike Walton,26,TOR,C,23,3,10,13,-14,21,1,2,0,0,7,3,0,68,4.4,,,
Mike Walton,26,BOS,C,22,3,5,8,10,10,3,0,0,0,5,0,0,44,6.8,,,
Craig Cameron,25,STL,RW,78,14,6,20,-11,32,13,0,1,2,6,0,0,86,16.3,,,
Barry Gibbs,22,MNS,D,68,5,15,20,-9,132,2,3,0,2,10,4,1,116,4.3,,,
Buster Harvey,20,MNS,RW,59,12,8,20,-14,36,8,4,0,3,6,2,0,154,7.8,,,
Tim Horton,41,NYR,D,78,2,18,20,27,57,1,1,0,1,10,7,1,124,1.6,,,
Rick Ley,22,TOR,D,76,4,16,20,13,151,4,0,0,0,10,5,1,78,5.1,,,
Don O'Donoghue,21,CGS,RW,43,11,9,20,-20,10,7,3,1,0,6,3,0,63,17.5,,,
Bob Plager,27,STL,D,70,1,19,20,11,114,1,0,0,1,16,0,3,66,1.5,,,
Noel Price,35,LAK,D,62,1,19,20,-13,29,1,0,0,0,15,4,0,88,1.1,,,
Harry Howell,38,2TM,D,46,3,17,20,-19,18,2,1,0,0,9,8,0,84,3.6,,,
Harry Howell,38,CGS,D,28,0,9,9,-20,14,0,0,0,0,5,4,0,51,0.0,,,
Harry Howell,38,LAK,D,18,3,8,11,1,4,2,1,0,0,4,4,0,33,9.1,,,
Réjean Houle,21,MTL,LW,66,10,9,19,7,28,9,1,0,1,7,2,0,87,11.5,,,
Bill McCreary,36,STL,LW,68,9,10,19,8,16,6,0,3,0,8,2,0,90,10.0,,,
Matt Ravlich,32,LAK,D,66,3,16,19,-15,41,3,0,0,1,8,8,0,57,5.3,,,
Dale Rolfe,30,2TM,D,58,3,16,19,0,71,3,0,0,0,13,2,1,118,2.5,,,
Dale Rolfe,30,DET,D,44,3,9,12,-11,48,3,0,0,0,7,1,1,90,3.3,,,
Dale Rolfe,30,NYR,D,14,0,7,7,11,23,0,0,0,0,6,1,0,28,0.0,,,
Jerry Korab,22,CBH,D,46,4,14,18,15,152,3,1,0,1,12,1,1,97,4.1,,,
Larry Mickey,27,LAK,RW,65,6,12,18,-13,46,5,0,1,2,8,4,0,101,5.9,,,
Darryl Sittler,20,TOR,C,49,10,8,18,2,37,7,3,0,3,7,1,0,131,7.6,,,
Fran Huck,25,2TM,C,34,8,10,18,5,18,6,2,0,1,7,3,0,51,15.7,,,
Fran Huck,25,MTL,C,5,1,2,3,3,0,1,0,0,0,2,0,0,8,12.5,,,
Fran Huck,25,STL,C,29,7,8,15,2,18,5,2,0,1,5,3,0,43,16.3,,,
Jack Egers,22,NYR,RW,60,7,10,17,6,50,4,3,0,3,8,2,0,88,8.0,,,
Tom Reid,24,MNS,D,73,3,14,17,-5,62,3,0,0,1,11,2,1,111,2.7,,,
Doug Roberts,28,CGS,D,78,4,13,17,-57,94,3,1,0,0,12,1,0,128,3.1,,,ASG
Floyd Smith,35,BUF,RW,77,6,11,17,-13,46,4,0,2,0,7,4,0,80,7.5,,,
Doug Mohns,37,2TM,D,55,6,11,17,8,30,4,1,1,1,6,4,1,70,8.6,,,
Doug Mohns,37,CBH,D,38,4,6,10,5,16,3,0,1,1,4,2,0,31,12.9,,,
Doug Mohns,37,MNS,D,17,2,5,7,3,14,1,1,0,0,2,2,1,39,5.1,,,
Terry Crisp,27,STL,C,54,5,11,16,3,13,4,0,1,0,10,1,0,47,10.6,,,
Tony Featherstone,21,CGS,RW,67,8,8,16,-5,44,7,1,0,1,7,1,0,90,8.9,,,
Reggie Fleming,34,BUF,LW,78,6,10,16,-8,159,6,0,0,0,7,2,1,54,11.1,,,
Lucien Grenier,24,LAK,RW,69,9,7,16,1,12,7,1,1,1,7,0,0,63,14.3,,,
Larry Hillman,33,PHI,D,73,3,13,16,8,39,3,0,0,0,12,1,0,177,1.7,,,
Jacques Laperrière,29,MTL,D,49,0,16,16,24,20,0,0,0,0,11,3,2,65,0.0,,,
Rene Leclerc,23,DET,RW,44,8,8,16,-4,43,5,3,0,1,7,0,1,56,14.3,,,
Lou Nanne,29,MNS,D,68,5,11,16,-6,22,5,0,0,0,10,1,0,61,8.2,,,
Guy Charron,22,2TM,LW,39,10,6,16,-2,6,8,2,0,1,6,0,0,68,14.7,,,
